seizure_id,district_id,district_name,locality_name,seizure_timestamp,category_id,category_name,seized_quantity,unit_of_measure,seizure_context
SEZ-2026-00149,33,Thiruvarur,Thiruvarur West Campus Zone,2025-05-12 13:40:10,2,Synthetic Stimulants / MDMA / Meth,19.98,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00150,22,Dharmapuri,Dharmapuri West Market,2025-11-18 15:57:18,5,Opioid Analogues / Brown Sugar / Heroin,31.82,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00151,1,Chennai,Chennai East Market,2024-11-10 01:48:17,4,Chemical Precursors / Ephedrine,0.72,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00152,38,Tiruvannamalai,Tiruvannamalai South Industrial Bypass,2026-04-05 10:46:54,5,Opioid Analogues / Brown Sugar / Heroin,19.04,LITRES,WAREHOUSE_RAID
SEZ-2026-00153,30,Ramanathapuram,Ramanathapuram North Campus Zone,2025-02-05 05:18:52,6,Unclassified / Suspicious Substance,24.43,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00154,15,Tenkasi,Tenkasi Central Market,2026-04-07 17:18:38,4,Chemical Precursors / Ephedrine,28.23,LITRES,WAREHOUSE_RAID
SEZ-2026-00155,36,Ranipet,Ranipet West Campus Zone,2025-10-30 23:22:12,5,Opioid Analogues / Brown Sugar / Heroin,15.50,LITRES,WAREHOUSE_RAID
SEZ-2026-00156,30,Ramanathapuram,Ramanathapuram West Campus Zone,2025-02-10 01:29:03,6,Unclassified / Suspicious Substance,0.73,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00157,35,Mayiladuthurai,Mayiladuthurai South Industrial Bypass,2025-06-07 05:30:18,5,Opioid Analogues / Brown Sugar / Heroin,20.28,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00158,4,Salem,Salem East Market,2024-11-13 21:37:11,1,Commercial Ganja / Cannabis,13.09,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00159,19,Cuddalore,Cuddalore North Campus Zone,2025-07-07 11:20:45,3,Prescription Narcotics / Codeine / Alprazolam,24.47,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00160,21,Kallakurichi,Kallakurichi South Industrial Bypass,2025-03-16 15:41:14,2,Synthetic Stimulants / MDMA / Meth,9.31,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00161,6,Tirunelveli,Tirunelveli North Industrial Bypass,2024-10-17 06:10:05,6,Unclassified / Suspicious Substance,25.39,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00162,22,Dharmapuri,Dharmapuri Central Campus Zone,2026-06-09 23:17:38,3,Prescription Narcotics / Codeine / Alprazolam,36.00,LITRES,WAREHOUSE_RAID
SEZ-2026-00163,15,Tenkasi,Tenkasi North Industrial Bypass,2025-08-31 04:19:15,4,Chemical Precursors / Ephedrine,37.70,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00164,13,Thoothukudi,Thoothukudi East Industrial Bypass,2025-03-18 16:49:18,5,Opioid Analogues / Brown Sugar / Heroin,43.31,LITRES,WAREHOUSE_RAID
SEZ-2026-00165,9,Vellore,Vellore East Industrial Bypass,2025-01-29 19:17:37,5,Opioid Analogues / Brown Sugar / Heroin,20.28,VIALS,WAREHOUSE_RAID
SEZ-2026-00166,14,Kanniyakumari,Kanniyakumari South Campus Zone,2025-03-06 19:08:46,2,Synthetic Stimulants / MDMA / Meth,24.56,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00167,17,Chengalpattu,Chengalpattu East Industrial Bypass,2025-03-08 16:56:19,5,Opioid Analogues / Brown Sugar / Heroin,26.87,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00168,32,Theni,Theni North Market,2026-06-15 18:50:17,4,Chemical Precursors / Ephedrine,40.86,KG,WAREHOUSE_RAID
SEZ-2026-00169,12,Thanjavur,Thanjavur East Industrial Bypass,2024-12-15 11:19:10,6,Unclassified / Suspicious Substance,11.15,KG,WAREHOUSE_RAID
SEZ-2026-00170,36,Ranipet,Ranipet Central Industrial Bypass,2026-02-06 12:15:35,4,Chemical Precursors / Ephedrine,29.00,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00171,19,Cuddalore,Cuddalore East Campus Zone,2025-12-21 01:39:48,6,Unclassified / Suspicious Substance,18.13,VIALS,WAREHOUSE_RAID
SEZ-2026-00172,35,Mayiladuthurai,Mayiladuthurai North Market,2025-10-28 03:56:49,4,Chemical Precursors / Ephedrine,5.83,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00173,6,Tirunelveli,Tirunelveli South Market,2025-04-01 20:18:04,4,Chemical Precursors / Ephedrine,14.73,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00174,38,Tiruvannamalai,Tiruvannamalai West Market,2026-02-03 09:40:10,3,Prescription Narcotics / Codeine / Alprazolam,39.12,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00175,31,Virudhunagar,Virudhunagar North Campus Zone,2026-06-13 19:03:14,6,Unclassified / Suspicious Substance,13.61,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00176,23,Namakkal,Namakkal Central Industrial Bypass,2026-05-19 04:27:55,5,Opioid Analogues / Brown Sugar / Heroin,15.61,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00177,9,Vellore,Vellore South Industrial Bypass,2026-07-12 03:06:26,2,Synthetic Stimulants / MDMA / Meth,10.80,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00178,8,Tiruppur,Tiruppur South Campus Zone,2026-03-21 04:48:08,3,Prescription Narcotics / Codeine / Alprazolam,25.22,LITRES,WAREHOUSE_RAID
SEZ-2026-00179,12,Thanjavur,Thanjavur West Industrial Bypass,2025-04-21 00:17:59,4,Chemical Precursors / Ephedrine,38.70,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00180,35,Mayiladuthurai,Mayiladuthurai West Campus Zone,2026-01-17 02:57:22,6,Unclassified / Suspicious Substance,21.73,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00181,15,Tenkasi,Tenkasi West Industrial Bypass,2026-02-18 15:00:06,1,Commercial Ganja / Cannabis,28.73,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00182,17,Chengalpattu,Chengalpattu East Industrial Bypass,2025-08-28 01:46:02,1,Commercial Ganja / Cannabis,9.01,LITRES,WAREHOUSE_RAID
SEZ-2026-00183,24,Nilgiris,Nilgiris North Campus Zone,2025-01-08 02:47:24,6,Unclassified / Suspicious Substance,7.87,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00184,23,Namakkal,Namakkal East Market,2026-07-09 22:35:47,1,Commercial Ganja / Cannabis,43.56,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00185,20,Viluppuram,Viluppuram South Campus Zone,2025-02-23 23:37:14,1,Commercial Ganja / Cannabis,38.13,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00186,34,Nagapattinam,Nagapattinam South Industrial Bypass,2025-06-30 17:34:35,2,Synthetic Stimulants / MDMA / Meth,27.29,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00187,27,Perambalur,Perambalur Central Campus Zone,2025-10-26 11:09:30,2,Synthetic Stimulants / MDMA / Meth,28.50,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00188,3,Madurai,Madurai South Industrial Bypass,2024-11-07 18:24:10,1,Commercial Ganja / Cannabis,36.80,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00189,24,Nilgiris,Nilgiris North Market,2025-03-15 13:44:42,6,Unclassified / Suspicious Substance,30.53,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00190,34,Nagapattinam,Nagapattinam West Market,2025-07-10 10:38:24,3,Prescription Narcotics / Codeine / Alprazolam,15.54,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00191,16,Kancheepuram,Kancheepuram North Market,2025-07-10 23:54:31,6,Unclassified / Suspicious Substance,6.31,KG,WAREHOUSE_RAID
SEZ-2026-00192,4,Salem,Salem West Industrial Bypass,2025-01-26 05:15:46,3,Prescription Narcotics / Codeine / Alprazolam,8.23,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00193,27,Perambalur,Perambalur Central Industrial Bypass,2025-02-01 15:35:24,5,Opioid Analogues / Brown Sugar / Heroin,18.76,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00194,16,Kancheepuram,Kancheepuram North Industrial Bypass,2025-12-12 08:28:16,5,Opioid Analogues / Brown Sugar / Heroin,20.29,LITRES,WAREHOUSE_RAID
SEZ-2026-00195,34,Nagapattinam,Nagapattinam North Campus Zone,2026-06-30 14:22:17,6,Unclassified / Suspicious Substance,44.69,VIALS,WAREHOUSE_RAID
SEZ-2026-00196,33,Thiruvarur,Thiruvarur Central Market,2025-06-05 08:03:05,1,Commercial Ganja / Cannabis,10.46,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00197,37,Tirupathur,Tirupathur South Campus Zone,2025-05-02 16:13:21,6,Unclassified / Suspicious Substance,25.32,KG,WAREHOUSE_RAID
SEZ-2026-00198,29,Sivaganga,Sivaganga East Market,2024-12-14 07:57:42,1,Commercial Ganja / Cannabis,21.20,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00199,27,Perambalur,Perambalur West Market,2025-06-27 01:53:56,1,Commercial Ganja / Cannabis,2.89,VIALS,WAREHOUSE_RAID
SEZ-2026-00200,7,Erode,Erode West Industrial Bypass,2024-12-21 18:30:16,6,Unclassified / Suspicious Substance,29.68,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00201,26,Ariyalur,Ariyalur North Market,2025-07-28 00:00:42,3,Prescription Narcotics / Codeine / Alprazolam,39.03,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00202,12,Thanjavur,Thanjavur West Campus Zone,2026-06-30 05:04:30,5,Opioid Analogues / Brown Sugar / Heroin,38.43,VIALS,WAREHOUSE_RAID
SEZ-2026-00203,5,Tiruchirappalli,Tiruchirappalli North Market,2025-10-05 08:42:48,6,Unclassified / Suspicious Substance,16.26,LITRES,WAREHOUSE_RAID
SEZ-2026-00204,16,Kancheepuram,Kancheepuram Central Industrial Bypass,2026-04-08 21:25:45,4,Chemical Precursors / Ephedrine,35.86,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00205,32,Theni,Theni Central Industrial Bypass,2026-06-12 16:25:01,2,Synthetic Stimulants / MDMA / Meth,37.44,LITRES,WAREHOUSE_RAID
SEZ-2026-00206,16,Kancheepuram,Kancheepuram East Industrial Bypass,2025-08-25 11:14:20,3,Prescription Narcotics / Codeine / Alprazolam,32.97,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00207,35,Mayiladuthurai,Mayiladuthurai West Campus Zone,2026-07-16 06:46:53,5,Opioid Analogues / Brown Sugar / Heroin,22.38,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00208,4,Salem,Salem Central Industrial Bypass,2025-02-08 02:32:46,5,Opioid Analogues / Brown Sugar / Heroin,11.98,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00209,37,Tirupathur,Tirupathur West Industrial Bypass,2026-08-05 00:59:13,3,Prescription Narcotics / Codeine / Alprazolam,6.85,KG,WAREHOUSE_RAID
SEZ-2026-00210,20,Viluppuram,Viluppuram East Industrial Bypass,2025-04-26 20:07:21,6,Unclassified / Suspicious Substance,19.30,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00211,20,Viluppuram,Viluppuram West Market,2025-01-14 02:19:30,5,Opioid Analogues / Brown Sugar / Heroin,21.86,VIALS,WAREHOUSE_RAID
SEZ-2026-00212,13,Thoothukudi,Thoothukudi West Industrial Bypass,2026-02-11 04:25:39,6,Unclassified / Suspicious Substance,24.95,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00213,4,Salem,Salem North Industrial Bypass,2024-11-15 13:15:29,2,Synthetic Stimulants / MDMA / Meth,24.04,VIALS,WAREHOUSE_RAID
SEZ-2026-00214,19,Cuddalore,Cuddalore North Campus Zone,2024-11-23 03:30:21,4,Chemical Precursors / Ephedrine,11.21,VIALS,WAREHOUSE_RAID
SEZ-2026-00215,2,Coimbatore,Coimbatore Central Market,2024-10-30 07:30:09,6,Unclassified / Suspicious Substance,36.43,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00216,34,Nagapattinam,Nagapattinam Central Market,2025-05-12 09:48:49,1,Commercial Ganja / Cannabis,36.01,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00217,38,Tiruvannamalai,Tiruvannamalai Central Industrial Bypass,2025-03-27 19:18:58,1,Commercial Ganja / Cannabis,32.11,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00218,7,Erode,Erode West Industrial Bypass,2025-04-10 18:53:31,1,Commercial Ganja / Cannabis,26.99,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00219,2,Coimbatore,Coimbatore Central Industrial Bypass,2026-02-02 05:40:34,3,Prescription Narcotics / Codeine / Alprazolam,9.83,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00220,16,Kancheepuram,Kancheepuram East Campus Zone,2025-03-19 06:37:37,6,Unclassified / Suspicious Substance,8.40,KG,WAREHOUSE_RAID
SEZ-2026-00221,1,Chennai,Chennai North Industrial Bypass,2026-05-05 01:46:48,3,Prescription Narcotics / Codeine / Alprazolam,38.23,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00222,31,Virudhunagar,Virudhunagar South Campus Zone,2026-01-17 02:35:12,2,Synthetic Stimulants / MDMA / Meth,34.58,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00223,20,Viluppuram,Viluppuram South Industrial Bypass,2025-05-27 08:05:07,3,Prescription Narcotics / Codeine / Alprazolam,21.03,KG,WAREHOUSE_RAID
SEZ-2026-00224,2,Coimbatore,Coimbatore South Campus Zone,2025-06-09 10:16:49,3,Prescription Narcotics / Codeine / Alprazolam,19.45,KG,WAREHOUSE_RAID
SEZ-2026-00225,16,Kancheepuram,Kancheepuram Central Market,2026-01-28 17:30:05,5,Opioid Analogues / Brown Sugar / Heroin,44.28,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00226,27,Perambalur,Perambalur East Market,2024-09-23 17:37:11,5,Opioid Analogues / Brown Sugar / Heroin,40.08,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00227,33,Thiruvarur,Thiruvarur East Market,2024-10-27 22:23:17,5,Opioid Analogues / Brown Sugar / Heroin,2.97,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00228,5,Tiruchirappalli,Tiruchirappalli Central Industrial Bypass,2024-11-21 20:37:29,5,Opioid Analogues / Brown Sugar / Heroin,24.39,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00229,4,Salem,Salem North Market,2025-11-28 11:31:19,3,Prescription Narcotics / Codeine / Alprazolam,9.29,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00230,22,Dharmapuri,Dharmapuri East Campus Zone,2024-11-25 10:50:37,1,Commercial Ganja / Cannabis,6.86,LITRES,WAREHOUSE_RAID
SEZ-2026-00231,30,Ramanathapuram,Ramanathapuram Central Industrial Bypass,2026-03-13 07:08:33,5,Opioid Analogues / Brown Sugar / Heroin,11.87,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00232,24,Nilgiris,Nilgiris West Campus Zone,2026-04-24 15:36:44,6,Unclassified / Suspicious Substance,28.09,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00233,9,Vellore,Vellore South Industrial Bypass,2025-02-04 09:16:00,2,Synthetic Stimulants / MDMA / Meth,32.91,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00234,33,Thiruvarur,Thiruvarur Central Industrial Bypass,2026-07-31 15:03:31,3,Prescription Narcotics / Codeine / Alprazolam,10.89,LITRES,WAREHOUSE_RAID
SEZ-2026-00235,30,Ramanathapuram,Ramanathapuram South Campus Zone,2025-12-24 12:02:15,5,Opioid Analogues / Brown Sugar / Heroin,9.71,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00236,10,Krishnagiri,Krishnagiri Central Campus Zone,2025-10-29 02:07:07,2,Synthetic Stimulants / MDMA / Meth,44.46,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00237,24,Nilgiris,Nilgiris Central Industrial Bypass,2025-09-07 03:11:42,4,Chemical Precursors / Ephedrine,17.25,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00238,34,Nagapattinam,Nagapattinam South Campus Zone,2026-02-21 00:21:45,5,Opioid Analogues / Brown Sugar / Heroin,42.71,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00239,12,Thanjavur,Thanjavur East Market,2024-11-13 11:11:00,5,Opioid Analogues / Brown Sugar / Heroin,40.23,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00240,12,Thanjavur,Thanjavur East Market,2026-07-21 08:39:19,3,Prescription Narcotics / Codeine / Alprazolam,16.16,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00241,10,Krishnagiri,Krishnagiri Central Market,2025-09-03 08:38:56,4,Chemical Precursors / Ephedrine,6.12,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00242,6,Tirunelveli,Tirunelveli North Market,2024-11-19 14:38:25,2,Synthetic Stimulants / MDMA / Meth,29.35,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00243,35,Mayiladuthurai,Mayiladuthurai East Industrial Bypass,2026-07-12 12:55:48,3,Prescription Narcotics / Codeine / Alprazolam,10.09,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00244,3,Madurai,Madurai West Market,2024-11-30 17:05:30,2,Synthetic Stimulants / MDMA / Meth,1.29,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00245,28,Pudukkottai,Pudukkottai West Market,2025-02-14 14:44:44,5,Opioid Analogues / Brown Sugar / Heroin,13.09,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00246,7,Erode,Erode Central Industrial Bypass,2026-07-08 21:48:09,4,Chemical Precursors / Ephedrine,3.50,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00247,26,Ariyalur,Ariyalur East Market,2025-06-16 08:02:47,3,Prescription Narcotics / Codeine / Alprazolam,38.82,KG,WAREHOUSE_RAID
SEZ-2026-00248,20,Viluppuram,Viluppuram West Market,2026-04-30 20:33:25,5,Opioid Analogues / Brown Sugar / Heroin,30.55,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00249,5,Tiruchirappalli,Tiruchirappalli East Industrial Bypass,2026-02-13 21:00:36,6,Unclassified / Suspicious Substance,24.75,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00250,8,Tiruppur,Tiruppur West Market,2025-01-18 19:41:03,6,Unclassified / Suspicious Substance,41.67,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00251,32,Theni,Theni West Campus Zone,2025-10-14 17:36:19,4,Chemical Precursors / Ephedrine,10.15,LITRES,WAREHOUSE_RAID
SEZ-2026-00252,8,Tiruppur,Tiruppur East Market,2025-11-12 02:42:25,3,Prescription Narcotics / Codeine / Alprazolam,32.63,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00253,33,Thiruvarur,Thiruvarur South Campus Zone,2025-10-06 05:09:08,1,Commercial Ganja / Cannabis,16.04,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00254,26,Ariyalur,Ariyalur West Industrial Bypass,2025-01-08 06:02:55,1,Commercial Ganja / Cannabis,15.55,LITRES,WAREHOUSE_RAID
SEZ-2026-00255,4,Salem,Salem South Campus Zone,2026-03-29 03:07:49,6,Unclassified / Suspicious Substance,44.00,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00256,8,Tiruppur,Tiruppur North Industrial Bypass,2024-10-07 03:40:15,4,Chemical Precursors / Ephedrine,21.00,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00257,25,Karur,Karur South Industrial Bypass,2024-10-03 19:24:24,1,Commercial Ganja / Cannabis,7.05,LITRES,WAREHOUSE_RAID
SEZ-2026-00258,35,Mayiladuthurai,Mayiladuthurai North Market,2026-02-13 18:01:10,2,Synthetic Stimulants / MDMA / Meth,11.92,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00259,37,Tirupathur,Tirupathur West Industrial Bypass,2025-05-06 06:26:14,6,Unclassified / Suspicious Substance,32.67,KG,WAREHOUSE_RAID
SEZ-2026-00260,26,Ariyalur,Ariyalur West Industrial Bypass,2024-09-21 19:25:46,4,Chemical Precursors / Ephedrine,33.77,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00261,4,Salem,Salem West Market,2024-12-24 19:51:55,3,Prescription Narcotics / Codeine / Alprazolam,7.58,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00262,6,Tirunelveli,Tirunelveli South Campus Zone,2025-01-30 05:18:14,4,Chemical Precursors / Ephedrine,20.72,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00263,35,Mayiladuthurai,Mayiladuthurai South Industrial Bypass,2025-06-21 21:45:09,5,Opioid Analogues / Brown Sugar / Heroin,36.08,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00264,15,Tenkasi,Tenkasi South Campus Zone,2025-10-31 12:14:19,5,Opioid Analogues / Brown Sugar / Heroin,6.54,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00265,14,Kanniyakumari,Kanniyakumari West Market,2025-08-18 13:35:30,5,Opioid Analogues / Brown Sugar / Heroin,24.66,KG,WAREHOUSE_RAID
SEZ-2026-00266,7,Erode,Erode South Industrial Bypass,2024-11-26 22:54:02,1,Commercial Ganja / Cannabis,5.21,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00267,9,Vellore,Vellore Central Market,2024-09-21 10:42:05,3,Prescription Narcotics / Codeine / Alprazolam,36.53,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00268,1,Chennai,Chennai South Market,2026-02-07 23:50:59,4,Chemical Precursors / Ephedrine,18.35,VIALS,WAREHOUSE_RAID
SEZ-2026-00269,38,Tiruvannamalai,Tiruvannamalai Central Campus Zone,2025-07-01 19:21:09,3,Prescription Narcotics / Codeine / Alprazolam,38.65,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00270,21,Kallakurichi,Kallakurichi South Industrial Bypass,2026-06-19 10:57:22,3,Prescription Narcotics / Codeine / Alprazolam,39.48,LITRES,POSTAL_PARCEL_HOLD
SEZ-2026-00271,11,Dindigul,Dindigul West Campus Zone,2026-06-18 14:42:38,5,Opioid Analogues / Brown Sugar / Heroin,8.12,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00272,3,Madurai,Madurai South Industrial Bypass,2026-02-15 20:40:48,3,Prescription Narcotics / Codeine / Alprazolam,14.81,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00273,38,Tiruvannamalai,Tiruvannamalai West Industrial Bypass,2026-05-17 23:01:45,1,Commercial Ganja / Cannabis,4.90,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00274,23,Namakkal,Namakkal West Campus Zone,2026-02-06 14:52:20,5,Opioid Analogues / Brown Sugar / Heroin,24.58,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00275,17,Chengalpattu,Chengalpattu East Industrial Bypass,2026-01-31 18:49:38,4,Chemical Precursors / Ephedrine,35.99,VIALS,WAREHOUSE_RAID
SEZ-2026-00276,22,Dharmapuri,Dharmapuri South Campus Zone,2025-01-01 16:52:47,4,Chemical Precursors / Ephedrine,21.18,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00277,28,Pudukkottai,Pudukkottai East Market,2026-05-08 08:04:55,3,Prescription Narcotics / Codeine / Alprazolam,14.11,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00278,30,Ramanathapuram,Ramanathapuram East Campus Zone,2026-04-27 05:10:06,3,Prescription Narcotics / Codeine / Alprazolam,19.29,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00279,37,Tirupathur,Tirupathur South Market,2025-02-26 16:43:43,4,Chemical Precursors / Ephedrine,5.50,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00280,27,Perambalur,Perambalur South Industrial Bypass,2026-07-22 17:52:06,6,Unclassified / Suspicious Substance,4.19,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00281,14,Kanniyakumari,Kanniyakumari North Market,2024-11-18 18:46:17,2,Synthetic Stimulants / MDMA / Meth,13.50,KG,WAREHOUSE_RAID
SEZ-2026-00282,3,Madurai,Madurai West Campus Zone,2025-06-30 03:56:13,1,Commercial Ganja / Cannabis,32.42,LITRES,WAREHOUSE_RAID
SEZ-2026-00283,2,Coimbatore,Coimbatore East Market,2026-06-10 00:08:22,4,Chemical Precursors / Ephedrine,6.59,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00284,8,Tiruppur,Tiruppur Central Campus Zone,2026-08-18 12:55:47,6,Unclassified / Suspicious Substance,19.65,LITRES,WAREHOUSE_RAID
SEZ-2026-00285,30,Ramanathapuram,Ramanathapuram West Campus Zone,2025-05-30 23:38:03,6,Unclassified / Suspicious Substance,31.35,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00286,14,Kanniyakumari,Kanniyakumari West Industrial Bypass,2024-12-17 01:25:00,1,Commercial Ganja / Cannabis,24.44,BLISTER_STRIPS,WAREHOUSE_RAID
SEZ-2026-00287,13,Thoothukudi,Thoothukudi South Market,2026-02-09 19:44:21,3,Prescription Narcotics / Codeine / Alprazolam,14.36,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00288,16,Kancheepuram,Kancheepuram West Industrial Bypass,2024-11-08 14:02:50,4,Chemical Precursors / Ephedrine,42.42,VIALS,HIGHWAY_INTERCEPTION
SEZ-2026-00289,33,Thiruvarur,Thiruvarur Central Market,2026-02-16 07:13:00,6,Unclassified / Suspicious Substance,22.89,LITRES,HIGHWAY_INTERCEPTION
SEZ-2026-00290,14,Kanniyakumari,Kanniyakumari South Industrial Bypass,2026-05-27 10:06:00,6,Unclassified / Suspicious Substance,20.44,BLISTER_STRIPS,POSTAL_PARCEL_HOLD
SEZ-2026-00291,10,Krishnagiri,Krishnagiri East Market,2025-10-04 05:21:33,5,Opioid Analogues / Brown Sugar / Heroin,6.47,VIALS,POSTAL_PARCEL_HOLD
SEZ-2026-00292,26,Ariyalur,Ariyalur South Market,2025-07-11 08:54:18,3,Prescription Narcotics / Codeine / Alprazolam,4.07,KG,HIGHWAY_INTERCEPTION
SEZ-2026-00293,2,Coimbatore,Coimbatore West Industrial Bypass,2026-06-08 04:07:22,3,Prescription Narcotics / Codeine / Alprazolam,43.44,LITRES,WAREHOUSE_RAID
SEZ-2026-00294,28,Pudukkottai,Pudukkottai South Market,2025-04-16 08:14:31,4,Chemical Precursors / Ephedrine,18.29,KG,WAREHOUSE_RAID
SEZ-2026-00295,31,Virudhunagar,Virudhunagar East Campus Zone,2026-06-04 22:19:04,2,Synthetic Stimulants / MDMA / Meth,7.42,KG,POSTAL_PARCEL_HOLD
SEZ-2026-00296,38,Tiruvannamalai,Tiruvannamalai East Market,2024-09-22 15:22:23,3,Prescription Narcotics / Codeine / Alprazolam,41.05,BLISTER_STRIPS,HIGHWAY_INTERCEPTION
SEZ-2026-00297,35,Mayiladuthurai,Mayiladuthurai North Industrial Bypass,2026-03-17 22:53:10,2,Synthetic Stimulants / MDMA / Meth,33.90,KG,WAREHOUSE_RAID
