checkpost_report_id,checkpost_name,district_id,district_name,border_corridor,scanned_at,transit_direction,category_id,category_name,volume_band
CHK-2026-00139,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-07-10 06:06:08,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00140,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-03-27 16:42:34,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_B_MEDIUM
CHK-2026-00141,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-07-19 23:28:31,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00142,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-04-16 08:05:55,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00143,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-09-11 11:17:48,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00144,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-02-01 16:49:53,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00145,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-07-07 12:19:46,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00146,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-09-30 23:25:55,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00147,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-08-03 19:34:16,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00148,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2024-10-21 04:59:29,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00149,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-05-14 07:44:04,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00150,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-08-31 06:35:33,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00151,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-09-06 16:10:49,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00152,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-05-15 05:57:58,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00153,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2024-09-24 03:59:31,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00154,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-07-21 11:25:19,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00155,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-02-25 19:04:38,TRANSIT_CROSS_STATE,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00156,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-01-18 10:08:03,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00157,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-05-25 11:30:50,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00158,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-09-08 03:57:19,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00159,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2024-12-13 13:09:50,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00160,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-04-18 22:24:35,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00161,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-02-07 16:51:38,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00162,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-05-14 21:43:54,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00163,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-02-17 01:06:42,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00164,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2024-12-27 02:57:51,TRANSIT_CROSS_STATE,3,Prescription Narcotics / Codeine / Alprazolam,BAND_B_MEDIUM
CHK-2026-00165,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2024-11-11 16:45:41,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00166,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-04-09 22:44:45,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00167,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-03-18 11:10:39,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00168,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-07-03 10:23:35,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00169,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-05-07 09:29:58,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00170,Ennore Port Gate,1,Chennai,Maritime Logistics,2024-11-25 16:36:36,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00171,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-03-03 05:45:59,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00172,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-04-17 18:18:48,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00173,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-07-06 05:18:12,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00174,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-12-24 09:44:16,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00175,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2024-12-22 06:08:16,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00176,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-05-27 05:43:07,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00177,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-12-28 02:46:51,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00178,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-02-26 20:55:30,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00179,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-01-08 13:59:31,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00180,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2024-11-12 11:37:13,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00181,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-08-03 17:26:45,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00182,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-12-25 14:14:05,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00183,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-01-22 11:23:34,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00184,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-04-04 08:30:17,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00185,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-01-02 01:48:02,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00186,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-04-05 21:51:03,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00187,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-03-15 16:12:29,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00188,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-07-04 10:10:02,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00189,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-03-10 22:56:32,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00190,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-03-12 07:51:09,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00191,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-11-02 19:51:36,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00192,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2024-11-01 09:42:10,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00193,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-04-22 02:23:01,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00194,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-01-12 10:26:48,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00195,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-04-18 23:38:11,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00196,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-12-05 23:03:19,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00197,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-08-17 13:06:21,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00198,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-05-28 10:40:09,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00199,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-07-29 13:59:24,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00200,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-03-09 04:56:45,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00201,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-04-22 18:58:12,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00202,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-04-01 08:42:43,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00203,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-09-04 18:15:17,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00204,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2024-10-16 02:10:02,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00205,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-05-07 13:35:05,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00206,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-08-29 00:45:31,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00207,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-11-03 19:55:44,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00208,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-01-31 18:17:01,TRANSIT_CROSS_STATE,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00209,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-03-05 15:11:39,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00210,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-03-25 03:23:33,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00211,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-01-29 22:49:56,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00212,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2024-09-30 08:05:22,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00213,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-02-18 23:35:08,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00214,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-01-22 22:50:53,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00215,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2024-12-15 13:50:50,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00216,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-11-02 15:28:05,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00217,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-01-04 12:42:04,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00218,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-09-05 11:54:50,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00219,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2024-09-28 06:53:27,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00220,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-03-13 18:55:23,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00221,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-04-25 17:14:33,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00222,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-06-07 18:57:30,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00223,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-05-01 18:10:07,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00224,Ennore Port Gate,1,Chennai,Maritime Logistics,2024-10-13 07:23:58,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_C_PARCEL
CHK-2026-00225,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-08-19 04:33:09,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00226,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-06-07 22:13:48,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00227,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-01-29 12:51:06,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00228,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-07-14 02:33:07,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00229,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-03-22 17:54:04,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00230,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-08-18 14:41:12,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00231,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-01-18 14:55:14,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00232,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-02-09 21:51:38,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00233,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-07-28 19:55:58,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00234,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-11-26 18:03:38,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00235,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-05-09 10:24:42,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00236,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-04-13 06:00:16,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00237,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-04-09 16:36:51,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00238,Ennore Port Gate,1,Chennai,Maritime Logistics,2024-11-08 15:47:46,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00239,Ennore Port Gate,1,Chennai,Maritime Logistics,2024-10-04 16:08:13,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00240,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-07-12 04:57:58,INBOUND_TO_TN,3,Prescription Narcotics / Codeine / Alprazolam,BAND_C_PARCEL
CHK-2026-00241,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-01-04 21:03:11,OUTBOUND,3,Prescription Narcotics / Codeine / Alprazolam,BAND_A_BULK
CHK-2026-00242,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2026-04-14 19:47:27,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00243,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-08-18 12:46:29,TRANSIT_CROSS_STATE,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00244,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-02-17 10:40:54,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00245,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-02-15 23:42:59,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00246,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-02-18 05:24:36,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00247,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-10-15 01:16:39,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00248,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2024-10-25 20:53:21,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00249,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-03-11 13:14:44,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00250,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2024-12-13 01:09:54,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00251,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2024-10-19 08:19:20,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_C_PARCEL
CHK-2026-00252,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2026-01-02 04:46:53,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00253,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-05-22 02:47:38,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00254,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-11-18 17:32:46,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00255,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-10-08 14:35:48,INBOUND_TO_TN,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00256,Ennore Port Gate,1,Chennai,Maritime Logistics,2024-12-17 12:20:56,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00257,Kaliyakkavilai Gate,14,Kanniyakumari,Kerala (NH-66),2025-12-21 05:24:16,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_B_MEDIUM
CHK-2026-00258,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-03-18 21:13:49,OUTBOUND,2,Synthetic Stimulants / MDMA / Meth,BAND_C_PARCEL
CHK-2026-00259,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-07-16 13:43:22,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00260,Ennore Port Gate,1,Chennai,Maritime Logistics,2024-12-26 14:33:42,INBOUND_TO_TN,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00261,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-07-18 09:13:01,OUTBOUND,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00262,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2025-11-13 12:14:50,OUTBOUND,6,Unclassified / Suspicious Substance,BAND_C_PARCEL
CHK-2026-00263,Walayar Checkpost,2,Coimbatore,Kerala (NH-544),2025-05-10 23:38:58,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00264,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-02-13 10:19:38,INBOUND_TO_TN,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00265,Ennore Port Gate,1,Chennai,Maritime Logistics,2026-07-20 04:58:11,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_A_BULK
CHK-2026-00266,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2026-02-07 07:17:14,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00267,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-06-24 20:58:08,INBOUND_TO_TN,6,Unclassified / Suspicious Substance,BAND_A_BULK
CHK-2026-00268,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-11-30 17:01:08,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_A_BULK
CHK-2026-00269,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2026-05-18 13:46:43,OUTBOUND,4,Chemical Precursors / Ephedrine,BAND_B_MEDIUM
CHK-2026-00270,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2025-07-16 05:21:26,TRANSIT_CROSS_STATE,1,Commercial Ganja / Cannabis,BAND_C_PARCEL
CHK-2026-00271,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-07-11 10:51:24,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_A_BULK
CHK-2026-00272,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-09-05 17:13:29,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00273,Gummidipoondi Checkpost,18,Tiruvallur,Andhra Pradesh (NH-16),2025-04-15 14:24:50,INBOUND_TO_TN,1,Commercial Ganja / Cannabis,BAND_A_BULK
CHK-2026-00274,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-08-01 21:21:23,TRANSIT_CROSS_STATE,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00275,V.O.C. Port Terminal,13,Thoothukudi,Maritime Coast,2025-11-18 11:42:57,TRANSIT_CROSS_STATE,2,Synthetic Stimulants / MDMA / Meth,BAND_B_MEDIUM
CHK-2026-00276,Zuzuvadi Checkpost,10,Krishnagiri,Karnataka (NH-48),2026-06-07 00:41:16,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
CHK-2026-00277,Puliyarai Checkpost,15,Tenkasi,Kerala (NH-744),2026-08-03 00:03:50,TRANSIT_CROSS_STATE,6,Unclassified / Suspicious Substance,BAND_B_MEDIUM
CHK-2026-00278,Ennore Port Gate,1,Chennai,Maritime Logistics,2025-01-13 02:33:28,OUTBOUND,5,Opioid Analogues / Brown Sugar / Heroin,BAND_B_MEDIUM
