complaint_id,district_id,district_name,taluk_id,locality_id,locality_name,category_id,category_name,source_id,source_name,reported_at,description_sanitized,verification_status,is_first_time_signal
CMP-2026-00256,23,Namakkal,112,335,Namakkal South Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,4,State Anti-Drug Helpline 10583,2025-03-08 09:34:16,Observation reported near Namakkal South Campus Zone sector in Namakkal.,CORROBORATED,0
CMP-2026-00257,27,Perambalur,135,405,Perambalur Central Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2,Police FIR & Seizure Register,2025-10-13 06:14:03,Observation reported near Perambalur Central Industrial Bypass sector in Perambalur.,UNVERIFIED,0
CMP-2026-00258,17,Chengalpattu,85,254,Chengalpattu Central Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2,Police FIR & Seizure Register,2025-05-31 10:47:37,Observation reported near Chengalpattu Central Campus Zone sector in Chengalpattu.,UNVERIFIED,1
CMP-2026-00259,11,Dindigul,54,162,Dindigul West Industrial Bypass,4,Chemical Precursors / Ephedrine,3,State Checkpost Telemetry,2026-03-07 05:32:52,Observation reported near Dindigul West Industrial Bypass sector in Dindigul.,VERIFIED,0
CMP-2026-00260,4,Salem,18,54,Salem East Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2024-09-25 10:13:04,Observation reported near Salem East Industrial Bypass sector in Salem.,CORROBORATED,0
CMP-2026-00261,15,Tenkasi,72,216,Tenkasi South Industrial Bypass,1,Commercial Ganja / Cannabis,5,Health & Rehab Aggregate Registry,2026-04-12 01:29:44,Observation reported near Tenkasi South Industrial Bypass sector in Tenkasi.,VERIFIED,0
CMP-2026-00262,36,Ranipet,179,536,Ranipet West Campus Zone,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2025-02-23 15:44:40,Observation reported near Ranipet West Campus Zone sector in Ranipet.,VERIFIED,0
CMP-2026-00263,14,Kanniyakumari,67,199,Kanniyakumari South Market,6,Unclassified / Suspicious Substance,1,Anonymous Citizen Portal,2025-10-24 23:47:48,Observation reported near Kanniyakumari South Market sector in Kanniyakumari.,VERIFIED,0
CMP-2026-00264,24,Nilgiris,120,360,Nilgiris Central Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2026-01-13 20:35:14,Observation reported near Nilgiris Central Industrial Bypass sector in Nilgiris.,VERIFIED,0
CMP-2026-00265,29,Sivaganga,144,430,Sivaganga West Market,5,Opioid Analogues / Brown Sugar / Heroin,4,State Anti-Drug Helpline 10583,2025-12-07 09:33:47,Observation reported near Sivaganga West Market sector in Sivaganga.,NEEDS_VERIFICATION,0
CMP-2026-00266,30,Ramanathapuram,146,437,Ramanathapuram North Campus Zone,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2024-11-11 23:45:54,Observation reported near Ramanathapuram North Campus Zone sector in Ramanathapuram.,CORROBORATED,0
CMP-2026-00267,18,Tiruvallur,90,268,Tiruvallur Central Market,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2025-09-29 23:58:49,Observation reported near Tiruvallur Central Market sector in Tiruvallur.,VERIFIED,0
CMP-2026-00268,32,Theni,160,478,Theni Central Market,2,Synthetic Stimulants / MDMA / Meth,2,Police FIR & Seizure Register,2025-01-17 01:37:55,Observation reported near Theni Central Market sector in Theni.,NEEDS_VERIFICATION,0
CMP-2026-00269,22,Dharmapuri,108,323,Dharmapuri East Campus Zone,1,Commercial Ganja / Cannabis,3,State Checkpost Telemetry,2025-10-27 15:51:20,Observation reported near Dharmapuri East Campus Zone sector in Dharmapuri.,NEEDS_VERIFICATION,1
CMP-2026-00270,24,Nilgiris,116,347,Nilgiris North Campus Zone,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2026-08-03 14:37:36,Observation reported near Nilgiris North Campus Zone sector in Nilgiris.,NEEDS_VERIFICATION,0
CMP-2026-00271,8,Tiruppur,37,111,Tiruppur South Industrial Bypass,6,Unclassified / Suspicious Substance,1,Anonymous Citizen Portal,2025-06-09 11:13:33,Observation reported near Tiruppur South Industrial Bypass sector in Tiruppur.,UNVERIFIED,0
CMP-2026-00272,29,Sivaganga,145,434,Sivaganga Central Campus Zone,4,Chemical Precursors / Ephedrine,2,Police FIR & Seizure Register,2025-02-13 12:59:22,Observation reported near Sivaganga Central Campus Zone sector in Sivaganga.,VERIFIED,0
CMP-2026-00273,22,Dharmapuri,108,324,Dharmapuri East Industrial Bypass,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2025-02-28 22:28:22,Observation reported near Dharmapuri East Industrial Bypass sector in Dharmapuri.,NEEDS_VERIFICATION,0
CMP-2026-00274,27,Perambalur,135,404,Perambalur Central Campus Zone,6,Unclassified / Suspicious Substance,3,State Checkpost Telemetry,2025-01-14 21:08:26,Observation reported near Perambalur Central Campus Zone sector in Perambalur.,VERIFIED,0
CMP-2026-00275,37,Tirupathur,181,542,Tirupathur North Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2026-05-31 00:42:11,Observation reported near Tirupathur North Campus Zone sector in Tirupathur.,UNVERIFIED,0
CMP-2026-00276,15,Tenkasi,75,225,Tenkasi Central Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,5,Health & Rehab Aggregate Registry,2025-06-08 11:24:56,Observation reported near Tenkasi Central Industrial Bypass sector in Tenkasi.,CORROBORATED,0
CMP-2026-00277,27,Perambalur,134,400,Perambalur West Market,6,Unclassified / Suspicious Substance,2,Police FIR & Seizure Register,2026-01-28 11:34:07,Observation reported near Perambalur West Market sector in Perambalur.,UNVERIFIED,0
CMP-2026-00278,9,Vellore,44,131,Vellore West Campus Zone,6,Unclassified / Suspicious Substance,4,State Anti-Drug Helpline 10583,2025-01-21 09:56:23,Observation reported near Vellore West Campus Zone sector in Vellore.,VERIFIED,0
CMP-2026-00279,26,Ariyalur,128,384,Ariyalur East Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2,Police FIR & Seizure Register,2025-01-16 05:01:46,Observation reported near Ariyalur East Industrial Bypass sector in Ariyalur.,NEEDS_VERIFICATION,0
CMP-2026-00280,27,Perambalur,131,393,Perambalur North Industrial Bypass,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2026-01-29 01:22:17,Observation reported near Perambalur North Industrial Bypass sector in Perambalur.,UNVERIFIED,0
CMP-2026-00281,5,Tiruchirappalli,23,67,Tiruchirappalli East Market,4,Chemical Precursors / Ephedrine,3,State Checkpost Telemetry,2026-02-25 19:36:36,Observation reported near Tiruchirappalli East Market sector in Tiruchirappalli.,VERIFIED,0
CMP-2026-00282,6,Tirunelveli,30,88,Tirunelveli Central Market,1,Commercial Ganja / Cannabis,5,Health & Rehab Aggregate Registry,2026-03-04 03:28:20,Observation reported near Tirunelveli Central Market sector in Tirunelveli.,UNVERIFIED,0
CMP-2026-00283,28,Pudukkottai,136,408,Pudukkottai North Industrial Bypass,6,Unclassified / Suspicious Substance,3,State Checkpost Telemetry,2025-10-24 11:11:19,Observation reported near Pudukkottai North Industrial Bypass sector in Pudukkottai.,NEEDS_VERIFICATION,0
CMP-2026-00284,15,Tenkasi,74,220,Tenkasi West Market,6,Unclassified / Suspicious Substance,2,Police FIR & Seizure Register,2025-06-14 10:37:56,Observation reported near Tenkasi West Market sector in Tenkasi.,NEEDS_VERIFICATION,0
CMP-2026-00285,31,Virudhunagar,155,465,Virudhunagar Central Industrial Bypass,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2024-12-10 15:18:19,Observation reported near Virudhunagar Central Industrial Bypass sector in Virudhunagar.,NEEDS_VERIFICATION,0
CMP-2026-00286,38,Tiruvannamalai,189,566,Tiruvannamalai West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,5,Health & Rehab Aggregate Registry,2025-01-05 21:11:10,Observation reported near Tiruvannamalai West Campus Zone sector in Tiruvannamalai.,UNVERIFIED,1
CMP-2026-00287,1,Chennai,2,6,Chennai South Industrial Bypass,1,Commercial Ganja / Cannabis,5,Health & Rehab Aggregate Registry,2025-06-03 00:39:36,Observation reported near Chennai South Industrial Bypass sector in Chennai.,VERIFIED,0
CMP-2026-00288,20,Viluppuram,98,293,Viluppuram East Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,1,Anonymous Citizen Portal,2025-04-21 18:38:12,Observation reported near Viluppuram East Campus Zone sector in Viluppuram.,NEEDS_VERIFICATION,0
CMP-2026-00289,32,Theni,156,468,Theni North Industrial Bypass,4,Chemical Precursors / Ephedrine,1,Anonymous Citizen Portal,2025-02-15 16:31:58,Observation reported near Theni North Industrial Bypass sector in Theni.,CORROBORATED,1
CMP-2026-00290,11,Dindigul,53,157,Dindigul East Market,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2026-06-10 19:06:30,Observation reported near Dindigul East Market sector in Dindigul.,CORROBORATED,0
CMP-2026-00291,35,Mayiladuthurai,172,515,Mayiladuthurai South Campus Zone,4,Chemical Precursors / Ephedrine,2,Police FIR & Seizure Register,2024-12-19 05:26:27,Observation reported near Mayiladuthurai South Campus Zone sector in Mayiladuthurai.,CORROBORATED,0
CMP-2026-00292,36,Ranipet,180,540,Ranipet Central Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2025-08-15 16:49:52,Observation reported near Ranipet Central Industrial Bypass sector in Ranipet.,NEEDS_VERIFICATION,0
CMP-2026-00293,30,Ramanathapuram,150,450,Ramanathapuram Central Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2,Police FIR & Seizure Register,2026-06-22 20:04:43,Observation reported near Ramanathapuram Central Industrial Bypass sector in Ramanathapuram.,VERIFIED,0
CMP-2026-00294,15,Tenkasi,72,215,Tenkasi South Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,5,Health & Rehab Aggregate Registry,2025-09-24 17:03:58,Observation reported near Tenkasi South Campus Zone sector in Tenkasi.,UNVERIFIED,0
CMP-2026-00295,13,Thoothukudi,62,185,Thoothukudi South Campus Zone,2,Synthetic Stimulants / MDMA / Meth,4,State Anti-Drug Helpline 10583,2025-11-09 07:00:14,Observation reported near Thoothukudi South Campus Zone sector in Thoothukudi.,NEEDS_VERIFICATION,0
CMP-2026-00296,19,Cuddalore,95,283,Cuddalore Central Market,3,Prescription Narcotics / Codeine / Alprazolam,5,Health & Rehab Aggregate Registry,2025-10-23 16:36:59,Observation reported near Cuddalore Central Market sector in Cuddalore.,UNVERIFIED,0
CMP-2026-00297,20,Viluppuram,99,297,Viluppuram West Industrial Bypass,6,Unclassified / Suspicious Substance,5,Health & Rehab Aggregate Registry,2025-03-14 10:59:13,Observation reported near Viluppuram West Industrial Bypass sector in Viluppuram.,UNVERIFIED,0
CMP-2026-00298,36,Ranipet,179,535,Ranipet West Market,3,Prescription Narcotics / Codeine / Alprazolam,5,Health & Rehab Aggregate Registry,2025-07-01 00:41:59,Observation reported near Ranipet West Market sector in Ranipet.,NEEDS_VERIFICATION,1
CMP-2026-00299,21,Kallakurichi,102,305,Kallakurichi South Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,5,Health & Rehab Aggregate Registry,2025-03-02 05:27:21,Observation reported near Kallakurichi South Campus Zone sector in Kallakurichi.,NEEDS_VERIFICATION,0
CMP-2026-00300,22,Dharmapuri,107,321,Dharmapuri South Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,5,Health & Rehab Aggregate Registry,2024-10-11 05:50:59,Observation reported near Dharmapuri South Industrial Bypass sector in Dharmapuri.,CORROBORATED,0
CMP-2026-00301,20,Viluppuram,98,292,Viluppuram East Market,2,Synthetic Stimulants / MDMA / Meth,2,Police FIR & Seizure Register,2025-07-08 01:39:55,Observation reported near Viluppuram East Market sector in Viluppuram.,NEEDS_VERIFICATION,0
CMP-2026-00302,25,Karur,121,363,Karur North Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2,Police FIR & Seizure Register,2025-07-21 18:33:06,Observation reported near Karur North Industrial Bypass sector in Karur.,NEEDS_VERIFICATION,0
CMP-2026-00303,18,Tiruvallur,86,256,Tiruvallur North Market,5,Opioid Analogues / Brown Sugar / Heroin,4,State Anti-Drug Helpline 10583,2026-05-07 16:54:52,Observation reported near Tiruvallur North Market sector in Tiruvallur.,UNVERIFIED,0
CMP-2026-00304,25,Karur,123,369,Karur East Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,5,Health & Rehab Aggregate Registry,2025-01-24 17:38:47,Observation reported near Karur East Industrial Bypass sector in Karur.,UNVERIFIED,0
CMP-2026-00305,21,Kallakurichi,101,302,Kallakurichi North Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,3,State Checkpost Telemetry,2026-03-20 23:38:46,Observation reported near Kallakurichi North Campus Zone sector in Kallakurichi.,CORROBORATED,0
CMP-2026-00306,2,Coimbatore,10,30,Coimbatore Central Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2024-11-26 20:10:39,Observation reported near Coimbatore Central Industrial Bypass sector in Coimbatore.,UNVERIFIED,0
CMP-2026-00307,21,Kallakurichi,103,308,Kallakurichi East Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2025-10-20 21:13:10,Observation reported near Kallakurichi East Campus Zone sector in Kallakurichi.,NEEDS_VERIFICATION,1
CMP-2026-00308,36,Ranipet,177,530,Ranipet South Campus Zone,4,Chemical Precursors / Ephedrine,2,Police FIR & Seizure Register,2026-03-10 05:37:23,Observation reported near Ranipet South Campus Zone sector in Ranipet.,UNVERIFIED,0
CMP-2026-00309,33,Thiruvarur,162,485,Thiruvarur South Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2025-11-16 21:11:34,Observation reported near Thiruvarur South Campus Zone sector in Thiruvarur.,NEEDS_VERIFICATION,0
CMP-2026-00310,12,Thanjavur,58,174,Thanjavur East Industrial Bypass,6,Unclassified / Suspicious Substance,3,State Checkpost Telemetry,2026-03-06 21:15:07,Observation reported near Thanjavur East Industrial Bypass sector in Thanjavur.,NEEDS_VERIFICATION,0
CMP-2026-00311,6,Tirunelveli,29,86,Tirunelveli West Campus Zone,6,Unclassified / Suspicious Substance,1,Anonymous Citizen Portal,2025-01-17 04:52:47,Observation reported near Tirunelveli West Campus Zone sector in Tirunelveli.,NEEDS_VERIFICATION,0
CMP-2026-00312,31,Virudhunagar,152,455,Virudhunagar South Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2026-06-25 22:08:05,Observation reported near Virudhunagar South Campus Zone sector in Virudhunagar.,VERIFIED,0
CMP-2026-00313,10,Krishnagiri,47,141,Krishnagiri South Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2024-12-30 06:26:25,Observation reported near Krishnagiri South Industrial Bypass sector in Krishnagiri.,UNVERIFIED,0
CMP-2026-00314,1,Chennai,2,5,Chennai South Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,5,Health & Rehab Aggregate Registry,2025-07-25 09:04:37,Observation reported near Chennai South Campus Zone sector in Chennai.,CORROBORATED,0
CMP-2026-00315,7,Erode,31,92,Erode North Campus Zone,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2025-08-28 23:34:07,Observation reported near Erode North Campus Zone sector in Erode.,CORROBORATED,0
CMP-2026-00316,22,Dharmapuri,107,320,Dharmapuri South Campus Zone,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2026-05-10 11:14:22,Observation reported near Dharmapuri South Campus Zone sector in Dharmapuri.,VERIFIED,0
CMP-2026-00317,17,Chengalpattu,84,251,Chengalpattu West Campus Zone,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2025-05-03 19:26:12,Observation reported near Chengalpattu West Campus Zone sector in Chengalpattu.,NEEDS_VERIFICATION,1
CMP-2026-00318,38,Tiruvannamalai,189,567,Tiruvannamalai West Industrial Bypass,4,Chemical Precursors / Ephedrine,2,Police FIR & Seizure Register,2026-05-30 10:11:10,Observation reported near Tiruvannamalai West Industrial Bypass sector in Tiruvannamalai.,UNVERIFIED,0
CMP-2026-00319,23,Namakkal,114,341,Namakkal West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2025-07-29 03:18:54,Observation reported near Namakkal West Campus Zone sector in Namakkal.,NEEDS_VERIFICATION,0
CMP-2026-00320,7,Erode,35,104,Erode Central Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,4,State Anti-Drug Helpline 10583,2025-05-25 01:45:27,Observation reported near Erode Central Campus Zone sector in Erode.,NEEDS_VERIFICATION,0
CMP-2026-00321,10,Krishnagiri,50,149,Krishnagiri Central Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2025-08-23 01:21:48,Observation reported near Krishnagiri Central Campus Zone sector in Krishnagiri.,UNVERIFIED,1
CMP-2026-00322,34,Nagapattinam,169,506,Nagapattinam West Campus Zone,6,Unclassified / Suspicious Substance,4,State Anti-Drug Helpline 10583,2024-09-18 16:31:18,Observation reported near Nagapattinam West Campus Zone sector in Nagapattinam.,CORROBORATED,0
CMP-2026-00323,35,Mayiladuthurai,175,525,Mayiladuthurai Central Industrial Bypass,4,Chemical Precursors / Ephedrine,3,State Checkpost Telemetry,2025-08-06 10:05:33,Observation reported near Mayiladuthurai Central Industrial Bypass sector in Mayiladuthurai.,CORROBORATED,0
CMP-2026-00324,20,Viluppuram,96,287,Viluppuram North Campus Zone,4,Chemical Precursors / Ephedrine,2,Police FIR & Seizure Register,2026-07-25 02:40:28,Observation reported near Viluppuram North Campus Zone sector in Viluppuram.,VERIFIED,0
CMP-2026-00325,27,Perambalur,133,398,Perambalur East Campus Zone,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2025-04-13 01:56:42,Observation reported near Perambalur East Campus Zone sector in Perambalur.,NEEDS_VERIFICATION,0
CMP-2026-00326,4,Salem,17,50,Salem South Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,3,State Checkpost Telemetry,2026-01-07 23:51:16,Observation reported near Salem South Campus Zone sector in Salem.,CORROBORATED,1
CMP-2026-00327,3,Madurai,14,40,Madurai West Market,2,Synthetic Stimulants / MDMA / Meth,1,Anonymous Citizen Portal,2024-10-10 14:53:41,Observation reported near Madurai West Market sector in Madurai.,VERIFIED,0
CMP-2026-00328,17,Chengalpattu,85,255,Chengalpattu Central Industrial Bypass,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2026-01-21 10:55:33,Observation reported near Chengalpattu Central Industrial Bypass sector in Chengalpattu.,UNVERIFIED,0
CMP-2026-00329,37,Tirupathur,183,548,Tirupathur East Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2,Police FIR & Seizure Register,2024-10-10 07:18:32,Observation reported near Tirupathur East Campus Zone sector in Tirupathur.,CORROBORATED,0
CMP-2026-00330,19,Cuddalore,93,278,Cuddalore East Campus Zone,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2026-01-03 16:31:56,Observation reported near Cuddalore East Campus Zone sector in Cuddalore.,VERIFIED,0
CMP-2026-00331,6,Tirunelveli,26,77,Tirunelveli North Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,5,Health & Rehab Aggregate Registry,2026-08-10 13:43:55,Observation reported near Tirunelveli North Campus Zone sector in Tirunelveli.,VERIFIED,0
CMP-2026-00332,23,Namakkal,114,342,Namakkal West Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,5,Health & Rehab Aggregate Registry,2025-06-12 04:37:49,Observation reported near Namakkal West Industrial Bypass sector in Namakkal.,UNVERIFIED,0
CMP-2026-00333,15,Tenkasi,72,214,Tenkasi South Market,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2025-03-08 14:48:08,Observation reported near Tenkasi South Market sector in Tenkasi.,CORROBORATED,0
CMP-2026-00334,29,Sivaganga,141,423,Sivaganga North Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2,Police FIR & Seizure Register,2025-11-04 19:03:56,Observation reported near Sivaganga North Industrial Bypass sector in Sivaganga.,CORROBORATED,0
CMP-2026-00335,35,Mayiladuthurai,172,515,Mayiladuthurai South Campus Zone,2,Synthetic Stimulants / MDMA / Meth,1,Anonymous Citizen Portal,2025-08-26 21:09:53,Observation reported near Mayiladuthurai South Campus Zone sector in Mayiladuthurai.,VERIFIED,0
CMP-2026-00336,5,Tiruchirappalli,21,62,Tiruchirappalli North Campus Zone,4,Chemical Precursors / Ephedrine,5,Health & Rehab Aggregate Registry,2025-06-29 14:02:23,Observation reported near Tiruchirappalli North Campus Zone sector in Tiruchirappalli.,CORROBORATED,0
CMP-2026-00337,35,Mayiladuthurai,172,516,Mayiladuthurai South Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2026-01-23 19:21:50,Observation reported near Mayiladuthurai South Industrial Bypass sector in Mayiladuthurai.,UNVERIFIED,0
CMP-2026-00338,31,Virudhunagar,151,453,Virudhunagar North Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,3,State Checkpost Telemetry,2026-08-09 16:15:52,Observation reported near Virudhunagar North Industrial Bypass sector in Virudhunagar.,CORROBORATED,0
CMP-2026-00339,29,Sivaganga,145,435,Sivaganga Central Industrial Bypass,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2026-02-21 01:04:42,Observation reported near Sivaganga Central Industrial Bypass sector in Sivaganga.,VERIFIED,0
CMP-2026-00340,35,Mayiladuthurai,171,511,Mayiladuthurai North Market,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2026-01-31 23:25:53,Observation reported near Mayiladuthurai North Market sector in Mayiladuthurai.,VERIFIED,0
CMP-2026-00341,8,Tiruppur,37,109,Tiruppur South Market,6,Unclassified / Suspicious Substance,1,Anonymous Citizen Portal,2025-12-10 02:49:24,Observation reported near Tiruppur South Market sector in Tiruppur.,CORROBORATED,1
CMP-2026-00342,35,Mayiladuthurai,172,515,Mayiladuthurai South Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,1,Anonymous Citizen Portal,2025-09-11 10:00:09,Observation reported near Mayiladuthurai South Campus Zone sector in Mayiladuthurai.,UNVERIFIED,1
CMP-2026-00343,34,Nagapattinam,169,506,Nagapattinam West Campus Zone,1,Commercial Ganja / Cannabis,2,Police FIR & Seizure Register,2026-02-28 00:38:02,Observation reported near Nagapattinam West Campus Zone sector in Nagapattinam.,NEEDS_VERIFICATION,0
CMP-2026-00344,27,Perambalur,135,404,Perambalur Central Campus Zone,2,Synthetic Stimulants / MDMA / Meth,4,State Anti-Drug Helpline 10583,2026-08-02 01:00:50,Observation reported near Perambalur Central Campus Zone sector in Perambalur.,CORROBORATED,1
CMP-2026-00345,38,Tiruvannamalai,187,561,Tiruvannamalai South Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2,Police FIR & Seizure Register,2025-08-16 04:38:42,Observation reported near Tiruvannamalai South Industrial Bypass sector in Tiruvannamalai.,NEEDS_VERIFICATION,0
CMP-2026-00346,2,Coimbatore,10,29,Coimbatore Central Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,4,State Anti-Drug Helpline 10583,2025-03-21 06:28:28,Observation reported near Coimbatore Central Campus Zone sector in Coimbatore.,CORROBORATED,0
CMP-2026-00347,28,Pudukkottai,140,420,Pudukkottai Central Industrial Bypass,1,Commercial Ganja / Cannabis,4,State Anti-Drug Helpline 10583,2026-04-15 19:13:47,Observation reported near Pudukkottai Central Industrial Bypass sector in Pudukkottai.,UNVERIFIED,0
CMP-2026-00348,37,Tirupathur,181,541,Tirupathur North Market,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2026-08-15 15:17:56,Observation reported near Tirupathur North Market sector in Tirupathur.,CORROBORATED,0
CMP-2026-00349,7,Erode,31,93,Erode North Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,4,State Anti-Drug Helpline 10583,2026-08-12 02:08:30,Observation reported near Erode North Industrial Bypass sector in Erode.,CORROBORATED,0
CMP-2026-00350,13,Thoothukudi,63,187,Thoothukudi East Market,5,Opioid Analogues / Brown Sugar / Heroin,2,Police FIR & Seizure Register,2026-05-20 08:03:03,Observation reported near Thoothukudi East Market sector in Thoothukudi.,VERIFIED,0
CMP-2026-00351,12,Thanjavur,59,176,Thanjavur West Campus Zone,1,Commercial Ganja / Cannabis,5,Health & Rehab Aggregate Registry,2025-09-30 01:24:00,Observation reported near Thanjavur West Campus Zone sector in Thanjavur.,VERIFIED,1
CMP-2026-00352,37,Tirupathur,184,551,Tirupathur West Campus Zone,2,Synthetic Stimulants / MDMA / Meth,1,Anonymous Citizen Portal,2025-09-26 14:25:25,Observation reported near Tirupathur West Campus Zone sector in Tirupathur.,CORROBORATED,0
CMP-2026-00353,28,Pudukkottai,136,408,Pudukkottai North Industrial Bypass,4,Chemical Precursors / Ephedrine,1,Anonymous Citizen Portal,2025-07-15 07:29:47,Observation reported near Pudukkottai North Industrial Bypass sector in Pudukkottai.,CORROBORATED,1
CMP-2026-00354,3,Madurai,15,45,Madurai Central Industrial Bypass,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2025-11-27 09:34:57,Observation reported near Madurai Central Industrial Bypass sector in Madurai.,VERIFIED,0
CMP-2026-00355,35,Mayiladuthurai,171,512,Mayiladuthurai North Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2025-09-18 03:36:43,Observation reported near Mayiladuthurai North Campus Zone sector in Mayiladuthurai.,CORROBORATED,0
CMP-2026-00356,10,Krishnagiri,50,148,Krishnagiri Central Market,6,Unclassified / Suspicious Substance,1,Anonymous Citizen Portal,2025-02-04 10:03:54,Observation reported near Krishnagiri Central Market sector in Krishnagiri.,CORROBORATED,0
CMP-2026-00357,23,Namakkal,114,341,Namakkal West Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2,Police FIR & Seizure Register,2026-07-06 00:11:53,Observation reported near Namakkal West Campus Zone sector in Namakkal.,VERIFIED,0
CMP-2026-00358,38,Tiruvannamalai,189,565,Tiruvannamalai West Market,2,Synthetic Stimulants / MDMA / Meth,4,State Anti-Drug Helpline 10583,2026-04-04 10:14:33,Observation reported near Tiruvannamalai West Market sector in Tiruvannamalai.,CORROBORATED,0
CMP-2026-00359,38,Tiruvannamalai,188,562,Tiruvannamalai East Market,4,Chemical Precursors / Ephedrine,4,State Anti-Drug Helpline 10583,2025-03-05 16:32:29,Observation reported near Tiruvannamalai East Market sector in Tiruvannamalai.,NEEDS_VERIFICATION,0
CMP-2026-00360,9,Vellore,42,125,Vellore South Campus Zone,4,Chemical Precursors / Ephedrine,3,State Checkpost Telemetry,2026-02-04 19:13:13,Observation reported near Vellore South Campus Zone sector in Vellore.,CORROBORATED,0
CMP-2026-00361,22,Dharmapuri,109,327,Dharmapuri West Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,3,State Checkpost Telemetry,2025-11-20 23:19:24,Observation reported near Dharmapuri West Industrial Bypass sector in Dharmapuri.,CORROBORATED,0
CMP-2026-00362,35,Mayiladuthurai,174,522,Mayiladuthurai West Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,5,Health & Rehab Aggregate Registry,2025-08-23 03:49:48,Observation reported near Mayiladuthurai West Industrial Bypass sector in Mayiladuthurai.,VERIFIED,0
