eval_id,district_id,district_name,evaluation_timestamp,precision_rate,recall_rate,f1_score,false_alarm_rate,concept_drift_status,model_version
EVAL-00174,27,Perambalur,2025-11-27 08:49:53,0.929,0.862,0.819,0.090,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00175,37,Tirupathur,2025-10-06 22:44:10,0.843,0.915,0.872,0.064,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00176,13,Thoothukudi,2026-04-01 21:22:47,0.854,0.878,0.904,0.072,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00177,19,Cuddalore,2026-02-03 17:38:41,0.934,0.838,0.854,0.074,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00178,5,Tiruchirappalli,2025-04-21 07:52:05,0.940,0.860,0.814,0.048,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00179,30,Ramanathapuram,2026-02-25 12:01:52,0.833,0.818,0.827,0.060,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00180,31,Virudhunagar,2026-06-21 02:27:11,0.874,0.935,0.864,0.040,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00181,4,Salem,2025-06-22 07:05:48,0.926,0.873,0.828,0.069,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00182,30,Ramanathapuram,2025-10-25 11:52:53,0.877,0.866,0.814,0.077,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00183,31,Virudhunagar,2025-12-21 18:40:01,0.857,0.881,0.821,0.065,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00184,17,Chengalpattu,2026-07-21 20:32:17,0.866,0.866,0.849,0.071,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00185,36,Ranipet,2025-10-03 14:51:10,0.861,0.841,0.838,0.084,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00186,27,Perambalur,2025-04-30 02:53:21,0.876,0.859,0.924,0.061,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00187,7,Erode,2024-11-01 21:45:00,0.844,0.849,0.861,0.041,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00188,14,Kanniyakumari,2025-07-10 14:47:09,0.902,0.822,0.830,0.043,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00189,23,Namakkal,2025-12-20 05:48:54,0.884,0.874,0.860,0.078,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00190,21,Kallakurichi,2025-11-03 04:48:14,0.850,0.816,0.860,0.068,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00191,34,Nagapattinam,2025-11-14 23:04:46,0.929,0.856,0.864,0.087,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00192,26,Ariyalur,2026-08-07 15:02:32,0.839,0.866,0.901,0.059,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00193,7,Erode,2025-08-28 04:19:27,0.907,0.836,0.932,0.064,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00194,12,Thanjavur,2025-03-05 23:39:25,0.938,0.827,0.880,0.089,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00195,23,Namakkal,2024-11-02 03:12:10,0.946,0.811,0.909,0.086,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00196,21,Kallakurichi,2025-02-21 20:48:06,0.920,0.903,0.904,0.066,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00197,35,Mayiladuthurai,2025-08-03 19:37:40,0.834,0.926,0.833,0.050,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00198,13,Thoothukudi,2026-02-02 02:42:29,0.899,0.845,0.934,0.047,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00199,3,Madurai,2024-12-23 18:49:41,0.827,0.854,0.843,0.089,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00200,12,Thanjavur,2025-08-18 17:51:27,0.844,0.916,0.914,0.088,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00201,4,Salem,2026-03-17 12:25:55,0.883,0.833,0.907,0.086,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00202,27,Perambalur,2026-08-19 18:52:47,0.934,0.851,0.839,0.076,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00203,34,Nagapattinam,2026-03-27 06:39:32,0.895,0.936,0.931,0.056,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00204,26,Ariyalur,2025-08-14 09:49:40,0.932,0.924,0.879,0.063,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00205,13,Thoothukudi,2025-06-16 05:04:01,0.890,0.932,0.869,0.085,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00206,1,Chennai,2025-03-27 04:09:28,0.924,0.898,0.811,0.050,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00207,3,Madurai,2026-07-02 15:24:11,0.887,0.945,0.864,0.067,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00208,25,Karur,2025-10-22 06:53:42,0.863,0.915,0.823,0.075,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00209,9,Vellore,2025-11-11 18:27:44,0.957,0.835,0.874,0.064,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00210,19,Cuddalore,2025-04-17 12:13:43,0.860,0.847,0.942,0.059,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00211,34,Nagapattinam,2026-04-12 07:45:20,0.879,0.851,0.931,0.057,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00212,29,Sivaganga,2026-05-29 08:24:12,0.902,0.802,0.932,0.070,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00213,21,Kallakurichi,2025-02-06 07:51:59,0.841,0.923,0.846,0.077,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00214,16,Kancheepuram,2025-03-03 22:16:21,0.859,0.848,0.939,0.045,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00215,38,Tiruvannamalai,2025-04-14 20:16:07,0.848,0.806,0.872,0.056,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00216,13,Thoothukudi,2026-02-16 19:31:07,0.938,0.837,0.925,0.070,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00217,29,Sivaganga,2026-06-09 02:03:54,0.918,0.868,0.896,0.074,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00218,2,Coimbatore,2026-07-01 15:49:38,0.821,0.864,0.843,0.066,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00219,34,Nagapattinam,2025-03-26 12:55:42,0.826,0.920,0.834,0.084,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00220,11,Dindigul,2025-10-21 11:21:32,0.957,0.939,0.851,0.063,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00221,18,Tiruvallur,2025-05-19 06:56:42,0.878,0.864,0.896,0.052,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00222,36,Ranipet,2026-01-09 11:33:43,0.906,0.840,0.866,0.061,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00223,30,Ramanathapuram,2025-08-04 13:26:42,0.876,0.808,0.899,0.079,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00224,27,Perambalur,2025-04-27 00:59:37,0.880,0.930,0.938,0.058,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00225,34,Nagapattinam,2026-02-11 04:12:02,0.916,0.816,0.944,0.062,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00226,38,Tiruvannamalai,2026-02-19 15:06:05,0.831,0.906,0.850,0.079,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00227,26,Ariyalur,2026-07-18 00:06:51,0.885,0.936,0.906,0.064,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00228,34,Nagapattinam,2025-03-31 12:08:45,0.911,0.913,0.945,0.068,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00229,1,Chennai,2025-08-10 14:13:19,0.926,0.853,0.827,0.040,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00230,29,Sivaganga,2025-01-03 16:33:28,0.863,0.887,0.811,0.072,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00231,35,Mayiladuthurai,2025-08-29 06:55:49,0.837,0.826,0.898,0.066,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00232,30,Ramanathapuram,2026-01-30 11:14:39,0.896,0.819,0.893,0.064,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00233,4,Salem,2024-11-15 17:15:03,0.841,0.894,0.813,0.081,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00234,17,Chengalpattu,2024-11-01 08:49:19,0.910,0.933,0.914,0.072,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00235,18,Tiruvallur,2025-08-12 23:49:45,0.866,0.881,0.892,0.089,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00236,34,Nagapattinam,2026-01-01 04:07:49,0.834,0.905,0.824,0.044,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00237,18,Tiruvallur,2025-10-15 14:11:50,0.914,0.895,0.893,0.068,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00238,32,Theni,2026-01-23 03:38:52,0.956,0.873,0.813,0.085,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00239,19,Cuddalore,2026-02-21 07:14:32,0.885,0.928,0.881,0.090,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00240,23,Namakkal,2026-03-11 20:31:14,0.841,0.806,0.935,0.069,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00241,11,Dindigul,2026-04-10 07:39:36,0.834,0.908,0.837,0.086,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00242,21,Kallakurichi,2025-03-16 20:37:48,0.955,0.923,0.911,0.047,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00243,10,Krishnagiri,2026-04-30 20:27:25,0.935,0.926,0.838,0.041,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00244,1,Chennai,2024-09-22 12:40:18,0.882,0.869,0.863,0.045,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00245,2,Coimbatore,2025-03-22 17:35:44,0.831,0.812,0.946,0.060,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00246,5,Tiruchirappalli,2026-04-03 17:54:09,0.892,0.939,0.907,0.087,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00247,3,Madurai,2025-08-04 06:37:50,0.941,0.877,0.874,0.074,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00248,9,Vellore,2025-09-02 10:57:54,0.848,0.893,0.939,0.059,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00249,9,Vellore,2025-12-24 01:36:15,0.952,0.893,0.929,0.051,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00250,22,Dharmapuri,2025-12-17 06:39:35,0.825,0.807,0.904,0.048,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00251,12,Thanjavur,2024-11-03 09:31:22,0.910,0.914,0.868,0.081,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00252,21,Kallakurichi,2026-04-26 19:44:31,0.875,0.926,0.857,0.075,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00253,24,Nilgiris,2026-03-04 12:15:07,0.830,0.904,0.925,0.076,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00254,27,Perambalur,2025-01-19 07:41:20,0.874,0.800,0.916,0.079,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00255,12,Thanjavur,2025-07-08 09:49:53,0.941,0.921,0.827,0.083,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00256,35,Mayiladuthurai,2025-11-30 17:49:44,0.881,0.827,0.824,0.053,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00257,37,Tirupathur,2025-08-15 05:44:26,0.914,0.818,0.901,0.071,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00258,1,Chennai,2025-08-17 16:48:37,0.866,0.944,0.826,0.087,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00259,7,Erode,2025-04-09 01:44:32,0.942,0.869,0.925,0.088,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00260,10,Krishnagiri,2025-09-15 06:56:00,0.955,0.945,0.839,0.084,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00261,7,Erode,2025-05-22 20:48:15,0.861,0.901,0.935,0.051,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00262,27,Perambalur,2025-10-14 12:16:02,0.914,0.915,0.882,0.054,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00263,26,Ariyalur,2026-04-03 18:39:08,0.841,0.882,0.818,0.088,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00264,22,Dharmapuri,2026-06-24 08:01:29,0.823,0.898,0.839,0.076,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00265,34,Nagapattinam,2025-01-05 10:29:53,0.879,0.807,0.889,0.074,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00266,24,Nilgiris,2025-04-01 21:30:57,0.934,0.903,0.934,0.073,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00267,14,Kanniyakumari,2026-02-02 23:43:57,0.880,0.913,0.941,0.062,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00268,8,Tiruppur,2025-12-13 15:35:30,0.891,0.834,0.931,0.057,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00269,14,Kanniyakumari,2024-12-05 04:07:39,0.942,0.869,0.831,0.067,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00270,5,Tiruchirappalli,2025-12-16 15:27:19,0.945,0.937,0.929,0.044,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00271,16,Kancheepuram,2026-08-01 08:35:32,0.906,0.826,0.830,0.053,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00272,13,Thoothukudi,2025-02-19 19:37:13,0.840,0.806,0.894,0.054,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00273,13,Thoothukudi,2025-07-23 15:41:13,0.915,0.847,0.813,0.067,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00274,30,Ramanathapuram,2025-04-11 07:24:38,0.863,0.865,0.946,0.074,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00275,28,Pudukkottai,2025-12-27 06:23:01,0.874,0.885,0.834,0.069,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00276,21,Kallakurichi,2025-02-25 01:33:11,0.833,0.862,0.938,0.068,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00277,24,Nilgiris,2025-09-22 14:14:03,0.911,0.815,0.851,0.046,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00278,29,Sivaganga,2024-12-06 22:43:40,0.928,0.854,0.851,0.049,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00279,5,Tiruchirappalli,2025-09-07 05:50:23,0.921,0.855,0.919,0.063,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00280,27,Perambalur,2026-02-14 14:21:59,0.940,0.861,0.899,0.047,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00281,37,Tirupathur,2025-04-07 23:32:30,0.881,0.911,0.889,0.064,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00282,4,Salem,2026-02-21 01:50:38,0.885,0.937,0.912,0.077,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00283,1,Chennai,2025-12-01 20:49:55,0.896,0.875,0.839,0.064,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00284,30,Ramanathapuram,2026-06-02 06:34:02,0.835,0.894,0.914,0.047,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00285,38,Tiruvannamalai,2026-05-24 11:08:13,0.932,0.814,0.911,0.084,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00286,21,Kallakurichi,2026-07-10 03:25:10,0.922,0.848,0.811,0.077,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00287,18,Tiruvallur,2026-04-25 23:16:49,0.903,0.881,0.823,0.054,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00288,1,Chennai,2024-11-18 05:29:36,0.926,0.804,0.946,0.081,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00289,15,Tenkasi,2025-06-19 08:25:46,0.844,0.884,0.950,0.077,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00290,34,Nagapattinam,2025-03-14 05:06:54,0.826,0.904,0.923,0.054,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00291,23,Namakkal,2026-01-27 17:47:19,0.915,0.829,0.895,0.059,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00292,23,Namakkal,2026-06-11 18:07:11,0.913,0.903,0.883,0.087,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00293,30,Ramanathapuram,2025-10-08 18:18:49,0.831,0.930,0.816,0.079,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00294,7,Erode,2026-07-23 10:00:55,0.882,0.860,0.830,0.085,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00295,24,Nilgiris,2024-11-05 15:48:04,0.877,0.939,0.877,0.073,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00296,18,Tiruvallur,2024-12-10 14:04:23,0.894,0.818,0.941,0.069,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00297,16,Kancheepuram,2026-01-31 17:59:32,0.911,0.922,0.814,0.072,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00298,15,Tenkasi,2025-07-09 10:30:55,0.841,0.931,0.861,0.076,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00299,18,Tiruvallur,2026-05-18 17:24:14,0.887,0.868,0.884,0.060,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00300,24,Nilgiris,2024-12-22 13:31:39,0.864,0.937,0.935,0.059,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00301,30,Ramanathapuram,2024-11-26 12:06:31,0.849,0.853,0.866,0.046,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00302,25,Karur,2025-06-17 21:28:06,0.919,0.833,0.824,0.086,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00303,36,Ranipet,2025-01-17 18:24:28,0.924,0.872,0.850,0.053,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00304,34,Nagapattinam,2024-12-18 11:46:53,0.825,0.907,0.837,0.077,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00305,32,Theni,2025-11-20 04:29:22,0.935,0.815,0.925,0.073,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00306,16,Kancheepuram,2024-12-17 18:57:05,0.822,0.865,0.950,0.072,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00307,14,Kanniyakumari,2025-11-04 16:41:29,0.877,0.814,0.848,0.080,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00308,27,Perambalur,2026-07-21 20:31:23,0.921,0.944,0.886,0.074,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00309,38,Tiruvannamalai,2025-07-12 21:10:17,0.955,0.928,0.949,0.075,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00310,25,Karur,2026-03-06 06:36:12,0.843,0.849,0.890,0.062,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00311,33,Thiruvarur,2026-07-04 22:33:36,0.941,0.801,0.928,0.059,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00312,36,Ranipet,2025-03-25 15:05:25,0.953,0.877,0.947,0.055,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00313,17,Chengalpattu,2024-12-12 13:49:32,0.870,0.929,0.827,0.059,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00314,34,Nagapattinam,2026-03-17 05:22:41,0.932,0.928,0.867,0.051,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00315,33,Thiruvarur,2025-02-28 07:43:03,0.944,0.825,0.850,0.045,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00316,35,Mayiladuthurai,2026-08-03 21:03:19,0.913,0.944,0.901,0.081,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00317,27,Perambalur,2025-02-07 05:07:19,0.872,0.848,0.821,0.071,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00318,32,Theni,2026-05-02 20:51:55,0.864,0.888,0.864,0.072,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00319,30,Ramanathapuram,2025-12-31 05:27:00,0.896,0.904,0.936,0.057,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00320,2,Coimbatore,2025-04-08 10:55:41,0.860,0.939,0.841,0.042,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00321,11,Dindigul,2025-12-18 10:30:36,0.842,0.888,0.907,0.070,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00322,17,Chengalpattu,2025-06-14 04:33:56,0.890,0.860,0.911,0.041,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00323,23,Namakkal,2024-09-20 11:08:21,0.826,0.855,0.949,0.045,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00324,20,Viluppuram,2025-03-06 05:21:32,0.824,0.873,0.904,0.060,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00325,15,Tenkasi,2025-06-11 00:38:20,0.955,0.875,0.872,0.074,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00326,6,Tirunelveli,2025-11-28 12:32:43,0.848,0.939,0.873,0.052,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00327,13,Thoothukudi,2025-08-09 19:34:44,0.957,0.855,0.813,0.062,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00328,3,Madurai,2025-07-01 22:08:46,0.949,0.917,0.875,0.050,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00329,5,Tiruchirappalli,2025-07-30 15:06:18,0.835,0.825,0.943,0.047,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00330,2,Coimbatore,2026-05-09 15:21:27,0.921,0.944,0.870,0.089,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00331,8,Tiruppur,2025-07-30 15:57:53,0.870,0.880,0.848,0.068,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00332,4,Salem,2025-06-23 05:53:28,0.929,0.823,0.879,0.064,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00333,29,Sivaganga,2024-11-17 17:36:28,0.941,0.901,0.867,0.071,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00334,35,Mayiladuthurai,2025-10-10 01:05:49,0.855,0.816,0.933,0.079,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00335,19,Cuddalore,2024-11-06 21:35:30,0.838,0.871,0.914,0.070,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00336,16,Kancheepuram,2025-12-02 01:32:15,0.867,0.818,0.946,0.062,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00337,7,Erode,2024-11-10 18:37:23,0.893,0.909,0.926,0.071,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00338,2,Coimbatore,2025-08-25 14:26:30,0.930,0.904,0.858,0.067,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00339,6,Tirunelveli,2026-05-08 06:05:08,0.832,0.946,0.937,0.085,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00340,15,Tenkasi,2026-07-23 07:50:09,0.910,0.862,0.901,0.060,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00341,32,Theni,2025-09-30 20:46:17,0.940,0.909,0.879,0.044,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00342,8,Tiruppur,2025-05-15 23:44:07,0.882,0.818,0.861,0.040,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00343,31,Virudhunagar,2026-05-04 07:45:04,0.869,0.942,0.887,0.078,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00344,8,Tiruppur,2025-12-17 01:09:09,0.907,0.862,0.923,0.063,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00345,1,Chennai,2025-01-24 08:14:17,0.871,0.941,0.822,0.071,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00346,35,Mayiladuthurai,2026-06-28 00:14:42,0.830,0.824,0.851,0.068,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00347,35,Mayiladuthurai,2025-01-16 12:28:26,0.823,0.860,0.887,0.057,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
