police_report_id,district_id,district_name,taluk_id,locality_id,station_code,incident_timestamp,operation_type,category_id,category_name,investigation_status
POL-2026-00150,29,Sivaganga,144,431,PS-SIV-B1,2025-10-10 10:28:17,ROUTINE_BEAT_PATROL,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00151,38,Tiruvannamalai,189,565,PS-TIR-B3,2025-06-04 23:00:27,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00152,23,Namakkal,115,343,PS-NAM-B2,2025-08-06 00:56:23,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00153,16,Kancheepuram,78,234,PS-KAN-B3,2025-11-27 04:41:40,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00154,4,Salem,17,50,PS-SAL-B1,2024-11-26 13:53:47,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00155,27,Perambalur,134,402,PS-PER-B4,2026-01-19 04:58:23,CHECKPOST_INTERCEPTION,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00156,14,Kanniyakumari,68,203,PS-KAN-B4,2025-03-16 13:50:17,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00157,30,Ramanathapuram,149,447,PS-RAM-B1,2026-04-26 16:23:09,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00158,2,Coimbatore,9,27,PS-COI-B2,2025-01-03 10:51:55,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00159,37,Tirupathur,184,552,PS-TIR-B3,2026-05-09 08:57:25,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00160,4,Salem,16,48,PS-SAL-B2,2025-06-07 13:47:22,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00161,35,Mayiladuthurai,172,514,PS-MAY-B4,2025-04-11 11:19:06,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00162,7,Erode,33,97,PS-ERO-B3,2026-05-26 18:21:29,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00163,1,Chennai,1,3,PS-CHE-B1,2025-11-29 14:34:18,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00164,15,Tenkasi,74,220,PS-TEN-B2,2025-04-01 11:16:41,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00165,21,Kallakurichi,101,302,PS-KAL-B2,2024-10-03 22:50:27,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00166,15,Tenkasi,75,223,PS-TEN-B2,2026-02-11 16:13:26,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00167,26,Ariyalur,129,385,PS-ARI-B4,2026-02-12 08:48:40,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00168,1,Chennai,3,9,PS-CHE-B3,2026-06-15 16:42:25,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00169,34,Nagapattinam,166,498,PS-NAG-B1,2026-06-13 02:18:02,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00170,13,Thoothukudi,63,189,PS-THO-B1,2026-02-03 12:14:30,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00171,7,Erode,35,104,PS-ERO-B4,2025-09-27 15:11:56,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00172,15,Tenkasi,72,215,PS-TEN-B2,2025-12-22 22:21:50,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00173,21,Kallakurichi,104,312,PS-KAL-B4,2026-07-08 12:51:49,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00174,13,Thoothukudi,62,186,PS-THO-B1,2026-01-27 00:13:29,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00175,26,Ariyalur,127,381,PS-ARI-B3,2025-06-26 15:47:01,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00176,35,Mayiladuthurai,171,512,PS-MAY-B4,2025-08-02 15:29:58,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00177,34,Nagapattinam,167,500,PS-NAG-B2,2025-03-24 02:32:16,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00178,38,Tiruvannamalai,188,564,PS-TIR-B1,2025-07-01 20:18:50,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00179,7,Erode,31,91,PS-ERO-B1,2025-02-06 07:23:03,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00180,33,Thiruvarur,163,487,PS-THI-B3,2025-08-29 13:27:40,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00181,28,Pudukkottai,137,409,PS-PUD-B1,2026-02-19 02:17:18,ROUTINE_BEAT_PATROL,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00182,35,Mayiladuthurai,173,517,PS-MAY-B3,2026-06-10 12:19:37,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00183,17,Chengalpattu,82,244,PS-CHE-B3,2025-01-09 14:31:45,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00184,10,Krishnagiri,46,136,PS-KRI-B1,2025-01-30 22:55:10,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00185,13,Thoothukudi,62,185,PS-THO-B1,2026-05-09 17:44:57,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00186,23,Namakkal,111,332,PS-NAM-B3,2025-12-22 13:01:19,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00187,33,Thiruvarur,162,484,PS-THI-B2,2025-08-26 07:55:13,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00188,9,Vellore,43,129,PS-VEL-B2,2026-01-16 14:27:55,SEARCH_SEIZURE,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00189,26,Ariyalur,127,380,PS-ARI-B1,2026-02-10 07:42:36,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00190,4,Salem,19,57,PS-SAL-B1,2025-10-11 21:15:48,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00191,20,Viluppuram,98,294,PS-VIL-B1,2024-11-05 09:34:19,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00192,38,Tiruvannamalai,190,570,PS-TIR-B2,2026-01-16 17:21:35,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00193,25,Karur,124,370,PS-KAR-B3,2025-08-20 01:23:27,SPECIAL_TASK_DRIVE,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00194,37,Tirupathur,183,547,PS-TIR-B4,2025-10-09 09:38:36,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00195,11,Dindigul,51,152,PS-DIN-B1,2026-05-09 20:49:40,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00196,22,Dharmapuri,110,329,PS-DHA-B1,2025-12-22 15:12:13,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00197,11,Dindigul,54,161,PS-DIN-B2,2026-07-04 21:01:33,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00198,10,Krishnagiri,48,144,PS-KRI-B1,2025-08-10 15:18:05,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00199,18,Tiruvallur,89,267,PS-TIR-B2,2025-06-25 13:29:11,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00200,5,Tiruchirappalli,24,71,PS-TIR-B4,2025-11-09 15:19:19,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00201,18,Tiruvallur,88,262,PS-TIR-B3,2026-06-18 15:11:39,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00202,5,Tiruchirappalli,25,73,PS-TIR-B4,2025-06-05 10:03:30,ROUTINE_BEAT_PATROL,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00203,22,Dharmapuri,106,316,PS-DHA-B3,2025-07-23 01:54:21,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00204,18,Tiruvallur,86,258,PS-TIR-B2,2026-03-08 17:49:46,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00205,3,Madurai,13,39,PS-MAD-B4,2025-04-12 20:41:05,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00206,13,Thoothukudi,62,185,PS-THO-B1,2026-03-22 07:03:40,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00207,14,Kanniyakumari,67,201,PS-KAN-B3,2025-03-08 22:49:18,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00208,28,Pudukkottai,137,410,PS-PUD-B4,2025-08-17 09:09:18,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00209,15,Tenkasi,73,219,PS-TEN-B4,2025-02-25 15:26:41,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00210,6,Tirunelveli,29,85,PS-TIR-B1,2025-08-09 01:16:25,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00211,16,Kancheepuram,79,236,PS-KAN-B1,2025-08-07 07:13:12,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00212,6,Tirunelveli,30,90,PS-TIR-B3,2024-11-11 05:20:30,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00213,21,Kallakurichi,102,305,PS-KAL-B2,2026-02-26 21:04:20,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00214,7,Erode,34,100,PS-ERO-B3,2026-02-15 22:05:02,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00215,34,Nagapattinam,168,503,PS-NAG-B1,2025-10-12 02:15:46,CHECKPOST_INTERCEPTION,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00216,22,Dharmapuri,108,323,PS-DHA-B3,2026-04-30 23:38:35,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00217,22,Dharmapuri,108,323,PS-DHA-B3,2026-06-30 01:32:25,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00218,33,Thiruvarur,164,490,PS-THI-B1,2025-08-07 04:27:45,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00219,1,Chennai,3,9,PS-CHE-B2,2026-02-06 04:32:42,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00220,28,Pudukkottai,138,414,PS-PUD-B1,2026-01-07 05:49:17,SPECIAL_TASK_DRIVE,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00221,34,Nagapattinam,170,510,PS-NAG-B3,2025-03-29 16:34:37,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00222,19,Cuddalore,93,278,PS-CUD-B4,2024-12-26 10:29:21,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00223,38,Tiruvannamalai,188,564,PS-TIR-B3,2025-08-14 02:21:00,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00224,10,Krishnagiri,48,144,PS-KRI-B4,2025-04-09 03:21:08,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00225,36,Ranipet,179,537,PS-RAN-B3,2024-09-19 00:57:18,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00226,7,Erode,35,105,PS-ERO-B2,2026-01-07 05:05:23,SPECIAL_TASK_DRIVE,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00227,35,Mayiladuthurai,175,525,PS-MAY-B1,2025-09-28 06:43:06,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00228,11,Dindigul,53,159,PS-DIN-B1,2025-07-28 15:47:23,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00229,34,Nagapattinam,167,500,PS-NAG-B3,2025-04-08 18:09:08,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00230,37,Tirupathur,182,546,PS-TIR-B3,2026-06-07 08:06:46,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00231,28,Pudukkottai,138,413,PS-PUD-B4,2026-07-28 04:18:06,ROUTINE_BEAT_PATROL,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00232,6,Tirunelveli,30,88,PS-TIR-B1,2025-07-14 15:52:47,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00233,24,Nilgiris,118,353,PS-NIL-B4,2026-08-10 04:31:06,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00234,13,Thoothukudi,64,192,PS-THO-B3,2026-08-08 10:05:03,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00235,24,Nilgiris,120,360,PS-NIL-B1,2024-10-13 03:32:40,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00236,20,Viluppuram,98,294,PS-VIL-B1,2025-04-25 08:30:00,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00237,6,Tirunelveli,30,88,PS-TIR-B4,2025-08-10 16:38:08,SEARCH_SEIZURE,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00238,22,Dharmapuri,110,329,PS-DHA-B4,2024-10-02 06:12:03,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00239,32,Theni,159,475,PS-THE-B2,2026-06-09 13:00:43,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00240,6,Tirunelveli,28,82,PS-TIR-B2,2026-05-14 00:05:48,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00241,9,Vellore,41,121,PS-VEL-B2,2025-04-21 01:56:09,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00242,2,Coimbatore,6,17,PS-COI-B3,2026-01-17 22:41:49,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00243,22,Dharmapuri,106,318,PS-DHA-B2,2026-06-10 07:14:06,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00244,4,Salem,18,54,PS-SAL-B1,2024-11-09 23:00:41,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00245,34,Nagapattinam,166,497,PS-NAG-B1,2024-10-10 03:52:34,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00246,26,Ariyalur,128,383,PS-ARI-B2,2025-07-03 16:48:58,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00247,36,Ranipet,177,530,PS-RAN-B1,2025-07-03 01:51:39,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00248,28,Pudukkottai,139,417,PS-PUD-B2,2025-11-01 00:17:30,CHECKPOST_INTERCEPTION,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00249,11,Dindigul,54,160,PS-DIN-B4,2024-12-01 01:23:19,CHECKPOST_INTERCEPTION,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00250,35,Mayiladuthurai,172,514,PS-MAY-B3,2026-06-15 15:32:05,ROUTINE_BEAT_PATROL,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00251,9,Vellore,42,126,PS-VEL-B4,2025-08-12 04:24:30,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00252,12,Thanjavur,56,166,PS-THA-B3,2026-04-09 12:22:41,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,PENDING_INVESTIGATION
POL-2026-00253,37,Tirupathur,181,543,PS-TIR-B1,2026-05-23 15:39:09,SPECIAL_TASK_DRIVE,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00254,7,Erode,33,98,PS-ERO-B1,2026-08-18 21:13:29,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00255,23,Namakkal,113,337,PS-NAM-B3,2025-10-07 03:06:08,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00256,6,Tirunelveli,30,89,PS-TIR-B2,2025-05-10 17:48:18,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00257,10,Krishnagiri,46,136,PS-KRI-B2,2024-11-05 19:17:29,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00258,22,Dharmapuri,106,318,PS-DHA-B1,2026-04-14 13:18:14,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00259,16,Kancheepuram,80,238,PS-KAN-B3,2025-07-21 03:05:50,SEARCH_SEIZURE,3,Prescription Narcotics / Codeine / Alprazolam,PENDING_INVESTIGATION
POL-2026-00260,9,Vellore,45,133,PS-VEL-B4,2025-01-08 00:29:48,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00261,31,Virudhunagar,151,453,PS-VIR-B2,2025-11-30 02:57:51,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00262,27,Perambalur,131,393,PS-PER-B4,2025-09-27 02:16:05,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00263,9,Vellore,41,121,PS-VEL-B2,2025-03-26 05:08:13,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00264,19,Cuddalore,92,276,PS-CUD-B1,2026-01-31 20:27:04,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00265,20,Viluppuram,100,298,PS-VIL-B3,2026-02-28 17:31:13,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00266,6,Tirunelveli,26,78,PS-TIR-B4,2026-07-23 04:56:21,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00267,24,Nilgiris,116,348,PS-NIL-B3,2025-02-13 01:00:54,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00268,22,Dharmapuri,106,317,PS-DHA-B1,2026-02-18 17:02:04,SPECIAL_TASK_DRIVE,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00269,33,Thiruvarur,162,484,PS-THI-B3,2024-09-26 19:34:47,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00270,15,Tenkasi,73,217,PS-TEN-B2,2026-02-27 01:36:19,SPECIAL_TASK_DRIVE,3,Prescription Narcotics / Codeine / Alprazolam,CASE_REGISTERED
POL-2026-00271,27,Perambalur,132,395,PS-PER-B3,2024-11-10 18:05:38,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00272,5,Tiruchirappalli,24,70,PS-TIR-B4,2025-04-17 18:35:47,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00273,38,Tiruvannamalai,188,564,PS-TIR-B2,2025-07-20 19:21:52,CHECKPOST_INTERCEPTION,3,Prescription Narcotics / Codeine / Alprazolam,ACTION_COMPLETED
POL-2026-00274,20,Viluppuram,97,290,PS-VIL-B4,2026-01-13 14:27:50,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,ACTION_COMPLETED
POL-2026-00275,16,Kancheepuram,77,229,PS-KAN-B4,2025-02-17 03:47:04,ROUTINE_BEAT_PATROL,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00276,24,Nilgiris,117,350,PS-NIL-B2,2026-06-21 02:17:19,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00277,28,Pudukkottai,140,419,PS-PUD-B3,2025-07-22 19:43:41,SPECIAL_TASK_DRIVE,4,Chemical Precursors / Ephedrine,CASE_REGISTERED
POL-2026-00278,30,Ramanathapuram,149,446,PS-RAM-B2,2024-10-21 21:58:56,SEARCH_SEIZURE,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
POL-2026-00279,28,Pudukkottai,136,406,PS-PUD-B3,2025-10-17 13:42:20,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00280,38,Tiruvannamalai,188,563,PS-TIR-B1,2025-03-05 01:16:42,SEARCH_SEIZURE,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00281,6,Tirunelveli,27,80,PS-TIR-B2,2026-01-13 02:43:45,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00282,10,Krishnagiri,47,140,PS-KRI-B3,2025-02-01 14:49:42,CHECKPOST_INTERCEPTION,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00283,7,Erode,35,105,PS-ERO-B1,2025-07-08 00:26:39,ROUTINE_BEAT_PATROL,5,Opioid Analogues / Brown Sugar / Heroin,PENDING_INVESTIGATION
POL-2026-00284,13,Thoothukudi,64,192,PS-THO-B3,2025-01-03 05:39:35,CHECKPOST_INTERCEPTION,2,Synthetic Stimulants / MDMA / Meth,PENDING_INVESTIGATION
POL-2026-00285,24,Nilgiris,116,346,PS-NIL-B2,2025-04-24 08:08:33,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00286,33,Thiruvarur,165,493,PS-THI-B3,2026-06-27 12:11:36,SEARCH_SEIZURE,6,Unclassified / Suspicious Substance,PENDING_INVESTIGATION
POL-2026-00287,26,Ariyalur,127,380,PS-ARI-B1,2025-03-08 14:52:28,ROUTINE_BEAT_PATROL,1,Commercial Ganja / Cannabis,ACTION_COMPLETED
POL-2026-00288,35,Mayiladuthurai,171,512,PS-MAY-B3,2025-12-11 03:24:43,SPECIAL_TASK_DRIVE,2,Synthetic Stimulants / MDMA / Meth,ACTION_COMPLETED
POL-2026-00289,35,Mayiladuthurai,171,511,PS-MAY-B3,2025-01-22 07:53:51,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00290,20,Viluppuram,97,290,PS-VIL-B3,2026-07-14 14:02:29,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,CASE_REGISTERED
POL-2026-00291,22,Dharmapuri,108,322,PS-DHA-B3,2026-06-19 09:36:28,CHECKPOST_INTERCEPTION,1,Commercial Ganja / Cannabis,PENDING_INVESTIGATION
POL-2026-00292,31,Virudhunagar,153,458,PS-VIR-B3,2026-06-03 17:06:03,SEARCH_SEIZURE,4,Chemical Precursors / Ephedrine,ACTION_COMPLETED
POL-2026-00293,31,Virudhunagar,151,452,PS-VIR-B3,2025-11-12 02:18:24,CHECKPOST_INTERCEPTION,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00294,29,Sivaganga,144,432,PS-SIV-B3,2026-05-07 09:59:04,ROUTINE_BEAT_PATROL,6,Unclassified / Suspicious Substance,ACTION_COMPLETED
POL-2026-00295,1,Chennai,3,8,PS-CHE-B1,2025-01-31 14:39:01,SPECIAL_TASK_DRIVE,6,Unclassified / Suspicious Substance,CASE_REGISTERED
POL-2026-00296,31,Virudhunagar,154,462,PS-VIR-B2,2025-08-10 01:25:23,CHECKPOST_INTERCEPTION,5,Opioid Analogues / Brown Sugar / Heroin,CASE_REGISTERED
POL-2026-00297,18,Tiruvallur,87,259,PS-TIR-B3,2026-05-17 21:15:32,ROUTINE_BEAT_PATROL,2,Synthetic Stimulants / MDMA / Meth,CASE_REGISTERED
