provenance_id,target_record_id,source_dataset,ingested_at,transformation_stage,verification_status,sha256_audit_hash
PRV-000264,CMP-2026-00927,CHECKPOST_SCANNER,2026-05-30 14:54:54,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,d7908ef78b9a64af822618bc80291697f2730305c356597c4df71f2ee4bd828e
PRV-000265,CMP-2026-00975,POLICE_LEDGER,2024-09-24 22:52:53,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,83af217b390181a82b20f99c46556a2f17412ce540f03f587625121cd920e6c4
PRV-000266,CMP-2026-00318,HEALTH_STAT,2026-01-11 21:11:35,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9061d0d6579273ecd867a158c7c7fda8f26d643e20e3a92f2964825632b4439f
PRV-000267,CMP-2026-00629,POLICE_LEDGER,2025-12-01 18:16:23,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,16beafde93ea6a85d1e424080b714833fe7cba1581194d534286e8cfb52dd5d6
PRV-000268,CMP-2026-00426,CITIZEN_PORTAL,2024-11-28 14:26:47,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,13f78ef4d5821f0597800cf3f577531ed762f4fa2db8b16a1f32c6325d733638
PRV-000269,CMP-2026-01220,HEALTH_STAT,2026-07-16 14:22:59,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,4d1949843ee2b79e7da7585e7e47f76558f899402190b481fd7fdc1ddfa48d51
PRV-000270,CMP-2026-00319,CITIZEN_PORTAL,2026-08-01 17:56:55,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,169a42913dc571770f770565f0cd890f8e74313562f1976e82441ea7fb1a456e
PRV-000271,CMP-2026-00075,POLICE_LEDGER,2026-08-11 21:14:28,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,269a1462817cf1cd28d6a0d66b98219a4026a982393e0ca746b2dd3f5fbb5082
PRV-000272,CMP-2026-00532,POLICE_LEDGER,2025-06-28 07:02:53,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,fb9f5aee7b8553dcec8a1ae984245dc1666a2012ec1580569c18e97321358354
PRV-000273,CMP-2026-00076,POLICE_LEDGER,2025-05-16 21:54:44,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,574b1b7f6eb01ecdf30a06d2fbf9281e1cc86b8cf321787246e0c9f6ff7f82da
PRV-000274,CMP-2026-00559,POLICE_LEDGER,2025-06-12 08:11:41,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,003a879a07fa89759cfb5e0a67cc9c5b165a65479c6b28fad3330cc2b21f8937
PRV-000275,CMP-2026-00006,CHECKPOST_SCANNER,2026-03-15 16:29:24,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bed4e374430fabb754d7d1f82593263f2acde8854199ae0fef9c912d9cc4bb33
PRV-000276,CMP-2026-00033,POLICE_LEDGER,2026-01-31 21:21:14,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f852722738bfee3271baedb2f38fc1122e90d7eec2cd709589cbaa0937473cfa
PRV-000277,CMP-2026-01171,CHECKPOST_SCANNER,2025-11-01 13:47:40,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,aa397e51ed6b2fb3f429a9f7b5df4a3858e1f889fd97588ca3863d957d0863d3
PRV-000278,CMP-2026-00964,POLICE_LEDGER,2025-09-13 08:37:57,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7cc94871c6dbc1535d305cf44d6487590721e5ef20c527a9efaaf5d741405c1b
PRV-000279,CMP-2026-00763,POLICE_LEDGER,2026-06-13 23:58:11,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f8b063c80b89eda3240fe5b18e69c9f70b8779ea41c8307724fc0c283ee8baae
PRV-000280,CMP-2026-00757,CITIZEN_PORTAL,2025-06-08 20:52:38,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,af6020ecdd7de345bc0a6453a671e61e5ba3c9121abfcd6bf62fedf75f48e938
PRV-000281,CMP-2026-00132,CHECKPOST_SCANNER,2025-10-23 23:28:26,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,eaa2de88ceb014f4175a853b9143d1fde015e142aa7ab40f6e875b28785f56da
PRV-000282,CMP-2026-00239,CITIZEN_PORTAL,2026-08-13 12:28:48,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,0ce656690462e4d329d4ab524d43b3adf7193a348efae8f89dde6a1e77d66b6b
PRV-000283,CMP-2026-00700,HEALTH_STAT,2026-07-26 21:58:33,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,50fb20476705c19ecf88e5727c9642f234356af4127e668f96279c218cd7c6e4
PRV-000284,CMP-2026-00281,CHECKPOST_SCANNER,2025-03-07 10:41:58,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,b532f26a67bdb7c3e6757e0d498ba795787a644cdc14072dc2918c5c2532de9b
PRV-000285,CMP-2026-00397,CITIZEN_PORTAL,2026-06-17 09:34:35,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,3055fa884ba9d29d95bd4d7ddef9c4fe895778eb32ce5838f0989ed60e395c28
PRV-000286,CMP-2026-00779,CHECKPOST_SCANNER,2026-01-02 12:07:15,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5f45ca935471518234ea5ab7e1801a9b053fa418b68ef4ccceb75375bb1d79e8
PRV-000287,CMP-2026-00217,POLICE_LEDGER,2025-09-09 11:30:49,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,38ee608c0cb041bf939b1e25455d7862c96a9a3b5a02087018e172c0f46af043
PRV-000288,CMP-2026-00761,CHECKPOST_SCANNER,2025-06-17 04:03:11,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,18666cd15733bc7fb1856e21ce4d7ef5d4aed4b37c37b8636ade0499128a45df
PRV-000289,CMP-2026-01223,HEALTH_STAT,2026-04-13 22:03:33,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5e2f8253629c1e49942da60f253abdaf56dec151d2df44c6d26071ccf338fb2a
PRV-000290,CMP-2026-01035,HEALTH_STAT,2026-05-21 00:12:28,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,206b79ad3923645f21e312087bbd4e4bad4fd2d44c6354e81004d18693964112
PRV-000291,CMP-2026-00658,HEALTH_STAT,2026-07-06 06:31:44,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,ec79c1f870c3ff7b03b1e54e5741c5be56a59789c8debc21c392eac6ee92b02b
PRV-000292,CMP-2026-00108,CITIZEN_PORTAL,2024-12-05 16:41:03,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,70f5b12914cd4e060c28296710a32f89eaf2928809681170cad74fa33d6c5c54
PRV-000293,CMP-2026-00219,CHECKPOST_SCANNER,2025-07-05 03:47:44,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,11fc7725ac7c6743a7e3e41fdae32f327d4a2618adde78eac93adce32f4c3e86
PRV-000294,CMP-2026-00102,CHECKPOST_SCANNER,2025-09-01 23:49:33,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,19bca24901641147ef941ea0e1d5d4cf377ff5c3c0102caf29b3953e489bc836
PRV-000295,CMP-2026-00060,POLICE_LEDGER,2025-05-25 05:31:43,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,18eedbe962ede7996b230dea0c492cdfdbd9fd50a87f9281c5973d0c7967a6b6
PRV-000296,CMP-2026-00822,HEALTH_STAT,2025-08-15 19:42:11,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,4dbd84c1209707c0334541f02cbf73c36fa0bea5250d420a6cdb1df68aad1817
PRV-000297,CMP-2026-00899,CHECKPOST_SCANNER,2026-05-08 14:40:27,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,377f0ea36fabdf8a39692cf408fbe16d25a78ca44f3e994b4df05f8735bbaa9e
PRV-000298,CMP-2026-00644,CITIZEN_PORTAL,2025-02-28 10:46:16,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,217498d1744df8df3dcbf41319a44b4e5c541dfeb73ed996957b8205f53f0ed2
PRV-000299,CMP-2026-01079,CITIZEN_PORTAL,2025-06-13 00:35:35,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,261e11acc48e070a1d7eb046e61d7348197bf496aee77c4bc59b897ac5bbc7cd
PRV-000300,CMP-2026-01195,CHECKPOST_SCANNER,2025-05-14 04:10:32,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e4bd7b46ddf03ab0845cecbb852da742b24ceb5e024906027a7b1b66b4e6eb5d
PRV-000301,CMP-2026-00101,CITIZEN_PORTAL,2026-07-19 01:25:12,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,ef8bec2f94023c186fb024d3664b38ed450bf1752d277da7fe2cfaa1852b2384
PRV-000302,CMP-2026-00979,HEALTH_STAT,2026-03-27 06:05:04,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,d60f0bc47dd0d9e1c7fdb0e4fd75fe34589756ed547fae7a3b094a4ea4ace2ed
PRV-000303,CMP-2026-00947,HEALTH_STAT,2025-01-22 08:31:05,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,52d9713fbed56b5d62b0c0ee8efc5694933ad7c9b3f651c0de1e6537a07fb2b8
PRV-000304,CMP-2026-00446,CHECKPOST_SCANNER,2025-12-16 15:39:24,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,55553d81e18fcd67c204d933050b027d73c7669027198e111d245a65020d05da
PRV-000305,CMP-2026-00615,CITIZEN_PORTAL,2026-08-15 11:29:21,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,6a523b273ebe51ca3e64e0082e8d175866b0421d74b215f8928ba060ff37b58d
PRV-000306,CMP-2026-00537,HEALTH_STAT,2026-07-17 16:22:32,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,cb6048ab21e5355c7f7dac11f22b59ab40ed594f33d9aaf641a7fca9c64d4ad2
PRV-000307,CMP-2026-00271,POLICE_LEDGER,2026-05-22 12:55:26,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1b03f4b6bbd7dacb60294946c8fc44c873bcb313bb82fbb7e714a1498af755b7
PRV-000308,CMP-2026-00906,CHECKPOST_SCANNER,2025-05-01 08:04:02,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,94af618d2cf27e964d746d5974633663dec5729667b95941081736bfcaa65644
PRV-000309,CMP-2026-01125,CITIZEN_PORTAL,2025-07-26 07:34:51,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9f374b902395e1a5f6bdfaface5b07d75179db94e866bc0d45679f4b46603453
PRV-000310,CMP-2026-00632,CITIZEN_PORTAL,2024-10-12 12:42:19,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,81efdb26ed77f662ad6a6ed1f801f4768fe946f2adde4aec8ee11858c5b256a5
PRV-000311,CMP-2026-00352,CHECKPOST_SCANNER,2025-03-13 04:49:10,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,decffb29389569d56dd0de9da32ad1c9cb133a9d56342d8f39eb4f22cc502dce
PRV-000312,CMP-2026-00561,CHECKPOST_SCANNER,2026-02-21 01:10:12,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8900123853f80282e2e4a0c439cc8fd84af138cee0a32dfb0fb3c4575812e41a
PRV-000313,CMP-2026-00882,CHECKPOST_SCANNER,2024-10-24 15:06:00,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,a2a252414952667001da1f27bbe75028a356afffcd1faf5fcc9e7f054b0e2f3c
PRV-000314,CMP-2026-00921,POLICE_LEDGER,2026-04-18 03:44:29,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,a5c3183fd56776e3d8f6a6f978d110ff116dbda46027064854498e64a93d7e96
PRV-000315,CMP-2026-00949,CHECKPOST_SCANNER,2024-11-26 15:23:20,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bf0709f10579b11ef9726b764f7bd61e1e9063ecbfd8a1694391b908d0660c28
PRV-000316,CMP-2026-00695,HEALTH_STAT,2024-11-29 18:51:40,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1cc40e62bbcce34ac3a1e6b6f40958bad58c13a0e8a140c219e108cf80c47511
PRV-000317,CMP-2026-00779,HEALTH_STAT,2025-09-30 10:00:33,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,2b32102e8f78a659dbfd166f7d265618c5609e2f86a37b07da7eee1791c63524
PRV-000318,CMP-2026-00238,POLICE_LEDGER,2026-01-22 02:49:24,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e7dc8d7d5d84436b96062bdc682221e289b2043b4e338cd6f69fafd2266f15db
PRV-000319,CMP-2026-00808,CITIZEN_PORTAL,2026-02-27 23:20:55,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,55f49d099c32723713b96676a4413dd08a113ef5c9a2d0c21f2fe2c1df8afd0d
PRV-000320,CMP-2026-01231,CHECKPOST_SCANNER,2024-12-23 14:23:25,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5c1159131d29eee57226e15e6c097e9761fd12f2fe842d562401d7652ba8687a
PRV-000321,CMP-2026-01148,HEALTH_STAT,2025-08-10 15:08:05,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,2af786a1ec06a36a07c692c7d8af7b844a479d55c6a4c490d644ff58b2c4d663
PRV-000322,CMP-2026-00961,CHECKPOST_SCANNER,2025-11-17 01:28:26,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f60d0ab1290201b6069878c9cf37bef82d2c4656d94c31da85aa9ddb00a6a27c
PRV-000323,CMP-2026-00699,CITIZEN_PORTAL,2025-01-05 07:09:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5e8f19af0cb5139f074c892ee07f04e9460f69773235dcfb342b3b41081d2342
PRV-000324,CMP-2026-00742,CITIZEN_PORTAL,2025-01-13 06:24:20,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9fd2cb43eecd74b778057354cec91a204d351b5d7700505b9359f67df9fafd03
PRV-000325,CMP-2026-01243,HEALTH_STAT,2026-04-14 16:59:03,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,15dd4aa906d653db3438f3d1b582b9a8081c878c707414a44698445e9351bd68
PRV-000326,CMP-2026-00237,POLICE_LEDGER,2025-01-18 01:22:42,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9c792572af47d4df30d90a48d46f776721ef2922c235c975f5fcc6e19ce3b834
PRV-000327,CMP-2026-01157,CITIZEN_PORTAL,2025-02-16 13:07:24,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bae82ea6397b58b7beb67fee9bb0b0126a6ffa06ee4eb31a6ea8a42bbbedf00d
PRV-000328,CMP-2026-00929,CITIZEN_PORTAL,2025-09-13 23:17:15,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,33d79d32c20e40048ac727f22ce8c16420dd981520fecdaf307c10b9a6d4609d
PRV-000329,CMP-2026-00518,HEALTH_STAT,2024-11-01 16:56:22,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,adff304cdc68f0ec6de6f032d7ce2f354afbb05fe890c0a389ea5e1d17c3a92c
PRV-000330,CMP-2026-01051,CITIZEN_PORTAL,2026-07-10 08:14:25,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7a6d5f063ef1cd216aff15a4995a17a3f721325634cbf5f2021b7e4b7fa00110
PRV-000331,CMP-2026-00946,HEALTH_STAT,2024-10-31 04:30:36,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7e9fdd63d7e613242d11360597b71ec23bc9e2724dfc184a863dc7a6f9de0005
PRV-000332,CMP-2026-00262,CITIZEN_PORTAL,2025-02-07 07:58:58,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,49435f557bfa0a62d21e0aefdeb0c4cf03e0ab13699599a8b721e7851ab48c5a
PRV-000333,CMP-2026-01068,POLICE_LEDGER,2026-03-05 23:15:03,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,41e7537ddba29d07e0bf67bc86b7ad84968272a192274c742c7eb71fc9489560
PRV-000334,CMP-2026-00671,HEALTH_STAT,2026-01-04 17:04:50,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,a3e2e94915faead28b0987499427fa250117b24e75bffb90a39390377f3dc0cd
PRV-000335,CMP-2026-00036,POLICE_LEDGER,2026-05-01 23:12:17,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,874f48a34d27ac695e6c7c444e95a3c14d457f81d0991d23a249cb590a01ade5
PRV-000336,CMP-2026-01211,POLICE_LEDGER,2024-10-14 14:46:15,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1f6ce01ca0152bbc6ac5ee6ebf823cccfcc6236a44f38cd36351a93bb76221a9
PRV-000337,CMP-2026-01043,HEALTH_STAT,2025-11-21 01:55:33,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,327fd5c3543aeab0afbab845f8c61e74fe05ae6b723554c84f46e279eef3c399
PRV-000338,CMP-2026-00999,HEALTH_STAT,2025-08-31 20:40:39,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e6a6dbb23ac53325c7182127fdf418bab12d08f70af884bdfc3b9f3cc82ab5ed
PRV-000339,CMP-2026-00930,POLICE_LEDGER,2026-01-01 05:16:40,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,4d5db775d90ea4b7e72cdb269777ed9b588af8276a565cbe1b6e1b54db173f2e
PRV-000340,CMP-2026-00963,CITIZEN_PORTAL,2026-03-29 13:07:09,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,68aafe0e20109ce7fbcee2f00a98d4688a1f7285b10cfb138be7979bec34ace6
PRV-000341,CMP-2026-00647,CHECKPOST_SCANNER,2024-12-05 04:06:29,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,173612d862918156078ce14b8089c999d675208edc424f9858b84e8ec1c48288
PRV-000342,CMP-2026-00082,CHECKPOST_SCANNER,2025-04-26 00:53:24,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,982ac01afbf099fd2091659c9d34e8ba4f3ec0cb303e7f8560349196a6d0bb94
PRV-000343,CMP-2026-01092,HEALTH_STAT,2026-01-09 02:10:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7bad9371c5ca3a383b9ac090770a8eb61623d35b71dec18010a70eb2e6a2b655
PRV-000344,CMP-2026-01231,HEALTH_STAT,2025-06-29 01:32:14,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9e6608a672f39439c33b284c02ff8b81b325af22a16dade001af9fa63ee48a44
PRV-000345,CMP-2026-00350,CHECKPOST_SCANNER,2025-06-18 11:41:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7cab84213d7e8769e9653b32c478798698a5e748029acb738b89d573a4f242b2
PRV-000346,CMP-2026-00996,CITIZEN_PORTAL,2025-05-19 12:59:10,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,b263f7b7dabf3336cef86ee55c1c0ed7616877a074ae429f0b288ad2bcc277be
PRV-000347,CMP-2026-00168,POLICE_LEDGER,2025-11-02 06:37:05,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7e5110642c06d305135a4147be47fb8c96b917b3a2dd4b2b23e6775ce676fc25
PRV-000348,CMP-2026-00443,CHECKPOST_SCANNER,2025-08-09 12:05:10,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e936171a5a7fd79337bda39fa3a62aba67455bfcd859bf973b7cf7e86fabc91d
PRV-000349,CMP-2026-00293,HEALTH_STAT,2025-02-15 21:11:15,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,15a2c3c1b44494bf32b36c6e6de6222533e7dbb47db8457a807daa156e8c32f5
PRV-000350,CMP-2026-00129,CHECKPOST_SCANNER,2026-06-07 08:14:28,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5b7c0d5b046fb87c55f64bd55df574ef59db5969cff1cd8d70a21c11737aa4dc
PRV-000351,CMP-2026-00284,CHECKPOST_SCANNER,2026-03-20 03:55:25,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1b2024f76b4615a4f7055ad066021ac9985b075cd6cfed0ef554e652b8ea4888
PRV-000352,CMP-2026-00110,CITIZEN_PORTAL,2026-02-04 17:54:38,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e4a6e6b95c8ab4f3b28d0e6dbda4d7406da139e4be430810cef3e379991f6a4e
PRV-000353,CMP-2026-00108,CITIZEN_PORTAL,2024-09-29 15:59:23,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,b3b2924ab951071d14c716495de812bc11ce9f442f04442fa7445704959f71cd
PRV-000354,CMP-2026-00507,POLICE_LEDGER,2026-02-23 22:39:33,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,fd4d25d8e8a2189a6dd6b48e91b564f051fef21c5dd605134f35db5a9dd7cef9
PRV-000355,CMP-2026-00598,CITIZEN_PORTAL,2025-11-03 21:33:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,cf96865d3613517e99a39b3911fe1046cbf8efabc5c3aed45d5d6b7c102b579c
PRV-000356,CMP-2026-00687,CHECKPOST_SCANNER,2025-04-03 11:58:49,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,a098c67f23eba8a727721ba6ae6ed2ed8c57fc057a83eafd4103856ac5fcf69c
PRV-000357,CMP-2026-00748,POLICE_LEDGER,2025-11-16 04:32:40,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,cac8b4e9eae246b6fb1a35fe7c361ca592fa87b5b706355f82c609e1e90c031b
PRV-000358,CMP-2026-00108,HEALTH_STAT,2025-08-05 17:15:02,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,3de9ae0daf21c8f930edd8b6ca3a51abce6fa3608ad3fcf5d1d08e9433e58133
PRV-000359,CMP-2026-00397,CHECKPOST_SCANNER,2025-04-27 20:13:31,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9498cb8db4149aebb4f5dfa95113127ad96d74505bf6502978bd58158ebe08b0
PRV-000360,CMP-2026-00901,HEALTH_STAT,2024-10-21 12:39:18,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,99690bb8365dfb8b141ff79dcd5fc6d73c57b0d2c69ddaf942c2a8e2a6df0c0c
PRV-000361,CMP-2026-00095,HEALTH_STAT,2025-05-21 09:52:51,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,d865eb12e0dfa1411906b590c1fa1dc890a5a089c30ce69d0be6e6bb408323e7
PRV-000362,CMP-2026-00902,CITIZEN_PORTAL,2025-05-03 23:05:58,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8a326784bba63cc21b610d2c39c4da485aea4e38e8ba8822a95c28a16c68e022
PRV-000363,CMP-2026-00188,CITIZEN_PORTAL,2026-04-13 21:53:50,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,3e2ce5d94476203b91fdeb3dab68310a3564b4bb18f41af6402eae585ca034c8
PRV-000364,CMP-2026-00891,CHECKPOST_SCANNER,2025-04-06 15:50:51,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,ed405846d78000e0e1ab4b2bae9e2f63e4d7793ffd5eff2609796443fe9b4429
PRV-000365,CMP-2026-00774,CITIZEN_PORTAL,2025-06-29 05:35:41,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,be49a699e2efaa79309c3cf2ffc88e2f418564d8a119286e5a42f63906d82eda
PRV-000366,CMP-2026-01119,POLICE_LEDGER,2026-06-04 00:12:09,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7eedf43598fff874b734059f9624bd3d83d1650a2b813f2315e536dbef94f205
PRV-000367,CMP-2026-00763,CITIZEN_PORTAL,2026-03-08 17:49:52,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9b0e71e67fb8d3ec6bbcef0a553b22e8186c1eac7e1649f7762bcacca2d5c8c6
PRV-000368,CMP-2026-00613,CHECKPOST_SCANNER,2024-10-15 06:53:49,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,0954f0d970c517e6150b07d7ac972c8bdfdd6895e4c8036f6de34f45e7acbb0d
PRV-000369,CMP-2026-00421,CITIZEN_PORTAL,2025-08-11 21:18:19,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,d09fa1608565366c1e33836bce08454da19544534ca1ab0ed0b3e092ca02b297
PRV-000370,CMP-2026-01055,HEALTH_STAT,2025-10-14 04:53:26,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,186f3bd3911e0bb03028738262ab0e300fef07bae0865d6753aa57cd89aa5821
PRV-000371,CMP-2026-00033,CITIZEN_PORTAL,2026-06-29 20:47:03,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,16ab713b32696faed652ac52c39fee135c959025f0b8ebaab8fb7f793cee8707
PRV-000372,CMP-2026-00254,HEALTH_STAT,2025-03-17 21:34:51,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bdb446f6c7b7b0c9e1f56909283089e8bb38cd5d4d7d3e247d62e8ac54dea954
PRV-000373,CMP-2026-00495,POLICE_LEDGER,2024-11-01 06:55:43,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,79ea8c1861a5f55b8fe1fb379755c9016270d608646320a839a30b8a52151617
PRV-000374,CMP-2026-00076,CITIZEN_PORTAL,2025-09-22 04:50:31,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,98ebcb25484790dc1e3eaa89e319be567f8c9374e26e99e02855fbe5dafd49df
PRV-000375,CMP-2026-00452,CITIZEN_PORTAL,2025-05-08 07:50:45,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f4d592b840e632a3a4abd4ba90cdfb16b22e6daefe590231f683f95e22407c61
PRV-000376,CMP-2026-00663,CHECKPOST_SCANNER,2025-04-09 02:02:09,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,67db1f0bd348407aeeb3fa9d71f16c35802564ccf7b5a942bb8510d45ebfb6fb
PRV-000377,CMP-2026-01082,CITIZEN_PORTAL,2025-02-26 01:30:30,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bd715a35420a339af8aefa238481c84d3036d169295a3bce223925689cec23d3
PRV-000378,CMP-2026-01162,CITIZEN_PORTAL,2026-07-13 10:41:23,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,fdc063a4e1dbf0d64e5ccd0ca9bc72f441029b2674daf637f5a57a797296caa8
PRV-000379,CMP-2026-00080,POLICE_LEDGER,2025-06-23 01:38:41,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,daf0ec923dfefbed9486186db7ac0a7df41dfc9f6891cd1e7031b974984534ff
