signal_id,district_id,district_name,taluk_id,locality_id,locality_name,timestamp,category_id,category_name,lifecycle_state,transition_trigger,confidence_score
EMG-SIG-00142,13,Thoothukudi,65,193,Thoothukudi Central Market,2025-02-04 17:55:32,1,Commercial Ganja / Cannabis,UNVERIFIED,FIRST_TIME_ANOMALY,93
EMG-SIG-00143,35,Mayiladuthurai,174,521,Mayiladuthurai West Campus Zone,2026-02-07 05:39:58,4,Chemical Precursors / Ephedrine,DISMISSED,FIRST_TIME_ANOMALY,89
EMG-SIG-00144,11,Dindigul,52,156,Dindigul South Industrial Bypass,2025-04-16 04:41:51,6,Unclassified / Suspicious Substance,DISMISSED,MICRO_CLUSTER_48H,88
EMG-SIG-00145,2,Coimbatore,10,30,Coimbatore Central Industrial Bypass,2026-03-09 06:23:29,3,Prescription Narcotics / Codeine / Alprazolam,NEW_SIGNAL,FIRST_TIME_ANOMALY,76
EMG-SIG-00146,33,Thiruvarur,162,484,Thiruvarur South Market,2024-10-12 06:46:34,4,Chemical Precursors / Ephedrine,DISMISSED,MULTI_SOURCE_CORROBORATION,87
EMG-SIG-00147,12,Thanjavur,56,166,Thanjavur North Market,2026-02-04 07:48:52,6,Unclassified / Suspicious Substance,CORROBORATED,MICRO_CLUSTER_48H,68
EMG-SIG-00148,2,Coimbatore,9,25,Coimbatore West Market,2026-03-29 01:48:42,3,Prescription Narcotics / Codeine / Alprazolam,PERSISTENT,MULTI_SOURCE_CORROBORATION,92
EMG-SIG-00149,16,Kancheepuram,78,233,Kancheepuram East Campus Zone,2025-11-25 09:45:15,4,Chemical Precursors / Ephedrine,PERSISTENT,MICRO_CLUSTER_48H,67
EMG-SIG-00150,8,Tiruppur,38,112,Tiruppur East Market,2024-09-27 20:05:41,6,Unclassified / Suspicious Substance,PERSISTENT,MULTI_SOURCE_CORROBORATION,91
EMG-SIG-00151,29,Sivaganga,143,427,Sivaganga East Market,2025-02-20 18:06:57,6,Unclassified / Suspicious Substance,CORROBORATED,FIRST_TIME_ANOMALY,69
EMG-SIG-00152,7,Erode,33,99,Erode East Industrial Bypass,2025-02-27 17:01:47,2,Synthetic Stimulants / MDMA / Meth,NEW_SIGNAL,MICRO_CLUSTER_48H,77
EMG-SIG-00153,3,Madurai,15,44,Madurai Central Campus Zone,2025-11-25 15:08:24,4,Chemical Precursors / Ephedrine,CORROBORATED,MICRO_CLUSTER_48H,84
EMG-SIG-00154,22,Dharmapuri,109,327,Dharmapuri West Industrial Bypass,2026-05-28 07:54:14,1,Commercial Ganja / Cannabis,NEW_SIGNAL,FIRST_TIME_ANOMALY,82
EMG-SIG-00155,20,Viluppuram,97,290,Viluppuram South Campus Zone,2025-02-14 17:44:23,1,Commercial Ganja / Cannabis,NEW_SIGNAL,MICRO_CLUSTER_48H,76
EMG-SIG-00156,25,Karur,124,370,Karur West Market,2024-12-12 10:43:08,4,Chemical Precursors / Ephedrine,NEW_SIGNAL,FIRST_TIME_ANOMALY,81
EMG-SIG-00157,32,Theni,156,468,Theni North Industrial Bypass,2026-01-01 18:51:11,2,Synthetic Stimulants / MDMA / Meth,PERSISTENT,MULTI_SOURCE_CORROBORATION,89
EMG-SIG-00158,29,Sivaganga,142,426,Sivaganga South Industrial Bypass,2026-01-04 19:38:53,1,Commercial Ganja / Cannabis,PERSISTENT,MICRO_CLUSTER_48H,67
EMG-SIG-00159,7,Erode,34,101,Erode West Campus Zone,2024-09-29 10:43:20,5,Opioid Analogues / Brown Sugar / Heroin,DISMISSED,MULTI_SOURCE_CORROBORATION,93
EMG-SIG-00160,3,Madurai,11,33,Madurai North Industrial Bypass,2025-10-09 21:07:39,5,Opioid Analogues / Brown Sugar / Heroin,PERSISTENT,MICRO_CLUSTER_48H,89
EMG-SIG-00161,27,Perambalur,132,396,Perambalur South Industrial Bypass,2026-05-13 22:55:24,3,Prescription Narcotics / Codeine / Alprazolam,CORROBORATED,FIRST_TIME_ANOMALY,92
EMG-SIG-00162,34,Nagapattinam,169,506,Nagapattinam West Campus Zone,2025-11-20 21:49:27,1,Commercial Ganja / Cannabis,CORROBORATED,MULTI_SOURCE_CORROBORATION,77
EMG-SIG-00163,15,Tenkasi,74,222,Tenkasi West Industrial Bypass,2025-01-17 21:58:17,1,Commercial Ganja / Cannabis,NEW_SIGNAL,MULTI_SOURCE_CORROBORATION,68
EMG-SIG-00164,16,Kancheepuram,80,239,Kancheepuram Central Campus Zone,2024-11-28 12:43:11,1,Commercial Ganja / Cannabis,NEW_SIGNAL,MULTI_SOURCE_CORROBORATION,65
EMG-SIG-00165,11,Dindigul,52,156,Dindigul South Industrial Bypass,2024-10-22 06:51:08,5,Opioid Analogues / Brown Sugar / Heroin,PERSISTENT,MICRO_CLUSTER_48H,90
EMG-SIG-00166,9,Vellore,44,132,Vellore West Industrial Bypass,2026-02-06 10:27:02,4,Chemical Precursors / Ephedrine,DISMISSED,MULTI_SOURCE_CORROBORATION,90
EMG-SIG-00167,32,Theni,157,469,Theni South Market,2026-08-13 16:34:54,4,Chemical Precursors / Ephedrine,DISMISSED,FIRST_TIME_ANOMALY,84
EMG-SIG-00168,28,Pudukkottai,138,412,Pudukkottai East Market,2025-01-25 13:33:19,1,Commercial Ganja / Cannabis,UNVERIFIED,MICRO_CLUSTER_48H,73
EMG-SIG-00169,31,Virudhunagar,153,458,Virudhunagar East Campus Zone,2026-03-27 21:09:50,2,Synthetic Stimulants / MDMA / Meth,DISMISSED,MICRO_CLUSTER_48H,91
EMG-SIG-00170,17,Chengalpattu,84,250,Chengalpattu West Market,2026-05-08 03:36:41,5,Opioid Analogues / Brown Sugar / Heroin,NEW_SIGNAL,FIRST_TIME_ANOMALY,83
EMG-SIG-00171,17,Chengalpattu,85,255,Chengalpattu Central Industrial Bypass,2024-10-28 02:10:08,2,Synthetic Stimulants / MDMA / Meth,CORROBORATED,MICRO_CLUSTER_48H,75
EMG-SIG-00172,1,Chennai,1,1,Chennai North Market,2026-04-18 08:41:09,1,Commercial Ganja / Cannabis,DISMISSED,FIRST_TIME_ANOMALY,66
EMG-SIG-00173,11,Dindigul,52,155,Dindigul South Campus Zone,2024-11-04 02:09:28,3,Prescription Narcotics / Codeine / Alprazolam,EMERGING,MICRO_CLUSTER_48H,86
EMG-SIG-00174,24,Nilgiris,120,359,Nilgiris Central Campus Zone,2025-01-12 17:27:57,1,Commercial Ganja / Cannabis,NEW_SIGNAL,MULTI_SOURCE_CORROBORATION,66
EMG-SIG-00175,38,Tiruvannamalai,189,565,Tiruvannamalai West Market,2025-12-26 10:05:36,6,Unclassified / Suspicious Substance,DISMISSED,MULTI_SOURCE_CORROBORATION,90
EMG-SIG-00176,34,Nagapattinam,166,497,Nagapattinam North Campus Zone,2025-04-15 02:48:01,6,Unclassified / Suspicious Substance,DISMISSED,MICRO_CLUSTER_48H,65
EMG-SIG-00177,8,Tiruppur,40,119,Tiruppur Central Campus Zone,2024-10-31 19:26:21,5,Opioid Analogues / Brown Sugar / Heroin,UNVERIFIED,MICRO_CLUSTER_48H,70
EMG-SIG-00178,11,Dindigul,55,163,Dindigul Central Market,2025-01-16 15:05:02,6,Unclassified / Suspicious Substance,CORROBORATED,MICRO_CLUSTER_48H,90
EMG-SIG-00179,27,Perambalur,133,397,Perambalur East Market,2025-05-08 06:18:55,6,Unclassified / Suspicious Substance,CORROBORATED,MICRO_CLUSTER_48H,67
EMG-SIG-00180,10,Krishnagiri,50,149,Krishnagiri Central Campus Zone,2026-08-12 10:12:43,4,Chemical Precursors / Ephedrine,PERSISTENT,FIRST_TIME_ANOMALY,85
EMG-SIG-00181,27,Perambalur,133,397,Perambalur East Market,2024-10-31 17:37:24,6,Unclassified / Suspicious Substance,CORROBORATED,FIRST_TIME_ANOMALY,78
EMG-SIG-00182,5,Tiruchirappalli,23,68,Tiruchirappalli East Campus Zone,2025-04-01 10:55:28,5,Opioid Analogues / Brown Sugar / Heroin,CORROBORATED,FIRST_TIME_ANOMALY,82
EMG-SIG-00183,34,Nagapattinam,167,500,Nagapattinam South Campus Zone,2025-03-20 21:43:12,6,Unclassified / Suspicious Substance,UNVERIFIED,FIRST_TIME_ANOMALY,70
EMG-SIG-00184,37,Tirupathur,182,545,Tirupathur South Campus Zone,2025-09-20 20:11:01,4,Chemical Precursors / Ephedrine,PERSISTENT,MULTI_SOURCE_CORROBORATION,79
EMG-SIG-00185,7,Erode,31,92,Erode North Campus Zone,2024-12-20 11:54:49,2,Synthetic Stimulants / MDMA / Meth,DISMISSED,FIRST_TIME_ANOMALY,91
EMG-SIG-00186,37,Tirupathur,183,549,Tirupathur East Industrial Bypass,2025-10-11 01:53:36,6,Unclassified / Suspicious Substance,CORROBORATED,FIRST_TIME_ANOMALY,84
EMG-SIG-00187,29,Sivaganga,145,435,Sivaganga Central Industrial Bypass,2025-02-01 01:03:21,5,Opioid Analogues / Brown Sugar / Heroin,DISMISSED,MICRO_CLUSTER_48H,80
EMG-SIG-00188,31,Virudhunagar,152,454,Virudhunagar South Market,2024-10-06 20:27:13,6,Unclassified / Suspicious Substance,DISMISSED,FIRST_TIME_ANOMALY,72
EMG-SIG-00189,17,Chengalpattu,81,242,Chengalpattu North Campus Zone,2025-12-11 01:07:37,2,Synthetic Stimulants / MDMA / Meth,UNVERIFIED,MULTI_SOURCE_CORROBORATION,74
EMG-SIG-00190,4,Salem,17,49,Salem South Market,2026-04-21 16:28:39,5,Opioid Analogues / Brown Sugar / Heroin,PERSISTENT,MICRO_CLUSTER_48H,83
EMG-SIG-00191,33,Thiruvarur,162,484,Thiruvarur South Market,2026-03-19 13:57:42,5,Opioid Analogues / Brown Sugar / Heroin,UNVERIFIED,FIRST_TIME_ANOMALY,90
EMG-SIG-00192,2,Coimbatore,9,27,Coimbatore West Industrial Bypass,2025-01-18 04:53:07,4,Chemical Precursors / Ephedrine,PERSISTENT,MULTI_SOURCE_CORROBORATION,72
EMG-SIG-00193,17,Chengalpattu,84,251,Chengalpattu West Campus Zone,2025-08-18 18:35:05,3,Prescription Narcotics / Codeine / Alprazolam,NEW_SIGNAL,MICRO_CLUSTER_48H,86
EMG-SIG-00194,30,Ramanathapuram,150,448,Ramanathapuram Central Market,2024-12-24 21:53:44,2,Synthetic Stimulants / MDMA / Meth,EMERGING,MICRO_CLUSTER_48H,72
EMG-SIG-00195,6,Tirunelveli,29,86,Tirunelveli West Campus Zone,2024-11-20 00:04:51,4,Chemical Precursors / Ephedrine,CORROBORATED,MICRO_CLUSTER_48H,82
EMG-SIG-00196,19,Cuddalore,92,275,Cuddalore South Campus Zone,2024-11-08 06:00:09,2,Synthetic Stimulants / MDMA / Meth,DISMISSED,MICRO_CLUSTER_48H,68
EMG-SIG-00197,29,Sivaganga,144,430,Sivaganga West Market,2026-03-10 16:59:47,4,Chemical Precursors / Ephedrine,EMERGING,FIRST_TIME_ANOMALY,88
EMG-SIG-00198,23,Namakkal,111,331,Namakkal North Market,2025-03-01 01:00:07,4,Chemical Precursors / Ephedrine,PERSISTENT,FIRST_TIME_ANOMALY,77
EMG-SIG-00199,33,Thiruvarur,165,494,Thiruvarur Central Campus Zone,2025-08-24 21:58:15,1,Commercial Ganja / Cannabis,PERSISTENT,MICRO_CLUSTER_48H,77
EMG-SIG-00200,33,Thiruvarur,165,493,Thiruvarur Central Market,2026-02-10 20:53:10,3,Prescription Narcotics / Codeine / Alprazolam,CORROBORATED,MULTI_SOURCE_CORROBORATION,71
EMG-SIG-00201,12,Thanjavur,60,179,Thanjavur Central Campus Zone,2026-06-28 10:24:52,6,Unclassified / Suspicious Substance,DISMISSED,FIRST_TIME_ANOMALY,74
EMG-SIG-00202,17,Chengalpattu,82,244,Chengalpattu South Market,2026-04-06 07:26:54,6,Unclassified / Suspicious Substance,DISMISSED,MICRO_CLUSTER_48H,66
EMG-SIG-00203,10,Krishnagiri,46,138,Krishnagiri North Industrial Bypass,2025-07-01 21:18:54,5,Opioid Analogues / Brown Sugar / Heroin,PERSISTENT,MICRO_CLUSTER_48H,80
EMG-SIG-00204,17,Chengalpattu,82,244,Chengalpattu South Market,2025-12-20 20:36:11,4,Chemical Precursors / Ephedrine,CORROBORATED,FIRST_TIME_ANOMALY,88
EMG-SIG-00205,23,Namakkal,111,333,Namakkal North Industrial Bypass,2026-07-17 07:16:55,2,Synthetic Stimulants / MDMA / Meth,CORROBORATED,FIRST_TIME_ANOMALY,84
EMG-SIG-00206,37,Tirupathur,182,544,Tirupathur South Market,2026-03-26 05:48:00,6,Unclassified / Suspicious Substance,PERSISTENT,MICRO_CLUSTER_48H,69
EMG-SIG-00207,2,Coimbatore,6,17,Coimbatore North Campus Zone,2026-02-02 11:04:37,4,Chemical Precursors / Ephedrine,UNVERIFIED,MULTI_SOURCE_CORROBORATION,80
EMG-SIG-00208,31,Virudhunagar,151,451,Virudhunagar North Market,2025-11-05 19:26:01,4,Chemical Precursors / Ephedrine,DISMISSED,MICRO_CLUSTER_48H,94
EMG-SIG-00209,37,Tirupathur,181,541,Tirupathur North Market,2026-04-13 22:42:53,4,Chemical Precursors / Ephedrine,CORROBORATED,MULTI_SOURCE_CORROBORATION,79
EMG-SIG-00210,12,Thanjavur,59,175,Thanjavur West Market,2024-12-01 06:02:47,5,Opioid Analogues / Brown Sugar / Heroin,DISMISSED,MICRO_CLUSTER_48H,83
EMG-SIG-00211,28,Pudukkottai,137,410,Pudukkottai South Campus Zone,2024-10-13 21:51:51,6,Unclassified / Suspicious Substance,UNVERIFIED,FIRST_TIME_ANOMALY,89
EMG-SIG-00212,32,Theni,156,468,Theni North Industrial Bypass,2026-04-05 03:18:43,1,Commercial Ganja / Cannabis,UNVERIFIED,FIRST_TIME_ANOMALY,94
EMG-SIG-00213,15,Tenkasi,74,220,Tenkasi West Market,2025-12-29 13:24:04,3,Prescription Narcotics / Codeine / Alprazolam,DISMISSED,MULTI_SOURCE_CORROBORATION,90
EMG-SIG-00214,34,Nagapattinam,166,497,Nagapattinam North Campus Zone,2026-06-14 05:11:46,5,Opioid Analogues / Brown Sugar / Heroin,NEW_SIGNAL,FIRST_TIME_ANOMALY,85
EMG-SIG-00215,34,Nagapattinam,166,498,Nagapattinam North Industrial Bypass,2026-05-02 11:43:30,1,Commercial Ganja / Cannabis,DISMISSED,FIRST_TIME_ANOMALY,92
EMG-SIG-00216,1,Chennai,2,4,Chennai South Market,2025-07-20 11:39:14,2,Synthetic Stimulants / MDMA / Meth,DISMISSED,FIRST_TIME_ANOMALY,74
EMG-SIG-00217,34,Nagapattinam,169,506,Nagapattinam West Campus Zone,2026-03-14 10:45:18,4,Chemical Precursors / Ephedrine,DISMISSED,MULTI_SOURCE_CORROBORATION,79
EMG-SIG-00218,11,Dindigul,54,160,Dindigul West Market,2026-06-26 21:35:52,6,Unclassified / Suspicious Substance,NEW_SIGNAL,MICRO_CLUSTER_48H,69
EMG-SIG-00219,18,Tiruvallur,87,261,Tiruvallur South Industrial Bypass,2025-07-17 13:40:25,2,Synthetic Stimulants / MDMA / Meth,CORROBORATED,FIRST_TIME_ANOMALY,66
EMG-SIG-00220,35,Mayiladuthurai,174,522,Mayiladuthurai West Industrial Bypass,2025-01-04 22:40:31,5,Opioid Analogues / Brown Sugar / Heroin,UNVERIFIED,MULTI_SOURCE_CORROBORATION,76
EMG-SIG-00221,29,Sivaganga,145,435,Sivaganga Central Industrial Bypass,2025-02-27 03:56:52,4,Chemical Precursors / Ephedrine,PERSISTENT,MULTI_SOURCE_CORROBORATION,84
EMG-SIG-00222,31,Virudhunagar,152,456,Virudhunagar South Industrial Bypass,2025-12-27 11:28:18,4,Chemical Precursors / Ephedrine,DISMISSED,MICRO_CLUSTER_48H,84
EMG-SIG-00223,20,Viluppuram,100,300,Viluppuram Central Industrial Bypass,2026-01-20 09:01:33,4,Chemical Precursors / Ephedrine,NEW_SIGNAL,FIRST_TIME_ANOMALY,74
EMG-SIG-00224,34,Nagapattinam,166,498,Nagapattinam North Industrial Bypass,2025-01-14 03:53:31,5,Opioid Analogues / Brown Sugar / Heroin,UNVERIFIED,MICRO_CLUSTER_48H,86
EMG-SIG-00225,7,Erode,33,99,Erode East Industrial Bypass,2026-03-31 21:47:05,4,Chemical Precursors / Ephedrine,PERSISTENT,MULTI_SOURCE_CORROBORATION,93
EMG-SIG-00226,33,Thiruvarur,165,494,Thiruvarur Central Campus Zone,2026-03-15 23:25:59,5,Opioid Analogues / Brown Sugar / Heroin,DISMISSED,MULTI_SOURCE_CORROBORATION,72
EMG-SIG-00227,23,Namakkal,114,341,Namakkal West Campus Zone,2026-07-28 00:39:05,2,Synthetic Stimulants / MDMA / Meth,PERSISTENT,MULTI_SOURCE_CORROBORATION,78
EMG-SIG-00228,12,Thanjavur,59,177,Thanjavur West Industrial Bypass,2025-09-21 13:11:59,2,Synthetic Stimulants / MDMA / Meth,PERSISTENT,MULTI_SOURCE_CORROBORATION,76
EMG-SIG-00229,10,Krishnagiri,47,141,Krishnagiri South Industrial Bypass,2026-06-19 03:34:43,1,Commercial Ganja / Cannabis,UNVERIFIED,FIRST_TIME_ANOMALY,73
EMG-SIG-00230,8,Tiruppur,37,111,Tiruppur South Industrial Bypass,2026-04-15 13:21:10,3,Prescription Narcotics / Codeine / Alprazolam,UNVERIFIED,MULTI_SOURCE_CORROBORATION,74
EMG-SIG-00231,27,Perambalur,135,405,Perambalur Central Industrial Bypass,2026-04-02 10:11:37,1,Commercial Ganja / Cannabis,CORROBORATED,FIRST_TIME_ANOMALY,91
EMG-SIG-00232,30,Ramanathapuram,148,443,Ramanathapuram East Campus Zone,2025-05-24 21:17:58,2,Synthetic Stimulants / MDMA / Meth,CORROBORATED,MULTI_SOURCE_CORROBORATION,93
EMG-SIG-00233,5,Tiruchirappalli,25,73,Tiruchirappalli Central Market,2025-04-28 06:11:51,1,Commercial Ganja / Cannabis,UNVERIFIED,MULTI_SOURCE_CORROBORATION,90
EMG-SIG-00234,13,Thoothukudi,61,183,Thoothukudi North Industrial Bypass,2026-07-27 08:02:47,3,Prescription Narcotics / Codeine / Alprazolam,CORROBORATED,MULTI_SOURCE_CORROBORATION,75
EMG-SIG-00235,29,Sivaganga,145,435,Sivaganga Central Industrial Bypass,2025-11-30 15:29:40,5,Opioid Analogues / Brown Sugar / Heroin,UNVERIFIED,MULTI_SOURCE_CORROBORATION,92
EMG-SIG-00236,17,Chengalpattu,83,247,Chengalpattu East Market,2024-09-23 18:22:12,5,Opioid Analogues / Brown Sugar / Heroin,DISMISSED,MICRO_CLUSTER_48H,74
EMG-SIG-00237,30,Ramanathapuram,147,439,Ramanathapuram South Market,2026-05-09 22:50:12,2,Synthetic Stimulants / MDMA / Meth,EMERGING,FIRST_TIME_ANOMALY,80
EMG-SIG-00238,9,Vellore,42,125,Vellore South Campus Zone,2025-01-04 08:50:51,1,Commercial Ganja / Cannabis,PERSISTENT,FIRST_TIME_ANOMALY,69
EMG-SIG-00239,33,Thiruvarur,161,483,Thiruvarur North Industrial Bypass,2024-09-23 12:54:17,2,Synthetic Stimulants / MDMA / Meth,NEW_SIGNAL,MULTI_SOURCE_CORROBORATION,84
EMG-SIG-00240,14,Kanniyakumari,66,198,Kanniyakumari North Industrial Bypass,2024-12-19 01:23:48,1,Commercial Ganja / Cannabis,DISMISSED,MULTI_SOURCE_CORROBORATION,66
EMG-SIG-00241,22,Dharmapuri,108,322,Dharmapuri East Market,2025-09-05 15:57:06,1,Commercial Ganja / Cannabis,EMERGING,MULTI_SOURCE_CORROBORATION,93
EMG-SIG-00242,26,Ariyalur,129,386,Ariyalur West Campus Zone,2026-06-21 05:05:06,1,Commercial Ganja / Cannabis,NEW_SIGNAL,FIRST_TIME_ANOMALY,70
EMG-SIG-00243,11,Dindigul,54,160,Dindigul West Market,2025-11-19 23:02:49,1,Commercial Ganja / Cannabis,EMERGING,MICRO_CLUSTER_48H,84
EMG-SIG-00244,29,Sivaganga,142,424,Sivaganga South Market,2024-10-04 12:06:35,6,Unclassified / Suspicious Substance,DISMISSED,MICRO_CLUSTER_48H,94
EMG-SIG-00245,17,Chengalpattu,83,247,Chengalpattu East Market,2025-09-28 01:41:36,5,Opioid Analogues / Brown Sugar / Heroin,CORROBORATED,MULTI_SOURCE_CORROBORATION,85
EMG-SIG-00246,11,Dindigul,51,153,Dindigul North Industrial Bypass,2026-04-13 04:48:28,1,Commercial Ganja / Cannabis,EMERGING,MULTI_SOURCE_CORROBORATION,93
EMG-SIG-00247,2,Coimbatore,9,27,Coimbatore West Industrial Bypass,2025-01-01 05:33:34,1,Commercial Ganja / Cannabis,NEW_SIGNAL,FIRST_TIME_ANOMALY,79
EMG-SIG-00248,21,Kallakurichi,105,315,Kallakurichi Central Industrial Bypass,2025-07-23 16:22:57,3,Prescription Narcotics / Codeine / Alprazolam,CORROBORATED,FIRST_TIME_ANOMALY,74
EMG-SIG-00249,36,Ranipet,178,532,Ranipet East Market,2025-12-17 07:15:03,6,Unclassified / Suspicious Substance,PERSISTENT,MICRO_CLUSTER_48H,85
EMG-SIG-00250,10,Krishnagiri,48,143,Krishnagiri East Campus Zone,2025-09-28 03:00:14,1,Commercial Ganja / Cannabis,CORROBORATED,MULTI_SOURCE_CORROBORATION,72
EMG-SIG-00251,26,Ariyalur,128,384,Ariyalur East Industrial Bypass,2025-05-09 10:51:37,3,Prescription Narcotics / Codeine / Alprazolam,CORROBORATED,FIRST_TIME_ANOMALY,94
EMG-SIG-00252,3,Madurai,15,45,Madurai Central Industrial Bypass,2026-03-03 12:07:43,3,Prescription Narcotics / Codeine / Alprazolam,EMERGING,FIRST_TIME_ANOMALY,69
EMG-SIG-00253,4,Salem,18,53,Salem East Campus Zone,2026-06-26 23:54:34,1,Commercial Ganja / Cannabis,PERSISTENT,MULTI_SOURCE_CORROBORATION,81
EMG-SIG-00254,27,Perambalur,131,392,Perambalur North Campus Zone,2024-09-26 02:34:05,3,Prescription Narcotics / Codeine / Alprazolam,EMERGING,MULTI_SOURCE_CORROBORATION,84
EMG-SIG-00255,30,Ramanathapuram,150,450,Ramanathapuram Central Industrial Bypass,2026-07-11 16:33:37,6,Unclassified / Suspicious Substance,UNVERIFIED,MULTI_SOURCE_CORROBORATION,92
EMG-SIG-00256,34,Nagapattinam,167,500,Nagapattinam South Campus Zone,2026-05-30 11:37:24,6,Unclassified / Suspicious Substance,CORROBORATED,MICRO_CLUSTER_48H,68
EMG-SIG-00257,21,Kallakurichi,103,309,Kallakurichi East Industrial Bypass,2026-02-11 15:59:31,5,Opioid Analogues / Brown Sugar / Heroin,NEW_SIGNAL,MICRO_CLUSTER_48H,73
EMG-SIG-00258,16,Kancheepuram,80,238,Kancheepuram Central Market,2024-12-23 16:37:55,1,Commercial Ganja / Cannabis,CORROBORATED,MICRO_CLUSTER_48H,66
EMG-SIG-00259,15,Tenkasi,74,221,Tenkasi West Campus Zone,2025-11-27 00:40:55,6,Unclassified / Suspicious Substance,DISMISSED,MULTI_SOURCE_CORROBORATION,68
EMG-SIG-00260,31,Virudhunagar,155,463,Virudhunagar Central Market,2025-05-23 08:21:08,5,Opioid Analogues / Brown Sugar / Heroin,UNVERIFIED,FIRST_TIME_ANOMALY,71
EMG-SIG-00261,12,Thanjavur,57,171,Thanjavur South Industrial Bypass,2026-03-22 23:54:19,3,Prescription Narcotics / Codeine / Alprazolam,NEW_SIGNAL,MICRO_CLUSTER_48H,71
EMG-SIG-00262,13,Thoothukudi,64,191,Thoothukudi West Campus Zone,2025-05-17 14:54:55,5,Opioid Analogues / Brown Sugar / Heroin,DISMISSED,MICRO_CLUSTER_48H,69
EMG-SIG-00263,3,Madurai,12,35,Madurai South Campus Zone,2025-10-25 21:46:20,3,Prescription Narcotics / Codeine / Alprazolam,DISMISSED,MULTI_SOURCE_CORROBORATION,89
EMG-SIG-00264,29,Sivaganga,144,430,Sivaganga West Market,2025-01-25 13:16:52,4,Chemical Precursors / Ephedrine,UNVERIFIED,FIRST_TIME_ANOMALY,78
EMG-SIG-00265,30,Ramanathapuram,149,446,Ramanathapuram West Campus Zone,2025-03-26 12:04:34,2,Synthetic Stimulants / MDMA / Meth,CORROBORATED,FIRST_TIME_ANOMALY,88
EMG-SIG-00266,22,Dharmapuri,109,325,Dharmapuri West Market,2026-08-13 09:25:15,2,Synthetic Stimulants / MDMA / Meth,EMERGING,MICRO_CLUSTER_48H,80
EMG-SIG-00267,6,Tirunelveli,28,84,Tirunelveli East Industrial Bypass,2026-03-06 00:58:50,1,Commercial Ganja / Cannabis,PERSISTENT,MULTI_SOURCE_CORROBORATION,66
EMG-SIG-00268,24,Nilgiris,117,349,Nilgiris South Market,2025-10-15 04:56:46,6,Unclassified / Suspicious Substance,EMERGING,FIRST_TIME_ANOMALY,90
EMG-SIG-00269,37,Tirupathur,184,552,Tirupathur West Industrial Bypass,2026-05-06 22:34:44,1,Commercial Ganja / Cannabis,CORROBORATED,MICRO_CLUSTER_48H,87
EMG-SIG-00270,26,Ariyalur,126,377,Ariyalur North Campus Zone,2025-10-13 10:06:43,4,Chemical Precursors / Ephedrine,CORROBORATED,MULTI_SOURCE_CORROBORATION,77
EMG-SIG-00271,18,Tiruvallur,87,260,Tiruvallur South Campus Zone,2025-06-15 12:23:09,4,Chemical Precursors / Ephedrine,EMERGING,MICRO_CLUSTER_48H,87
EMG-SIG-00272,18,Tiruvallur,87,260,Tiruvallur South Campus Zone,2026-07-14 17:41:13,3,Prescription Narcotics / Codeine / Alprazolam,EMERGING,FIRST_TIME_ANOMALY,88
EMG-SIG-00273,27,Perambalur,134,400,Perambalur West Market,2025-02-23 13:17:01,4,Chemical Precursors / Ephedrine,CORROBORATED,MULTI_SOURCE_CORROBORATION,81
EMG-SIG-00274,21,Kallakurichi,101,303,Kallakurichi North Industrial Bypass,2025-03-13 00:34:10,1,Commercial Ganja / Cannabis,DISMISSED,MICRO_CLUSTER_48H,70
EMG-SIG-00275,34,Nagapattinam,167,500,Nagapattinam South Campus Zone,2025-01-26 17:13:41,5,Opioid Analogues / Brown Sugar / Heroin,CORROBORATED,MULTI_SOURCE_CORROBORATION,67
EMG-SIG-00276,21,Kallakurichi,101,301,Kallakurichi North Market,2025-08-27 02:40:44,4,Chemical Precursors / Ephedrine,NEW_SIGNAL,MULTI_SOURCE_CORROBORATION,93
EMG-SIG-00277,26,Ariyalur,126,376,Ariyalur North Market,2025-10-13 14:07:47,1,Commercial Ganja / Cannabis,CORROBORATED,MICRO_CLUSTER_48H,80
EMG-SIG-00278,3,Madurai,12,36,Madurai South Industrial Bypass,2025-09-26 13:07:23,5,Opioid Analogues / Brown Sugar / Heroin,UNVERIFIED,FIRST_TIME_ANOMALY,89
EMG-SIG-00279,30,Ramanathapuram,150,448,Ramanathapuram Central Market,2026-02-22 04:29:54,5,Opioid Analogues / Brown Sugar / Heroin,EMERGING,MULTI_SOURCE_CORROBORATION,70
EMG-SIG-00280,8,Tiruppur,40,119,Tiruppur Central Campus Zone,2025-08-29 08:38:38,3,Prescription Narcotics / Codeine / Alprazolam,CORROBORATED,MULTI_SOURCE_CORROBORATION,92
EMG-SIG-00281,1,Chennai,2,5,Chennai South Campus Zone,2025-08-28 09:16:47,6,Unclassified / Suspicious Substance,PERSISTENT,FIRST_TIME_ANOMALY,69
EMG-SIG-00282,30,Ramanathapuram,150,450,Ramanathapuram Central Industrial Bypass,2026-04-28 20:45:26,6,Unclassified / Suspicious Substance,EMERGING,FIRST_TIME_ANOMALY,87
EMG-SIG-00283,6,Tirunelveli,28,84,Tirunelveli East Industrial Bypass,2026-03-05 07:35:56,5,Opioid Analogues / Brown Sugar / Heroin,EMERGING,MICRO_CLUSTER_48H,89
EMG-SIG-00284,1,Chennai,4,10,Chennai West Market,2025-02-24 04:20:46,1,Commercial Ganja / Cannabis,EMERGING,FIRST_TIME_ANOMALY,73
