snapshot_id,district_id,district_name,snapshot_timestamp,risk_indicator,velocity_ratio,confidence_score,coverage_status,trend_classification
RZ-HIST-00217,23,Namakkal,2026-04-18 15:34:08,WATCH,0.9,68,MODERATE,BASELINE_STABLE
RZ-HIST-00218,32,Theni,2025-04-03 15:34:30,INCREASING,1.9,73,MODERATE,DECELERATING
RZ-HIST-00219,38,Tiruvannamalai,2025-01-14 14:54:13,WATCH,1.1,70,GOOD,RAPID_ACCELERATION
RZ-HIST-00220,7,Erode,2025-05-27 05:25:03,WATCH,1.2,75,GOOD,BASELINE_STABLE
RZ-HIST-00221,14,Kanniyakumari,2026-05-13 22:25:10,WATCH,1.1,70,MODERATE,DECELERATING
RZ-HIST-00222,20,Viluppuram,2026-01-23 05:43:57,WATCH,1,65,MODERATE,DECELERATING
RZ-HIST-00223,32,Theni,2024-11-09 20:54:19,INCREASING,1.9,73,MODERATE,RAPID_ACCELERATION
RZ-HIST-00224,22,Dharmapuri,2025-08-20 16:11:07,WATCH,1.4,66,MODERATE,DECELERATING
RZ-HIST-00225,28,Pudukkottai,2025-01-04 18:34:45,LOW,0.8,61,MODERATE,BASELINE_STABLE
RZ-HIST-00226,34,Nagapattinam,2024-10-11 23:07:13,WATCH,1.2,68,MODERATE,DECELERATING
RZ-HIST-00227,25,Karur,2026-06-15 14:51:05,LOW,0.7,60,MODERATE,DECELERATING
RZ-HIST-00228,2,Coimbatore,2026-01-27 12:53:25,HIGH PREVENTIVE ATTENTION,6,88,GOOD,DECELERATING
RZ-HIST-00229,20,Viluppuram,2026-05-28 14:32:54,WATCH,1,65,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00230,19,Cuddalore,2025-07-05 17:27:56,LOW,0.8,62,MODERATE,RAPID_ACCELERATION
RZ-HIST-00231,10,Krishnagiri,2025-12-14 19:50:16,HIGH PREVENTIVE ATTENTION,4.8,85,GOOD,DECELERATING
RZ-HIST-00232,38,Tiruvannamalai,2025-02-06 20:44:37,WATCH,1.1,70,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00233,30,Ramanathapuram,2025-09-03 19:51:03,WATCH,1.5,71,MODERATE,RAPID_ACCELERATION
RZ-HIST-00234,9,Vellore,2024-11-24 12:10:36,INCREASING,2.2,76,GOOD,RAPID_ACCELERATION
RZ-HIST-00235,19,Cuddalore,2024-12-10 07:27:38,LOW,0.8,62,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00236,8,Tiruppur,2025-05-23 13:41:36,INCREASING,2.8,80,GOOD,BASELINE_STABLE
RZ-HIST-00237,35,Mayiladuthurai,2025-02-19 15:16:50,LOW,0.6,58,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00238,21,Kallakurichi,2024-10-19 11:58:37,LOW,0.6,58,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00239,23,Namakkal,2025-02-09 22:33:35,WATCH,0.9,68,MODERATE,BASELINE_STABLE
RZ-HIST-00240,18,Tiruvallur,2025-03-17 12:39:27,INCREASING,2.3,80,GOOD,RAPID_ACCELERATION
RZ-HIST-00241,8,Tiruppur,2025-12-12 07:50:28,INCREASING,2.8,80,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00242,7,Erode,2025-03-17 14:08:57,WATCH,1.2,75,GOOD,DECELERATING
RZ-HIST-00243,29,Sivaganga,2024-10-29 22:43:06,LOW,0.6,59,LIMITED,RAPID_ACCELERATION
RZ-HIST-00244,38,Tiruvannamalai,2025-04-16 17:43:08,WATCH,1.1,70,GOOD,DECELERATING
RZ-HIST-00245,10,Krishnagiri,2026-08-08 03:18:57,HIGH PREVENTIVE ATTENTION,4.8,85,GOOD,DECELERATING
RZ-HIST-00246,14,Kanniyakumari,2026-05-06 03:03:04,WATCH,1.1,70,MODERATE,BASELINE_STABLE
RZ-HIST-00247,3,Madurai,2026-07-11 23:04:45,INCREASING,2.1,78,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00248,34,Nagapattinam,2026-03-28 14:52:21,WATCH,1.2,68,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00249,3,Madurai,2025-02-06 00:32:47,INCREASING,2.1,78,GOOD,BASELINE_STABLE
RZ-HIST-00250,10,Krishnagiri,2025-06-05 21:27:31,HIGH PREVENTIVE ATTENTION,4.8,85,GOOD,DECELERATING
RZ-HIST-00251,26,Ariyalur,2025-05-28 18:48:22,INSUFFICIENT_DATA,0.3,42,LIMITED,DECELERATING
RZ-HIST-00252,2,Coimbatore,2026-05-20 23:00:30,HIGH PREVENTIVE ATTENTION,6,88,GOOD,BASELINE_STABLE
RZ-HIST-00253,35,Mayiladuthurai,2025-02-20 01:21:36,LOW,0.6,58,LIMITED,RAPID_ACCELERATION
RZ-HIST-00254,26,Ariyalur,2025-06-10 18:51:45,INSUFFICIENT_DATA,0.3,42,LIMITED,DECELERATING
RZ-HIST-00255,4,Salem,2024-12-28 14:58:10,INCREASING,2.4,82,GOOD,BASELINE_STABLE
RZ-HIST-00256,37,Tirupathur,2026-02-17 09:29:43,WATCH,1.2,67,MODERATE,BASELINE_STABLE
RZ-HIST-00257,4,Salem,2025-12-06 22:51:49,INCREASING,2.4,82,GOOD,RAPID_ACCELERATION
RZ-HIST-00258,12,Thanjavur,2026-08-11 10:47:12,LOW,0.7,64,MODERATE,RAPID_ACCELERATION
RZ-HIST-00259,33,Thiruvarur,2026-02-10 17:59:28,LOW,0.5,56,LIMITED,RAPID_ACCELERATION
RZ-HIST-00260,10,Krishnagiri,2025-05-27 08:29:13,HIGH PREVENTIVE ATTENTION,4.8,85,GOOD,BASELINE_STABLE
RZ-HIST-00261,1,Chennai,2025-03-13 17:28:47,HIGH PREVENTIVE ATTENTION,3.5,84,GOOD,DECELERATING
RZ-HIST-00262,8,Tiruppur,2024-12-25 00:37:28,INCREASING,2.8,80,GOOD,DECELERATING
RZ-HIST-00263,38,Tiruvannamalai,2024-12-07 12:08:10,WATCH,1.1,70,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00264,21,Kallakurichi,2025-10-20 08:25:01,LOW,0.6,58,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00265,29,Sivaganga,2024-11-30 21:16:54,LOW,0.6,59,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00266,2,Coimbatore,2024-11-08 16:27:00,HIGH PREVENTIVE ATTENTION,6,88,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00267,16,Kancheepuram,2025-05-27 14:23:58,WATCH,1,72,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00268,28,Pudukkottai,2025-07-16 04:00:17,LOW,0.8,61,MODERATE,DECELERATING
RZ-HIST-00269,34,Nagapattinam,2025-09-29 10:28:23,WATCH,1.2,68,MODERATE,BASELINE_STABLE
RZ-HIST-00270,35,Mayiladuthurai,2026-08-13 10:39:31,LOW,0.6,58,LIMITED,RAPID_ACCELERATION
RZ-HIST-00271,38,Tiruvannamalai,2025-09-05 23:54:43,WATCH,1.1,70,GOOD,BASELINE_STABLE
RZ-HIST-00272,34,Nagapattinam,2026-06-10 01:15:54,WATCH,1.2,68,MODERATE,DECELERATING
RZ-HIST-00273,5,Tiruchirappalli,2025-10-04 04:44:17,WATCH,1.1,74,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00274,36,Ranipet,2025-06-16 04:30:03,WATCH,1.6,72,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00275,2,Coimbatore,2025-05-05 04:02:47,HIGH PREVENTIVE ATTENTION,6,88,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00276,1,Chennai,2025-01-24 15:57:38,HIGH PREVENTIVE ATTENTION,3.5,84,GOOD,RAPID_ACCELERATION
RZ-HIST-00277,30,Ramanathapuram,2024-12-18 16:00:12,WATCH,1.5,71,MODERATE,DECELERATING
RZ-HIST-00278,25,Karur,2026-05-04 18:13:24,LOW,0.7,60,MODERATE,RAPID_ACCELERATION
RZ-HIST-00279,10,Krishnagiri,2025-01-31 17:00:13,HIGH PREVENTIVE ATTENTION,4.8,85,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00280,29,Sivaganga,2025-12-14 05:06:53,LOW,0.6,59,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00281,4,Salem,2025-10-11 16:58:51,INCREASING,2.4,82,GOOD,BASELINE_STABLE
RZ-HIST-00282,12,Thanjavur,2025-11-24 19:12:20,LOW,0.7,64,MODERATE,BASELINE_STABLE
RZ-HIST-00283,31,Virudhunagar,2025-05-31 17:56:02,WATCH,1,69,MODERATE,DECELERATING
RZ-HIST-00284,17,Chengalpattu,2025-09-20 13:01:55,INCREASING,2.1,78,GOOD,BASELINE_STABLE
RZ-HIST-00285,35,Mayiladuthurai,2026-01-23 13:24:40,LOW,0.6,58,LIMITED,DECELERATING
RZ-HIST-00286,18,Tiruvallur,2025-09-25 18:35:37,INCREASING,2.3,80,GOOD,DECELERATING
RZ-HIST-00287,19,Cuddalore,2025-10-12 11:02:54,LOW,0.8,62,MODERATE,DECELERATING
RZ-HIST-00288,10,Krishnagiri,2025-05-24 20:15:03,HIGH PREVENTIVE ATTENTION,4.8,85,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00289,27,Perambalur,2025-02-09 13:39:43,INSUFFICIENT_DATA,0.4,44,LIMITED,BASELINE_STABLE
RZ-HIST-00290,26,Ariyalur,2026-05-28 02:02:13,INSUFFICIENT_DATA,0.3,42,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00291,33,Thiruvarur,2025-06-02 22:43:06,LOW,0.5,56,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00292,17,Chengalpattu,2025-06-19 03:17:49,INCREASING,2.1,78,GOOD,DECELERATING
RZ-HIST-00293,5,Tiruchirappalli,2026-01-08 23:06:47,WATCH,1.1,74,GOOD,DECELERATING
RZ-HIST-00294,31,Virudhunagar,2026-01-20 22:49:04,WATCH,1,69,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00295,10,Krishnagiri,2024-10-10 14:54:34,HIGH PREVENTIVE ATTENTION,4.8,85,GOOD,DECELERATING
RZ-HIST-00296,31,Virudhunagar,2024-11-10 12:08:03,WATCH,1,69,MODERATE,DECELERATING
RZ-HIST-00297,30,Ramanathapuram,2025-02-14 23:51:02,WATCH,1.5,71,MODERATE,BASELINE_STABLE
RZ-HIST-00298,9,Vellore,2025-01-16 13:09:18,INCREASING,2.2,76,GOOD,BASELINE_STABLE
RZ-HIST-00299,15,Tenkasi,2026-03-22 00:22:48,WATCH,2.3,68,LIMITED,BASELINE_STABLE
RZ-HIST-00300,24,Nilgiris,2025-07-22 09:54:03,WATCH,1.8,74,MODERATE,RAPID_ACCELERATION
RZ-HIST-00301,36,Ranipet,2025-07-28 09:09:32,WATCH,1.6,72,GOOD,BASELINE_STABLE
RZ-HIST-00302,8,Tiruppur,2026-03-03 16:02:03,INCREASING,2.8,80,GOOD,RAPID_ACCELERATION
RZ-HIST-00303,38,Tiruvannamalai,2025-08-15 22:19:28,WATCH,1.1,70,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00304,17,Chengalpattu,2026-01-06 00:50:22,INCREASING,2.1,78,GOOD,BASELINE_STABLE
RZ-HIST-00305,34,Nagapattinam,2026-07-19 01:11:02,WATCH,1.2,68,MODERATE,BASELINE_STABLE
RZ-HIST-00306,22,Dharmapuri,2024-09-30 07:33:15,WATCH,1.4,66,MODERATE,BASELINE_STABLE
RZ-HIST-00307,22,Dharmapuri,2025-09-14 05:49:54,WATCH,1.4,66,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00308,3,Madurai,2025-07-01 04:53:25,INCREASING,2.1,78,GOOD,DECELERATING
RZ-HIST-00309,8,Tiruppur,2026-07-31 03:38:16,INCREASING,2.8,80,GOOD,DECELERATING
RZ-HIST-00310,6,Tirunelveli,2025-08-07 11:56:13,WATCH,1,72,MODERATE,RAPID_ACCELERATION
RZ-HIST-00311,18,Tiruvallur,2025-10-08 08:35:46,INCREASING,2.3,80,GOOD,BASELINE_STABLE
RZ-HIST-00312,4,Salem,2026-05-06 06:32:09,INCREASING,2.4,82,GOOD,BASELINE_STABLE
RZ-HIST-00313,27,Perambalur,2026-05-23 06:16:16,INSUFFICIENT_DATA,0.4,44,LIMITED,RAPID_ACCELERATION
RZ-HIST-00314,33,Thiruvarur,2026-03-14 21:18:10,LOW,0.5,56,LIMITED,BASELINE_STABLE
RZ-HIST-00315,8,Tiruppur,2025-11-02 22:08:55,INCREASING,2.8,80,GOOD,RAPID_ACCELERATION
RZ-HIST-00316,38,Tiruvannamalai,2025-01-25 15:57:55,WATCH,1.1,70,GOOD,DECELERATING
RZ-HIST-00317,17,Chengalpattu,2025-07-18 20:11:05,INCREASING,2.1,78,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00318,7,Erode,2024-10-13 07:29:41,WATCH,1.2,75,GOOD,RAPID_ACCELERATION
RZ-HIST-00319,13,Thoothukudi,2024-12-30 07:53:03,INCREASING,2.5,86,GOOD,DECELERATING
RZ-HIST-00320,19,Cuddalore,2026-06-12 10:53:44,LOW,0.8,62,MODERATE,RAPID_ACCELERATION
RZ-HIST-00321,19,Cuddalore,2025-07-12 02:37:05,LOW,0.8,62,MODERATE,DECELERATING
RZ-HIST-00322,11,Dindigul,2025-10-04 03:51:06,WATCH,0.9,68,MODERATE,RAPID_ACCELERATION
RZ-HIST-00323,4,Salem,2024-10-18 00:40:39,INCREASING,2.4,82,GOOD,BASELINE_STABLE
RZ-HIST-00324,13,Thoothukudi,2026-03-07 10:48:30,INCREASING,2.5,86,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00325,3,Madurai,2025-03-27 10:07:40,INCREASING,2.1,78,GOOD,BASELINE_STABLE
RZ-HIST-00326,15,Tenkasi,2025-06-15 21:28:16,WATCH,2.3,68,LIMITED,BASELINE_STABLE
RZ-HIST-00327,5,Tiruchirappalli,2025-07-23 15:29:00,WATCH,1.1,74,GOOD,BASELINE_STABLE
RZ-HIST-00328,36,Ranipet,2025-02-26 18:18:30,WATCH,1.6,72,GOOD,DECELERATING
RZ-HIST-00329,21,Kallakurichi,2025-12-12 13:53:24,LOW,0.6,58,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00330,22,Dharmapuri,2025-08-09 19:55:42,WATCH,1.4,66,MODERATE,DECELERATING
RZ-HIST-00331,4,Salem,2026-06-17 14:39:40,INCREASING,2.4,82,GOOD,BASELINE_STABLE
RZ-HIST-00332,14,Kanniyakumari,2026-01-26 04:04:14,WATCH,1.1,70,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00333,3,Madurai,2025-07-14 06:11:30,INCREASING,2.1,78,GOOD,RAPID_ACCELERATION
RZ-HIST-00334,38,Tiruvannamalai,2026-08-04 12:40:51,WATCH,1.1,70,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00335,3,Madurai,2025-08-23 18:55:00,INCREASING,2.1,78,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00336,25,Karur,2026-07-07 13:29:11,LOW,0.7,60,MODERATE,BASELINE_STABLE
RZ-HIST-00337,37,Tirupathur,2024-10-26 14:00:46,WATCH,1.2,67,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00338,11,Dindigul,2026-03-15 01:10:14,WATCH,0.9,68,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00339,4,Salem,2025-05-30 23:58:32,INCREASING,2.4,82,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00340,25,Karur,2025-05-20 05:30:20,LOW,0.7,60,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00341,30,Ramanathapuram,2025-06-24 16:51:20,WATCH,1.5,71,MODERATE,RAPID_ACCELERATION
RZ-HIST-00342,3,Madurai,2026-07-04 18:17:24,INCREASING,2.1,78,GOOD,BASELINE_STABLE
RZ-HIST-00343,26,Ariyalur,2025-05-21 11:41:37,INSUFFICIENT_DATA,0.3,42,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00344,35,Mayiladuthurai,2025-02-09 18:31:36,LOW,0.6,58,LIMITED,BASELINE_STABLE
RZ-HIST-00345,28,Pudukkottai,2025-11-22 06:27:57,LOW,0.8,61,MODERATE,DECELERATING
RZ-HIST-00346,33,Thiruvarur,2024-11-19 15:28:18,LOW,0.5,56,LIMITED,BASELINE_STABLE
RZ-HIST-00347,27,Perambalur,2026-02-26 22:58:53,INSUFFICIENT_DATA,0.4,44,LIMITED,BASELINE_STABLE
RZ-HIST-00348,34,Nagapattinam,2025-10-20 23:52:22,WATCH,1.2,68,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00349,18,Tiruvallur,2025-03-07 03:17:34,INCREASING,2.3,80,GOOD,DECELERATING
RZ-HIST-00350,38,Tiruvannamalai,2026-03-21 20:01:30,WATCH,1.1,70,GOOD,RAPID_ACCELERATION
RZ-HIST-00351,16,Kancheepuram,2025-01-07 18:30:23,WATCH,1,72,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00352,2,Coimbatore,2026-08-09 11:03:01,HIGH PREVENTIVE ATTENTION,6,88,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00353,16,Kancheepuram,2026-06-28 01:03:27,WATCH,1,72,GOOD,BASELINE_STABLE
RZ-HIST-00354,16,Kancheepuram,2025-06-16 08:26:40,WATCH,1,72,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00355,33,Thiruvarur,2026-06-04 12:06:55,LOW,0.5,56,LIMITED,DECELERATING
RZ-HIST-00356,14,Kanniyakumari,2026-06-10 09:01:31,WATCH,1.1,70,MODERATE,RAPID_ACCELERATION
RZ-HIST-00357,26,Ariyalur,2025-12-04 04:40:35,INSUFFICIENT_DATA,0.3,42,LIMITED,DECELERATING
RZ-HIST-00358,10,Krishnagiri,2026-01-14 21:15:27,HIGH PREVENTIVE ATTENTION,4.8,85,GOOD,BASELINE_STABLE
RZ-HIST-00359,6,Tirunelveli,2026-06-13 12:09:41,WATCH,1,72,MODERATE,DECELERATING
RZ-HIST-00360,23,Namakkal,2026-06-07 08:40:08,WATCH,0.9,68,MODERATE,RAPID_ACCELERATION
RZ-HIST-00361,24,Nilgiris,2025-07-28 22:19:54,WATCH,1.8,74,MODERATE,RAPID_ACCELERATION
RZ-HIST-00362,31,Virudhunagar,2024-11-16 00:41:34,WATCH,1,69,MODERATE,DECELERATING
RZ-HIST-00363,12,Thanjavur,2025-03-20 03:15:10,LOW,0.7,64,MODERATE,RAPID_ACCELERATION
RZ-HIST-00364,6,Tirunelveli,2026-04-17 14:26:48,WATCH,1,72,MODERATE,RAPID_ACCELERATION
RZ-HIST-00365,19,Cuddalore,2026-05-09 12:38:55,LOW,0.8,62,MODERATE,DECELERATING
RZ-HIST-00366,35,Mayiladuthurai,2025-08-27 22:31:10,LOW,0.6,58,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00367,32,Theni,2026-03-24 14:40:07,INCREASING,1.9,73,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00368,17,Chengalpattu,2025-01-09 09:46:35,INCREASING,2.1,78,GOOD,RAPID_ACCELERATION
RZ-HIST-00369,14,Kanniyakumari,2026-02-13 06:07:05,WATCH,1.1,70,MODERATE,RAPID_ACCELERATION
RZ-HIST-00370,27,Perambalur,2024-10-15 21:07:37,INSUFFICIENT_DATA,0.4,44,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00371,28,Pudukkottai,2026-03-24 08:23:19,LOW,0.8,61,MODERATE,RAPID_ACCELERATION
RZ-HIST-00372,4,Salem,2025-04-21 08:02:59,INCREASING,2.4,82,GOOD,DECELERATING
RZ-HIST-00373,30,Ramanathapuram,2024-12-15 03:27:44,WATCH,1.5,71,MODERATE,DECELERATING
RZ-HIST-00374,25,Karur,2025-03-22 06:22:03,LOW,0.7,60,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00375,14,Kanniyakumari,2025-10-25 14:26:36,WATCH,1.1,70,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00376,33,Thiruvarur,2026-03-24 05:48:43,LOW,0.5,56,LIMITED,BASELINE_STABLE
RZ-HIST-00377,6,Tirunelveli,2024-09-28 05:33:29,WATCH,1,72,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00378,8,Tiruppur,2025-03-01 09:16:25,INCREASING,2.8,80,GOOD,BASELINE_STABLE
RZ-HIST-00379,5,Tiruchirappalli,2026-02-14 00:47:18,WATCH,1.1,74,GOOD,DECELERATING
RZ-HIST-00380,3,Madurai,2026-05-10 14:38:12,INCREASING,2.1,78,GOOD,DECELERATING
RZ-HIST-00381,21,Kallakurichi,2026-07-12 06:17:07,LOW,0.6,58,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00382,30,Ramanathapuram,2026-08-01 21:31:43,WATCH,1.5,71,MODERATE,RAPID_ACCELERATION
RZ-HIST-00383,16,Kancheepuram,2025-04-28 11:51:13,WATCH,1,72,GOOD,RAPID_ACCELERATION
RZ-HIST-00384,12,Thanjavur,2025-04-09 13:46:47,LOW,0.7,64,MODERATE,DECELERATING
RZ-HIST-00385,1,Chennai,2024-10-10 21:15:41,HIGH PREVENTIVE ATTENTION,3.5,84,GOOD,BASELINE_STABLE
RZ-HIST-00386,2,Coimbatore,2024-12-13 05:49:35,HIGH PREVENTIVE ATTENTION,6,88,GOOD,DECELERATING
RZ-HIST-00387,18,Tiruvallur,2025-02-19 04:26:25,INCREASING,2.3,80,GOOD,BASELINE_STABLE
RZ-HIST-00388,22,Dharmapuri,2025-08-15 05:15:04,WATCH,1.4,66,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00389,16,Kancheepuram,2025-01-26 18:32:19,WATCH,1,72,GOOD,RAPID_ACCELERATION
RZ-HIST-00390,27,Perambalur,2025-06-25 14:13:04,INSUFFICIENT_DATA,0.4,44,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00391,18,Tiruvallur,2024-10-18 03:16:13,INCREASING,2.3,80,GOOD,BASELINE_STABLE
RZ-HIST-00392,24,Nilgiris,2025-11-12 04:33:08,WATCH,1.8,74,MODERATE,BASELINE_STABLE
RZ-HIST-00393,30,Ramanathapuram,2025-09-08 22:52:15,WATCH,1.5,71,MODERATE,RAPID_ACCELERATION
RZ-HIST-00394,26,Ariyalur,2025-07-19 06:10:24,INSUFFICIENT_DATA,0.3,42,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00395,11,Dindigul,2025-11-01 02:09:10,WATCH,0.9,68,MODERATE,RAPID_ACCELERATION
RZ-HIST-00396,18,Tiruvallur,2025-11-15 12:33:38,INCREASING,2.3,80,GOOD,RAPID_ACCELERATION
RZ-HIST-00397,9,Vellore,2025-07-04 18:27:45,INCREASING,2.2,76,GOOD,DECELERATING
RZ-HIST-00398,11,Dindigul,2025-01-25 11:51:42,WATCH,0.9,68,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00399,10,Krishnagiri,2026-05-27 09:45:40,HIGH PREVENTIVE ATTENTION,4.8,85,GOOD,DECELERATING
RZ-HIST-00400,20,Viluppuram,2025-11-10 12:14:15,WATCH,1,65,MODERATE,DECELERATING
RZ-HIST-00401,4,Salem,2025-02-14 08:47:20,INCREASING,2.4,82,GOOD,RAPID_ACCELERATION
RZ-HIST-00402,23,Namakkal,2025-03-27 15:57:35,WATCH,0.9,68,MODERATE,BASELINE_STABLE
RZ-HIST-00403,35,Mayiladuthurai,2026-07-30 14:23:06,LOW,0.6,58,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00404,27,Perambalur,2025-07-26 14:36:54,INSUFFICIENT_DATA,0.4,44,LIMITED,DECELERATING
RZ-HIST-00405,35,Mayiladuthurai,2025-11-22 21:25:52,LOW,0.6,58,LIMITED,DECELERATING
RZ-HIST-00406,27,Perambalur,2024-09-23 18:36:29,INSUFFICIENT_DATA,0.4,44,LIMITED,LIMITED_COVERAGE_GAP
RZ-HIST-00407,38,Tiruvannamalai,2024-10-04 04:26:34,WATCH,1.1,70,GOOD,DECELERATING
RZ-HIST-00408,37,Tirupathur,2025-06-19 11:35:36,WATCH,1.2,67,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00409,8,Tiruppur,2026-01-29 18:02:59,INCREASING,2.8,80,GOOD,RAPID_ACCELERATION
RZ-HIST-00410,9,Vellore,2025-03-09 23:19:43,INCREASING,2.2,76,GOOD,DECELERATING
RZ-HIST-00411,20,Viluppuram,2025-07-07 00:28:34,WATCH,1,65,MODERATE,DECELERATING
RZ-HIST-00412,12,Thanjavur,2025-02-21 09:10:09,LOW,0.7,64,MODERATE,BASELINE_STABLE
RZ-HIST-00413,18,Tiruvallur,2025-09-21 16:13:46,INCREASING,2.3,80,GOOD,RAPID_ACCELERATION
RZ-HIST-00414,16,Kancheepuram,2024-10-12 19:55:24,WATCH,1,72,GOOD,BASELINE_STABLE
RZ-HIST-00415,20,Viluppuram,2026-04-26 02:05:32,WATCH,1,65,MODERATE,DECELERATING
RZ-HIST-00416,6,Tirunelveli,2026-04-11 02:16:13,WATCH,1,72,MODERATE,BASELINE_STABLE
RZ-HIST-00417,19,Cuddalore,2025-10-17 00:40:37,LOW,0.8,62,MODERATE,RAPID_ACCELERATION
RZ-HIST-00418,23,Namakkal,2025-05-03 08:25:44,WATCH,0.9,68,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00419,11,Dindigul,2024-09-19 18:07:46,WATCH,0.9,68,MODERATE,RAPID_ACCELERATION
RZ-HIST-00420,8,Tiruppur,2026-04-26 23:27:23,INCREASING,2.8,80,GOOD,BASELINE_STABLE
RZ-HIST-00421,20,Viluppuram,2025-11-03 18:12:22,WATCH,1,65,MODERATE,RAPID_ACCELERATION
RZ-HIST-00422,15,Tenkasi,2025-11-09 09:57:20,WATCH,2.3,68,LIMITED,RAPID_ACCELERATION
RZ-HIST-00423,9,Vellore,2025-08-21 09:41:52,INCREASING,2.2,76,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00424,8,Tiruppur,2026-03-25 07:16:57,INCREASING,2.8,80,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00425,3,Madurai,2026-03-04 15:08:25,INCREASING,2.1,78,GOOD,DECELERATING
RZ-HIST-00426,7,Erode,2026-02-17 17:28:42,WATCH,1.2,75,GOOD,LIMITED_COVERAGE_GAP
RZ-HIST-00427,19,Cuddalore,2026-08-12 23:47:10,LOW,0.8,62,MODERATE,RAPID_ACCELERATION
RZ-HIST-00428,24,Nilgiris,2025-03-14 13:23:09,WATCH,1.8,74,MODERATE,RAPID_ACCELERATION
RZ-HIST-00429,12,Thanjavur,2025-10-10 23:10:01,LOW,0.7,64,MODERATE,BASELINE_STABLE
RZ-HIST-00430,8,Tiruppur,2025-01-29 00:56:29,INCREASING,2.8,80,GOOD,RAPID_ACCELERATION
RZ-HIST-00431,9,Vellore,2025-11-03 14:50:39,INCREASING,2.2,76,GOOD,RAPID_ACCELERATION
RZ-HIST-00432,6,Tirunelveli,2026-06-23 06:34:48,WATCH,1,72,MODERATE,BASELINE_STABLE
RZ-HIST-00433,7,Erode,2024-11-16 12:13:55,WATCH,1.2,75,GOOD,BASELINE_STABLE
RZ-HIST-00434,34,Nagapattinam,2024-10-15 22:07:09,WATCH,1.2,68,MODERATE,DECELERATING
RZ-HIST-00435,31,Virudhunagar,2024-10-20 08:05:17,WATCH,1,69,MODERATE,LIMITED_COVERAGE_GAP
RZ-HIST-00436,34,Nagapattinam,2024-12-10 03:59:24,WATCH,1.2,68,MODERATE,DECELERATING
