citizen_report_id,anonymous_token,district_id,district_name,taluk_id,locality_id,locality_name,category_id,category_name,submitted_at,intake_channel,verification_status,is_first_time_signal
CIT-2026-00269,ANON-TOKEN-6E66F50A7B,30,Ramanathapuram,150,450,Ramanathapuram Central Industrial Bypass,4,Chemical Precursors / Ephedrine,2024-12-26 10:41:30,WEB_PORTAL,CORROBORATED,0
CIT-2026-00270,ANON-TOKEN-5E625B42CD,33,Thiruvarur,161,482,Thiruvarur North Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2024-11-19 23:05:59,WEB_PORTAL,CORROBORATED,0
CIT-2026-00271,ANON-TOKEN-CE971E6779,1,Chennai,2,4,Chennai South Market,6,Unclassified / Suspicious Substance,2026-07-27 16:39:19,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00272,ANON-TOKEN-30C105E4F7,17,Chengalpattu,81,243,Chengalpattu North Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2025-08-01 16:50:48,BOT,NEEDS_VERIFICATION,0
CIT-2026-00273,ANON-TOKEN-2280D790CC,8,Tiruppur,38,113,Tiruppur East Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2024-12-15 06:59:30,MOBILE_APP,CORROBORATED,0
CIT-2026-00274,ANON-TOKEN-3715C2BC8D,30,Ramanathapuram,148,443,Ramanathapuram East Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-12-30 17:30:02,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00275,ANON-TOKEN-ECC5ED28B3,35,Mayiladuthurai,175,523,Mayiladuthurai Central Market,4,Chemical Precursors / Ephedrine,2026-05-05 12:21:13,MOBILE_APP,CORROBORATED,0
CIT-2026-00276,ANON-TOKEN-DF7790FDDC,11,Dindigul,54,160,Dindigul West Market,4,Chemical Precursors / Ephedrine,2025-10-16 04:43:02,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00277,ANON-TOKEN-130CBC8AC5,11,Dindigul,53,159,Dindigul East Industrial Bypass,1,Commercial Ganja / Cannabis,2025-06-12 17:39:37,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00278,ANON-TOKEN-BABBE5C7BD,25,Karur,122,364,Karur South Market,2,Synthetic Stimulants / MDMA / Meth,2025-05-06 21:39:58,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00279,ANON-TOKEN-5188451489,4,Salem,19,56,Salem West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2026-04-08 00:38:36,BOT,CORROBORATED,1
CIT-2026-00280,ANON-TOKEN-FB788CC990,7,Erode,32,95,Erode South Campus Zone,6,Unclassified / Suspicious Substance,2026-05-01 06:10:28,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00281,ANON-TOKEN-9D6BD3C514,31,Virudhunagar,155,465,Virudhunagar Central Industrial Bypass,1,Commercial Ganja / Cannabis,2025-04-17 16:10:16,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00282,ANON-TOKEN-EDAA7A9F2C,1,Chennai,4,11,Chennai West Campus Zone,6,Unclassified / Suspicious Substance,2024-12-07 21:59:58,WEB_PORTAL,CORROBORATED,0
CIT-2026-00283,ANON-TOKEN-5933374A24,18,Tiruvallur,89,266,Tiruvallur West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-10-30 18:03:36,BOT,CORROBORATED,0
CIT-2026-00284,ANON-TOKEN-F0B16763DE,35,Mayiladuthurai,175,524,Mayiladuthurai Central Campus Zone,4,Chemical Precursors / Ephedrine,2026-02-01 17:07:41,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00285,ANON-TOKEN-F4CF3A33C5,16,Kancheepuram,79,236,Kancheepuram West Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2024-12-13 05:51:32,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00286,ANON-TOKEN-99DF650223,18,Tiruvallur,90,270,Tiruvallur Central Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2026-01-01 02:11:39,BOT,CORROBORATED,0
CIT-2026-00287,ANON-TOKEN-392482E34A,32,Theni,156,466,Theni North Market,4,Chemical Precursors / Ephedrine,2025-05-12 05:05:13,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00288,ANON-TOKEN-8536EC6CB0,12,Thanjavur,58,172,Thanjavur East Market,2,Synthetic Stimulants / MDMA / Meth,2026-03-15 05:01:39,MOBILE_APP,CORROBORATED,0
CIT-2026-00289,ANON-TOKEN-A66F9BF523,10,Krishnagiri,49,147,Krishnagiri West Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2024-11-04 18:52:59,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00290,ANON-TOKEN-F158F0B9B9,31,Virudhunagar,151,452,Virudhunagar North Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2026-04-30 08:00:52,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00291,ANON-TOKEN-CF365781FA,35,Mayiladuthurai,173,517,Mayiladuthurai East Market,1,Commercial Ganja / Cannabis,2025-11-05 13:45:59,BOT,UNVERIFIED,0
CIT-2026-00292,ANON-TOKEN-35B4CBCD57,8,Tiruppur,38,112,Tiruppur East Market,5,Opioid Analogues / Brown Sugar / Heroin,2025-05-03 09:50:58,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00293,ANON-TOKEN-D9AB59D6FF,24,Nilgiris,116,347,Nilgiris North Campus Zone,4,Chemical Precursors / Ephedrine,2025-08-25 08:29:01,BOT,CORROBORATED,0
CIT-2026-00294,ANON-TOKEN-C1511DCCC8,31,Virudhunagar,155,465,Virudhunagar Central Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2025-01-03 07:18:16,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00295,ANON-TOKEN-70E4DC6DE8,34,Nagapattinam,166,496,Nagapattinam North Market,1,Commercial Ganja / Cannabis,2025-10-02 02:20:08,WEB_PORTAL,CORROBORATED,0
CIT-2026-00296,ANON-TOKEN-13158B5029,38,Tiruvannamalai,188,562,Tiruvannamalai East Market,4,Chemical Precursors / Ephedrine,2026-08-12 03:07:09,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00297,ANON-TOKEN-AEBEAC6028,9,Vellore,43,129,Vellore East Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2025-02-03 21:09:12,WEB_PORTAL,CORROBORATED,0
CIT-2026-00298,ANON-TOKEN-3B7B6D3755,34,Nagapattinam,167,501,Nagapattinam South Industrial Bypass,4,Chemical Precursors / Ephedrine,2025-01-21 19:45:34,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00299,ANON-TOKEN-FE82D729CE,12,Thanjavur,56,168,Thanjavur North Industrial Bypass,4,Chemical Precursors / Ephedrine,2025-07-25 02:34:32,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00300,ANON-TOKEN-6EDF60FEE6,2,Coimbatore,6,18,Coimbatore North Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-07-27 08:42:17,BOT,UNVERIFIED,0
CIT-2026-00301,ANON-TOKEN-447ECE2286,2,Coimbatore,6,17,Coimbatore North Campus Zone,1,Commercial Ganja / Cannabis,2025-12-15 23:18:06,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00302,ANON-TOKEN-E19AF80E52,35,Mayiladuthurai,173,519,Mayiladuthurai East Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-07-27 07:48:32,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00303,ANON-TOKEN-F80ECB12D0,22,Dharmapuri,108,324,Dharmapuri East Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2024-12-16 01:46:11,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00304,ANON-TOKEN-0C8F7A0FA1,31,Virudhunagar,152,455,Virudhunagar South Campus Zone,4,Chemical Precursors / Ephedrine,2024-11-04 09:49:57,MOBILE_APP,UNVERIFIED,0
CIT-2026-00305,ANON-TOKEN-8F5A935957,10,Krishnagiri,47,141,Krishnagiri South Industrial Bypass,6,Unclassified / Suspicious Substance,2024-11-19 09:03:23,BOT,NEEDS_VERIFICATION,1
CIT-2026-00306,ANON-TOKEN-CF3D345F02,4,Salem,19,56,Salem West Campus Zone,4,Chemical Precursors / Ephedrine,2024-10-23 18:47:46,MOBILE_APP,CORROBORATED,0
CIT-2026-00307,ANON-TOKEN-A02ADDA592,17,Chengalpattu,81,242,Chengalpattu North Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-07-31 11:33:04,MOBILE_APP,DISMISSED,0
CIT-2026-00308,ANON-TOKEN-68BA2C7409,20,Viluppuram,100,298,Viluppuram Central Market,1,Commercial Ganja / Cannabis,2026-05-10 19:03:27,MOBILE_APP,DISMISSED,0
CIT-2026-00309,ANON-TOKEN-FB13EDCBF7,6,Tirunelveli,30,89,Tirunelveli Central Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2026-06-07 10:03:10,BOT,DISMISSED,0
CIT-2026-00310,ANON-TOKEN-B5106BA183,4,Salem,20,58,Salem Central Market,1,Commercial Ganja / Cannabis,2025-05-25 06:51:17,MOBILE_APP,UNVERIFIED,1
CIT-2026-00311,ANON-TOKEN-A8F4B5F5E0,8,Tiruppur,39,116,Tiruppur West Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-10-27 10:24:48,MOBILE_APP,UNVERIFIED,0
CIT-2026-00312,ANON-TOKEN-A1F3A2338E,13,Thoothukudi,61,181,Thoothukudi North Market,3,Prescription Narcotics / Codeine / Alprazolam,2026-07-26 03:33:05,WEB_PORTAL,CORROBORATED,0
CIT-2026-00313,ANON-TOKEN-6950BC6804,19,Cuddalore,92,274,Cuddalore South Market,4,Chemical Precursors / Ephedrine,2025-04-02 16:45:28,WEB_PORTAL,DISMISSED,0
CIT-2026-00314,ANON-TOKEN-EB1FDC163A,20,Viluppuram,99,296,Viluppuram West Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2026-07-16 23:37:48,TOLL_FREE_IVR,UNVERIFIED,1
CIT-2026-00315,ANON-TOKEN-A97636A598,2,Coimbatore,6,16,Coimbatore North Market,5,Opioid Analogues / Brown Sugar / Heroin,2026-01-16 17:32:54,BOT,DISMISSED,0
CIT-2026-00316,ANON-TOKEN-25E619B620,33,Thiruvarur,163,487,Thiruvarur East Market,6,Unclassified / Suspicious Substance,2026-03-08 23:56:30,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00317,ANON-TOKEN-6FE042F290,26,Ariyalur,127,381,Ariyalur South Industrial Bypass,4,Chemical Precursors / Ephedrine,2026-06-03 23:17:17,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00318,ANON-TOKEN-ACE398FD08,36,Ranipet,177,531,Ranipet South Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-11-26 18:08:50,BOT,UNVERIFIED,0
CIT-2026-00319,ANON-TOKEN-51A64634F7,32,Theni,160,479,Theni Central Campus Zone,4,Chemical Precursors / Ephedrine,2025-05-19 12:04:38,WEB_PORTAL,NEEDS_VERIFICATION,1
CIT-2026-00320,ANON-TOKEN-D305B88B93,14,Kanniyakumari,68,202,Kanniyakumari East Market,3,Prescription Narcotics / Codeine / Alprazolam,2025-08-18 19:34:11,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00321,ANON-TOKEN-274AB5F23E,24,Nilgiris,117,351,Nilgiris South Industrial Bypass,1,Commercial Ganja / Cannabis,2025-06-06 09:06:29,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00322,ANON-TOKEN-845E90E81E,1,Chennai,3,8,Chennai East Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-03-27 00:36:18,BOT,NEEDS_VERIFICATION,0
CIT-2026-00323,ANON-TOKEN-6C7DCD15D4,26,Ariyalur,128,382,Ariyalur East Market,1,Commercial Ganja / Cannabis,2026-02-25 00:11:00,WEB_PORTAL,CORROBORATED,0
CIT-2026-00324,ANON-TOKEN-04AC4EF2EF,10,Krishnagiri,47,141,Krishnagiri South Industrial Bypass,6,Unclassified / Suspicious Substance,2025-03-17 14:30:40,MOBILE_APP,DISMISSED,0
CIT-2026-00325,ANON-TOKEN-10D08260AE,16,Kancheepuram,77,231,Kancheepuram South Industrial Bypass,4,Chemical Precursors / Ephedrine,2025-06-09 04:40:53,BOT,UNVERIFIED,0
CIT-2026-00326,ANON-TOKEN-314BC91752,28,Pudukkottai,137,411,Pudukkottai South Industrial Bypass,6,Unclassified / Suspicious Substance,2025-01-01 22:13:51,MOBILE_APP,UNVERIFIED,0
CIT-2026-00327,ANON-TOKEN-5AD7089E03,16,Kancheepuram,78,233,Kancheepuram East Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2024-11-27 07:16:30,MOBILE_APP,DISMISSED,0
CIT-2026-00328,ANON-TOKEN-72AAD282C3,16,Kancheepuram,77,231,Kancheepuram South Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2026-05-19 00:57:53,WEB_PORTAL,DISMISSED,0
CIT-2026-00329,ANON-TOKEN-A6EA493229,34,Nagapattinam,167,501,Nagapattinam South Industrial Bypass,4,Chemical Precursors / Ephedrine,2025-06-25 18:30:32,BOT,CORROBORATED,0
CIT-2026-00330,ANON-TOKEN-FCEA7E9407,9,Vellore,43,128,Vellore East Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-01-09 10:20:09,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00331,ANON-TOKEN-A15BBC9217,8,Tiruppur,36,106,Tiruppur North Market,4,Chemical Precursors / Ephedrine,2024-12-27 03:15:03,MOBILE_APP,UNVERIFIED,0
CIT-2026-00332,ANON-TOKEN-F3DF39CAFA,17,Chengalpattu,84,252,Chengalpattu West Industrial Bypass,1,Commercial Ganja / Cannabis,2025-11-15 03:12:18,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00333,ANON-TOKEN-FDB655528C,7,Erode,32,95,Erode South Campus Zone,6,Unclassified / Suspicious Substance,2026-05-11 13:06:33,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00334,ANON-TOKEN-30E271464D,10,Krishnagiri,48,142,Krishnagiri East Market,4,Chemical Precursors / Ephedrine,2025-11-09 07:58:53,BOT,UNVERIFIED,0
CIT-2026-00335,ANON-TOKEN-4A4047143D,16,Kancheepuram,77,229,Kancheepuram South Market,6,Unclassified / Suspicious Substance,2026-05-14 02:31:50,MOBILE_APP,NEEDS_VERIFICATION,0
CIT-2026-00336,ANON-TOKEN-09A550C63E,29,Sivaganga,142,425,Sivaganga South Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-01-01 07:13:04,MOBILE_APP,NEEDS_VERIFICATION,0
CIT-2026-00337,ANON-TOKEN-DB852BB5F5,13,Thoothukudi,64,190,Thoothukudi West Market,6,Unclassified / Suspicious Substance,2026-08-07 16:54:46,WEB_PORTAL,CORROBORATED,1
CIT-2026-00338,ANON-TOKEN-B8B5F4D2EE,8,Tiruppur,36,107,Tiruppur North Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-07-27 03:32:33,BOT,UNVERIFIED,0
CIT-2026-00339,ANON-TOKEN-392C26C3F0,14,Kanniyakumari,70,209,Kanniyakumari Central Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-10-16 03:52:26,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00340,ANON-TOKEN-7EA736F2D7,4,Salem,19,56,Salem West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2026-03-30 18:41:42,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00341,ANON-TOKEN-F9FFAE2BA9,6,Tirunelveli,28,84,Tirunelveli East Industrial Bypass,4,Chemical Precursors / Ephedrine,2025-08-19 01:42:42,MOBILE_APP,DISMISSED,0
CIT-2026-00342,ANON-TOKEN-4E545C1E27,12,Thanjavur,56,168,Thanjavur North Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-12-02 01:56:49,BOT,DISMISSED,0
CIT-2026-00343,ANON-TOKEN-C5ADA91E40,7,Erode,33,98,Erode East Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2025-08-09 03:00:18,WEB_PORTAL,UNVERIFIED,0
CIT-2026-00344,ANON-TOKEN-82D26CD74B,9,Vellore,44,131,Vellore West Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2026-04-16 05:16:08,BOT,CORROBORATED,0
CIT-2026-00345,ANON-TOKEN-7E7FFFF160,6,Tirunelveli,29,86,Tirunelveli West Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2026-01-02 05:14:14,BOT,DISMISSED,0
CIT-2026-00346,ANON-TOKEN-7559A38D2D,14,Kanniyakumari,70,209,Kanniyakumari Central Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-03-16 14:31:10,BOT,CORROBORATED,0
CIT-2026-00347,ANON-TOKEN-670D2CDB51,35,Mayiladuthurai,175,523,Mayiladuthurai Central Market,1,Commercial Ganja / Cannabis,2026-04-11 23:32:51,BOT,CORROBORATED,0
CIT-2026-00348,ANON-TOKEN-A93E1AD3D5,34,Nagapattinam,168,502,Nagapattinam East Market,1,Commercial Ganja / Cannabis,2025-07-30 02:47:49,MOBILE_APP,CORROBORATED,0
CIT-2026-00349,ANON-TOKEN-69A4D1D7D2,23,Namakkal,112,335,Namakkal South Campus Zone,6,Unclassified / Suspicious Substance,2025-10-01 13:02:13,BOT,CORROBORATED,0
CIT-2026-00350,ANON-TOKEN-4EE9547713,6,Tirunelveli,29,87,Tirunelveli West Industrial Bypass,1,Commercial Ganja / Cannabis,2026-04-29 01:24:31,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00351,ANON-TOKEN-D277F39CA6,2,Coimbatore,8,24,Coimbatore East Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2025-11-25 04:35:31,BOT,CORROBORATED,0
CIT-2026-00352,ANON-TOKEN-DCEFF11837,11,Dindigul,53,157,Dindigul East Market,5,Opioid Analogues / Brown Sugar / Heroin,2025-07-15 07:25:17,BOT,UNVERIFIED,0
CIT-2026-00353,ANON-TOKEN-09E3E86C07,31,Virudhunagar,151,451,Virudhunagar North Market,5,Opioid Analogues / Brown Sugar / Heroin,2025-09-03 18:24:51,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00354,ANON-TOKEN-2ECBF03488,2,Coimbatore,9,25,Coimbatore West Market,3,Prescription Narcotics / Codeine / Alprazolam,2025-12-02 01:40:13,BOT,NEEDS_VERIFICATION,0
CIT-2026-00355,ANON-TOKEN-7FB238D691,18,Tiruvallur,86,258,Tiruvallur North Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2025-11-11 11:24:14,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00356,ANON-TOKEN-B3B16D94A7,10,Krishnagiri,48,143,Krishnagiri East Campus Zone,1,Commercial Ganja / Cannabis,2024-12-24 08:54:56,WEB_PORTAL,DISMISSED,0
CIT-2026-00357,ANON-TOKEN-55E0AE5CEE,9,Vellore,44,131,Vellore West Campus Zone,6,Unclassified / Suspicious Substance,2025-08-25 17:27:34,BOT,NEEDS_VERIFICATION,1
CIT-2026-00358,ANON-TOKEN-27E45DCBE0,17,Chengalpattu,82,245,Chengalpattu South Campus Zone,1,Commercial Ganja / Cannabis,2025-08-01 11:10:37,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00359,ANON-TOKEN-EC0DF5CE7F,7,Erode,31,93,Erode North Industrial Bypass,4,Chemical Precursors / Ephedrine,2024-12-03 04:23:50,BOT,UNVERIFIED,0
CIT-2026-00360,ANON-TOKEN-284EC4667C,17,Chengalpattu,83,248,Chengalpattu East Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-10-29 04:11:46,BOT,CORROBORATED,0
CIT-2026-00361,ANON-TOKEN-C879E98AE6,29,Sivaganga,145,435,Sivaganga Central Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2024-10-25 23:12:00,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00362,ANON-TOKEN-3C74E40353,7,Erode,32,94,Erode South Market,5,Opioid Analogues / Brown Sugar / Heroin,2025-05-05 15:45:26,MOBILE_APP,NEEDS_VERIFICATION,0
CIT-2026-00363,ANON-TOKEN-FA9B38C875,17,Chengalpattu,84,252,Chengalpattu West Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2025-03-04 14:26:07,MOBILE_APP,CORROBORATED,0
CIT-2026-00364,ANON-TOKEN-FB2BDA3488,33,Thiruvarur,165,494,Thiruvarur Central Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-04-17 10:17:01,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00365,ANON-TOKEN-CF12248D4A,10,Krishnagiri,47,139,Krishnagiri South Market,6,Unclassified / Suspicious Substance,2026-04-08 11:51:56,WEB_PORTAL,CORROBORATED,0
CIT-2026-00366,ANON-TOKEN-A2DC2D1223,15,Tenkasi,71,212,Tenkasi North Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2024-12-06 21:12:04,MOBILE_APP,UNVERIFIED,0
CIT-2026-00367,ANON-TOKEN-E0DB86E5FA,13,Thoothukudi,61,182,Thoothukudi North Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-10-21 19:43:34,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00368,ANON-TOKEN-76F650C985,13,Thoothukudi,62,186,Thoothukudi South Industrial Bypass,4,Chemical Precursors / Ephedrine,2026-06-18 09:31:39,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00369,ANON-TOKEN-6CC9CF843E,31,Virudhunagar,152,454,Virudhunagar South Market,4,Chemical Precursors / Ephedrine,2026-01-04 07:08:51,BOT,UNVERIFIED,0
CIT-2026-00370,ANON-TOKEN-7E5109E1A3,32,Theni,159,477,Theni West Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2026-04-18 22:20:57,MOBILE_APP,NEEDS_VERIFICATION,0
CIT-2026-00371,ANON-TOKEN-20C0B374E5,23,Namakkal,115,344,Namakkal Central Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-01-14 02:24:43,WEB_PORTAL,DISMISSED,1
CIT-2026-00372,ANON-TOKEN-BAD531528D,21,Kallakurichi,105,314,Kallakurichi Central Campus Zone,4,Chemical Precursors / Ephedrine,2025-06-25 09:31:56,BOT,NEEDS_VERIFICATION,0
CIT-2026-00373,ANON-TOKEN-3085138B83,18,Tiruvallur,86,257,Tiruvallur North Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2025-01-18 00:07:57,MOBILE_APP,UNVERIFIED,1
CIT-2026-00374,ANON-TOKEN-FA7FC87180,4,Salem,18,54,Salem East Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2025-04-17 08:27:38,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00375,ANON-TOKEN-A83CCF740F,17,Chengalpattu,83,249,Chengalpattu East Industrial Bypass,1,Commercial Ganja / Cannabis,2025-06-09 04:41:10,BOT,CORROBORATED,0
CIT-2026-00376,ANON-TOKEN-4A8980BC62,24,Nilgiris,118,352,Nilgiris East Market,1,Commercial Ganja / Cannabis,2026-04-11 19:44:50,MOBILE_APP,DISMISSED,0
CIT-2026-00377,ANON-TOKEN-52CE6A27A2,8,Tiruppur,36,106,Tiruppur North Market,6,Unclassified / Suspicious Substance,2025-01-10 23:25:33,TOLL_FREE_IVR,DISMISSED,0
CIT-2026-00378,ANON-TOKEN-E3A9AF1AD5,16,Kancheepuram,77,229,Kancheepuram South Market,1,Commercial Ganja / Cannabis,2025-01-02 17:57:57,MOBILE_APP,UNVERIFIED,0
CIT-2026-00379,ANON-TOKEN-E15DE784A8,28,Pudukkottai,139,416,Pudukkottai West Campus Zone,1,Commercial Ganja / Cannabis,2024-10-29 23:38:45,BOT,NEEDS_VERIFICATION,0
CIT-2026-00380,ANON-TOKEN-350BB107D4,16,Kancheepuram,76,227,Kancheepuram North Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2024-09-30 00:42:04,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00381,ANON-TOKEN-72BCFDC4CA,21,Kallakurichi,104,312,Kallakurichi West Industrial Bypass,3,Prescription Narcotics / Codeine / Alprazolam,2025-04-22 15:08:02,TOLL_FREE_IVR,CORROBORATED,0
CIT-2026-00382,ANON-TOKEN-E0BAEC780D,35,Mayiladuthurai,174,521,Mayiladuthurai West Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2026-03-23 19:25:14,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00383,ANON-TOKEN-49D59E66DA,13,Thoothukudi,62,184,Thoothukudi South Market,4,Chemical Precursors / Ephedrine,2025-07-06 07:01:22,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00384,ANON-TOKEN-DEAC611DE7,8,Tiruppur,38,112,Tiruppur East Market,4,Chemical Precursors / Ephedrine,2025-11-03 12:01:28,WEB_PORTAL,CORROBORATED,0
CIT-2026-00385,ANON-TOKEN-197CC767E0,35,Mayiladuthurai,171,511,Mayiladuthurai North Market,2,Synthetic Stimulants / MDMA / Meth,2026-02-09 09:16:41,TOLL_FREE_IVR,UNVERIFIED,0
CIT-2026-00386,ANON-TOKEN-3ED7A0FBD8,20,Viluppuram,97,291,Viluppuram South Industrial Bypass,5,Opioid Analogues / Brown Sugar / Heroin,2026-08-18 15:13:27,WEB_PORTAL,NEEDS_VERIFICATION,0
CIT-2026-00387,ANON-TOKEN-A39F1CA27E,7,Erode,35,103,Erode Central Market,2,Synthetic Stimulants / MDMA / Meth,2026-08-17 04:24:13,MOBILE_APP,DISMISSED,0
CIT-2026-00388,ANON-TOKEN-C59BC95130,35,Mayiladuthurai,173,519,Mayiladuthurai East Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2026-07-31 06:43:19,TOLL_FREE_IVR,NEEDS_VERIFICATION,0
CIT-2026-00389,ANON-TOKEN-89146E93B2,38,Tiruvannamalai,189,565,Tiruvannamalai West Market,5,Opioid Analogues / Brown Sugar / Heroin,2026-06-18 01:00:32,MOBILE_APP,NEEDS_VERIFICATION,0
CIT-2026-00390,ANON-TOKEN-CE1BE5C753,21,Kallakurichi,102,305,Kallakurichi South Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-03-29 02:54:41,BOT,NEEDS_VERIFICATION,0
CIT-2026-00391,ANON-TOKEN-05D728F90D,7,Erode,32,95,Erode South Campus Zone,6,Unclassified / Suspicious Substance,2026-03-31 02:01:35,WEB_PORTAL,DISMISSED,0
CIT-2026-00392,ANON-TOKEN-3FE525AD6D,32,Theni,156,467,Theni North Campus Zone,2,Synthetic Stimulants / MDMA / Meth,2025-07-31 11:32:40,WEB_PORTAL,DISMISSED,0
CIT-2026-00393,ANON-TOKEN-9D6A48AC29,13,Thoothukudi,64,191,Thoothukudi West Campus Zone,3,Prescription Narcotics / Codeine / Alprazolam,2026-03-01 20:20:46,WEB_PORTAL,CORROBORATED,0
CIT-2026-00394,ANON-TOKEN-FA67475FAD,11,Dindigul,52,156,Dindigul South Industrial Bypass,2,Synthetic Stimulants / MDMA / Meth,2026-07-23 13:09:30,BOT,UNVERIFIED,0
CIT-2026-00395,ANON-TOKEN-0C279C992A,2,Coimbatore,6,17,Coimbatore North Campus Zone,5,Opioid Analogues / Brown Sugar / Heroin,2025-10-31 10:36:47,TOLL_FREE_IVR,NEEDS_VERIFICATION,1
