snapshot_id,district_id,district_name,snapshot_date,daily_signals_count,velocity_ratio,risk_level,confidence_score,coverage_status
SNAP-00277,13,Thoothukudi,2024-06-21 07:00:19,8,2.5,INCREASING,86,GOOD
SNAP-00278,2,Coimbatore,2025-04-23 06:09:22,1,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00279,10,Krishnagiri,2025-02-04 02:11:43,0,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00280,3,Madurai,2026-01-16 01:19:22,23,2.1,INCREASING,78,GOOD
SNAP-00281,22,Dharmapuri,2026-08-10 05:05:37,25,1.4,WATCH,66,MODERATE
SNAP-00282,31,Virudhunagar,2024-01-29 22:30:28,0,1,WATCH,69,MODERATE
SNAP-00283,3,Madurai,2024-07-26 06:21:58,18,2.1,INCREASING,78,GOOD
SNAP-00284,36,Ranipet,2024-01-09 12:39:18,18,1.6,WATCH,72,GOOD
SNAP-00285,26,Ariyalur,2026-04-13 12:47:51,18,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00286,17,Chengalpattu,2024-12-19 23:49:01,7,2.1,INCREASING,78,GOOD
SNAP-00287,7,Erode,2024-06-30 14:14:50,17,1.2,WATCH,75,GOOD
SNAP-00288,24,Nilgiris,2023-11-02 16:59:17,18,1.8,WATCH,74,MODERATE
SNAP-00289,20,Viluppuram,2023-12-18 01:13:35,25,1,WATCH,65,MODERATE
SNAP-00290,18,Tiruvallur,2024-09-13 07:08:48,7,2.3,INCREASING,80,GOOD
SNAP-00291,17,Chengalpattu,2026-02-08 21:04:46,20,2.1,INCREASING,78,GOOD
SNAP-00292,36,Ranipet,2024-03-08 05:03:02,8,1.6,WATCH,72,GOOD
SNAP-00293,26,Ariyalur,2024-02-04 14:59:21,9,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00294,12,Thanjavur,2025-02-22 03:08:45,19,0.7,LOW,64,MODERATE
SNAP-00295,21,Kallakurichi,2025-06-22 00:52:24,10,0.6,LOW,58,LIMITED
SNAP-00296,6,Tirunelveli,2024-07-11 17:33:07,4,1,WATCH,72,MODERATE
SNAP-00297,5,Tiruchirappalli,2026-04-29 11:12:15,17,1.1,WATCH,74,GOOD
SNAP-00298,25,Karur,2023-10-05 04:03:30,16,0.7,LOW,60,MODERATE
SNAP-00299,20,Viluppuram,2026-07-31 05:18:20,18,1,WATCH,65,MODERATE
SNAP-00300,37,Tirupathur,2025-05-27 23:47:12,0,1.2,WATCH,67,MODERATE
SNAP-00301,2,Coimbatore,2026-04-10 09:33:35,22,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00302,4,Salem,2025-11-19 15:51:26,20,2.4,INCREASING,82,GOOD
SNAP-00303,13,Thoothukudi,2025-12-05 16:27:53,12,2.5,INCREASING,86,GOOD
SNAP-00304,7,Erode,2024-01-07 05:59:56,22,1.2,WATCH,75,GOOD
SNAP-00305,3,Madurai,2024-09-01 03:00:49,17,2.1,INCREASING,78,GOOD
SNAP-00306,5,Tiruchirappalli,2024-03-28 15:00:07,20,1.1,WATCH,74,GOOD
SNAP-00307,29,Sivaganga,2023-08-26 14:42:23,14,0.6,LOW,59,LIMITED
SNAP-00308,29,Sivaganga,2025-01-24 06:55:02,11,0.6,LOW,59,LIMITED
SNAP-00309,27,Perambalur,2025-07-27 07:06:31,16,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00310,2,Coimbatore,2023-10-09 14:56:46,9,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00311,16,Kancheepuram,2026-06-25 21:01:31,4,1,WATCH,72,GOOD
SNAP-00312,35,Mayiladuthurai,2023-12-15 16:28:41,19,0.6,LOW,58,LIMITED
SNAP-00313,2,Coimbatore,2025-05-09 13:08:25,24,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00314,27,Perambalur,2025-09-28 22:06:46,13,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00315,12,Thanjavur,2024-01-05 14:11:25,13,0.7,LOW,64,MODERATE
SNAP-00316,17,Chengalpattu,2026-01-10 12:18:50,11,2.1,INCREASING,78,GOOD
SNAP-00317,24,Nilgiris,2026-04-17 11:05:24,22,1.8,WATCH,74,MODERATE
SNAP-00318,20,Viluppuram,2023-10-16 10:59:53,21,1,WATCH,65,MODERATE
SNAP-00319,14,Kanniyakumari,2024-01-11 05:58:49,14,1.1,WATCH,70,MODERATE
SNAP-00320,11,Dindigul,2023-12-28 18:54:29,16,0.9,WATCH,68,MODERATE
SNAP-00321,9,Vellore,2024-06-24 16:23:00,16,2.2,INCREASING,76,GOOD
SNAP-00322,34,Nagapattinam,2024-01-16 04:54:39,10,1.2,WATCH,68,MODERATE
SNAP-00323,1,Chennai,2023-11-18 20:54:13,25,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00324,14,Kanniyakumari,2024-06-26 17:59:23,2,1.1,WATCH,70,MODERATE
SNAP-00325,1,Chennai,2026-07-07 09:22:33,11,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00326,1,Chennai,2024-03-31 09:59:42,9,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00327,16,Kancheepuram,2026-02-12 09:04:38,0,1,WATCH,72,GOOD
SNAP-00328,38,Tiruvannamalai,2025-08-11 15:40:19,19,1.1,WATCH,70,GOOD
SNAP-00329,15,Tenkasi,2025-02-02 02:49:56,25,2.3,WATCH,68,LIMITED
SNAP-00330,38,Tiruvannamalai,2026-01-19 11:03:57,24,1.1,WATCH,70,GOOD
SNAP-00331,11,Dindigul,2025-02-02 11:18:15,20,0.9,WATCH,68,MODERATE
SNAP-00332,5,Tiruchirappalli,2025-10-12 03:22:32,11,1.1,WATCH,74,GOOD
SNAP-00333,14,Kanniyakumari,2023-11-30 04:37:55,18,1.1,WATCH,70,MODERATE
SNAP-00334,12,Thanjavur,2026-03-11 01:24:40,15,0.7,LOW,64,MODERATE
SNAP-00335,3,Madurai,2026-04-07 13:06:17,6,2.1,INCREASING,78,GOOD
SNAP-00336,13,Thoothukudi,2025-02-15 18:32:40,6,2.5,INCREASING,86,GOOD
SNAP-00337,12,Thanjavur,2024-11-21 11:09:44,10,0.7,LOW,64,MODERATE
SNAP-00338,4,Salem,2024-10-31 15:18:56,8,2.4,INCREASING,82,GOOD
SNAP-00339,9,Vellore,2025-03-02 05:50:38,11,2.2,INCREASING,76,GOOD
SNAP-00340,15,Tenkasi,2024-09-10 23:53:14,0,2.3,WATCH,68,LIMITED
SNAP-00341,27,Perambalur,2024-12-26 08:55:43,15,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00342,26,Ariyalur,2025-12-07 04:18:03,2,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00343,28,Pudukkottai,2024-09-30 16:46:10,19,0.8,LOW,61,MODERATE
SNAP-00344,34,Nagapattinam,2025-12-07 19:02:25,2,1.2,WATCH,68,MODERATE
SNAP-00345,29,Sivaganga,2025-01-06 17:46:29,18,0.6,LOW,59,LIMITED
SNAP-00346,10,Krishnagiri,2024-09-06 06:52:20,9,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00347,22,Dharmapuri,2024-06-19 23:07:46,0,1.4,WATCH,66,MODERATE
SNAP-00348,5,Tiruchirappalli,2026-02-08 10:18:15,17,1.1,WATCH,74,GOOD
SNAP-00349,20,Viluppuram,2025-01-27 01:18:27,9,1,WATCH,65,MODERATE
SNAP-00350,9,Vellore,2024-12-02 05:20:37,25,2.2,INCREASING,76,GOOD
SNAP-00351,21,Kallakurichi,2025-09-30 00:43:34,23,0.6,LOW,58,LIMITED
SNAP-00352,20,Viluppuram,2023-09-01 18:50:26,12,1,WATCH,65,MODERATE
SNAP-00353,17,Chengalpattu,2026-07-29 17:53:10,16,2.1,INCREASING,78,GOOD
SNAP-00354,4,Salem,2024-06-17 00:17:27,14,2.4,INCREASING,82,GOOD
SNAP-00355,19,Cuddalore,2023-12-13 17:05:30,13,0.8,LOW,62,MODERATE
SNAP-00356,11,Dindigul,2026-06-30 18:35:43,8,0.9,WATCH,68,MODERATE
SNAP-00357,37,Tirupathur,2025-09-18 09:24:37,9,1.2,WATCH,67,MODERATE
SNAP-00358,29,Sivaganga,2024-06-02 02:10:44,18,0.6,LOW,59,LIMITED
SNAP-00359,16,Kancheepuram,2025-01-22 22:26:23,5,1,WATCH,72,GOOD
SNAP-00360,29,Sivaganga,2023-09-27 05:52:39,0,0.6,LOW,59,LIMITED
SNAP-00361,1,Chennai,2024-11-02 12:38:38,10,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00362,30,Ramanathapuram,2025-05-23 16:23:42,17,1.5,WATCH,71,MODERATE
SNAP-00363,18,Tiruvallur,2024-12-09 21:01:10,14,2.3,INCREASING,80,GOOD
SNAP-00364,18,Tiruvallur,2024-01-28 23:52:03,10,2.3,INCREASING,80,GOOD
SNAP-00365,9,Vellore,2024-12-30 16:19:42,22,2.2,INCREASING,76,GOOD
SNAP-00366,7,Erode,2023-10-16 10:17:48,0,1.2,WATCH,75,GOOD
SNAP-00367,33,Thiruvarur,2024-10-05 08:55:53,12,0.5,LOW,56,LIMITED
SNAP-00368,9,Vellore,2026-05-11 08:36:02,5,2.2,INCREASING,76,GOOD
SNAP-00369,33,Thiruvarur,2024-11-09 12:35:59,8,0.5,LOW,56,LIMITED
SNAP-00370,7,Erode,2024-12-03 12:32:15,0,1.2,WATCH,75,GOOD
SNAP-00371,33,Thiruvarur,2023-09-23 16:40:16,6,0.5,LOW,56,LIMITED
SNAP-00372,20,Viluppuram,2024-11-18 01:02:52,21,1,WATCH,65,MODERATE
SNAP-00373,7,Erode,2023-10-13 22:01:18,8,1.2,WATCH,75,GOOD
SNAP-00374,25,Karur,2025-08-28 05:03:27,20,0.7,LOW,60,MODERATE
SNAP-00375,28,Pudukkottai,2024-06-27 17:43:06,13,0.8,LOW,61,MODERATE
SNAP-00376,6,Tirunelveli,2026-06-12 05:42:40,14,1,WATCH,72,MODERATE
SNAP-00377,36,Ranipet,2025-04-18 05:09:53,14,1.6,WATCH,72,GOOD
SNAP-00378,16,Kancheepuram,2025-12-10 01:56:18,6,1,WATCH,72,GOOD
SNAP-00379,4,Salem,2026-08-08 18:07:00,21,2.4,INCREASING,82,GOOD
SNAP-00380,34,Nagapattinam,2025-08-31 21:29:13,25,1.2,WATCH,68,MODERATE
SNAP-00381,15,Tenkasi,2025-11-07 15:03:41,4,2.3,WATCH,68,LIMITED
SNAP-00382,33,Thiruvarur,2024-12-11 18:25:15,25,0.5,LOW,56,LIMITED
SNAP-00383,27,Perambalur,2025-01-04 14:47:51,5,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00384,25,Karur,2024-01-24 04:24:38,22,0.7,LOW,60,MODERATE
SNAP-00385,2,Coimbatore,2025-08-27 18:20:40,2,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00386,8,Tiruppur,2024-11-12 18:25:34,1,2.8,INCREASING,80,GOOD
SNAP-00387,35,Mayiladuthurai,2025-11-21 03:28:44,17,0.6,LOW,58,LIMITED
SNAP-00388,33,Thiruvarur,2025-04-20 03:39:14,2,0.5,LOW,56,LIMITED
SNAP-00389,34,Nagapattinam,2024-03-01 18:30:29,17,1.2,WATCH,68,MODERATE
SNAP-00390,24,Nilgiris,2026-06-14 05:26:31,5,1.8,WATCH,74,MODERATE
SNAP-00391,31,Virudhunagar,2023-09-22 02:27:22,15,1,WATCH,69,MODERATE
SNAP-00392,37,Tirupathur,2025-01-07 13:30:55,17,1.2,WATCH,67,MODERATE
SNAP-00393,32,Theni,2024-04-22 17:12:27,5,1.9,INCREASING,73,MODERATE
SNAP-00394,21,Kallakurichi,2025-03-09 01:11:11,16,0.6,LOW,58,LIMITED
SNAP-00395,10,Krishnagiri,2026-05-21 09:37:57,6,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00396,29,Sivaganga,2024-10-15 22:29:26,12,0.6,LOW,59,LIMITED
SNAP-00397,30,Ramanathapuram,2025-04-03 20:21:03,25,1.5,WATCH,71,MODERATE
SNAP-00398,20,Viluppuram,2026-06-01 18:38:47,3,1,WATCH,65,MODERATE
SNAP-00399,35,Mayiladuthurai,2023-08-23 03:37:21,17,0.6,LOW,58,LIMITED
SNAP-00400,10,Krishnagiri,2025-07-23 14:55:16,21,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00401,33,Thiruvarur,2025-11-23 11:52:41,6,0.5,LOW,56,LIMITED
SNAP-00402,24,Nilgiris,2024-11-24 07:59:03,6,1.8,WATCH,74,MODERATE
SNAP-00403,35,Mayiladuthurai,2025-08-02 11:59:23,13,0.6,LOW,58,LIMITED
SNAP-00404,32,Theni,2024-09-18 16:42:47,22,1.9,INCREASING,73,MODERATE
SNAP-00405,38,Tiruvannamalai,2025-05-08 02:40:50,4,1.1,WATCH,70,GOOD
SNAP-00406,36,Ranipet,2024-11-25 22:36:39,12,1.6,WATCH,72,GOOD
SNAP-00407,31,Virudhunagar,2025-11-27 13:44:34,22,1,WATCH,69,MODERATE
SNAP-00408,16,Kancheepuram,2025-09-14 17:05:36,11,1,WATCH,72,GOOD
SNAP-00409,1,Chennai,2025-02-13 09:57:29,24,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00410,6,Tirunelveli,2026-02-24 23:16:53,5,1,WATCH,72,MODERATE
SNAP-00411,17,Chengalpattu,2024-04-01 02:29:38,18,2.1,INCREASING,78,GOOD
SNAP-00412,32,Theni,2024-12-10 08:33:01,24,1.9,INCREASING,73,MODERATE
SNAP-00413,12,Thanjavur,2026-01-25 01:45:08,23,0.7,LOW,64,MODERATE
SNAP-00414,7,Erode,2024-09-19 10:42:32,21,1.2,WATCH,75,GOOD
SNAP-00415,35,Mayiladuthurai,2026-01-31 18:28:09,23,0.6,LOW,58,LIMITED
SNAP-00416,1,Chennai,2025-06-16 13:03:03,20,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00417,28,Pudukkottai,2025-10-06 14:42:27,15,0.8,LOW,61,MODERATE
SNAP-00418,9,Vellore,2025-11-08 23:24:07,6,2.2,INCREASING,76,GOOD
SNAP-00419,4,Salem,2026-04-03 01:22:06,11,2.4,INCREASING,82,GOOD
SNAP-00420,15,Tenkasi,2025-02-03 05:38:25,0,2.3,WATCH,68,LIMITED
SNAP-00421,22,Dharmapuri,2023-09-02 05:38:41,19,1.4,WATCH,66,MODERATE
SNAP-00422,15,Tenkasi,2026-05-09 23:14:28,10,2.3,WATCH,68,LIMITED
SNAP-00423,24,Nilgiris,2026-08-04 16:23:54,5,1.8,WATCH,74,MODERATE
SNAP-00424,35,Mayiladuthurai,2024-02-07 02:59:47,15,0.6,LOW,58,LIMITED
SNAP-00425,27,Perambalur,2025-07-30 05:34:51,13,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00426,5,Tiruchirappalli,2025-05-01 22:05:46,5,1.1,WATCH,74,GOOD
SNAP-00427,23,Namakkal,2025-06-17 01:30:28,14,0.9,WATCH,68,MODERATE
SNAP-00428,22,Dharmapuri,2026-02-15 15:17:59,15,1.4,WATCH,66,MODERATE
SNAP-00429,4,Salem,2024-06-26 22:13:54,14,2.4,INCREASING,82,GOOD
SNAP-00430,28,Pudukkottai,2023-12-13 12:53:09,0,0.8,LOW,61,MODERATE
SNAP-00431,26,Ariyalur,2026-06-06 07:08:31,10,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00432,9,Vellore,2025-01-09 10:59:14,5,2.2,INCREASING,76,GOOD
SNAP-00433,3,Madurai,2025-12-30 05:32:11,25,2.1,INCREASING,78,GOOD
SNAP-00434,9,Vellore,2024-11-09 10:09:50,0,2.2,INCREASING,76,GOOD
SNAP-00435,15,Tenkasi,2024-11-12 14:51:48,9,2.3,WATCH,68,LIMITED
SNAP-00436,19,Cuddalore,2025-05-01 11:44:44,18,0.8,LOW,62,MODERATE
SNAP-00437,20,Viluppuram,2025-05-17 01:32:11,20,1,WATCH,65,MODERATE
SNAP-00438,26,Ariyalur,2025-04-18 08:50:53,14,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00439,19,Cuddalore,2026-02-22 15:21:39,11,0.8,LOW,62,MODERATE
SNAP-00440,17,Chengalpattu,2024-08-28 16:52:08,19,2.1,INCREASING,78,GOOD
SNAP-00441,12,Thanjavur,2024-10-26 18:14:36,7,0.7,LOW,64,MODERATE
SNAP-00442,34,Nagapattinam,2026-03-24 12:52:15,1,1.2,WATCH,68,MODERATE
SNAP-00443,5,Tiruchirappalli,2024-01-21 01:17:46,16,1.1,WATCH,74,GOOD
SNAP-00444,16,Kancheepuram,2026-04-19 03:46:57,11,1,WATCH,72,GOOD
SNAP-00445,28,Pudukkottai,2025-09-29 14:22:07,7,0.8,LOW,61,MODERATE
SNAP-00446,27,Perambalur,2025-03-26 00:46:08,4,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00447,19,Cuddalore,2024-02-20 15:07:38,10,0.8,LOW,62,MODERATE
SNAP-00448,7,Erode,2026-02-16 01:16:52,14,1.2,WATCH,75,GOOD
SNAP-00449,8,Tiruppur,2024-11-28 03:36:19,20,2.8,INCREASING,80,GOOD
SNAP-00450,18,Tiruvallur,2025-12-21 15:01:53,4,2.3,INCREASING,80,GOOD
SNAP-00451,13,Thoothukudi,2026-03-21 02:13:31,20,2.5,INCREASING,86,GOOD
SNAP-00452,28,Pudukkottai,2025-11-27 06:49:11,6,0.8,LOW,61,MODERATE
SNAP-00453,2,Coimbatore,2024-08-03 17:55:31,23,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00454,12,Thanjavur,2026-08-03 08:43:45,24,0.7,LOW,64,MODERATE
SNAP-00455,14,Kanniyakumari,2024-05-15 06:05:11,22,1.1,WATCH,70,MODERATE
SNAP-00456,6,Tirunelveli,2026-04-10 07:16:59,0,1,WATCH,72,MODERATE
SNAP-00457,35,Mayiladuthurai,2025-01-23 04:45:49,2,0.6,LOW,58,LIMITED
SNAP-00458,24,Nilgiris,2025-02-27 19:59:17,16,1.8,WATCH,74,MODERATE
SNAP-00459,5,Tiruchirappalli,2024-07-09 16:35:20,11,1.1,WATCH,74,GOOD
SNAP-00460,8,Tiruppur,2024-03-29 02:12:49,7,2.8,INCREASING,80,GOOD
SNAP-00461,19,Cuddalore,2025-10-08 23:11:36,20,0.8,LOW,62,MODERATE
SNAP-00462,30,Ramanathapuram,2026-01-09 09:53:19,16,1.5,WATCH,71,MODERATE
SNAP-00463,37,Tirupathur,2024-03-27 14:40:59,25,1.2,WATCH,67,MODERATE
SNAP-00464,8,Tiruppur,2024-08-14 13:49:02,25,2.8,INCREASING,80,GOOD
SNAP-00465,30,Ramanathapuram,2026-06-20 16:04:10,4,1.5,WATCH,71,MODERATE
SNAP-00466,33,Thiruvarur,2026-05-01 05:56:17,8,0.5,LOW,56,LIMITED
SNAP-00467,21,Kallakurichi,2026-06-16 16:53:20,4,0.6,LOW,58,LIMITED
SNAP-00468,38,Tiruvannamalai,2024-03-22 07:54:11,2,1.1,WATCH,70,GOOD
SNAP-00469,35,Mayiladuthurai,2025-07-25 00:28:57,11,0.6,LOW,58,LIMITED
SNAP-00470,17,Chengalpattu,2026-06-21 17:41:56,11,2.1,INCREASING,78,GOOD
SNAP-00471,23,Namakkal,2026-03-22 21:10:20,2,0.9,WATCH,68,MODERATE
SNAP-00472,21,Kallakurichi,2025-09-11 09:02:05,7,0.6,LOW,58,LIMITED
SNAP-00473,34,Nagapattinam,2023-12-09 12:31:10,5,1.2,WATCH,68,MODERATE
SNAP-00474,37,Tirupathur,2025-11-04 04:30:22,13,1.2,WATCH,67,MODERATE
SNAP-00475,13,Thoothukudi,2026-06-03 12:11:12,5,2.5,INCREASING,86,GOOD
SNAP-00476,23,Namakkal,2026-07-10 05:10:57,6,0.9,WATCH,68,MODERATE
SNAP-00477,33,Thiruvarur,2026-04-16 01:53:49,21,0.5,LOW,56,LIMITED
SNAP-00478,37,Tirupathur,2026-04-25 00:49:53,16,1.2,WATCH,67,MODERATE
SNAP-00479,36,Ranipet,2025-07-29 00:37:20,4,1.6,WATCH,72,GOOD
SNAP-00480,10,Krishnagiri,2025-07-02 20:12:47,21,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00481,7,Erode,2025-11-30 22:02:05,12,1.2,WATCH,75,GOOD
SNAP-00482,15,Tenkasi,2024-10-17 05:13:19,6,2.3,WATCH,68,LIMITED
SNAP-00483,23,Namakkal,2025-11-25 21:37:09,18,0.9,WATCH,68,MODERATE
SNAP-00484,25,Karur,2025-10-22 20:14:36,13,0.7,LOW,60,MODERATE
SNAP-00485,25,Karur,2024-10-01 09:28:57,24,0.7,LOW,60,MODERATE
SNAP-00486,18,Tiruvallur,2024-02-07 20:30:46,15,2.3,INCREASING,80,GOOD
SNAP-00487,29,Sivaganga,2026-08-01 05:28:22,5,0.6,LOW,59,LIMITED
SNAP-00488,12,Thanjavur,2024-05-11 21:17:09,12,0.7,LOW,64,MODERATE
SNAP-00489,16,Kancheepuram,2025-11-13 14:22:03,10,1,WATCH,72,GOOD
SNAP-00490,29,Sivaganga,2025-12-23 07:06:47,9,0.6,LOW,59,LIMITED
SNAP-00491,25,Karur,2025-02-20 15:47:31,23,0.7,LOW,60,MODERATE
SNAP-00492,14,Kanniyakumari,2025-10-11 22:24:06,12,1.1,WATCH,70,MODERATE
SNAP-00493,20,Viluppuram,2025-11-17 19:31:43,21,1,WATCH,65,MODERATE
SNAP-00494,26,Ariyalur,2026-07-22 21:26:52,0,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00495,6,Tirunelveli,2025-07-04 09:02:14,12,1,WATCH,72,MODERATE
SNAP-00496,2,Coimbatore,2023-12-24 13:15:39,7,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00497,24,Nilgiris,2023-10-09 17:49:18,2,1.8,WATCH,74,MODERATE
SNAP-00498,13,Thoothukudi,2026-06-26 22:20:32,25,2.5,INCREASING,86,GOOD
SNAP-00499,6,Tirunelveli,2023-08-24 23:53:13,7,1,WATCH,72,MODERATE
SNAP-00500,38,Tiruvannamalai,2025-02-22 18:18:05,10,1.1,WATCH,70,GOOD
SNAP-00501,17,Chengalpattu,2025-04-16 13:42:37,17,2.1,INCREASING,78,GOOD
SNAP-00502,2,Coimbatore,2024-08-21 12:23:59,16,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00503,3,Madurai,2025-12-30 11:10:44,10,2.1,INCREASING,78,GOOD
SNAP-00504,37,Tirupathur,2026-05-31 09:52:24,20,1.2,WATCH,67,MODERATE
SNAP-00505,27,Perambalur,2024-10-25 00:01:09,5,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00506,17,Chengalpattu,2025-11-20 17:06:51,0,2.1,INCREASING,78,GOOD
SNAP-00507,1,Chennai,2026-07-20 21:52:52,16,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00508,31,Virudhunagar,2025-07-17 02:22:52,19,1,WATCH,69,MODERATE
SNAP-00509,12,Thanjavur,2026-01-24 13:38:47,14,0.7,LOW,64,MODERATE
SNAP-00510,12,Thanjavur,2024-04-03 21:38:50,8,0.7,LOW,64,MODERATE
SNAP-00511,27,Perambalur,2024-03-04 22:54:49,16,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00512,37,Tirupathur,2026-05-16 17:16:41,1,1.2,WATCH,67,MODERATE
SNAP-00513,15,Tenkasi,2024-02-25 03:20:56,2,2.3,WATCH,68,LIMITED
SNAP-00514,14,Kanniyakumari,2026-07-03 04:29:59,4,1.1,WATCH,70,MODERATE
SNAP-00515,28,Pudukkottai,2026-04-26 18:50:51,6,0.8,LOW,61,MODERATE
SNAP-00516,28,Pudukkottai,2023-11-04 03:23:29,9,0.8,LOW,61,MODERATE
SNAP-00517,21,Kallakurichi,2023-10-27 01:18:12,4,0.6,LOW,58,LIMITED
SNAP-00518,21,Kallakurichi,2026-06-26 15:43:01,25,0.6,LOW,58,LIMITED
SNAP-00519,2,Coimbatore,2026-07-12 15:23:36,11,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00520,29,Sivaganga,2025-02-26 10:09:00,23,0.6,LOW,59,LIMITED
SNAP-00521,30,Ramanathapuram,2026-04-16 06:23:16,16,1.5,WATCH,71,MODERATE
SNAP-00522,22,Dharmapuri,2025-12-26 15:53:07,0,1.4,WATCH,66,MODERATE
SNAP-00523,15,Tenkasi,2026-01-29 01:36:03,15,2.3,WATCH,68,LIMITED
SNAP-00524,25,Karur,2023-11-01 21:39:06,7,0.7,LOW,60,MODERATE
SNAP-00525,11,Dindigul,2024-03-28 18:25:47,20,0.9,WATCH,68,MODERATE
SNAP-00526,28,Pudukkottai,2025-07-07 18:03:41,4,0.8,LOW,61,MODERATE
SNAP-00527,26,Ariyalur,2023-10-18 11:44:10,11,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00528,22,Dharmapuri,2025-02-28 05:25:22,21,1.4,WATCH,66,MODERATE
SNAP-00529,23,Namakkal,2023-10-17 21:26:03,11,0.9,WATCH,68,MODERATE
SNAP-00530,13,Thoothukudi,2023-11-06 20:40:52,5,2.5,INCREASING,86,GOOD
SNAP-00531,26,Ariyalur,2026-08-02 19:59:11,0,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00532,17,Chengalpattu,2023-11-08 21:31:17,7,2.1,INCREASING,78,GOOD
SNAP-00533,26,Ariyalur,2024-08-12 10:12:27,13,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00534,26,Ariyalur,2024-04-06 09:46:59,7,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00535,30,Ramanathapuram,2023-11-06 19:35:08,7,1.5,WATCH,71,MODERATE
SNAP-00536,34,Nagapattinam,2025-02-21 21:07:57,3,1.2,WATCH,68,MODERATE
SNAP-00537,37,Tirupathur,2023-12-07 04:21:12,16,1.2,WATCH,67,MODERATE
SNAP-00538,21,Kallakurichi,2024-11-03 10:53:40,11,0.6,LOW,58,LIMITED
SNAP-00539,19,Cuddalore,2023-10-14 16:38:58,24,0.8,LOW,62,MODERATE
SNAP-00540,5,Tiruchirappalli,2024-06-25 15:56:55,0,1.1,WATCH,74,GOOD
SNAP-00541,27,Perambalur,2026-08-13 00:22:14,1,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00542,5,Tiruchirappalli,2024-03-13 05:06:42,22,1.1,WATCH,74,GOOD
SNAP-00543,11,Dindigul,2026-01-14 17:46:35,9,0.9,WATCH,68,MODERATE
SNAP-00544,2,Coimbatore,2026-02-04 20:05:31,2,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00545,33,Thiruvarur,2023-10-12 00:38:43,1,0.5,LOW,56,LIMITED
SNAP-00546,28,Pudukkottai,2024-05-06 12:16:04,3,0.8,LOW,61,MODERATE
SNAP-00547,9,Vellore,2026-03-01 05:01:55,4,2.2,INCREASING,76,GOOD
SNAP-00548,17,Chengalpattu,2024-06-23 00:00:34,16,2.1,INCREASING,78,GOOD
SNAP-00549,13,Thoothukudi,2024-02-21 15:55:45,11,2.5,INCREASING,86,GOOD
SNAP-00550,17,Chengalpattu,2025-07-23 13:53:15,12,2.1,INCREASING,78,GOOD
SNAP-00551,3,Madurai,2025-07-27 22:23:54,20,2.1,INCREASING,78,GOOD
SNAP-00552,6,Tirunelveli,2025-12-14 02:33:42,23,1,WATCH,72,MODERATE
SNAP-00553,6,Tirunelveli,2023-10-27 01:45:42,9,1,WATCH,72,MODERATE
