fir_id,district_id,district_name,police_station_code,fir_date,offense_section,category_id,category_name,quantity_classification,investigation_status
FIR-ARI-2026-0120,26,Ariyalur,PS-ARI-B1,2025-07-29 20:14:45,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-ARI-2026-0121,26,Ariyalur,PS-ARI-B2,2025-03-02 18:43:08,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-PUD-2026-0122,28,Pudukkottai,PS-PUD-B2,2024-10-01 16:37:20,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-THE-2026-0123,32,Theni,PS-THE-B2,2025-05-08 05:29:38,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-THI-2026-0124,33,Thiruvarur,PS-THI-B3,2024-10-08 18:00:11,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-PER-2026-0125,27,Perambalur,PS-PER-B3,2025-08-10 04:12:19,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-CUD-2026-0126,19,Cuddalore,PS-CUD-B1,2026-04-30 16:20:59,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-THO-2026-0127,13,Thoothukudi,PS-THO-B3,2026-08-01 18:56:38,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-VIR-2026-0128,31,Virudhunagar,PS-VIR-B3,2024-12-18 02:39:23,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-CHE-2026-0129,1,Chennai,PS-CHE-B2,2024-09-22 06:34:14,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0130,18,Tiruvallur,PS-TIR-B4,2025-04-11 05:04:15,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-MAY-2026-0131,35,Mayiladuthurai,PS-MAY-B1,2025-07-27 09:31:11,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-MAD-2026-0132,3,Madurai,PS-MAD-B1,2026-08-17 12:52:31,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-CHE-2026-0133,1,Chennai,PS-CHE-B1,2025-04-30 04:35:53,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-TIR-2026-0134,6,Tirunelveli,PS-TIR-B1,2025-01-06 13:31:25,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-DIN-2026-0135,11,Dindigul,PS-DIN-B1,2025-01-02 22:19:08,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-KRI-2026-0136,10,Krishnagiri,PS-KRI-B2,2025-11-03 21:23:07,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-THI-2026-0137,33,Thiruvarur,PS-THI-B4,2025-12-30 15:05:55,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-CHE-2026-0138,1,Chennai,PS-CHE-B1,2025-10-08 11:21:34,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-VIR-2026-0139,31,Virudhunagar,PS-VIR-B2,2026-03-08 23:15:33,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-KRI-2026-0140,10,Krishnagiri,PS-KRI-B4,2024-12-31 22:02:12,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-THI-2026-0141,33,Thiruvarur,PS-THI-B3,2026-08-08 03:19:07,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-PUD-2026-0142,28,Pudukkottai,PS-PUD-B3,2025-06-22 20:39:33,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-ERO-2026-0143,7,Erode,PS-ERO-B4,2026-02-22 00:27:34,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,PENDING_TRIAL
FIR-SAL-2026-0144,4,Salem,PS-SAL-B1,2025-08-30 04:43:19,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-THE-2026-0145,32,Theni,PS-THE-B3,2025-10-01 17:17:43,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-VIL-2026-0146,20,Viluppuram,PS-VIL-B3,2024-09-21 10:18:31,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-KAL-2026-0147,21,Kallakurichi,PS-KAL-B3,2024-09-27 02:39:27,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-MAD-2026-0148,3,Madurai,PS-MAD-B3,2026-05-01 13:22:20,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-KAN-2026-0149,14,Kanniyakumari,PS-KAN-B2,2025-04-20 20:05:26,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-KAN-2026-0150,16,Kancheepuram,PS-KAN-B4,2026-07-24 07:39:01,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0151,37,Tirupathur,PS-TIR-B1,2025-06-19 05:14:13,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-TIR-2026-0152,37,Tirupathur,PS-TIR-B1,2025-11-29 02:27:10,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-MAY-2026-0153,35,Mayiladuthurai,PS-MAY-B3,2025-10-30 05:44:23,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-THA-2026-0154,12,Thanjavur,PS-THA-B3,2024-09-30 21:33:01,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-TEN-2026-0155,15,Tenkasi,PS-TEN-B3,2025-08-13 22:36:38,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-THE-2026-0156,32,Theni,PS-THE-B2,2026-04-30 12:44:18,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-DIN-2026-0157,11,Dindigul,PS-DIN-B4,2024-10-21 13:00:15,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-THI-2026-0158,33,Thiruvarur,PS-THI-B1,2025-12-11 07:54:23,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-THI-2026-0159,33,Thiruvarur,PS-THI-B2,2025-12-09 10:29:52,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0160,6,Tirunelveli,PS-TIR-B3,2026-07-29 05:59:55,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,PENDING_TRIAL
FIR-VIR-2026-0161,31,Virudhunagar,PS-VIR-B4,2026-07-10 12:40:43,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-TIR-2026-0162,37,Tirupathur,PS-TIR-B2,2025-01-18 20:43:07,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-TIR-2026-0163,5,Tiruchirappalli,PS-TIR-B4,2025-08-11 00:18:20,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-DHA-2026-0164,22,Dharmapuri,PS-DHA-B4,2026-01-19 15:39:27,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-VIR-2026-0165,31,Virudhunagar,PS-VIR-B1,2025-01-13 08:49:10,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-KAN-2026-0166,16,Kancheepuram,PS-KAN-B3,2025-12-25 10:53:19,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-NAG-2026-0167,34,Nagapattinam,PS-NAG-B3,2026-06-10 03:06:37,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0168,6,Tirunelveli,PS-TIR-B1,2025-10-06 13:48:07,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-RAN-2026-0169,36,Ranipet,PS-RAN-B1,2024-10-22 09:14:59,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,PENDING_TRIAL
FIR-NIL-2026-0170,24,Nilgiris,PS-NIL-B4,2026-05-23 08:35:51,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0171,37,Tirupathur,PS-TIR-B4,2025-03-27 06:21:46,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-THE-2026-0172,32,Theni,PS-THE-B4,2025-11-08 22:01:02,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-THI-2026-0173,33,Thiruvarur,PS-THI-B1,2026-07-07 04:30:31,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-PER-2026-0174,27,Perambalur,PS-PER-B2,2026-03-30 16:29:36,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-THO-2026-0175,13,Thoothukudi,PS-THO-B4,2026-06-17 10:36:14,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-MAD-2026-0176,3,Madurai,PS-MAD-B1,2024-12-07 21:31:17,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-NAM-2026-0177,23,Namakkal,PS-NAM-B2,2026-03-10 10:50:26,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-SAL-2026-0178,4,Salem,PS-SAL-B4,2025-10-27 23:34:59,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,PENDING_TRIAL
FIR-KAN-2026-0179,16,Kancheepuram,PS-KAN-B2,2024-11-06 04:39:27,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-RAM-2026-0180,30,Ramanathapuram,PS-RAM-B1,2025-08-22 21:22:09,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-CUD-2026-0181,19,Cuddalore,PS-CUD-B4,2025-09-08 11:44:53,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-MAD-2026-0182,3,Madurai,PS-MAD-B4,2025-06-21 19:41:14,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-NAG-2026-0183,34,Nagapattinam,PS-NAG-B1,2024-11-10 16:29:11,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-KAR-2026-0184,25,Karur,PS-KAR-B3,2026-06-26 23:14:20,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-KAL-2026-0185,21,Kallakurichi,PS-KAL-B3,2026-01-31 08:38:57,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,PENDING_TRIAL
FIR-PER-2026-0186,27,Perambalur,PS-PER-B1,2025-11-11 00:04:38,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-CUD-2026-0187,19,Cuddalore,PS-CUD-B2,2025-07-28 06:52:58,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,PENDING_TRIAL
FIR-DIN-2026-0188,11,Dindigul,PS-DIN-B3,2025-05-09 00:54:33,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,PENDING_TRIAL
FIR-ERO-2026-0189,7,Erode,PS-ERO-B1,2025-12-21 23:25:24,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-THE-2026-0190,32,Theni,PS-THE-B1,2026-07-15 09:22:23,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-KRI-2026-0191,10,Krishnagiri,PS-KRI-B2,2025-08-18 08:02:09,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-KAN-2026-0192,14,Kanniyakumari,PS-KAN-B1,2025-10-09 03:28:57,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-KRI-2026-0193,10,Krishnagiri,PS-KRI-B2,2025-08-24 06:08:14,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-THE-2026-0194,32,Theni,PS-THE-B2,2025-07-31 02:58:46,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,SMALL_QUANTITY,PENDING_TRIAL
FIR-NIL-2026-0195,24,Nilgiris,PS-NIL-B4,2025-02-16 20:42:40,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-THO-2026-0196,13,Thoothukudi,PS-THO-B4,2025-09-23 13:18:49,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-CUD-2026-0197,19,Cuddalore,PS-CUD-B1,2025-09-08 06:38:43,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-PUD-2026-0198,28,Pudukkottai,PS-PUD-B4,2025-12-20 19:48:59,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-PUD-2026-0199,28,Pudukkottai,PS-PUD-B3,2025-11-17 08:14:43,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-PER-2026-0200,27,Perambalur,PS-PER-B3,2026-08-04 07:20:57,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-TIR-2026-0201,37,Tirupathur,PS-TIR-B2,2025-07-21 11:14:04,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-NIL-2026-0202,24,Nilgiris,PS-NIL-B3,2025-10-12 14:38:01,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-CUD-2026-0203,19,Cuddalore,PS-CUD-B4,2025-03-07 00:09:20,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-ERO-2026-0204,7,Erode,PS-ERO-B1,2025-06-13 02:33:06,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-CUD-2026-0205,19,Cuddalore,PS-CUD-B4,2026-06-03 05:05:00,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-ARI-2026-0206,26,Ariyalur,PS-ARI-B3,2025-11-12 21:11:18,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,PENDING_TRIAL
FIR-MAY-2026-0207,35,Mayiladuthurai,PS-MAY-B4,2025-05-06 02:26:11,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,PENDING_TRIAL
FIR-KAN-2026-0208,14,Kanniyakumari,PS-KAN-B2,2025-07-21 03:23:16,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-NAG-2026-0209,34,Nagapattinam,PS-NAG-B1,2024-12-13 14:48:17,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-KAL-2026-0210,21,Kallakurichi,PS-KAL-B2,2026-05-16 04:36:07,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-CHE-2026-0211,1,Chennai,PS-CHE-B1,2025-11-08 23:59:12,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-RAN-2026-0212,36,Ranipet,PS-RAN-B1,2026-05-31 04:58:35,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-TIR-2026-0213,18,Tiruvallur,PS-TIR-B3,2025-02-05 23:47:08,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-COI-2026-0214,2,Coimbatore,PS-COI-B4,2025-02-07 13:12:52,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0215,18,Tiruvallur,PS-TIR-B3,2024-12-12 11:29:01,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-DIN-2026-0216,11,Dindigul,PS-DIN-B1,2025-11-22 01:59:07,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-KAR-2026-0217,25,Karur,PS-KAR-B1,2024-09-23 00:14:59,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-THA-2026-0218,12,Thanjavur,PS-THA-B2,2025-08-08 11:57:21,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-PER-2026-0219,27,Perambalur,PS-PER-B3,2026-06-09 01:44:05,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-VIL-2026-0220,20,Viluppuram,PS-VIL-B2,2026-01-27 06:40:41,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,INTERMEDIATE_QUANTITY,PENDING_TRIAL
FIR-RAN-2026-0221,36,Ranipet,PS-RAN-B3,2026-02-27 08:15:22,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-COI-2026-0222,2,Coimbatore,PS-COI-B1,2026-08-15 01:43:03,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,SMALL_QUANTITY,PENDING_TRIAL
FIR-KRI-2026-0223,10,Krishnagiri,PS-KRI-B1,2025-05-22 16:27:39,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,UNDER_INVESTIGATION
FIR-TIR-2026-0224,5,Tiruchirappalli,PS-TIR-B2,2025-11-29 13:20:54,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-THE-2026-0225,32,Theni,PS-THE-B4,2026-02-27 01:16:17,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,PENDING_TRIAL
FIR-CHE-2026-0226,17,Chengalpattu,PS-CHE-B2,2026-03-05 02:52:12,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,CHARGESHEET_FILED
FIR-NAG-2026-0227,34,Nagapattinam,PS-NAG-B4,2025-11-13 09:47:49,NDPS ACT SEC 8(c)/20(b)/22,6,Unclassified / Suspicious Substance,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-CHE-2026-0228,17,Chengalpattu,PS-CHE-B4,2025-05-20 07:30:41,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION
FIR-THI-2026-0229,33,Thiruvarur,PS-THI-B4,2025-11-28 01:08:07,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-CHE-2026-0230,17,Chengalpattu,PS-CHE-B3,2025-07-26 10:42:23,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,SMALL_QUANTITY,PENDING_TRIAL
FIR-NAG-2026-0231,34,Nagapattinam,PS-NAG-B1,2025-04-16 00:32:45,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-KAN-2026-0232,14,Kanniyakumari,PS-KAN-B1,2025-03-30 08:30:38,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,PENDING_TRIAL
FIR-TIR-2026-0233,18,Tiruvallur,PS-TIR-B1,2025-08-05 22:54:44,NDPS ACT SEC 8(c)/20(b)/22,4,Chemical Precursors / Ephedrine,COMMERCIAL_QUANTITY,PENDING_TRIAL
FIR-KRI-2026-0234,10,Krishnagiri,PS-KRI-B3,2025-10-26 19:13:43,NDPS ACT SEC 8(c)/20(b)/22,1,Commercial Ganja / Cannabis,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-CUD-2026-0235,19,Cuddalore,PS-CUD-B2,2025-02-28 21:52:35,NDPS ACT SEC 8(c)/20(b)/22,5,Opioid Analogues / Brown Sugar / Heroin,SMALL_QUANTITY,CHARGESHEET_FILED
FIR-TEN-2026-0236,15,Tenkasi,PS-TEN-B3,2026-01-20 14:08:52,NDPS ACT SEC 8(c)/20(b)/22,3,Prescription Narcotics / Codeine / Alprazolam,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
FIR-DHA-2026-0237,22,Dharmapuri,PS-DHA-B3,2025-05-15 21:31:39,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED
FIR-VEL-2026-0238,9,Vellore,PS-VEL-B4,2025-10-01 07:19:20,NDPS ACT SEC 8(c)/20(b)/22,2,Synthetic Stimulants / MDMA / Meth,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION
