outcome_id,ticket_id,resolved_at,operational_outcome,feedback_to_model,outcome_confidence
OUT-2026-00193,TCK-2026-00193,2026-01-17 06:06:51,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00194,TCK-2026-00194,2026-07-09 14:03:47,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,97
OUT-2026-00195,TCK-2026-00195,2025-06-25 07:53:19,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,89
OUT-2026-00196,TCK-2026-00196,2025-12-12 00:22:50,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00197,TCK-2026-00197,2025-07-18 10:10:44,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,85
OUT-2026-00198,TCK-2026-00198,2026-04-16 00:23:40,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00199,TCK-2026-00199,2025-06-02 17:55:33,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,86
OUT-2026-00200,TCK-2026-00200,2026-05-01 05:18:25,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,99
OUT-2026-00201,TCK-2026-00201,2026-01-13 15:04:39,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00202,TCK-2026-00202,2025-05-03 08:09:29,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00203,TCK-2026-00203,2025-05-26 14:24:37,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00204,TCK-2026-00204,2026-07-29 19:04:16,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,75
OUT-2026-00205,TCK-2026-00205,2026-05-07 04:29:25,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,83
OUT-2026-00206,TCK-2026-00206,2026-01-24 19:39:18,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,99
OUT-2026-00207,TCK-2026-00207,2026-06-16 12:17:29,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,94
OUT-2026-00208,TCK-2026-00208,2026-02-13 21:05:18,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00209,TCK-2026-00209,2025-06-17 18:12:53,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00210,TCK-2026-00210,2025-09-28 08:00:02,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00211,TCK-2026-00211,2026-02-02 06:58:22,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00212,TCK-2026-00212,2026-06-17 04:03:40,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,99
OUT-2026-00213,TCK-2026-00213,2025-04-08 02:03:56,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,85
OUT-2026-00214,TCK-2026-00214,2025-07-27 04:00:54,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,96
OUT-2026-00215,TCK-2026-00215,2026-01-06 12:39:06,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00216,TCK-2026-00216,2026-06-29 06:04:50,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,84
OUT-2026-00217,TCK-2026-00217,2025-09-19 09:20:25,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00218,TCK-2026-00218,2026-08-19 04:41:30,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00219,TCK-2026-00219,2026-04-14 22:39:09,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,82
OUT-2026-00220,TCK-2026-00220,2025-05-27 09:46:39,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,91
OUT-2026-00221,TCK-2026-00221,2026-03-06 05:20:01,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00222,TCK-2026-00222,2026-04-07 15:12:35,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,87
OUT-2026-00223,TCK-2026-00223,2026-06-22 12:58:50,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,98
OUT-2026-00224,TCK-2026-00224,2025-09-17 23:06:46,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,93
OUT-2026-00225,TCK-2026-00225,2026-07-25 04:49:51,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,93
OUT-2026-00226,TCK-2026-00226,2026-04-14 02:32:32,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,96
OUT-2026-00227,TCK-2026-00227,2026-08-07 20:31:17,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,88
OUT-2026-00228,TCK-2026-00228,2026-05-24 02:06:53,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00229,TCK-2026-00229,2026-03-15 13:28:20,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,94
OUT-2026-00230,TCK-2026-00230,2026-06-30 13:14:20,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,78
OUT-2026-00231,TCK-2026-00231,2025-10-01 02:29:15,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,96
OUT-2026-00232,TCK-2026-00232,2026-02-13 09:30:30,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00233,TCK-2026-00233,2025-08-20 19:55:31,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00234,TCK-2026-00234,2026-01-30 18:53:48,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00235,TCK-2026-00235,2025-07-21 18:05:20,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,93
OUT-2026-00236,TCK-2026-00236,2026-07-08 13:22:41,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00237,TCK-2026-00237,2025-07-11 12:07:31,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,78
OUT-2026-00238,TCK-2026-00238,2025-09-14 22:06:54,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,78
OUT-2026-00239,TCK-2026-00239,2026-05-23 15:35:07,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,84
OUT-2026-00240,TCK-2026-00240,2025-07-12 22:24:58,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00241,TCK-2026-00241,2026-06-25 12:05:51,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,97
OUT-2026-00242,TCK-2026-00242,2025-11-27 22:05:42,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00243,TCK-2026-00243,2025-04-30 08:43:54,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00244,TCK-2026-00244,2026-08-05 02:17:33,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00245,TCK-2026-00245,2026-05-05 18:35:02,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,98
OUT-2026-00246,TCK-2026-00246,2026-03-14 05:41:48,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00247,TCK-2026-00247,2026-06-23 16:00:27,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,94
OUT-2026-00248,TCK-2026-00248,2026-05-10 07:30:33,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00249,TCK-2026-00249,2025-09-04 22:08:35,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00250,TCK-2026-00250,2025-07-02 09:26:12,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,94
OUT-2026-00251,TCK-2026-00251,2026-02-09 17:34:16,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,99
OUT-2026-00252,TCK-2026-00252,2026-06-15 22:23:28,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,80
OUT-2026-00253,TCK-2026-00253,2025-11-19 09:01:28,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00254,TCK-2026-00254,2025-12-15 06:03:32,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,91
OUT-2026-00255,TCK-2026-00255,2025-10-05 22:34:32,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00256,TCK-2026-00256,2026-07-15 07:26:33,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,81
OUT-2026-00257,TCK-2026-00257,2025-08-22 16:35:12,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00258,TCK-2026-00258,2026-02-22 15:05:00,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,77
OUT-2026-00259,TCK-2026-00259,2025-10-31 14:59:32,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00260,TCK-2026-00260,2026-06-08 08:16:03,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,93
OUT-2026-00261,TCK-2026-00261,2026-05-30 10:44:39,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,79
OUT-2026-00262,TCK-2026-00262,2026-04-21 13:32:27,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,96
OUT-2026-00263,TCK-2026-00263,2026-07-04 11:07:53,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00264,TCK-2026-00264,2026-03-27 03:12:27,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,78
OUT-2026-00265,TCK-2026-00265,2025-08-18 11:12:33,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00266,TCK-2026-00266,2026-03-05 03:34:03,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00267,TCK-2026-00267,2025-07-24 08:26:44,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00268,TCK-2026-00268,2026-05-17 19:43:09,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,84
OUT-2026-00269,TCK-2026-00269,2026-01-04 08:50:23,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,92
OUT-2026-00270,TCK-2026-00270,2025-04-25 16:43:24,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00271,TCK-2026-00271,2025-04-13 20:05:19,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00272,TCK-2026-00272,2025-06-29 14:25:37,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00273,TCK-2026-00273,2025-04-07 18:50:32,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00274,TCK-2026-00274,2025-07-16 04:49:03,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00275,TCK-2026-00275,2025-06-24 16:59:35,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,81
OUT-2026-00276,TCK-2026-00276,2026-08-07 06:37:49,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00277,TCK-2026-00277,2025-06-29 15:19:53,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,92
OUT-2026-00278,TCK-2026-00278,2025-07-28 00:15:09,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,76
OUT-2026-00279,TCK-2026-00279,2026-03-10 16:46:19,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,92
OUT-2026-00280,TCK-2026-00280,2026-07-17 18:52:36,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00281,TCK-2026-00281,2025-10-20 14:22:12,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,78
OUT-2026-00282,TCK-2026-00282,2025-07-02 13:58:45,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00283,TCK-2026-00283,2025-08-13 22:16:30,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00284,TCK-2026-00284,2025-09-01 14:44:16,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00285,TCK-2026-00285,2026-05-19 17:43:19,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00286,TCK-2026-00286,2025-07-03 03:21:53,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,77
OUT-2026-00287,TCK-2026-00287,2026-07-05 00:04:45,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,83
OUT-2026-00288,TCK-2026-00288,2026-05-29 03:11:42,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00289,TCK-2026-00289,2025-08-30 00:09:31,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00290,TCK-2026-00290,2025-08-10 23:38:28,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,98
OUT-2026-00291,TCK-2026-00291,2026-02-05 10:11:32,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,80
OUT-2026-00292,TCK-2026-00292,2025-07-02 03:12:06,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00293,TCK-2026-00293,2025-11-25 20:34:20,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,86
OUT-2026-00294,TCK-2026-00294,2025-10-19 14:55:09,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,82
OUT-2026-00295,TCK-2026-00295,2026-02-16 00:05:04,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,86
OUT-2026-00296,TCK-2026-00296,2026-04-18 08:17:12,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00297,TCK-2026-00297,2025-06-09 18:44:19,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,96
OUT-2026-00298,TCK-2026-00298,2025-08-09 20:48:45,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,85
OUT-2026-00299,TCK-2026-00299,2025-11-08 14:48:38,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00300,TCK-2026-00300,2025-07-31 19:24:15,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,84
OUT-2026-00301,TCK-2026-00301,2026-05-11 08:01:45,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,91
OUT-2026-00302,TCK-2026-00302,2026-01-09 10:30:22,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,96
OUT-2026-00303,TCK-2026-00303,2026-02-13 13:40:24,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,87
OUT-2026-00304,TCK-2026-00304,2026-07-31 03:59:39,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00305,TCK-2026-00305,2025-08-26 16:42:39,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00306,TCK-2026-00306,2025-12-07 03:02:02,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00307,TCK-2026-00307,2025-04-23 10:25:06,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,94
OUT-2026-00308,TCK-2026-00308,2025-05-16 12:01:48,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00309,TCK-2026-00309,2026-06-22 07:42:41,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,79
OUT-2026-00310,TCK-2026-00310,2025-04-16 23:46:43,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,92
OUT-2026-00311,TCK-2026-00311,2025-12-20 13:50:48,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,79
OUT-2026-00312,TCK-2026-00312,2025-05-27 09:22:43,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,96
OUT-2026-00313,TCK-2026-00313,2026-05-19 17:55:11,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,76
OUT-2026-00314,TCK-2026-00314,2025-06-09 07:43:21,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00315,TCK-2026-00315,2026-06-02 01:23:23,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,86
OUT-2026-00316,TCK-2026-00316,2026-07-16 22:34:14,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,94
OUT-2026-00317,TCK-2026-00317,2025-09-26 15:55:54,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00318,TCK-2026-00318,2025-10-29 03:31:03,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00319,TCK-2026-00319,2025-09-25 06:51:50,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00320,TCK-2026-00320,2025-12-03 09:22:44,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00321,TCK-2026-00321,2026-01-13 23:44:28,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00322,TCK-2026-00322,2025-11-17 22:14:02,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,95
OUT-2026-00323,TCK-2026-00323,2025-11-07 10:07:21,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00324,TCK-2026-00324,2026-02-25 21:46:20,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00325,TCK-2026-00325,2025-08-11 03:05:33,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00326,TCK-2026-00326,2025-10-21 10:05:51,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,78
OUT-2026-00327,TCK-2026-00327,2025-07-04 12:13:16,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00328,TCK-2026-00328,2025-04-19 13:19:13,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,96
OUT-2026-00329,TCK-2026-00329,2025-11-03 10:22:34,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00330,TCK-2026-00330,2025-09-13 23:02:16,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00331,TCK-2026-00331,2026-07-16 02:44:15,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00332,TCK-2026-00332,2025-09-06 14:22:06,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,92
OUT-2026-00333,TCK-2026-00333,2025-12-29 22:12:36,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00334,TCK-2026-00334,2025-06-03 19:20:48,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00335,TCK-2026-00335,2025-04-11 23:30:37,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00336,TCK-2026-00336,2026-01-06 23:25:56,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,82
OUT-2026-00337,TCK-2026-00337,2025-12-18 20:53:16,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,85
OUT-2026-00338,TCK-2026-00338,2025-05-10 18:45:51,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,78
OUT-2026-00339,TCK-2026-00339,2025-07-02 10:29:31,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,96
OUT-2026-00340,TCK-2026-00340,2025-06-26 17:57:07,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,79
OUT-2026-00341,TCK-2026-00341,2026-05-18 08:31:59,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00342,TCK-2026-00342,2025-07-12 14:26:12,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00343,TCK-2026-00343,2025-05-27 16:07:04,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,88
OUT-2026-00344,TCK-2026-00344,2026-07-21 14:15:52,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,93
OUT-2026-00345,TCK-2026-00345,2025-12-13 11:57:59,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,99
OUT-2026-00346,TCK-2026-00346,2026-04-06 06:50:33,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00347,TCK-2026-00347,2025-08-14 18:10:52,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00348,TCK-2026-00348,2025-05-17 09:44:39,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00349,TCK-2026-00349,2026-03-13 23:18:27,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,77
OUT-2026-00350,TCK-2026-00350,2025-04-18 05:21:53,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,77
OUT-2026-00351,TCK-2026-00351,2026-08-14 03:55:36,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00352,TCK-2026-00352,2026-06-12 23:12:10,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00353,TCK-2026-00353,2025-05-01 01:08:31,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,85
OUT-2026-00354,TCK-2026-00354,2026-02-05 11:29:13,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00355,TCK-2026-00355,2025-10-27 04:26:29,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00356,TCK-2026-00356,2025-06-19 20:26:00,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00357,TCK-2026-00357,2025-05-27 16:34:28,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,99
OUT-2026-00358,TCK-2026-00358,2025-08-27 05:50:40,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00359,TCK-2026-00359,2026-08-19 20:21:42,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,94
OUT-2026-00360,TCK-2026-00360,2025-11-03 06:57:35,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,91
OUT-2026-00361,TCK-2026-00361,2026-04-16 13:57:22,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00362,TCK-2026-00362,2026-03-13 05:48:26,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00363,TCK-2026-00363,2026-08-15 00:21:19,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00364,TCK-2026-00364,2025-09-22 03:43:43,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00365,TCK-2026-00365,2025-09-20 17:08:08,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00366,TCK-2026-00366,2025-10-29 12:36:37,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,83
OUT-2026-00367,TCK-2026-00367,2026-01-04 14:34:48,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,76
OUT-2026-00368,TCK-2026-00368,2026-08-18 20:04:46,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,85
OUT-2026-00369,TCK-2026-00369,2025-12-24 21:55:32,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00370,TCK-2026-00370,2025-09-10 04:12:23,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,91
OUT-2026-00371,TCK-2026-00371,2026-06-05 07:36:50,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,86
OUT-2026-00372,TCK-2026-00372,2025-12-13 06:42:04,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00373,TCK-2026-00373,2025-12-30 12:36:17,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,85
OUT-2026-00374,TCK-2026-00374,2025-06-07 23:12:21,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00375,TCK-2026-00375,2026-05-15 08:01:02,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,89
OUT-2026-00376,TCK-2026-00376,2026-05-29 07:34:53,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,97
OUT-2026-00377,TCK-2026-00377,2026-05-16 11:51:21,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00378,TCK-2026-00378,2025-04-16 01:53:33,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00379,TCK-2026-00379,2026-02-25 23:51:47,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00380,TCK-2026-00380,2026-07-06 22:22:55,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00381,TCK-2026-00381,2025-06-12 20:45:47,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00382,TCK-2026-00382,2026-04-30 09:55:03,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,76
OUT-2026-00383,TCK-2026-00383,2026-07-06 05:15:15,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,84
OUT-2026-00384,TCK-2026-00384,2026-06-30 02:06:03,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00385,TCK-2026-00385,2026-03-22 11:44:00,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00386,TCK-2026-00386,2025-09-27 06:50:35,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00387,TCK-2026-00387,2025-09-27 20:18:57,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,86
