health_signal_id,district_id,district_name,reported_date,facility_type,aggregate_signal_type,category_id,category_name,aggregate_count
HLT-2026-00146,10,Krishnagiri,2025-03-10 02:23:37,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,6,Unclassified / Suspicious Substance,9
HLT-2026-00147,17,Chengalpattu,2025-07-14 14:26:52,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,1,Commercial Ganja / Cannabis,9
HLT-2026-00148,22,Dharmapuri,2025-04-08 02:55:12,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,2,Synthetic Stimulants / MDMA / Meth,2
HLT-2026-00149,16,Kancheepuram,2026-02-25 18:35:35,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,16
HLT-2026-00150,13,Thoothukudi,2025-11-03 00:27:09,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,5,Opioid Analogues / Brown Sugar / Heroin,18
HLT-2026-00151,3,Madurai,2026-01-13 17:12:46,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,2,Synthetic Stimulants / MDMA / Meth,2
HLT-2026-00152,13,Thoothukudi,2025-10-06 23:38:18,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,6,Unclassified / Suspicious Substance,7
HLT-2026-00153,23,Namakkal,2025-07-13 09:54:34,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,2,Synthetic Stimulants / MDMA / Meth,11
HLT-2026-00154,16,Kancheepuram,2024-11-21 05:27:08,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,15
HLT-2026-00155,6,Tirunelveli,2025-11-01 20:11:36,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,2,Synthetic Stimulants / MDMA / Meth,8
HLT-2026-00156,22,Dharmapuri,2026-06-28 15:02:24,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,4,Chemical Precursors / Ephedrine,15
HLT-2026-00157,17,Chengalpattu,2025-05-20 08:39:10,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,1,Commercial Ganja / Cannabis,9
HLT-2026-00158,10,Krishnagiri,2025-12-05 18:13:36,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,20
HLT-2026-00159,10,Krishnagiri,2024-11-07 13:33:41,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,5
HLT-2026-00160,15,Tenkasi,2025-08-20 17:41:54,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,3,Prescription Narcotics / Codeine / Alprazolam,13
HLT-2026-00161,6,Tirunelveli,2025-11-14 13:21:13,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,2,Synthetic Stimulants / MDMA / Meth,9
HLT-2026-00162,21,Kallakurichi,2026-03-10 21:04:28,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,21
HLT-2026-00163,20,Viluppuram,2024-10-27 22:02:23,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,1,Commercial Ganja / Cannabis,11
HLT-2026-00164,24,Nilgiris,2026-08-11 08:00:22,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,3,Prescription Narcotics / Codeine / Alprazolam,19
HLT-2026-00165,13,Thoothukudi,2025-05-26 22:46:31,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,4,Chemical Precursors / Ephedrine,16
HLT-2026-00166,12,Thanjavur,2024-10-19 03:02:32,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,4,Chemical Precursors / Ephedrine,20
HLT-2026-00167,21,Kallakurichi,2026-05-19 09:30:01,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,13
HLT-2026-00168,8,Tiruppur,2024-12-27 02:56:29,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,2,Synthetic Stimulants / MDMA / Meth,22
HLT-2026-00169,2,Coimbatore,2025-08-30 21:05:27,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,1,Commercial Ganja / Cannabis,21
HLT-2026-00170,12,Thanjavur,2024-10-07 16:28:41,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,17
HLT-2026-00171,7,Erode,2026-07-03 11:08:04,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,1,Commercial Ganja / Cannabis,10
HLT-2026-00172,33,Thiruvarur,2025-03-29 08:08:43,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,16
HLT-2026-00173,22,Dharmapuri,2025-04-13 03:37:56,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,4,Chemical Precursors / Ephedrine,10
HLT-2026-00174,9,Vellore,2025-09-17 08:41:00,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,19
HLT-2026-00175,12,Thanjavur,2025-03-18 02:20:08,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,1,Commercial Ganja / Cannabis,18
HLT-2026-00176,15,Tenkasi,2026-02-25 21:15:46,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,4,Chemical Precursors / Ephedrine,13
HLT-2026-00177,14,Kanniyakumari,2025-02-23 10:06:45,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,17
HLT-2026-00178,20,Viluppuram,2026-05-21 23:29:54,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,2
HLT-2026-00179,24,Nilgiris,2025-01-14 13:27:51,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,19
HLT-2026-00180,33,Thiruvarur,2024-12-12 01:00:16,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,2,Synthetic Stimulants / MDMA / Meth,3
HLT-2026-00181,13,Thoothukudi,2026-05-04 14:07:22,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,6,Unclassified / Suspicious Substance,5
HLT-2026-00182,20,Viluppuram,2024-12-09 16:36:10,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,22
HLT-2026-00183,34,Nagapattinam,2024-10-28 04:42:26,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,3,Prescription Narcotics / Codeine / Alprazolam,8
HLT-2026-00184,9,Vellore,2026-07-06 08:09:34,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,3,Prescription Narcotics / Codeine / Alprazolam,20
HLT-2026-00185,25,Karur,2025-05-28 14:50:53,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,18
HLT-2026-00186,14,Kanniyakumari,2025-05-29 20:23:07,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,3,Prescription Narcotics / Codeine / Alprazolam,21
HLT-2026-00187,12,Thanjavur,2026-04-30 04:19:29,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,6,Unclassified / Suspicious Substance,18
HLT-2026-00188,15,Tenkasi,2026-05-02 10:06:10,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,8
HLT-2026-00189,5,Tiruchirappalli,2025-11-05 01:23:09,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,12
HLT-2026-00190,34,Nagapattinam,2025-08-21 23:24:39,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,8
HLT-2026-00191,30,Ramanathapuram,2025-07-22 19:50:31,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,16
HLT-2026-00192,24,Nilgiris,2024-12-20 03:05:08,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,12
HLT-2026-00193,6,Tirunelveli,2026-08-16 01:36:56,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,1,Commercial Ganja / Cannabis,12
HLT-2026-00194,13,Thoothukudi,2025-03-02 23:34:02,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,1,Commercial Ganja / Cannabis,3
HLT-2026-00195,27,Perambalur,2025-04-16 03:46:04,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,8
HLT-2026-00196,36,Ranipet,2026-01-14 17:42:37,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,4,Chemical Precursors / Ephedrine,9
HLT-2026-00197,19,Cuddalore,2025-01-24 21:25:37,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,2,Synthetic Stimulants / MDMA / Meth,7
HLT-2026-00198,19,Cuddalore,2026-07-25 09:04:02,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,20
HLT-2026-00199,5,Tiruchirappalli,2025-11-25 16:07:30,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,4,Chemical Precursors / Ephedrine,15
HLT-2026-00200,18,Tiruvallur,2024-10-01 17:47:18,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,1,Commercial Ganja / Cannabis,22
HLT-2026-00201,12,Thanjavur,2026-06-06 10:36:06,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,5,Opioid Analogues / Brown Sugar / Heroin,10
HLT-2026-00202,22,Dharmapuri,2024-11-25 05:24:41,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,1,Commercial Ganja / Cannabis,21
HLT-2026-00203,24,Nilgiris,2024-11-17 20:44:16,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,18
HLT-2026-00204,26,Ariyalur,2026-03-12 14:23:57,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,7
HLT-2026-00205,15,Tenkasi,2026-07-18 18:31:12,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,2,Synthetic Stimulants / MDMA / Meth,3
HLT-2026-00206,30,Ramanathapuram,2025-12-11 12:19:11,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,17
HLT-2026-00207,36,Ranipet,2025-10-31 08:44:52,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,2,Synthetic Stimulants / MDMA / Meth,21
HLT-2026-00208,6,Tirunelveli,2025-07-22 14:31:00,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,6,Unclassified / Suspicious Substance,12
HLT-2026-00209,13,Thoothukudi,2025-10-16 04:13:58,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,1,Commercial Ganja / Cannabis,18
HLT-2026-00210,32,Theni,2026-02-11 10:46:44,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,1,Commercial Ganja / Cannabis,8
HLT-2026-00211,16,Kancheepuram,2025-06-04 20:22:08,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,1,Commercial Ganja / Cannabis,15
HLT-2026-00212,28,Pudukkottai,2025-11-02 05:10:50,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,3,Prescription Narcotics / Codeine / Alprazolam,14
HLT-2026-00213,2,Coimbatore,2026-07-23 20:17:53,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,5
HLT-2026-00214,14,Kanniyakumari,2026-04-16 04:20:34,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,4,Chemical Precursors / Ephedrine,21
HLT-2026-00215,6,Tirunelveli,2024-12-31 10:30:03,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,2,Synthetic Stimulants / MDMA / Meth,16
HLT-2026-00216,12,Thanjavur,2026-04-03 18:41:02,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,5,Opioid Analogues / Brown Sugar / Heroin,11
HLT-2026-00217,31,Virudhunagar,2026-01-25 19:08:21,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,22
HLT-2026-00218,22,Dharmapuri,2025-12-30 15:07:02,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,5,Opioid Analogues / Brown Sugar / Heroin,12
HLT-2026-00219,35,Mayiladuthurai,2025-05-24 16:23:55,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,4,Chemical Precursors / Ephedrine,13
HLT-2026-00220,18,Tiruvallur,2024-11-18 15:22:16,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,5
HLT-2026-00221,8,Tiruppur,2025-04-06 11:09:20,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,6,Unclassified / Suspicious Substance,3
HLT-2026-00222,9,Vellore,2025-02-01 01:18:06,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,11
HLT-2026-00223,21,Kallakurichi,2026-02-25 15:15:52,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,6,Unclassified / Suspicious Substance,15
HLT-2026-00224,16,Kancheepuram,2025-05-18 17:09:58,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,1,Commercial Ganja / Cannabis,11
HLT-2026-00225,17,Chengalpattu,2025-03-25 12:04:20,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,6,Unclassified / Suspicious Substance,20
HLT-2026-00226,38,Tiruvannamalai,2025-07-08 13:26:08,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,5,Opioid Analogues / Brown Sugar / Heroin,7
HLT-2026-00227,18,Tiruvallur,2025-10-23 11:51:39,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,18
HLT-2026-00228,2,Coimbatore,2026-02-28 22:08:53,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,7
HLT-2026-00229,34,Nagapattinam,2025-04-26 01:16:47,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,5
HLT-2026-00230,15,Tenkasi,2025-12-31 07:40:03,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,2,Synthetic Stimulants / MDMA / Meth,21
HLT-2026-00231,16,Kancheepuram,2026-04-25 08:03:47,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,5,Opioid Analogues / Brown Sugar / Heroin,11
HLT-2026-00232,4,Salem,2025-03-28 10:58:22,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,4,Chemical Precursors / Ephedrine,3
HLT-2026-00233,7,Erode,2026-06-08 13:27:11,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,3,Prescription Narcotics / Codeine / Alprazolam,17
HLT-2026-00234,35,Mayiladuthurai,2024-11-07 05:16:16,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,2,Synthetic Stimulants / MDMA / Meth,13
HLT-2026-00235,25,Karur,2025-03-21 14:34:21,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,1,Commercial Ganja / Cannabis,8
HLT-2026-00236,3,Madurai,2025-12-14 12:24:48,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,8
HLT-2026-00237,9,Vellore,2026-08-12 02:23:33,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,6,Unclassified / Suspicious Substance,20
HLT-2026-00238,35,Mayiladuthurai,2025-11-29 05:03:44,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,4,Chemical Precursors / Ephedrine,5
HLT-2026-00239,4,Salem,2025-06-07 15:24:37,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,4,Chemical Precursors / Ephedrine,12
HLT-2026-00240,34,Nagapattinam,2025-07-13 09:48:06,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,1,Commercial Ganja / Cannabis,9
HLT-2026-00241,27,Perambalur,2026-07-29 10:47:42,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,6,Unclassified / Suspicious Substance,13
HLT-2026-00242,18,Tiruvallur,2026-04-16 18:27:33,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,1,Commercial Ganja / Cannabis,9
HLT-2026-00243,36,Ranipet,2026-03-27 23:59:44,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,19
HLT-2026-00244,27,Perambalur,2026-05-07 05:11:43,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,16
HLT-2026-00245,38,Tiruvannamalai,2026-02-02 05:14:43,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,11
HLT-2026-00246,8,Tiruppur,2026-07-04 12:01:10,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,2,Synthetic Stimulants / MDMA / Meth,7
HLT-2026-00247,31,Virudhunagar,2026-05-17 08:12:31,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,3,Prescription Narcotics / Codeine / Alprazolam,18
HLT-2026-00248,18,Tiruvallur,2025-11-17 16:21:46,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,1,Commercial Ganja / Cannabis,20
HLT-2026-00249,10,Krishnagiri,2024-10-14 20:05:14,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,3,Prescription Narcotics / Codeine / Alprazolam,16
HLT-2026-00250,30,Ramanathapuram,2025-10-31 11:05:02,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,5,Opioid Analogues / Brown Sugar / Heroin,5
HLT-2026-00251,38,Tiruvannamalai,2026-04-16 21:33:23,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,1,Commercial Ganja / Cannabis,8
HLT-2026-00252,26,Ariyalur,2025-06-23 06:15:53,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,18
HLT-2026-00253,31,Virudhunagar,2026-02-06 19:38:38,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,17
HLT-2026-00254,33,Thiruvarur,2025-02-05 20:58:25,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,1,Commercial Ganja / Cannabis,21
HLT-2026-00255,28,Pudukkottai,2026-07-15 09:23:28,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,2,Synthetic Stimulants / MDMA / Meth,14
HLT-2026-00256,5,Tiruchirappalli,2024-10-13 00:01:09,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,17
HLT-2026-00257,36,Ranipet,2026-03-19 03:23:44,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,4,Chemical Precursors / Ephedrine,2
HLT-2026-00258,33,Thiruvarur,2026-04-21 21:16:33,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,3,Prescription Narcotics / Codeine / Alprazolam,9
HLT-2026-00259,22,Dharmapuri,2025-02-23 16:13:39,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,3
HLT-2026-00260,19,Cuddalore,2025-10-15 00:40:20,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,20
HLT-2026-00261,19,Cuddalore,2026-06-26 14:24:25,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,5,Opioid Analogues / Brown Sugar / Heroin,17
HLT-2026-00262,3,Madurai,2024-12-28 20:11:21,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,1,Commercial Ganja / Cannabis,9
HLT-2026-00263,15,Tenkasi,2024-11-02 06:34:17,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,1,Commercial Ganja / Cannabis,13
HLT-2026-00264,37,Tirupathur,2025-10-07 04:31:31,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,3,Prescription Narcotics / Codeine / Alprazolam,10
HLT-2026-00265,1,Chennai,2025-04-14 06:22:46,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,18
HLT-2026-00266,17,Chengalpattu,2025-05-19 09:51:23,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,4,Chemical Precursors / Ephedrine,11
HLT-2026-00267,3,Madurai,2026-04-03 20:18:08,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,3,Prescription Narcotics / Codeine / Alprazolam,2
HLT-2026-00268,30,Ramanathapuram,2026-01-18 12:16:30,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,4,Chemical Precursors / Ephedrine,10
HLT-2026-00269,21,Kallakurichi,2026-05-05 20:48:09,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,4,Chemical Precursors / Ephedrine,10
HLT-2026-00270,3,Madurai,2024-09-23 13:48:48,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,2
HLT-2026-00271,31,Virudhunagar,2025-12-30 00:54:46,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,18
HLT-2026-00272,5,Tiruchirappalli,2026-01-10 13:44:59,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,19
HLT-2026-00273,10,Krishnagiri,2024-11-14 14:01:59,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,4
HLT-2026-00274,38,Tiruvannamalai,2025-01-01 09:40:00,GOVT_MEDICAL_COLLEGE_PSYCH,SUBSTANCE_CONSULTATION,1,Commercial Ganja / Cannabis,5
HLT-2026-00275,25,Karur,2026-05-30 22:44:14,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,4,Chemical Precursors / Ephedrine,11
HLT-2026-00276,19,Cuddalore,2026-02-18 20:08:36,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,3,Prescription Narcotics / Codeine / Alprazolam,13
HLT-2026-00277,17,Chengalpattu,2026-03-22 13:14:12,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,9
HLT-2026-00278,16,Kancheepuram,2026-02-16 14:45:05,DISTRICT_HEADQUARTERS_HOSPITAL,WITHDRAWAL_ADMISSION,6,Unclassified / Suspicious Substance,3
HLT-2026-00279,18,Tiruvallur,2025-01-11 10:57:06,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,18
HLT-2026-00280,2,Coimbatore,2025-09-04 20:09:00,LICENSED_REHAB_CENTER,SUBSTANCE_CONSULTATION,5,Opioid Analogues / Brown Sugar / Heroin,10
HLT-2026-00281,22,Dharmapuri,2025-11-01 01:56:41,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,22
HLT-2026-00282,36,Ranipet,2025-08-29 12:51:08,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,5,Opioid Analogues / Brown Sugar / Heroin,11
HLT-2026-00283,21,Kallakurichi,2026-04-03 05:17:01,DISTRICT_HEADQUARTERS_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,6,Unclassified / Suspicious Substance,18
HLT-2026-00284,8,Tiruppur,2025-06-13 08:37:51,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,22
HLT-2026-00285,10,Krishnagiri,2025-03-30 17:00:56,DISTRICT_HEADQUARTERS_HOSPITAL,SUBSTANCE_CONSULTATION,2,Synthetic Stimulants / MDMA / Meth,6
HLT-2026-00286,10,Krishnagiri,2025-12-03 04:30:38,LICENSED_REHAB_CENTER,WITHDRAWAL_ADMISSION,5,Opioid Analogues / Brown Sugar / Heroin,19
HLT-2026-00287,17,Chengalpattu,2025-07-17 07:45:28,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,3,Prescription Narcotics / Codeine / Alprazolam,21
HLT-2026-00288,27,Perambalur,2026-05-13 04:41:53,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,1,Commercial Ganja / Cannabis,6
HLT-2026-00289,15,Tenkasi,2026-01-08 07:51:02,LICENSED_REHAB_CENTER,TOXICOLOGY_SCREEN_AGGREGATE,6,Unclassified / Suspicious Substance,6
HLT-2026-00290,12,Thanjavur,2024-12-13 17:45:25,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,6,Unclassified / Suspicious Substance,17
