forecast_id,district_id,district_name,generated_at,target_horizon,forecast_risk_level,forecast_confidence,primary_contributing_factor,model_version,safeguard_disclaimer
FC-HIST-00001,1,Chennai,2024-11-07 09:53:20,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,90,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00296,7,Tiruppur,2025-09-25 11:14:00,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,86,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00297,17,Chengalpattu,2025-03-18 09:39:50,30_DAY_PREVENTIVE_ATTENTION,WATCH,73,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00298,33,Thiruvarur,2025-05-15 01:58:34,90_DAY_PREVENTIVE_ATTENTION,WATCH,81,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00299,3,Madurai,2025-02-08 17:04:29,30_DAY_PREVENTIVE_ATTENTION,INCREASING,75,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00300,16,Kancheepuram,2026-01-07 19:36:15,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,69,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00301,30,Ramanathapuram,2026-02-06 11:00:02,30_DAY_PREVENTIVE_ATTENTION,STABLE,86,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00302,8,Erode,2024-12-16 12:09:02,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,75,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00303,27,Perambalur,2025-11-28 16:23:50,30_DAY_PREVENTIVE_ATTENTION,WATCH,83,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00304,10,Krishnagiri,2026-03-10 21:33:23,30_DAY_PREVENTIVE_ATTENTION,WATCH,79,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00305,7,Tiruppur,2024-09-26 16:30:44,90_DAY_PREVENTIVE_ATTENTION,STABLE,70,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00306,12,Thanjavur,2024-11-26 21:20:10,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,82,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00307,35,Mayiladuthurai,2026-03-13 14:28:23,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,91,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00308,2,Coimbatore,2025-04-29 23:57:23,30_DAY_PREVENTIVE_ATTENTION,WATCH,92,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00309,8,Erode,2025-01-18 11:54:31,30_DAY_PREVENTIVE_ATTENTION,STABLE,72,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00310,30,Ramanathapuram,2025-06-10 00:47:38,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,92,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00311,35,Mayiladuthurai,2025-04-02 18:55:46,90_DAY_PREVENTIVE_ATTENTION,INCREASING,79,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00312,31,Virudhunagar,2025-10-22 14:21:24,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,90,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00313,13,Thoothukudi,2025-07-13 01:46:59,90_DAY_PREVENTIVE_ATTENTION,STABLE,71,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00314,30,Ramanathapuram,2025-07-11 00:58:39,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,88,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00315,8,Erode,2026-03-16 15:08:05,30_DAY_PREVENTIVE_ATTENTION,STABLE,70,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00316,20,Viluppuram,2025-10-03 17:06:17,90_DAY_PREVENTIVE_ATTENTION,WATCH,85,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00317,33,Thiruvarur,2025-10-11 04:39:38,90_DAY_PREVENTIVE_ATTENTION,INCREASING,74,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00318,3,Madurai,2025-01-12 03:26:57,90_DAY_PREVENTIVE_ATTENTION,INCREASING,87,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00319,18,Tiruvallur,2025-01-18 03:06:56,30_DAY_PREVENTIVE_ATTENTION,STABLE,71,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00320,28,Pudukkottai,2026-01-09 00:05:28,30_DAY_PREVENTIVE_ATTENTION,STABLE,92,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00321,7,Tiruppur,2024-11-14 03:43:47,90_DAY_PREVENTIVE_ATTENTION,STABLE,87,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00322,3,Madurai,2026-01-25 14:06:19,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,69,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00323,1,Chennai,2024-11-09 07:13:46,90_DAY_PREVENTIVE_ATTENTION,STABLE,82,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00324,5,Tiruchirappalli,2026-05-24 05:40:36,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,85,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00325,29,Sivaganga,2024-11-09 04:55:50,30_DAY_PREVENTIVE_ATTENTION,INCREASING,79,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00326,32,Theni,2025-10-04 20:51:20,30_DAY_PREVENTIVE_ATTENTION,INCREASING,92,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00327,9,Vellore,2025-12-03 22:40:16,30_DAY_PREVENTIVE_ATTENTION,STABLE,81,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00328,36,Ranipet,2026-05-03 19:46:58,90_DAY_PREVENTIVE_ATTENTION,STABLE,89,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00329,6,Tirunelveli,2026-01-30 04:23:02,90_DAY_PREVENTIVE_ATTENTION,WATCH,69,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00330,9,Vellore,2025-06-03 22:34:07,90_DAY_PREVENTIVE_ATTENTION,INCREASING,75,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00331,22,Dharmapuri,2025-03-03 10:58:12,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,90,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00332,10,Krishnagiri,2025-11-09 07:06:03,30_DAY_PREVENTIVE_ATTENTION,WATCH,75,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00333,31,Virudhunagar,2025-10-10 17:53:08,90_DAY_PREVENTIVE_ATTENTION,STABLE,71,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00334,34,Nagapattinam,2025-09-30 08:28:23,90_DAY_PREVENTIVE_ATTENTION,STABLE,85,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00335,20,Viluppuram,2025-01-02 12:34:02,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,68,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00336,28,Pudukkottai,2024-10-17 09:19:11,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,77,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00337,23,Namakkal,2025-06-10 04:21:04,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,73,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00338,19,Cuddalore,2025-09-26 18:38:05,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,71,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00339,8,Erode,2026-02-01 01:55:22,30_DAY_PREVENTIVE_ATTENTION,STABLE,68,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00340,13,Thoothukudi,2025-10-12 15:51:46,90_DAY_PREVENTIVE_ATTENTION,WATCH,85,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00341,28,Pudukkottai,2026-07-25 19:31:26,90_DAY_PREVENTIVE_ATTENTION,STABLE,89,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00342,29,Sivaganga,2026-07-08 05:00:53,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,77,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00343,30,Ramanathapuram,2025-07-19 08:35:21,30_DAY_PREVENTIVE_ATTENTION,WATCH,69,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00344,15,Tenkasi,2026-03-08 21:44:15,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,69,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00345,18,Tiruvallur,2025-07-05 07:58:42,30_DAY_PREVENTIVE_ATTENTION,STABLE,80,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00346,29,Sivaganga,2025-05-06 03:12:38,90_DAY_PREVENTIVE_ATTENTION,STABLE,88,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00347,32,Theni,2024-11-21 23:19:35,30_DAY_PREVENTIVE_ATTENTION,WATCH,87,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00348,22,Dharmapuri,2025-05-22 13:40:41,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,77,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00349,17,Chengalpattu,2026-06-17 04:04:01,30_DAY_PREVENTIVE_ATTENTION,WATCH,75,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00350,35,Mayiladuthurai,2026-03-03 08:44:22,90_DAY_PREVENTIVE_ATTENTION,STABLE,69,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00351,27,Perambalur,2024-11-12 11:16:05,90_DAY_PREVENTIVE_ATTENTION,STABLE,90,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00352,34,Nagapattinam,2026-06-26 08:01:29,30_DAY_PREVENTIVE_ATTENTION,INCREASING,76,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00353,20,Viluppuram,2026-06-30 06:14:18,30_DAY_PREVENTIVE_ATTENTION,STABLE,69,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00354,35,Mayiladuthurai,2024-09-20 06:47:16,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,69,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00355,21,Kallakurichi,2025-09-21 20:01:49,30_DAY_PREVENTIVE_ATTENTION,INCREASING,70,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00356,3,Madurai,2025-03-21 19:08:45,90_DAY_PREVENTIVE_ATTENTION,STABLE,85,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00357,5,Tiruchirappalli,2026-05-20 07:26:08,30_DAY_PREVENTIVE_ATTENTION,INCREASING,82,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00358,22,Dharmapuri,2026-01-10 18:53:06,90_DAY_PREVENTIVE_ATTENTION,WATCH,90,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00359,23,Namakkal,2025-06-17 02:03:47,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,70,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00360,34,Nagapattinam,2024-12-09 04:52:34,90_DAY_PREVENTIVE_ATTENTION,WATCH,70,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00361,22,Dharmapuri,2026-03-02 19:31:34,90_DAY_PREVENTIVE_ATTENTION,STABLE,89,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00362,23,Namakkal,2025-05-25 11:00:54,30_DAY_PREVENTIVE_ATTENTION,WATCH,72,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00363,30,Ramanathapuram,2026-06-03 17:32:37,30_DAY_PREVENTIVE_ATTENTION,INCREASING,75,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00364,19,Cuddalore,2024-10-15 03:13:22,90_DAY_PREVENTIVE_ATTENTION,STABLE,91,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00365,22,Dharmapuri,2026-07-08 20:43:16,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,82,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00366,13,Thoothukudi,2025-06-22 05:22:58,30_DAY_PREVENTIVE_ATTENTION,STABLE,81,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00367,17,Chengalpattu,2025-03-12 16:31:17,90_DAY_PREVENTIVE_ATTENTION,STABLE,91,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00368,32,Theni,2024-11-17 06:01:02,30_DAY_PREVENTIVE_ATTENTION,WATCH,91,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00369,4,Salem,2025-08-22 00:19:44,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,85,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00370,37,Tirupathur,2025-04-11 16:23:09,30_DAY_PREVENTIVE_ATTENTION,WATCH,78,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00371,26,Ariyalur,2025-05-02 16:00:14,90_DAY_PREVENTIVE_ATTENTION,WATCH,85,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00372,19,Cuddalore,2026-02-06 17:25:23,90_DAY_PREVENTIVE_ATTENTION,INCREASING,70,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00373,37,Tirupathur,2025-01-22 20:52:22,90_DAY_PREVENTIVE_ATTENTION,STABLE,68,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00374,21,Kallakurichi,2026-01-11 12:52:20,30_DAY_PREVENTIVE_ATTENTION,INCREASING,72,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00375,19,Cuddalore,2025-04-12 19:56:19,90_DAY_PREVENTIVE_ATTENTION,INCREASING,79,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00376,1,Chennai,2026-06-13 02:31:45,30_DAY_PREVENTIVE_ATTENTION,WATCH,89,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00377,8,Erode,2025-12-22 14:46:37,90_DAY_PREVENTIVE_ATTENTION,INCREASING,88,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00378,6,Tirunelveli,2025-03-05 15:23:47,90_DAY_PREVENTIVE_ATTENTION,STABLE,77,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00379,18,Tiruvallur,2026-08-14 21:53:30,30_DAY_PREVENTIVE_ATTENTION,WATCH,78,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00380,8,Erode,2025-10-23 15:56:45,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,75,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00381,27,Perambalur,2026-02-14 17:42:23,90_DAY_PREVENTIVE_ATTENTION,INCREASING,92,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00382,32,Theni,2026-05-10 14:54:04,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,74,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00383,31,Virudhunagar,2026-04-24 21:37:53,90_DAY_PREVENTIVE_ATTENTION,STABLE,91,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00384,19,Cuddalore,2025-04-12 10:31:55,90_DAY_PREVENTIVE_ATTENTION,WATCH,82,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00385,3,Madurai,2025-04-02 05:47:25,30_DAY_PREVENTIVE_ATTENTION,INCREASING,77,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00386,17,Chengalpattu,2026-07-22 00:11:34,30_DAY_PREVENTIVE_ATTENTION,INCREASING,89,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00387,8,Erode,2025-04-27 13:09:40,30_DAY_PREVENTIVE_ATTENTION,STABLE,86,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00388,31,Virudhunagar,2024-12-28 16:36:09,30_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,68,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00389,5,Tiruchirappalli,2024-11-17 13:15:14,90_DAY_PREVENTIVE_ATTENTION,HIGH PREVENTIVE ATTENTION,78,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00390,36,Ranipet,2026-02-05 06:34:09,90_DAY_PREVENTIVE_ATTENTION,INCREASING,80,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00391,22,Dharmapuri,2024-09-20 01:05:26,90_DAY_PREVENTIVE_ATTENTION,WATCH,74,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00392,18,Tiruvallur,2025-07-03 04:44:03,90_DAY_PREVENTIVE_ATTENTION,INCREASING,89,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00393,29,Sivaganga,2025-03-28 03:41:40,90_DAY_PREVENTIVE_ATTENTION,INCREASING,70,HIGHWAY_CHECKPOST_ACCELERATION,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00394,29,Sivaganga,2025-10-07 18:05:54,30_DAY_PREVENTIVE_ATTENTION,WATCH,91,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00395,11,Dindigul,2025-03-12 00:59:55,30_DAY_PREVENTIVE_ATTENTION,WATCH,92,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00396,25,Karur,2025-04-12 03:23:03,90_DAY_PREVENTIVE_ATTENTION,STABLE,68,CAMPUS_SECTOR_MICRO_CLUSTER,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
FC-HIST-00397,37,Tirupathur,2025-05-04 06:49:42,90_DAY_PREVENTIVE_ATTENTION,INCREASING,92,INTERSTATE_FREIGHT_DISCREPANCY,NARVEX_TEMPORAL_BAYES_V2.1,Preventive attention priority indicator only; not criminal proof.
