report_id,anonymous_token,received_at,district_id,district_name,taluk_id,taluk_name,locality_id,locality_name,signal_type,drug_category,description,source_channel,verification_status,processing_status,duplicate_group_id,risk_relevance,confidence_score,is_first_time_signal
CR-2026-00344,ANON-TN-9166F943D2,2025-04-22 19:13:00,38,Tiruvannamalai,150,Tiruvannamalai North,374,Tiruvannamalai West Market,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Tiruvannamalai West Market locality in Tiruvannamalai.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-193,HIGH,73,0
CR-2026-00345,ANON-TN-709FC5C9C8,2024-12-12 17:58:11,3,Madurai,11,Madurai East,29,Madurai East Bypass Hub,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Madurai East Bypass Hub locality in Madurai.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-318,MEDIUM,70,0
CR-2026-00346,ANON-TN-D1AE28E112,2026-07-14 10:29:24,2,Coimbatore,8,Coimbatore East,16,Coimbatore North Market,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Coimbatore North Market locality in Coimbatore.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-375,LOW,90,0
CR-2026-00347,ANON-TN-BB87E8FE02,2025-01-08 06:22:28,31,Virudhunagar,123,Virudhunagar South,309,Virudhunagar Rural Market,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Virudhunagar Rural Market locality in Virudhunagar.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-43,MEDIUM,87,0
CR-2026-00348,ANON-TN-B75EE1BFB6,2024-09-24 07:55:51,1,Chennai,5,Chennai Rural,9,Chennai West Sector A,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Chennai West Sector A locality in Chennai.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-7,HIGH,65,1
CR-2026-00349,ANON-TN-41E2ADF458,2026-01-03 03:54:28,20,Viluppuram,80,Viluppuram North,205,Viluppuram East Market,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Viluppuram East Market locality in Viluppuram.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-54,LOW,91,0
CR-2026-00350,ANON-TN-037CF61ED0,2025-06-24 14:09:21,2,Coimbatore,7,Coimbatore South,15,Coimbatore North Sector A,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Coimbatore North Sector A locality in Coimbatore.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-360,MEDIUM,60,0
CR-2026-00351,ANON-TN-355FF848EF,2025-03-06 01:45:31,7,Tiruppur,28,Tiruppur East,63,Tiruppur North Sector A,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Tiruppur North Sector A locality in Tiruppur.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-303,HIGH,92,0
CR-2026-00352,ANON-TN-CF3E891C91,2025-01-12 03:40:21,10,Krishnagiri,40,Krishnagiri East,94,Krishnagiri North Market,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Krishnagiri North Market locality in Krishnagiri.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-282,MEDIUM,92,0
CR-2026-00353,ANON-TN-650E8CA885,2025-06-23 21:08:33,7,Tiruppur,26,Tiruppur North,66,Tiruppur South Market,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Tiruppur South Market locality in Tiruppur.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-112,LOW,63,0
CR-2026-00354,ANON-TN-2D2B554D3E,2025-06-28 10:49:28,25,Karur,101,Karur South,250,Karur East Sector A,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Karur East Sector A locality in Karur.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-185,LOW,72,0
CR-2026-00355,ANON-TN-47FA2EF247,2025-04-02 15:59:16,11,Dindigul,43,Dindigul North,109,Dindigul North Bypass Hub,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Dindigul North Bypass Hub locality in Dindigul.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-129,HIGH,72,0
CR-2026-00356,ANON-TN-28DE7BC2B5,2025-03-25 13:13:21,16,Kancheepuram,66,Kancheepuram Rural,157,Kancheepuram South Market,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Kancheepuram South Market locality in Kancheepuram.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-125,HIGH,77,0
CR-2026-00357,ANON-TN-4AC8F8D742,2025-03-22 21:35:07,24,Nilgiris,96,Nilgiris North,243,Nilgiris West Sector A,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Nilgiris West Sector A locality in Nilgiris.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-131,LOW,59,0
CR-2026-00358,ANON-TN-501B60247D,2024-11-09 23:06:11,12,Thanjavur,47,Thanjavur South,120,Thanjavur East Sector A,HEALTH_EMERGENCY,COMMERCIAL_GANJA,Anonymous observation reported near Thanjavur East Sector A locality in Thanjavur.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-310,LOW,69,0
CR-2026-00359,ANON-TN-EE87A610E4,2025-05-04 23:50:48,36,Ranipet,146,Ranipet East,357,Ranipet East Sector A,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Ranipet East Sector A locality in Ranipet.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-96,LOW,77,1
CR-2026-00360,ANON-TN-CE3FB08EDA,2025-07-22 07:56:41,29,Sivaganga,116,Sivaganga East,285,Sivaganga East Sector A,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Sivaganga East Sector A locality in Sivaganga.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-325,MEDIUM,72,0
CR-2026-00361,ANON-TN-94C23DE3E1,2025-12-29 05:04:57,17,Chengalpattu,69,Chengalpattu East,165,Chengalpattu North Sector A,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Chengalpattu North Sector A locality in Chengalpattu.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-99,HIGH,63,0
CR-2026-00362,ANON-TN-70057F9F47,2026-07-28 13:24:09,37,Tirupathur,148,Tirupathur South,360,Tirupathur North Market,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tirupathur North Market locality in Tirupathur.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-387,HIGH,60,0
CR-2026-00363,ANON-TN-4C4BB2695C,2025-04-27 00:16:16,3,Madurai,12,Madurai West,23,Madurai North Market,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Madurai North Market locality in Madurai.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-83,HIGH,83,0
CR-2026-00364,ANON-TN-49A4AA8332,2025-03-06 15:03:57,4,Salem,13,Salem North,32,Salem North Sector A,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Salem North Sector A locality in Salem.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-25,MEDIUM,72,0
CR-2026-00365,ANON-TN-7716A91A91,2025-10-17 03:43:42,13,Thoothukudi,52,Thoothukudi West,131,Thoothukudi Rural Sector A,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Thoothukudi Rural Sector A locality in Thoothukudi.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-145,LOW,84,0
CR-2026-00366,ANON-TN-861D3A036A,2025-10-04 00:54:18,22,Dharmapuri,90,Dharmapuri East,221,Dharmapuri South Sector A,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Dharmapuri South Sector A locality in Dharmapuri.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-192,LOW,85,0
CR-2026-00367,ANON-TN-B165D6FF27,2024-11-06 08:59:23,37,Tirupathur,148,Tirupathur South,365,Tirupathur East Market,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Tirupathur East Market locality in Tirupathur.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-237,HIGH,66,0
CR-2026-00368,ANON-TN-8713CC0C0B,2024-09-28 17:48:49,27,Perambalur,109,Perambalur South,272,Perambalur East Bypass Hub,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Perambalur East Bypass Hub locality in Perambalur.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-46,MEDIUM,72,0
CR-2026-00369,ANON-TN-834CF69607,2025-09-02 23:25:54,1,Chennai,3,Chennai East,11,Chennai West Bypass Hub,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Chennai West Bypass Hub locality in Chennai.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-266,MEDIUM,56,0
CR-2026-00370,ANON-TN-F321C159B8,2026-04-11 13:25:43,24,Nilgiris,96,Nilgiris North,239,Nilgiris South Market,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Nilgiris South Market locality in Nilgiris.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-24,MEDIUM,85,0
CR-2026-00371,ANON-TN-D603369806,2025-02-23 22:40:32,1,Chennai,5,Chennai Rural,12,Chennai Rural Sector A,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Chennai Rural Sector A locality in Chennai.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-88,LOW,68,0
CR-2026-00372,ANON-TN-9AD9B61FD9,2026-01-06 07:30:49,18,Tiruvallur,73,Tiruvallur South,184,Tiruvallur East Bypass Hub,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Tiruvallur East Bypass Hub locality in Tiruvallur.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-293,MEDIUM,64,0
CR-2026-00373,ANON-TN-CDFBA0C4A6,2024-12-09 13:48:01,6,Tirunelveli,24,Tirunelveli South,58,Tirunelveli South Market,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Tirunelveli South Market locality in Tirunelveli.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-374,MEDIUM,92,0
CR-2026-00374,ANON-TN-462DDD6FB9,2025-10-16 04:12:14,28,Pudukkottai,113,Pudukkottai East,276,Pudukkottai South Market,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Pudukkottai South Market locality in Pudukkottai.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-392,LOW,59,1
CR-2026-00375,ANON-TN-E8C949AD65,2024-11-15 12:15:04,22,Dharmapuri,90,Dharmapuri East,220,Dharmapuri North Market,HEALTH_EMERGENCY,UNKNOWN_CONTRABAND,Anonymous observation reported near Dharmapuri North Market locality in Dharmapuri.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-170,HIGH,60,1
CR-2026-00376,ANON-TN-8C65ED0362,2026-04-10 07:07:10,11,Dindigul,45,Dindigul East,113,Dindigul East Market,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Dindigul East Market locality in Dindigul.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-335,MEDIUM,83,0
CR-2026-00377,ANON-TN-2B08E036A1,2025-11-07 13:28:53,38,Tiruvannamalai,152,Tiruvannamalai East,368,Tiruvannamalai South Sector A,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Tiruvannamalai South Sector A locality in Tiruvannamalai.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-111,MEDIUM,84,1
CR-2026-00378,ANON-TN-05292BC308,2026-02-11 11:12:10,20,Viluppuram,81,Viluppuram South,201,Viluppuram North Market,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Viluppuram North Market locality in Viluppuram.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-48,HIGH,56,0
CR-2026-00379,ANON-TN-62609FC3D2,2026-02-16 11:22:48,2,Coimbatore,8,Coimbatore East,21,Coimbatore East Market,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Coimbatore East Market locality in Coimbatore.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-47,HIGH,67,0
CR-2026-00380,ANON-TN-CE52794665,2024-12-24 04:24:31,10,Krishnagiri,41,Krishnagiri West,102,Krishnagiri West Market,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Krishnagiri West Market locality in Krishnagiri.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-114,LOW,77,0
CR-2026-00381,ANON-TN-4D9FCE5669,2025-07-20 15:27:40,23,Namakkal,94,Namakkal East,235,Namakkal West Market,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Namakkal West Market locality in Namakkal.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-61,LOW,86,0
CR-2026-00382,ANON-TN-82C6FAEF4A,2025-10-31 21:22:57,22,Dharmapuri,88,Dharmapuri North,225,Dharmapuri West Sector A,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Dharmapuri West Sector A locality in Dharmapuri.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-242,LOW,83,0
CR-2026-00383,ANON-TN-7FC1E65EF4,2024-09-28 23:59:49,24,Nilgiris,96,Nilgiris North,244,Nilgiris West Market,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Nilgiris West Market locality in Nilgiris.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-165,MEDIUM,87,0
CR-2026-00384,ANON-TN-F6023F1108,2026-02-23 12:30:54,18,Tiruvallur,73,Tiruvallur South,181,Tiruvallur South Bypass Hub,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Tiruvallur South Bypass Hub locality in Tiruvallur.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-206,MEDIUM,55,0
CR-2026-00385,ANON-TN-25FA25069B,2026-02-15 16:46:43,7,Tiruppur,27,Tiruppur South,63,Tiruppur North Sector A,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Tiruppur North Sector A locality in Tiruppur.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-163,HIGH,91,0
CR-2026-00386,ANON-TN-04288BA003,2025-10-28 18:15:36,6,Tirunelveli,23,Tirunelveli North,56,Tirunelveli North Market,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Tirunelveli North Market locality in Tirunelveli.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-335,MEDIUM,86,0
CR-2026-00387,ANON-TN-740284A397,2025-07-17 13:22:14,3,Madurai,10,Madurai South,22,Madurai North Sector A,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Madurai North Sector A locality in Madurai.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-1,MEDIUM,87,0
CR-2026-00388,ANON-TN-1F7865BAA7,2026-06-28 06:44:36,22,Dharmapuri,88,Dharmapuri North,222,Dharmapuri South Market,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Dharmapuri South Market locality in Dharmapuri.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-47,MEDIUM,72,0
CR-2026-00389,ANON-TN-367E6D9AB9,2025-09-02 22:27:09,37,Tirupathur,147,Tirupathur North,365,Tirupathur East Market,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tirupathur East Market locality in Tirupathur.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-185,HIGH,65,0
CR-2026-00390,ANON-TN-7172540AAC,2024-10-19 23:29:45,9,Vellore,36,Vellore West,85,Vellore South Bypass Hub,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Vellore South Bypass Hub locality in Vellore.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-77,HIGH,56,0
CR-2026-00391,ANON-TN-D5905B071D,2026-03-15 07:22:39,11,Dindigul,43,Dindigul North,108,Dindigul North Market,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Dindigul North Market locality in Dindigul.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-61,MEDIUM,87,0
CR-2026-00392,ANON-TN-1C5528C10A,2025-02-15 01:14:45,14,Kanniyakumari,56,Kanniyakumari East,143,Kanniyakumari West Market,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Kanniyakumari West Market locality in Kanniyakumari.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-59,HIGH,80,0
CR-2026-00393,ANON-TN-A022E22E78,2024-11-10 17:22:43,26,Ariyalur,104,Ariyalur North,263,Ariyalur West Sector A,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Ariyalur West Sector A locality in Ariyalur.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-58,LOW,89,0
CR-2026-00394,ANON-TN-B39A8BC312,2025-03-01 22:41:24,24,Nilgiris,98,Nilgiris East,243,Nilgiris West Sector A,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Nilgiris West Sector A locality in Nilgiris.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-108,LOW,81,0
CR-2026-00395,ANON-TN-C30B80C84F,2026-05-12 09:27:45,29,Sivaganga,114,Sivaganga North,285,Sivaganga East Sector A,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Sivaganga East Sector A locality in Sivaganga.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-196,MEDIUM,83,0
CR-2026-00396,ANON-TN-387C0B04C2,2025-11-08 12:12:11,18,Tiruvallur,73,Tiruvallur South,183,Tiruvallur East Market,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tiruvallur East Market locality in Tiruvallur.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-332,MEDIUM,61,0
CR-2026-00397,ANON-TN-9410E78D96,2025-04-26 23:17:34,14,Kanniyakumari,54,Kanniyakumari North,142,Kanniyakumari West Sector A,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Kanniyakumari West Sector A locality in Kanniyakumari.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-318,LOW,58,0
CR-2026-00398,ANON-TN-B391AF4AE2,2025-12-19 06:46:54,10,Krishnagiri,38,Krishnagiri North,101,Krishnagiri West Sector A,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Krishnagiri West Sector A locality in Krishnagiri.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-8,LOW,72,0
CR-2026-00399,ANON-TN-F8C1AD2F28,2024-10-14 16:18:18,11,Dindigul,43,Dindigul North,109,Dindigul North Bypass Hub,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Dindigul North Bypass Hub locality in Dindigul.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-190,MEDIUM,92,0
CR-2026-00400,ANON-TN-D4967A59F4,2025-12-31 06:45:50,38,Tiruvannamalai,152,Tiruvannamalai East,373,Tiruvannamalai West Sector A,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Tiruvannamalai West Sector A locality in Tiruvannamalai.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-103,HIGH,73,0
CR-2026-00401,ANON-TN-6AD7BD74CC,2025-11-28 07:21:10,31,Virudhunagar,123,Virudhunagar South,308,Virudhunagar Rural Sector A,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Virudhunagar Rural Sector A locality in Virudhunagar.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-105,LOW,56,0
CR-2026-00402,ANON-TN-BFBF1B9A6D,2025-03-29 08:12:53,11,Dindigul,45,Dindigul East,108,Dindigul North Market,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Dindigul North Market locality in Dindigul.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-319,HIGH,81,0
CR-2026-00403,ANON-TN-AF68590934,2025-02-27 16:54:14,15,Tenkasi,59,Tenkasi North,148,Tenkasi North Bypass Hub,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Tenkasi North Bypass Hub locality in Tenkasi.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-260,HIGH,70,0
CR-2026-00404,ANON-TN-14AF5F8A66,2025-04-13 11:55:02,23,Namakkal,95,Namakkal West,227,Namakkal North Sector A,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Namakkal North Sector A locality in Namakkal.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-382,HIGH,56,1
CR-2026-00405,ANON-TN-DBCE113BC0,2026-05-25 05:40:01,5,Tiruchirappalli,22,Tiruchirappalli Rural,51,Tiruchirappalli West Sector A,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Tiruchirappalli West Sector A locality in Tiruchirappalli.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-80,LOW,71,1
CR-2026-00406,ANON-TN-14C7A8EAF2,2025-06-20 18:17:07,32,Theni,129,Theni East,313,Theni South Market,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Theni South Market locality in Theni.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-231,HIGH,81,0
CR-2026-00407,ANON-TN-6D37E0B222,2026-04-09 21:13:49,27,Perambalur,109,Perambalur South,268,Perambalur South Market,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Perambalur South Market locality in Perambalur.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-225,HIGH,75,0
CR-2026-00408,ANON-TN-8C211175A8,2026-04-02 22:28:18,33,Thiruvarur,133,Thiruvarur South,323,Thiruvarur North Sector A,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Thiruvarur North Sector A locality in Thiruvarur.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-315,MEDIUM,69,0
CR-2026-00409,ANON-TN-F9AA0E20B5,2025-12-26 01:09:10,15,Tenkasi,60,Tenkasi South,152,Tenkasi East Market,HEALTH_EMERGENCY,UNKNOWN_CONTRABAND,Anonymous observation reported near Tenkasi East Market locality in Tenkasi.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-40,MEDIUM,86,0
CR-2026-00410,ANON-TN-274A055FE3,2025-07-09 17:28:37,2,Coimbatore,8,Coimbatore East,17,Coimbatore North Bypass Hub,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Coimbatore North Bypass Hub locality in Coimbatore.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-361,LOW,69,0
CR-2026-00411,ANON-TN-496E1849EF,2025-10-23 20:22:59,9,Vellore,35,Vellore East,89,Vellore West Market,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Vellore West Market locality in Vellore.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-91,MEDIUM,59,0
CR-2026-00412,ANON-TN-A55541A65B,2025-02-22 07:42:11,13,Thoothukudi,50,Thoothukudi South,131,Thoothukudi Rural Sector A,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Thoothukudi Rural Sector A locality in Thoothukudi.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-119,LOW,81,0
CR-2026-00413,ANON-TN-E02537DFC4,2025-10-26 19:49:39,19,Cuddalore,76,Cuddalore South,188,Cuddalore South Sector A,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Cuddalore South Sector A locality in Cuddalore.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-309,HIGH,56,0
CR-2026-00414,ANON-TN-B9F39181FF,2025-12-09 10:45:41,8,Erode,29,Erode North,76,Erode East Market,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Erode East Market locality in Erode.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-96,LOW,62,0
CR-2026-00415,ANON-TN-F700AC970B,2026-05-15 12:55:04,28,Pudukkottai,113,Pudukkottai East,275,Pudukkottai South Sector A,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Pudukkottai South Sector A locality in Pudukkottai.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-32,LOW,75,0
CR-2026-00416,ANON-TN-1D1DD99F59,2025-08-09 06:08:46,35,Mayiladuthurai,143,Mayiladuthurai West,345,Mayiladuthurai South Sector A,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Mayiladuthurai South Sector A locality in Mayiladuthurai.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-10,MEDIUM,85,0
CR-2026-00417,ANON-TN-B492D86CFA,2025-03-04 20:27:46,29,Sivaganga,116,Sivaganga East,286,Sivaganga East Market,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Sivaganga East Market locality in Sivaganga.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-169,HIGH,69,0
CR-2026-00418,ANON-TN-CEFA4C4780,2026-08-11 02:30:05,3,Madurai,9,Madurai North,25,Madurai South Market,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Madurai South Market locality in Madurai.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-350,LOW,84,0
CR-2026-00419,ANON-TN-7FA9BE2BF0,2025-08-17 15:37:24,9,Vellore,36,Vellore West,83,Vellore South Sector A,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Vellore South Sector A locality in Vellore.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-125,HIGH,58,1
CR-2026-00420,ANON-TN-42C7170B66,2025-11-10 07:34:24,36,Ranipet,146,Ranipet East,353,Ranipet North Market,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Ranipet North Market locality in Ranipet.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-202,HIGH,62,0
CR-2026-00421,ANON-TN-1FB3F0E158,2025-10-12 22:36:53,28,Pudukkottai,113,Pudukkottai East,273,Pudukkottai North Sector A,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Pudukkottai North Sector A locality in Pudukkottai.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-10,LOW,78,0
