id,district_id,district_name,drug_category,timestamp,suspected_channel,volume_index,confidence_score
CAT-SIG-00211,14,Kanniyakumari,SYNTHETIC_MDMA,2025-06-13 19:14:33,PARCEL_COURIER,26,93
CAT-SIG-00212,11,Dindigul,CHEMICAL_PRECURSORS,2025-12-18 14:24:47,RETAIL_PEDDLING,44,89
CAT-SIG-00213,13,Thoothukudi,COMMERCIAL_GANJA,2026-02-02 06:01:55,PARCEL_COURIER,41,84
CAT-SIG-00214,27,Perambalur,SYNTHETIC_MDMA,2024-11-25 14:36:31,HIGHWAY_LOGISTICS,9,87
CAT-SIG-00215,29,Sivaganga,COMMERCIAL_GANJA,2025-02-02 18:13:54,HIGHWAY_LOGISTICS,29,94
CAT-SIG-00216,7,Tiruppur,UNKNOWN_CONTRABAND,2025-12-17 10:34:40,PARCEL_COURIER,9,90
CAT-SIG-00217,3,Madurai,CHEMICAL_PRECURSORS,2025-05-28 08:28:33,RETAIL_PEDDLING,14,87
CAT-SIG-00218,36,Ranipet,SYNTHETIC_MDMA,2025-08-22 19:46:01,PARCEL_COURIER,37,61
CAT-SIG-00219,18,Tiruvallur,CHEMICAL_PRECURSORS,2025-05-24 08:03:14,RETAIL_PEDDLING,37,69
CAT-SIG-00220,11,Dindigul,CHEMICAL_PRECURSORS,2024-10-30 05:50:25,PHARMACY_DIVERSION,43,68
CAT-SIG-00221,5,Tiruchirappalli,COMMERCIAL_GANJA,2025-04-01 11:35:09,HIGHWAY_LOGISTICS,36,80
CAT-SIG-00222,35,Mayiladuthurai,OPIOID_ANALOGUES,2026-07-18 16:10:11,PARCEL_COURIER,24,67
CAT-SIG-00223,34,Nagapattinam,SYNTHETIC_MDMA,2025-08-20 19:43:41,RETAIL_PEDDLING,14,87
CAT-SIG-00224,7,Tiruppur,PRESCRIPTION_NARCOTICS,2025-03-20 16:54:47,HIGHWAY_LOGISTICS,31,69
CAT-SIG-00225,30,Ramanathapuram,SYNTHETIC_MDMA,2026-04-13 21:47:42,PARCEL_COURIER,36,74
CAT-SIG-00226,38,Tiruvannamalai,PRESCRIPTION_NARCOTICS,2026-07-05 06:55:29,HIGHWAY_LOGISTICS,34,90
CAT-SIG-00227,1,Chennai,CHEMICAL_PRECURSORS,2026-03-20 12:49:47,RETAIL_PEDDLING,15,87
CAT-SIG-00228,12,Thanjavur,PRESCRIPTION_NARCOTICS,2025-04-11 12:57:00,PHARMACY_DIVERSION,30,71
CAT-SIG-00229,13,Thoothukudi,SYNTHETIC_MDMA,2025-09-05 01:26:18,PARCEL_COURIER,20,67
CAT-SIG-00230,11,Dindigul,UNKNOWN_CONTRABAND,2026-05-10 15:04:41,HIGHWAY_LOGISTICS,34,68
CAT-SIG-00231,26,Ariyalur,OPIOID_ANALOGUES,2026-02-08 22:43:34,PHARMACY_DIVERSION,18,72
CAT-SIG-00232,2,Coimbatore,PRESCRIPTION_NARCOTICS,2025-10-01 12:32:22,PARCEL_COURIER,36,95
CAT-SIG-00233,11,Dindigul,CHEMICAL_PRECURSORS,2026-07-05 04:32:50,RETAIL_PEDDLING,41,61
CAT-SIG-00234,16,Kancheepuram,OPIOID_ANALOGUES,2025-04-11 15:59:46,RETAIL_PEDDLING,21,82
CAT-SIG-00235,36,Ranipet,PRESCRIPTION_NARCOTICS,2026-03-27 23:17:37,HIGHWAY_LOGISTICS,19,92
CAT-SIG-00236,29,Sivaganga,UNKNOWN_CONTRABAND,2026-05-19 22:15:37,HIGHWAY_LOGISTICS,40,69
CAT-SIG-00237,3,Madurai,PRESCRIPTION_NARCOTICS,2025-10-27 19:36:38,PHARMACY_DIVERSION,24,72
CAT-SIG-00238,36,Ranipet,SYNTHETIC_MDMA,2024-10-03 21:54:59,PARCEL_COURIER,36,68
CAT-SIG-00239,12,Thanjavur,PRESCRIPTION_NARCOTICS,2025-10-07 04:06:08,PHARMACY_DIVERSION,25,61
CAT-SIG-00240,29,Sivaganga,CHEMICAL_PRECURSORS,2024-11-02 00:01:05,PHARMACY_DIVERSION,29,95
CAT-SIG-00241,12,Thanjavur,UNKNOWN_CONTRABAND,2025-09-03 03:55:30,RETAIL_PEDDLING,30,82
CAT-SIG-00242,3,Madurai,UNKNOWN_CONTRABAND,2025-01-23 15:24:19,PHARMACY_DIVERSION,21,68
CAT-SIG-00243,10,Krishnagiri,SYNTHETIC_MDMA,2026-02-09 20:07:58,RETAIL_PEDDLING,19,61
CAT-SIG-00244,36,Ranipet,UNKNOWN_CONTRABAND,2024-10-20 02:45:46,PHARMACY_DIVERSION,23,70
CAT-SIG-00245,26,Ariyalur,UNKNOWN_CONTRABAND,2024-11-10 20:00:38,RETAIL_PEDDLING,17,60
CAT-SIG-00246,9,Vellore,SYNTHETIC_MDMA,2024-12-06 17:52:13,PHARMACY_DIVERSION,14,90
CAT-SIG-00247,23,Namakkal,PRESCRIPTION_NARCOTICS,2026-03-22 16:39:53,PHARMACY_DIVERSION,11,73
CAT-SIG-00248,38,Tiruvannamalai,UNKNOWN_CONTRABAND,2025-01-10 01:44:24,PARCEL_COURIER,6,80
CAT-SIG-00249,38,Tiruvannamalai,COMMERCIAL_GANJA,2026-03-28 20:33:49,RETAIL_PEDDLING,6,72
CAT-SIG-00250,6,Tirunelveli,UNKNOWN_CONTRABAND,2026-07-15 21:53:28,HIGHWAY_LOGISTICS,28,70
CAT-SIG-00251,32,Theni,COMMERCIAL_GANJA,2025-12-10 20:45:17,PHARMACY_DIVERSION,18,79
CAT-SIG-00252,34,Nagapattinam,OPIOID_ANALOGUES,2025-06-28 00:43:03,HIGHWAY_LOGISTICS,13,69
CAT-SIG-00253,23,Namakkal,PRESCRIPTION_NARCOTICS,2024-10-28 20:22:58,PHARMACY_DIVERSION,37,66
CAT-SIG-00254,7,Tiruppur,SYNTHETIC_MDMA,2026-03-25 16:37:52,PARCEL_COURIER,38,76
CAT-SIG-00255,25,Karur,UNKNOWN_CONTRABAND,2024-09-30 15:36:54,PARCEL_COURIER,21,91
CAT-SIG-00256,2,Coimbatore,PRESCRIPTION_NARCOTICS,2025-06-07 03:54:39,PHARMACY_DIVERSION,25,72
CAT-SIG-00257,21,Kallakurichi,OPIOID_ANALOGUES,2024-10-11 10:11:10,RETAIL_PEDDLING,20,76
CAT-SIG-00258,13,Thoothukudi,SYNTHETIC_MDMA,2025-04-04 21:36:23,PHARMACY_DIVERSION,43,83
CAT-SIG-00259,37,Tirupathur,CHEMICAL_PRECURSORS,2026-07-21 19:51:01,RETAIL_PEDDLING,29,69
CAT-SIG-00260,12,Thanjavur,PRESCRIPTION_NARCOTICS,2026-06-24 02:58:12,PARCEL_COURIER,13,73
CAT-SIG-00261,14,Kanniyakumari,UNKNOWN_CONTRABAND,2025-06-19 06:30:54,PHARMACY_DIVERSION,7,77
CAT-SIG-00262,33,Thiruvarur,OPIOID_ANALOGUES,2025-10-28 21:11:08,HIGHWAY_LOGISTICS,33,95
CAT-SIG-00263,1,Chennai,COMMERCIAL_GANJA,2025-12-01 10:36:13,PHARMACY_DIVERSION,36,91
CAT-SIG-00264,6,Tirunelveli,PRESCRIPTION_NARCOTICS,2026-02-13 01:03:15,PARCEL_COURIER,6,69
CAT-SIG-00265,20,Viluppuram,PRESCRIPTION_NARCOTICS,2024-10-25 18:06:13,RETAIL_PEDDLING,35,73
CAT-SIG-00266,30,Ramanathapuram,OPIOID_ANALOGUES,2026-08-08 00:40:07,PHARMACY_DIVERSION,32,72
CAT-SIG-00267,9,Vellore,OPIOID_ANALOGUES,2025-07-05 23:50:24,PHARMACY_DIVERSION,17,70
CAT-SIG-00268,25,Karur,PRESCRIPTION_NARCOTICS,2026-03-14 11:58:14,RETAIL_PEDDLING,43,68
CAT-SIG-00269,13,Thoothukudi,SYNTHETIC_MDMA,2026-05-24 16:53:15,PARCEL_COURIER,45,86
CAT-SIG-00270,38,Tiruvannamalai,UNKNOWN_CONTRABAND,2026-07-25 08:42:06,HIGHWAY_LOGISTICS,38,70
CAT-SIG-00271,6,Tirunelveli,COMMERCIAL_GANJA,2026-01-22 04:23:50,HIGHWAY_LOGISTICS,33,88
CAT-SIG-00272,8,Erode,UNKNOWN_CONTRABAND,2025-03-22 09:21:44,HIGHWAY_LOGISTICS,36,89
CAT-SIG-00273,10,Krishnagiri,CHEMICAL_PRECURSORS,2024-11-27 10:38:34,RETAIL_PEDDLING,21,81
CAT-SIG-00274,3,Madurai,PRESCRIPTION_NARCOTICS,2025-02-27 00:21:18,PARCEL_COURIER,27,64
CAT-SIG-00275,32,Theni,UNKNOWN_CONTRABAND,2025-04-06 12:25:45,PHARMACY_DIVERSION,7,82
CAT-SIG-00276,34,Nagapattinam,UNKNOWN_CONTRABAND,2025-11-17 10:15:45,PARCEL_COURIER,40,80
CAT-SIG-00277,37,Tirupathur,UNKNOWN_CONTRABAND,2026-05-11 04:11:58,PARCEL_COURIER,13,62
CAT-SIG-00278,25,Karur,PRESCRIPTION_NARCOTICS,2025-09-10 11:31:43,PARCEL_COURIER,9,65
CAT-SIG-00279,18,Tiruvallur,PRESCRIPTION_NARCOTICS,2025-08-13 19:13:58,RETAIL_PEDDLING,30,62
CAT-SIG-00280,21,Kallakurichi,CHEMICAL_PRECURSORS,2026-03-27 12:10:01,PARCEL_COURIER,39,72
CAT-SIG-00281,10,Krishnagiri,OPIOID_ANALOGUES,2025-01-18 07:27:22,RETAIL_PEDDLING,26,85
CAT-SIG-00282,27,Perambalur,OPIOID_ANALOGUES,2025-08-27 15:38:20,PHARMACY_DIVERSION,9,60
CAT-SIG-00283,9,Vellore,CHEMICAL_PRECURSORS,2025-03-19 06:42:15,PHARMACY_DIVERSION,38,82
CAT-SIG-00284,31,Virudhunagar,COMMERCIAL_GANJA,2025-09-13 16:42:54,RETAIL_PEDDLING,16,78
CAT-SIG-00285,29,Sivaganga,UNKNOWN_CONTRABAND,2025-02-17 05:10:12,PARCEL_COURIER,38,80
CAT-SIG-00286,14,Kanniyakumari,UNKNOWN_CONTRABAND,2024-11-05 18:45:47,PARCEL_COURIER,40,60
CAT-SIG-00287,19,Cuddalore,OPIOID_ANALOGUES,2025-06-13 03:30:03,HIGHWAY_LOGISTICS,20,81
CAT-SIG-00288,37,Tirupathur,OPIOID_ANALOGUES,2025-10-27 01:38:36,RETAIL_PEDDLING,5,87
CAT-SIG-00289,4,Salem,UNKNOWN_CONTRABAND,2026-06-23 17:12:04,PARCEL_COURIER,19,72
CAT-SIG-00290,2,Coimbatore,CHEMICAL_PRECURSORS,2025-03-11 14:38:37,RETAIL_PEDDLING,9,83
CAT-SIG-00291,35,Mayiladuthurai,SYNTHETIC_MDMA,2026-01-02 14:17:03,RETAIL_PEDDLING,34,64
CAT-SIG-00292,8,Erode,COMMERCIAL_GANJA,2025-10-01 23:06:16,PARCEL_COURIER,27,93
CAT-SIG-00293,3,Madurai,UNKNOWN_CONTRABAND,2025-06-11 02:05:44,PHARMACY_DIVERSION,29,73
CAT-SIG-00294,16,Kancheepuram,SYNTHETIC_MDMA,2026-05-26 21:11:54,RETAIL_PEDDLING,19,73
CAT-SIG-00295,2,Coimbatore,PRESCRIPTION_NARCOTICS,2025-06-26 13:35:27,RETAIL_PEDDLING,21,90
CAT-SIG-00296,23,Namakkal,COMMERCIAL_GANJA,2026-05-07 16:18:40,PHARMACY_DIVERSION,13,68
CAT-SIG-00297,18,Tiruvallur,COMMERCIAL_GANJA,2024-10-14 05:07:59,RETAIL_PEDDLING,11,94
CAT-SIG-00298,20,Viluppuram,OPIOID_ANALOGUES,2026-04-27 18:19:32,PHARMACY_DIVERSION,24,70
CAT-SIG-00299,25,Karur,COMMERCIAL_GANJA,2025-11-21 20:35:25,RETAIL_PEDDLING,27,68
CAT-SIG-00300,28,Pudukkottai,CHEMICAL_PRECURSORS,2025-03-06 14:30:27,PARCEL_COURIER,10,70
CAT-SIG-00301,4,Salem,OPIOID_ANALOGUES,2024-11-01 15:05:44,RETAIL_PEDDLING,33,81
CAT-SIG-00302,20,Viluppuram,PRESCRIPTION_NARCOTICS,2026-03-14 05:51:57,HIGHWAY_LOGISTICS,9,86
CAT-SIG-00303,29,Sivaganga,OPIOID_ANALOGUES,2026-08-11 17:51:13,RETAIL_PEDDLING,35,86
CAT-SIG-00304,23,Namakkal,COMMERCIAL_GANJA,2026-04-22 05:12:04,RETAIL_PEDDLING,7,93
CAT-SIG-00305,36,Ranipet,CHEMICAL_PRECURSORS,2025-08-28 01:57:59,PARCEL_COURIER,28,61
CAT-SIG-00306,8,Erode,SYNTHETIC_MDMA,2025-05-15 22:39:58,RETAIL_PEDDLING,24,64
CAT-SIG-00307,30,Ramanathapuram,UNKNOWN_CONTRABAND,2026-03-03 12:18:19,PHARMACY_DIVERSION,17,69
CAT-SIG-00308,24,Nilgiris,UNKNOWN_CONTRABAND,2025-10-30 07:44:45,PARCEL_COURIER,39,68
CAT-SIG-00309,35,Mayiladuthurai,UNKNOWN_CONTRABAND,2026-06-05 10:52:56,PARCEL_COURIER,29,83
CAT-SIG-00310,1,Chennai,SYNTHETIC_MDMA,2026-01-18 23:24:14,RETAIL_PEDDLING,12,89
CAT-SIG-00311,29,Sivaganga,SYNTHETIC_MDMA,2024-11-17 09:20:39,HIGHWAY_LOGISTICS,26,91
CAT-SIG-00312,1,Chennai,CHEMICAL_PRECURSORS,2025-11-26 08:37:13,PHARMACY_DIVERSION,8,67
CAT-SIG-00313,3,Madurai,COMMERCIAL_GANJA,2026-04-28 21:38:40,PARCEL_COURIER,39,63
CAT-SIG-00314,29,Sivaganga,CHEMICAL_PRECURSORS,2025-01-08 11:52:50,PARCEL_COURIER,35,75
CAT-SIG-00315,10,Krishnagiri,SYNTHETIC_MDMA,2026-03-06 02:18:38,PHARMACY_DIVERSION,10,69
CAT-SIG-00316,27,Perambalur,OPIOID_ANALOGUES,2025-08-18 08:48:36,PARCEL_COURIER,26,72
CAT-SIG-00317,20,Viluppuram,UNKNOWN_CONTRABAND,2024-11-14 04:25:47,PARCEL_COURIER,14,87
CAT-SIG-00318,9,Vellore,SYNTHETIC_MDMA,2026-03-13 14:33:11,RETAIL_PEDDLING,34,63
CAT-SIG-00319,22,Dharmapuri,OPIOID_ANALOGUES,2026-06-15 10:15:17,HIGHWAY_LOGISTICS,12,78
CAT-SIG-00320,15,Tenkasi,CHEMICAL_PRECURSORS,2025-04-02 08:45:44,PARCEL_COURIER,20,85
CAT-SIG-00321,9,Vellore,COMMERCIAL_GANJA,2025-06-13 13:23:56,PHARMACY_DIVERSION,33,64
CAT-SIG-00322,28,Pudukkottai,OPIOID_ANALOGUES,2024-10-12 00:35:04,PHARMACY_DIVERSION,26,65
CAT-SIG-00323,32,Theni,CHEMICAL_PRECURSORS,2026-01-12 20:38:15,PHARMACY_DIVERSION,18,94
CAT-SIG-00324,19,Cuddalore,SYNTHETIC_MDMA,2025-09-21 09:11:54,RETAIL_PEDDLING,15,71
CAT-SIG-00325,16,Kancheepuram,UNKNOWN_CONTRABAND,2024-11-28 01:04:56,RETAIL_PEDDLING,36,77
CAT-SIG-00326,20,Viluppuram,PRESCRIPTION_NARCOTICS,2026-08-03 12:25:32,PHARMACY_DIVERSION,31,92
CAT-SIG-00327,26,Ariyalur,COMMERCIAL_GANJA,2025-06-14 04:33:53,RETAIL_PEDDLING,11,71
CAT-SIG-00328,31,Virudhunagar,PRESCRIPTION_NARCOTICS,2025-09-15 11:58:16,RETAIL_PEDDLING,19,70
CAT-SIG-00329,15,Tenkasi,UNKNOWN_CONTRABAND,2026-02-24 09:42:14,PARCEL_COURIER,31,77
CAT-SIG-00330,35,Mayiladuthurai,OPIOID_ANALOGUES,2026-01-11 12:38:29,RETAIL_PEDDLING,36,81
CAT-SIG-00331,18,Tiruvallur,OPIOID_ANALOGUES,2026-04-08 07:34:05,HIGHWAY_LOGISTICS,31,76
CAT-SIG-00332,18,Tiruvallur,OPIOID_ANALOGUES,2025-04-01 20:17:45,PHARMACY_DIVERSION,40,87
CAT-SIG-00333,27,Perambalur,COMMERCIAL_GANJA,2025-08-25 09:12:25,HIGHWAY_LOGISTICS,38,80
CAT-SIG-00334,7,Tiruppur,PRESCRIPTION_NARCOTICS,2024-10-23 11:59:17,HIGHWAY_LOGISTICS,11,94
CAT-SIG-00335,25,Karur,PRESCRIPTION_NARCOTICS,2024-12-07 16:43:45,RETAIL_PEDDLING,37,62
CAT-SIG-00336,25,Karur,PRESCRIPTION_NARCOTICS,2025-01-08 20:16:32,PARCEL_COURIER,41,82
CAT-SIG-00337,3,Madurai,CHEMICAL_PRECURSORS,2026-04-28 19:10:05,HIGHWAY_LOGISTICS,36,84
CAT-SIG-00338,35,Mayiladuthurai,OPIOID_ANALOGUES,2026-03-17 11:39:01,PHARMACY_DIVERSION,26,64
CAT-SIG-00339,35,Mayiladuthurai,OPIOID_ANALOGUES,2026-01-16 07:42:20,HIGHWAY_LOGISTICS,40,90
CAT-SIG-00340,21,Kallakurichi,UNKNOWN_CONTRABAND,2025-09-01 19:26:39,PARCEL_COURIER,32,65
CAT-SIG-00341,5,Tiruchirappalli,PRESCRIPTION_NARCOTICS,2025-08-11 15:32:26,PHARMACY_DIVERSION,19,82
CAT-SIG-00342,29,Sivaganga,OPIOID_ANALOGUES,2026-01-11 21:30:15,RETAIL_PEDDLING,17,94
CAT-SIG-00343,4,Salem,COMMERCIAL_GANJA,2025-02-04 16:24:31,PARCEL_COURIER,6,79
CAT-SIG-00344,7,Tiruppur,COMMERCIAL_GANJA,2025-03-31 18:55:19,RETAIL_PEDDLING,17,62
CAT-SIG-00345,5,Tiruchirappalli,PRESCRIPTION_NARCOTICS,2024-12-27 02:44:40,RETAIL_PEDDLING,15,63
CAT-SIG-00346,28,Pudukkottai,SYNTHETIC_MDMA,2025-03-25 09:04:10,PARCEL_COURIER,40,84
CAT-SIG-00347,8,Erode,OPIOID_ANALOGUES,2024-12-22 04:46:29,PHARMACY_DIVERSION,9,64
CAT-SIG-00348,4,Salem,CHEMICAL_PRECURSORS,2026-06-20 04:19:17,RETAIL_PEDDLING,23,90
CAT-SIG-00349,23,Namakkal,OPIOID_ANALOGUES,2025-02-03 04:10:43,PARCEL_COURIER,15,65
CAT-SIG-00350,15,Tenkasi,UNKNOWN_CONTRABAND,2025-08-16 17:28:51,HIGHWAY_LOGISTICS,44,80
CAT-SIG-00351,37,Tirupathur,CHEMICAL_PRECURSORS,2026-01-10 01:12:36,HIGHWAY_LOGISTICS,14,87
CAT-SIG-00352,10,Krishnagiri,OPIOID_ANALOGUES,2026-04-17 20:23:17,HIGHWAY_LOGISTICS,22,84
CAT-SIG-00353,34,Nagapattinam,CHEMICAL_PRECURSORS,2025-06-27 03:35:52,PARCEL_COURIER,36,91
CAT-SIG-00354,35,Mayiladuthurai,COMMERCIAL_GANJA,2025-05-01 06:57:29,HIGHWAY_LOGISTICS,32,88
CAT-SIG-00355,18,Tiruvallur,CHEMICAL_PRECURSORS,2026-03-09 22:19:10,PARCEL_COURIER,14,92
CAT-SIG-00356,3,Madurai,OPIOID_ANALOGUES,2026-03-18 22:29:38,PHARMACY_DIVERSION,27,91
CAT-SIG-00357,12,Thanjavur,OPIOID_ANALOGUES,2025-04-29 02:34:56,PARCEL_COURIER,45,76
CAT-SIG-00358,36,Ranipet,CHEMICAL_PRECURSORS,2026-07-17 11:11:26,RETAIL_PEDDLING,23,71
CAT-SIG-00359,35,Mayiladuthurai,CHEMICAL_PRECURSORS,2025-12-23 20:08:31,PHARMACY_DIVERSION,42,83
CAT-SIG-00360,30,Ramanathapuram,SYNTHETIC_MDMA,2025-10-07 01:48:34,PARCEL_COURIER,31,61
CAT-SIG-00361,15,Tenkasi,OPIOID_ANALOGUES,2026-04-10 22:09:59,HIGHWAY_LOGISTICS,16,81
CAT-SIG-00362,7,Tiruppur,PRESCRIPTION_NARCOTICS,2025-09-23 16:40:08,RETAIL_PEDDLING,35,94
CAT-SIG-00363,4,Salem,CHEMICAL_PRECURSORS,2025-03-24 04:25:59,HIGHWAY_LOGISTICS,42,83
CAT-SIG-00364,33,Thiruvarur,COMMERCIAL_GANJA,2026-03-09 11:34:30,PARCEL_COURIER,10,66
CAT-SIG-00365,27,Perambalur,OPIOID_ANALOGUES,2024-10-13 02:21:48,PARCEL_COURIER,44,72
CAT-SIG-00366,22,Dharmapuri,COMMERCIAL_GANJA,2025-04-11 16:56:02,PHARMACY_DIVERSION,25,80
CAT-SIG-00367,17,Chengalpattu,SYNTHETIC_MDMA,2024-12-30 01:53:44,PHARMACY_DIVERSION,15,64
CAT-SIG-00368,19,Cuddalore,OPIOID_ANALOGUES,2024-12-28 10:20:22,HIGHWAY_LOGISTICS,25,76
CAT-SIG-00369,5,Tiruchirappalli,OPIOID_ANALOGUES,2025-12-14 00:30:55,HIGHWAY_LOGISTICS,14,94
CAT-SIG-00370,1,Chennai,UNKNOWN_CONTRABAND,2025-10-14 19:40:21,RETAIL_PEDDLING,45,84
CAT-SIG-00371,2,Coimbatore,OPIOID_ANALOGUES,2024-12-27 04:18:27,HIGHWAY_LOGISTICS,29,65
CAT-SIG-00372,31,Virudhunagar,OPIOID_ANALOGUES,2025-11-29 15:59:37,RETAIL_PEDDLING,14,76
CAT-SIG-00373,38,Tiruvannamalai,COMMERCIAL_GANJA,2024-10-29 17:53:00,PHARMACY_DIVERSION,18,80
CAT-SIG-00374,28,Pudukkottai,CHEMICAL_PRECURSORS,2025-08-02 11:58:26,RETAIL_PEDDLING,27,65
CAT-SIG-00375,37,Tirupathur,SYNTHETIC_MDMA,2026-08-05 15:36:16,HIGHWAY_LOGISTICS,6,85
CAT-SIG-00376,36,Ranipet,CHEMICAL_PRECURSORS,2026-05-25 11:06:42,PHARMACY_DIVERSION,9,94
CAT-SIG-00377,21,Kallakurichi,UNKNOWN_CONTRABAND,2025-12-12 20:15:57,PARCEL_COURIER,31,74
CAT-SIG-00378,8,Erode,CHEMICAL_PRECURSORS,2024-12-19 06:06:43,PARCEL_COURIER,24,90
CAT-SIG-00379,29,Sivaganga,UNKNOWN_CONTRABAND,2025-05-19 16:07:03,HIGHWAY_LOGISTICS,39,81
CAT-SIG-00380,20,Viluppuram,COMMERCIAL_GANJA,2024-10-03 13:06:05,HIGHWAY_LOGISTICS,45,66
CAT-SIG-00381,2,Coimbatore,CHEMICAL_PRECURSORS,2025-05-10 19:04:59,PARCEL_COURIER,6,69
CAT-SIG-00382,36,Ranipet,PRESCRIPTION_NARCOTICS,2025-11-09 14:33:58,HIGHWAY_LOGISTICS,12,74
CAT-SIG-00383,3,Madurai,OPIOID_ANALOGUES,2024-10-21 16:10:17,PHARMACY_DIVERSION,29,76
CAT-SIG-00384,23,Namakkal,OPIOID_ANALOGUES,2025-06-08 00:07:47,RETAIL_PEDDLING,31,93
CAT-SIG-00385,14,Kanniyakumari,CHEMICAL_PRECURSORS,2026-04-27 00:48:39,RETAIL_PEDDLING,14,62
CAT-SIG-00386,33,Thiruvarur,PRESCRIPTION_NARCOTICS,2025-02-01 06:11:46,PARCEL_COURIER,35,81
CAT-SIG-00387,16,Kancheepuram,COMMERCIAL_GANJA,2026-04-08 03:34:05,PARCEL_COURIER,6,75
CAT-SIG-00388,16,Kancheepuram,CHEMICAL_PRECURSORS,2025-05-07 16:30:44,PHARMACY_DIVERSION,16,67
CAT-SIG-00389,8,Erode,UNKNOWN_CONTRABAND,2025-05-16 01:26:50,PHARMACY_DIVERSION,10,66
CAT-SIG-00390,5,Tiruchirappalli,SYNTHETIC_MDMA,2025-02-16 05:06:39,HIGHWAY_LOGISTICS,37,73
CAT-SIG-00391,12,Thanjavur,SYNTHETIC_MDMA,2024-12-03 01:39:41,PARCEL_COURIER,33,68
CAT-SIG-00392,2,Coimbatore,UNKNOWN_CONTRABAND,2026-03-10 05:28:37,PHARMACY_DIVERSION,39,73
CAT-SIG-00393,14,Kanniyakumari,CHEMICAL_PRECURSORS,2025-06-15 12:48:22,RETAIL_PEDDLING,39,63
CAT-SIG-00394,2,Coimbatore,COMMERCIAL_GANJA,2025-05-20 05:27:15,PARCEL_COURIER,8,77
CAT-SIG-00395,38,Tiruvannamalai,COMMERCIAL_GANJA,2025-05-29 23:11:18,PHARMACY_DIVERSION,13,75
CAT-SIG-00396,20,Viluppuram,OPIOID_ANALOGUES,2024-10-26 13:15:31,PARCEL_COURIER,34,78
CAT-SIG-00397,21,Kallakurichi,COMMERCIAL_GANJA,2026-06-03 04:46:41,PARCEL_COURIER,25,86
CAT-SIG-00398,6,Tirunelveli,COMMERCIAL_GANJA,2024-10-27 23:36:14,RETAIL_PEDDLING,31,72
CAT-SIG-00399,17,Chengalpattu,CHEMICAL_PRECURSORS,2026-06-09 02:47:28,RETAIL_PEDDLING,41,76
CAT-SIG-00400,6,Tirunelveli,COMMERCIAL_GANJA,2025-09-02 01:54:45,RETAIL_PEDDLING,7,85
CAT-SIG-00401,26,Ariyalur,PRESCRIPTION_NARCOTICS,2025-01-22 12:57:17,RETAIL_PEDDLING,34,84
CAT-SIG-00402,11,Dindigul,SYNTHETIC_MDMA,2026-06-29 00:28:42,PHARMACY_DIVERSION,42,91
CAT-SIG-00403,24,Nilgiris,COMMERCIAL_GANJA,2024-10-18 22:16:34,PHARMACY_DIVERSION,30,78
CAT-SIG-00404,2,Coimbatore,SYNTHETIC_MDMA,2026-03-20 12:43:50,PARCEL_COURIER,25,77
CAT-SIG-00405,35,Mayiladuthurai,CHEMICAL_PRECURSORS,2024-10-08 17:49:57,PARCEL_COURIER,41,91
CAT-SIG-00406,10,Krishnagiri,COMMERCIAL_GANJA,2025-10-10 18:37:08,PARCEL_COURIER,13,81
CAT-SIG-00407,28,Pudukkottai,COMMERCIAL_GANJA,2026-01-17 18:33:31,HIGHWAY_LOGISTICS,33,69
CAT-SIG-00408,36,Ranipet,PRESCRIPTION_NARCOTICS,2025-11-14 23:42:53,RETAIL_PEDDLING,13,77
CAT-SIG-00409,23,Namakkal,CHEMICAL_PRECURSORS,2025-06-15 19:09:56,PARCEL_COURIER,37,89
CAT-SIG-00410,6,Tirunelveli,UNKNOWN_CONTRABAND,2025-10-23 05:33:55,PHARMACY_DIVERSION,38,82
CAT-SIG-00411,37,Tirupathur,CHEMICAL_PRECURSORS,2025-04-12 16:35:59,HIGHWAY_LOGISTICS,37,77
CAT-SIG-00412,1,Chennai,UNKNOWN_CONTRABAND,2025-08-09 17:46:23,PARCEL_COURIER,21,69
CAT-SIG-00413,34,Nagapattinam,OPIOID_ANALOGUES,2026-06-28 16:42:09,PARCEL_COURIER,45,75
CAT-SIG-00414,2,Coimbatore,SYNTHETIC_MDMA,2025-05-07 16:25:31,HIGHWAY_LOGISTICS,23,94
CAT-SIG-00415,38,Tiruvannamalai,CHEMICAL_PRECURSORS,2024-10-16 10:42:14,HIGHWAY_LOGISTICS,29,84
CAT-SIG-00416,4,Salem,PRESCRIPTION_NARCOTICS,2026-08-15 11:31:08,PHARMACY_DIVERSION,18,70
CAT-SIG-00417,23,Namakkal,UNKNOWN_CONTRABAND,2024-11-06 10:30:40,PARCEL_COURIER,45,90
CAT-SIG-00418,32,Theni,UNKNOWN_CONTRABAND,2024-12-05 01:03:26,RETAIL_PEDDLING,24,74
CAT-SIG-00419,22,Dharmapuri,COMMERCIAL_GANJA,2025-09-10 05:05:11,RETAIL_PEDDLING,10,82
CAT-SIG-00420,9,Vellore,CHEMICAL_PRECURSORS,2024-10-02 17:50:56,PARCEL_COURIER,32,93
CAT-SIG-00421,27,Perambalur,UNKNOWN_CONTRABAND,2025-06-13 08:38:50,RETAIL_PEDDLING,34,75
CAT-SIG-00422,14,Kanniyakumari,COMMERCIAL_GANJA,2025-05-24 07:16:27,HIGHWAY_LOGISTICS,22,65
