alert_id,district_id,district_name,created_at,alert_type,priority_level,status,trigger_summary,confidence_score
ALT-2026-00148,12,Thanjavur,2026-01-08 14:37:36,RAPID_INCREASE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Thanjavur jurisdiction.,80
ALT-2026-00149,34,Nagapattinam,2025-01-23 17:41:50,NEW_SIGNAL,HIGH,RESOLVED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,72
ALT-2026-00150,25,Karur,2025-01-03 13:23:31,EMERGING_ZONE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Karur jurisdiction.,75
ALT-2026-00151,10,Krishnagiri,2025-01-15 05:06:09,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,75
ALT-2026-00152,21,Kallakurichi,2025-09-05 15:28:33,EMERGING_ZONE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,67
ALT-2026-00153,31,Virudhunagar,2025-09-26 02:49:51,NEW_SIGNAL,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Virudhunagar jurisdiction.,77
ALT-2026-00154,4,Salem,2026-06-27 08:49:19,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Salem jurisdiction.,87
ALT-2026-00155,1,Chennai,2025-09-20 11:30:37,RAPID_INCREASE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chennai jurisdiction.,82
ALT-2026-00156,5,Tiruchirappalli,2025-01-10 23:32:57,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,65
ALT-2026-00157,11,Dindigul,2026-02-23 22:03:01,CORRIDOR_SURGE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dindigul jurisdiction.,81
ALT-2026-00158,23,Namakkal,2024-10-29 14:32:54,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Namakkal jurisdiction.,90
ALT-2026-00159,13,Thoothukudi,2025-12-08 02:01:12,CORRIDOR_SURGE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,65
ALT-2026-00160,29,Sivaganga,2026-07-13 06:56:17,NEW_SIGNAL,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Sivaganga jurisdiction.,88
ALT-2026-00161,29,Sivaganga,2026-03-15 17:41:27,RAPID_INCREASE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Sivaganga jurisdiction.,68
ALT-2026-00162,9,Vellore,2025-08-06 18:37:44,NEW_SIGNAL,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Vellore jurisdiction.,67
ALT-2026-00163,6,Tirunelveli,2025-01-14 22:11:27,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,79
ALT-2026-00164,17,Chengalpattu,2024-10-30 23:22:20,DATA_ANOMALY,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,78
ALT-2026-00165,23,Namakkal,2026-02-18 19:59:43,HIGH_RISK_LOW_CONFIDENCE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Namakkal jurisdiction.,86
ALT-2026-00166,7,Tiruppur,2024-12-04 04:19:23,RAPID_INCREASE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruppur jurisdiction.,72
ALT-2026-00167,25,Karur,2025-07-08 23:09:50,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Karur jurisdiction.,77
ALT-2026-00168,16,Kancheepuram,2025-01-18 18:06:58,NEW_SIGNAL,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kancheepuram jurisdiction.,79
ALT-2026-00169,16,Kancheepuram,2025-08-06 14:17:43,NEW_SIGNAL,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,92
ALT-2026-00170,25,Karur,2025-04-21 07:10:24,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Karur jurisdiction.,75
ALT-2026-00171,28,Pudukkottai,2026-05-26 05:28:04,CORRIDOR_SURGE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,92
ALT-2026-00172,29,Sivaganga,2025-09-05 02:37:00,RAPID_INCREASE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Sivaganga jurisdiction.,75
ALT-2026-00173,8,Erode,2026-06-18 22:59:32,DATA_ANOMALY,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Erode jurisdiction.,71
ALT-2026-00174,1,Chennai,2025-07-19 10:58:52,CORRIDOR_SURGE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chennai jurisdiction.,67
ALT-2026-00175,1,Chennai,2025-03-27 18:24:01,NEW_SIGNAL,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Chennai jurisdiction.,83
ALT-2026-00176,36,Ranipet,2025-07-06 08:01:10,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Ranipet jurisdiction.,96
ALT-2026-00177,37,Tirupathur,2024-11-04 01:08:41,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Tirupathur jurisdiction.,89
ALT-2026-00178,21,Kallakurichi,2026-02-13 13:15:06,DATA_ANOMALY,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,75
ALT-2026-00179,35,Mayiladuthurai,2025-05-18 07:42:02,DATA_ANOMALY,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,91
ALT-2026-00180,4,Salem,2026-04-13 17:32:47,HIGH_RISK_LOW_CONFIDENCE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Salem jurisdiction.,88
ALT-2026-00181,34,Nagapattinam,2025-07-22 14:52:49,EMERGING_ZONE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,85
ALT-2026-00182,32,Theni,2025-05-18 13:20:07,NEW_SIGNAL,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Theni jurisdiction.,71
ALT-2026-00183,2,Coimbatore,2024-11-04 11:52:13,DATA_ANOMALY,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Coimbatore jurisdiction.,80
ALT-2026-00184,28,Pudukkottai,2026-04-13 06:40:22,CORRIDOR_SURGE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Pudukkottai jurisdiction.,91
ALT-2026-00185,6,Tirunelveli,2026-04-23 15:25:10,NEW_SIGNAL,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,76
ALT-2026-00186,2,Coimbatore,2025-12-14 04:24:34,DATA_ANOMALY,ADVISORY,RESOLVED,Statistically significant pattern change observed in Coimbatore jurisdiction.,82
ALT-2026-00187,18,Tiruvallur,2026-04-01 09:53:34,RAPID_INCREASE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,72
ALT-2026-00188,25,Karur,2024-12-26 14:37:09,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Karur jurisdiction.,74
ALT-2026-00189,14,Kanniyakumari,2025-10-16 08:14:06,CORRIDOR_SURGE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,85
ALT-2026-00190,29,Sivaganga,2026-05-04 03:45:41,CORRIDOR_SURGE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Sivaganga jurisdiction.,79
ALT-2026-00191,32,Theni,2025-02-22 22:39:34,NEW_SIGNAL,HIGH,RESOLVED,Statistically significant pattern change observed in Theni jurisdiction.,72
ALT-2026-00192,38,Tiruvannamalai,2025-02-02 20:26:57,DATA_ANOMALY,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,93
ALT-2026-00193,16,Kancheepuram,2025-06-24 18:23:01,CORRIDOR_SURGE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,65
ALT-2026-00194,29,Sivaganga,2025-08-21 00:15:35,NEW_SIGNAL,HIGH,RESOLVED,Statistically significant pattern change observed in Sivaganga jurisdiction.,75
ALT-2026-00195,33,Thiruvarur,2025-03-25 14:29:37,HIGH_RISK_LOW_CONFIDENCE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,88
ALT-2026-00196,7,Tiruppur,2026-06-15 12:21:22,RAPID_INCREASE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tiruppur jurisdiction.,72
ALT-2026-00197,11,Dindigul,2024-10-10 00:36:53,NEW_SIGNAL,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dindigul jurisdiction.,71
ALT-2026-00198,4,Salem,2025-07-22 02:14:07,EMERGING_ZONE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Salem jurisdiction.,89
ALT-2026-00199,35,Mayiladuthurai,2024-11-18 13:02:20,RAPID_INCREASE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,85
ALT-2026-00200,24,Nilgiris,2025-09-24 23:34:34,DATA_ANOMALY,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nilgiris jurisdiction.,92
ALT-2026-00201,25,Karur,2024-12-02 03:55:39,EMERGING_ZONE,HIGH,RESOLVED,Statistically significant pattern change observed in Karur jurisdiction.,92
ALT-2026-00202,34,Nagapattinam,2025-04-21 19:33:10,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,79
ALT-2026-00203,33,Thiruvarur,2026-02-11 02:16:49,EMERGING_ZONE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,73
ALT-2026-00204,27,Perambalur,2026-05-27 16:50:18,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Perambalur jurisdiction.,86
ALT-2026-00205,4,Salem,2026-06-10 04:32:03,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Salem jurisdiction.,74
ALT-2026-00206,9,Vellore,2026-06-29 00:36:08,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Vellore jurisdiction.,70
ALT-2026-00207,9,Vellore,2025-08-25 15:15:10,EMERGING_ZONE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Vellore jurisdiction.,69
ALT-2026-00208,10,Krishnagiri,2026-05-20 20:14:11,DATA_ANOMALY,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,68
ALT-2026-00209,21,Kallakurichi,2024-10-30 23:47:18,DATA_ANOMALY,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,94
ALT-2026-00210,20,Viluppuram,2025-07-24 18:53:03,CORRIDOR_SURGE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Viluppuram jurisdiction.,72
ALT-2026-00211,22,Dharmapuri,2025-01-19 18:51:35,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,65
ALT-2026-00212,36,Ranipet,2026-07-19 04:23:24,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Ranipet jurisdiction.,65
ALT-2026-00213,26,Ariyalur,2026-01-28 01:52:08,DATA_ANOMALY,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ariyalur jurisdiction.,67
ALT-2026-00214,18,Tiruvallur,2026-05-15 17:41:05,NEW_SIGNAL,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,87
ALT-2026-00215,27,Perambalur,2026-05-02 09:13:18,CORRIDOR_SURGE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Perambalur jurisdiction.,82
ALT-2026-00216,11,Dindigul,2026-03-09 06:45:22,RAPID_INCREASE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dindigul jurisdiction.,80
ALT-2026-00217,30,Ramanathapuram,2025-09-19 01:49:33,DATA_ANOMALY,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,76
ALT-2026-00218,20,Viluppuram,2026-05-17 15:28:53,NEW_SIGNAL,CRITICAL,RESOLVED,Statistically significant pattern change observed in Viluppuram jurisdiction.,79
ALT-2026-00219,11,Dindigul,2025-09-02 12:11:06,RAPID_INCREASE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dindigul jurisdiction.,83
ALT-2026-00220,20,Viluppuram,2025-09-25 02:53:45,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Viluppuram jurisdiction.,89
ALT-2026-00221,3,Madurai,2024-11-21 18:13:19,DATA_ANOMALY,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Madurai jurisdiction.,71
ALT-2026-00222,38,Tiruvannamalai,2024-12-30 17:19:11,RAPID_INCREASE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,93
ALT-2026-00223,22,Dharmapuri,2026-04-15 03:24:35,NEW_SIGNAL,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dharmapuri jurisdiction.,67
ALT-2026-00224,20,Viluppuram,2025-11-20 08:56:23,CORRIDOR_SURGE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Viluppuram jurisdiction.,78
ALT-2026-00225,7,Tiruppur,2026-07-21 00:36:16,NEW_SIGNAL,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tiruppur jurisdiction.,75
ALT-2026-00226,21,Kallakurichi,2025-07-02 22:49:17,HIGH_RISK_LOW_CONFIDENCE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,78
ALT-2026-00227,13,Thoothukudi,2025-10-12 12:58:40,RAPID_INCREASE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,79
ALT-2026-00228,10,Krishnagiri,2025-08-14 11:37:35,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Krishnagiri jurisdiction.,87
ALT-2026-00229,32,Theni,2025-01-11 01:58:47,DATA_ANOMALY,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Theni jurisdiction.,95
ALT-2026-00230,15,Tenkasi,2024-10-07 13:16:34,RAPID_INCREASE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Tenkasi jurisdiction.,90
ALT-2026-00231,35,Mayiladuthurai,2026-08-01 14:42:43,EMERGING_ZONE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,67
ALT-2026-00232,19,Cuddalore,2025-09-08 06:15:25,HIGH_RISK_LOW_CONFIDENCE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Cuddalore jurisdiction.,95
ALT-2026-00233,27,Perambalur,2026-01-11 21:33:27,EMERGING_ZONE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Perambalur jurisdiction.,72
ALT-2026-00234,35,Mayiladuthurai,2026-02-15 04:28:44,EMERGING_ZONE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,87
ALT-2026-00235,19,Cuddalore,2026-05-15 05:51:50,NEW_SIGNAL,CRITICAL,RESOLVED,Statistically significant pattern change observed in Cuddalore jurisdiction.,93
ALT-2026-00236,7,Tiruppur,2026-06-07 04:21:30,CORRIDOR_SURGE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruppur jurisdiction.,78
ALT-2026-00237,17,Chengalpattu,2025-06-20 12:48:05,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,71
ALT-2026-00238,36,Ranipet,2024-12-09 14:25:32,EMERGING_ZONE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Ranipet jurisdiction.,90
ALT-2026-00239,18,Tiruvallur,2024-10-06 20:25:53,RAPID_INCREASE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruvallur jurisdiction.,82
ALT-2026-00240,22,Dharmapuri,2025-04-25 04:04:09,EMERGING_ZONE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dharmapuri jurisdiction.,82
ALT-2026-00241,25,Karur,2025-06-29 00:50:39,CORRIDOR_SURGE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Karur jurisdiction.,93
ALT-2026-00242,2,Coimbatore,2025-03-14 13:42:30,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Coimbatore jurisdiction.,84
ALT-2026-00243,27,Perambalur,2025-10-31 13:06:46,NEW_SIGNAL,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Perambalur jurisdiction.,79
ALT-2026-00244,11,Dindigul,2024-12-31 19:29:33,EMERGING_ZONE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dindigul jurisdiction.,87
ALT-2026-00245,26,Ariyalur,2025-02-24 11:08:30,CORRIDOR_SURGE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ariyalur jurisdiction.,92
ALT-2026-00246,15,Tenkasi,2026-02-24 20:41:41,EMERGING_ZONE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tenkasi jurisdiction.,70
ALT-2026-00247,24,Nilgiris,2025-09-03 17:28:16,RAPID_INCREASE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Nilgiris jurisdiction.,72
ALT-2026-00248,19,Cuddalore,2026-02-03 06:23:43,DATA_ANOMALY,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Cuddalore jurisdiction.,87
ALT-2026-00249,4,Salem,2025-03-05 08:23:04,EMERGING_ZONE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Salem jurisdiction.,95
ALT-2026-00250,10,Krishnagiri,2024-10-31 21:59:36,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,96
ALT-2026-00251,18,Tiruvallur,2026-04-21 16:03:55,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,66
ALT-2026-00252,32,Theni,2025-05-31 10:35:38,CORRIDOR_SURGE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Theni jurisdiction.,78
ALT-2026-00253,28,Pudukkottai,2026-07-30 05:08:52,EMERGING_ZONE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,68
ALT-2026-00254,18,Tiruvallur,2026-04-25 01:01:27,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,81
ALT-2026-00255,7,Tiruppur,2025-09-29 06:47:59,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Tiruppur jurisdiction.,67
ALT-2026-00256,28,Pudukkottai,2025-08-09 18:40:31,DATA_ANOMALY,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,66
ALT-2026-00257,33,Thiruvarur,2026-01-16 19:07:43,NEW_SIGNAL,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,71
ALT-2026-00258,15,Tenkasi,2026-07-17 00:21:54,CORRIDOR_SURGE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tenkasi jurisdiction.,82
ALT-2026-00259,22,Dharmapuri,2025-04-18 17:29:34,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,87
ALT-2026-00260,15,Tenkasi,2025-06-02 18:59:56,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tenkasi jurisdiction.,72
ALT-2026-00261,17,Chengalpattu,2025-02-10 05:36:06,CORRIDOR_SURGE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Chengalpattu jurisdiction.,83
ALT-2026-00262,33,Thiruvarur,2025-04-22 20:56:41,RAPID_INCREASE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,71
ALT-2026-00263,1,Chennai,2025-09-20 03:31:18,RAPID_INCREASE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Chennai jurisdiction.,75
ALT-2026-00264,22,Dharmapuri,2025-01-27 02:56:05,RAPID_INCREASE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,92
ALT-2026-00265,34,Nagapattinam,2024-11-02 18:27:18,NEW_SIGNAL,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,73
ALT-2026-00266,36,Ranipet,2024-11-13 17:15:39,DATA_ANOMALY,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Ranipet jurisdiction.,81
ALT-2026-00267,35,Mayiladuthurai,2024-10-10 07:58:23,EMERGING_ZONE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,87
ALT-2026-00268,33,Thiruvarur,2026-01-09 14:48:55,NEW_SIGNAL,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,69
ALT-2026-00269,36,Ranipet,2025-12-25 13:17:09,HIGH_RISK_LOW_CONFIDENCE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Ranipet jurisdiction.,79
ALT-2026-00270,23,Namakkal,2025-09-07 18:45:49,RAPID_INCREASE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Namakkal jurisdiction.,90
ALT-2026-00271,29,Sivaganga,2024-11-11 02:09:36,NEW_SIGNAL,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Sivaganga jurisdiction.,91
ALT-2026-00272,27,Perambalur,2025-03-02 04:04:28,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Perambalur jurisdiction.,90
ALT-2026-00273,24,Nilgiris,2025-06-17 16:17:19,NEW_SIGNAL,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nilgiris jurisdiction.,87
ALT-2026-00274,38,Tiruvannamalai,2024-11-16 16:44:17,NEW_SIGNAL,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,93
ALT-2026-00275,8,Erode,2025-08-02 19:17:39,NEW_SIGNAL,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Erode jurisdiction.,79
ALT-2026-00276,13,Thoothukudi,2026-06-21 15:41:32,EMERGING_ZONE,HIGH,RESOLVED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,67
ALT-2026-00277,20,Viluppuram,2025-01-30 16:32:50,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Viluppuram jurisdiction.,76
ALT-2026-00278,19,Cuddalore,2025-08-07 07:15:10,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Cuddalore jurisdiction.,86
ALT-2026-00279,19,Cuddalore,2025-03-25 04:53:12,NEW_SIGNAL,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Cuddalore jurisdiction.,82
ALT-2026-00280,14,Kanniyakumari,2026-03-07 08:45:46,CORRIDOR_SURGE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,84
ALT-2026-00281,38,Tiruvannamalai,2026-06-18 01:00:03,CORRIDOR_SURGE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,86
ALT-2026-00282,14,Kanniyakumari,2025-07-18 03:24:46,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,89
ALT-2026-00283,9,Vellore,2025-10-18 11:39:45,NEW_SIGNAL,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Vellore jurisdiction.,88
ALT-2026-00284,34,Nagapattinam,2026-08-06 20:27:28,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,68
ALT-2026-00285,37,Tirupathur,2026-01-04 12:26:32,CORRIDOR_SURGE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tirupathur jurisdiction.,95
ALT-2026-00286,32,Theni,2026-07-09 18:33:04,EMERGING_ZONE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Theni jurisdiction.,65
ALT-2026-00287,29,Sivaganga,2024-10-21 06:11:02,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Sivaganga jurisdiction.,83
ALT-2026-00288,17,Chengalpattu,2025-08-13 04:52:40,RAPID_INCREASE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Chengalpattu jurisdiction.,79
ALT-2026-00289,4,Salem,2026-06-07 12:06:51,NEW_SIGNAL,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Salem jurisdiction.,95
ALT-2026-00290,8,Erode,2025-04-29 21:29:14,NEW_SIGNAL,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Erode jurisdiction.,93
ALT-2026-00291,31,Virudhunagar,2026-01-05 06:10:37,DATA_ANOMALY,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,80
ALT-2026-00292,33,Thiruvarur,2025-06-25 09:17:28,CORRIDOR_SURGE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,66
ALT-2026-00293,20,Viluppuram,2024-12-05 16:00:53,CORRIDOR_SURGE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Viluppuram jurisdiction.,70
ALT-2026-00294,1,Chennai,2025-08-01 14:55:42,EMERGING_ZONE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chennai jurisdiction.,93
ALT-2026-00295,31,Virudhunagar,2026-01-11 04:48:58,NEW_SIGNAL,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,76
