report_id,station_id,station_name,district_id,district_name,incident_timestamp,incident_type,drug_category,status,reporting_wing,evidence_confidence
PR-2026-00137,31,Erode Town PS 1,8,Erode,2026-01-13 04:44:46,TIP_VERIFICATION,UNKNOWN_CONTRABAND,ACTION_COMPLETED,PROHIBITION_WING,81
PR-2026-00138,70,Chengalpattu Town PS 1,17,Chengalpattu,2025-08-23 10:47:00,TIP_VERIFICATION,COMMERCIAL_GANJA,ACTION_COMPLETED,PROHIBITION_WING,89
PR-2026-00139,158,Ranipet Town PS 3,36,Ranipet,2026-07-21 14:51:30,ROUTINE_PATROL_SCAN,OPIOID_ANALOGUES,UNDER_INVESTIGATION,CRIME_BRANCH,77
PR-2026-00140,43,Dindigul Town PS 4,11,Dindigul,2025-12-19 07:14:32,TIP_VERIFICATION,SYNTHETIC_MDMA,VERIFIED_INCIDENT,HIGHWAY_PATROL,92
PR-2026-00141,87,Kallakurichi Town PS 1,21,Kallakurichi,2025-06-23 11:18:45,RAID_SEIZURE,OPIOID_ANALOGUES,ACTION_COMPLETED,CRIME_BRANCH,87
PR-2026-00142,29,Tiruppur Town PS 2,7,Tiruppur,2025-08-03 10:34:24,CHECKPOST_INTERCEPTION,UNKNOWN_CONTRABAND,VERIFIED_INCIDENT,CRIME_BRANCH,94
PR-2026-00143,61,Tenkasi Town PS 2,15,Tenkasi,2025-03-29 20:50:50,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,CRIME_BRANCH,82
PR-2026-00144,96,Dharmapuri Town PS 4,22,Dharmapuri,2024-10-01 18:31:51,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,CRIME_BRANCH,77
PR-2026-00145,168,Tiruvannamalai Town PS 4,38,Tiruvannamalai,2026-08-12 08:00:06,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,ACTION_COMPLETED,CRIME_BRANCH,79
PR-2026-00146,158,Ranipet Town PS 3,36,Ranipet,2025-06-28 22:17:46,TIP_VERIFICATION,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,CRIME_BRANCH,88
PR-2026-00147,58,Kanniyakumari Town PS 5,14,Kanniyakumari,2024-12-02 18:31:11,RAID_SEIZURE,UNKNOWN_CONTRABAND,VERIFIED_INCIDENT,STATION_BEAT,83
PR-2026-00148,60,Tenkasi Town PS 1,15,Tenkasi,2025-12-19 20:28:58,TIP_VERIFICATION,COMMERCIAL_GANJA,VERIFIED_INCIDENT,CRIME_BRANCH,85
PR-2026-00149,140,Theni Town PS 3,32,Theni,2025-08-03 13:45:15,TIP_VERIFICATION,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,CRIME_BRANCH,92
PR-2026-00150,13,Madurai Town PS 4,3,Madurai,2025-08-04 22:31:42,ROUTINE_PATROL_SCAN,UNKNOWN_CONTRABAND,ACTION_COMPLETED,CRIME_BRANCH,78
PR-2026-00151,12,Madurai Town PS 3,3,Madurai,2025-06-14 02:42:51,RAID_SEIZURE,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,STATION_BEAT,76
PR-2026-00152,147,Nagapattinam Town PS 1,34,Nagapattinam,2025-09-10 00:39:05,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,CRIME_BRANCH,79
PR-2026-00153,112,Ariyalur Town PS 3,26,Ariyalur,2026-02-09 23:29:25,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,VERIFIED_INCIDENT,HIGHWAY_PATROL,98
PR-2026-00154,122,Pudukkottai Town PS 5,28,Pudukkottai,2026-07-24 20:25:33,TIP_VERIFICATION,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,PROHIBITION_WING,83
PR-2026-00155,139,Theni Town PS 2,32,Theni,2026-05-16 13:43:54,TIP_VERIFICATION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,HIGHWAY_PATROL,97
PR-2026-00156,62,Tenkasi Town PS 3,15,Tenkasi,2025-02-02 20:29:22,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,HIGHWAY_PATROL,86
PR-2026-00157,38,Krishnagiri Town PS 2,10,Krishnagiri,2026-03-25 18:33:58,RAID_SEIZURE,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,HIGHWAY_PATROL,88
PR-2026-00158,163,Tirupathur Town PS 3,37,Tirupathur,2026-07-07 17:02:22,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,STATION_BEAT,98
PR-2026-00159,9,Coimbatore Town PS 6,2,Coimbatore,2026-01-27 01:40:13,CHECKPOST_INTERCEPTION,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,STATION_BEAT,76
PR-2026-00160,152,Mayiladuthurai Town PS 2,35,Mayiladuthurai,2024-10-02 05:29:51,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,UNDER_INVESTIGATION,CRIME_BRANCH,81
PR-2026-00161,36,Vellore Town PS 3,9,Vellore,2026-03-22 01:38:32,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,ACTION_COMPLETED,PROHIBITION_WING,98
PR-2026-00162,115,Perambalur Town PS 2,27,Perambalur,2026-06-10 23:13:42,RAID_SEIZURE,UNKNOWN_CONTRABAND,ACTION_COMPLETED,PROHIBITION_WING,97
PR-2026-00163,118,Pudukkottai Town PS 1,28,Pudukkottai,2025-01-25 00:15:08,RAID_SEIZURE,UNKNOWN_CONTRABAND,VERIFIED_INCIDENT,STATION_BEAT,83
PR-2026-00164,75,Tiruvallur Town PS 1,18,Tiruvallur,2024-12-25 23:39:18,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,ACTION_COMPLETED,PROHIBITION_WING,87
PR-2026-00165,36,Vellore Town PS 3,9,Vellore,2025-11-08 06:01:53,TIP_VERIFICATION,OPIOID_ANALOGUES,UNDER_INVESTIGATION,CRIME_BRANCH,80
PR-2026-00166,77,Tiruvallur Town PS 3,18,Tiruvallur,2024-11-12 02:43:29,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,UNDER_INVESTIGATION,STATION_BEAT,83
PR-2026-00167,123,Sivaganga Town PS 1,29,Sivaganga,2026-07-05 08:29:10,RAID_SEIZURE,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,CRIME_BRANCH,86
PR-2026-00168,109,Karur Town PS 3,25,Karur,2025-01-08 22:32:26,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,UNDER_INVESTIGATION,HIGHWAY_PATROL,96
PR-2026-00169,12,Madurai Town PS 3,3,Madurai,2026-04-18 04:14:03,ROUTINE_PATROL_SCAN,CHEMICAL_PRECURSORS,ACTION_COMPLETED,HIGHWAY_PATROL,89
PR-2026-00170,28,Tiruppur Town PS 1,7,Tiruppur,2025-03-15 10:40:15,TIP_VERIFICATION,UNKNOWN_CONTRABAND,ACTION_COMPLETED,PROHIBITION_WING,86
PR-2026-00171,23,Tiruchirappalli Town PS 6,5,Tiruchirappalli,2026-07-02 16:57:14,ROUTINE_PATROL_SCAN,OPIOID_ANALOGUES,UNDER_INVESTIGATION,HIGHWAY_PATROL,88
PR-2026-00172,44,Thanjavur Town PS 1,12,Thanjavur,2025-11-19 02:05:00,RAID_SEIZURE,OPIOID_ANALOGUES,VERIFIED_INCIDENT,HIGHWAY_PATROL,80
PR-2026-00173,115,Perambalur Town PS 2,27,Perambalur,2025-10-04 01:35:06,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,PROHIBITION_WING,81
PR-2026-00174,39,Krishnagiri Town PS 3,10,Krishnagiri,2025-12-19 00:38:34,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,STATION_BEAT,85
PR-2026-00175,137,Virudhunagar Town PS 6,31,Virudhunagar,2025-04-06 22:37:51,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,VERIFIED_INCIDENT,HIGHWAY_PATROL,88
PR-2026-00176,82,Cuddalore Town PS 5,19,Cuddalore,2024-10-25 13:11:45,TIP_VERIFICATION,COMMERCIAL_GANJA,VERIFIED_INCIDENT,CRIME_BRANCH,88
PR-2026-00177,41,Dindigul Town PS 2,11,Dindigul,2024-11-28 01:18:39,RAID_SEIZURE,OPIOID_ANALOGUES,VERIFIED_INCIDENT,CRIME_BRANCH,87
PR-2026-00178,78,Cuddalore Town PS 1,19,Cuddalore,2025-01-31 12:47:25,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,CRIME_BRANCH,90
PR-2026-00179,37,Krishnagiri Town PS 1,10,Krishnagiri,2024-11-12 18:21:16,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,VERIFIED_INCIDENT,HIGHWAY_PATROL,82
PR-2026-00180,43,Dindigul Town PS 4,11,Dindigul,2026-06-13 10:02:36,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,ACTION_COMPLETED,CRIME_BRANCH,94
PR-2026-00181,134,Virudhunagar Town PS 3,31,Virudhunagar,2026-01-12 18:12:16,RAID_SEIZURE,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,HIGHWAY_PATROL,97
PR-2026-00182,148,Nagapattinam Town PS 2,34,Nagapattinam,2026-07-05 05:09:07,RAID_SEIZURE,COMMERCIAL_GANJA,UNDER_INVESTIGATION,PROHIBITION_WING,94
PR-2026-00183,27,Tirunelveli Town PS 4,6,Tirunelveli,2025-11-19 12:47:16,RAID_SEIZURE,SYNTHETIC_MDMA,ACTION_COMPLETED,CRIME_BRANCH,87
PR-2026-00184,126,Sivaganga Town PS 4,29,Sivaganga,2025-12-26 12:23:29,TIP_VERIFICATION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,STATION_BEAT,94
PR-2026-00185,127,Ramanathapuram Town PS 1,30,Ramanathapuram,2024-12-21 05:02:51,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,ACTION_COMPLETED,CRIME_BRANCH,97
PR-2026-00186,13,Madurai Town PS 4,3,Madurai,2026-02-26 04:19:14,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,CRIME_BRANCH,78
PR-2026-00187,31,Erode Town PS 1,8,Erode,2025-03-06 21:45:20,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,UNDER_INVESTIGATION,CRIME_BRANCH,95
PR-2026-00188,3,Chennai Town PS 3,1,Chennai,2025-06-08 02:22:02,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,HIGHWAY_PATROL,85
PR-2026-00189,2,Chennai Town PS 2,1,Chennai,2026-07-07 02:35:50,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,HIGHWAY_PATROL,85
PR-2026-00190,24,Tirunelveli Town PS 1,6,Tirunelveli,2024-12-05 17:46:29,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,HIGHWAY_PATROL,89
PR-2026-00191,18,Tiruchirappalli Town PS 1,5,Tiruchirappalli,2025-05-12 00:59:01,TIP_VERIFICATION,COMMERCIAL_GANJA,ACTION_COMPLETED,PROHIBITION_WING,82
PR-2026-00192,160,Ranipet Town PS 5,36,Ranipet,2025-06-22 15:01:25,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,UNDER_INVESTIGATION,HIGHWAY_PATROL,93
PR-2026-00193,109,Karur Town PS 3,25,Karur,2026-03-05 02:37:04,TIP_VERIFICATION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,PROHIBITION_WING,83
PR-2026-00194,103,Nilgiris Town PS 1,24,Nilgiris,2025-08-18 16:29:54,RAID_SEIZURE,OPIOID_ANALOGUES,VERIFIED_INCIDENT,STATION_BEAT,85
PR-2026-00195,69,Kancheepuram Town PS 5,16,Kancheepuram,2025-11-25 00:41:14,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,ACTION_COMPLETED,PROHIBITION_WING,87
PR-2026-00196,92,Kallakurichi Town PS 6,21,Kallakurichi,2026-04-25 00:46:50,TIP_VERIFICATION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,HIGHWAY_PATROL,81
PR-2026-00197,84,Viluppuram Town PS 1,20,Viluppuram,2024-12-08 05:40:45,CHECKPOST_INTERCEPTION,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,CRIME_BRANCH,80
PR-2026-00198,164,Tirupathur Town PS 4,37,Tirupathur,2024-11-12 05:55:21,ROUTINE_PATROL_SCAN,OPIOID_ANALOGUES,ACTION_COMPLETED,STATION_BEAT,90
PR-2026-00199,76,Tiruvallur Town PS 2,18,Tiruvallur,2025-05-17 14:31:51,ROUTINE_PATROL_SCAN,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,STATION_BEAT,81
PR-2026-00200,118,Pudukkottai Town PS 1,28,Pudukkottai,2024-12-14 20:08:26,RAID_SEIZURE,OPIOID_ANALOGUES,ACTION_COMPLETED,CRIME_BRANCH,79
PR-2026-00201,67,Kancheepuram Town PS 3,16,Kancheepuram,2026-04-21 21:19:48,RAID_SEIZURE,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,STATION_BEAT,88
PR-2026-00202,29,Tiruppur Town PS 2,7,Tiruppur,2025-04-10 20:51:06,RAID_SEIZURE,SYNTHETIC_MDMA,VERIFIED_INCIDENT,HIGHWAY_PATROL,92
PR-2026-00203,109,Karur Town PS 3,25,Karur,2026-03-04 03:44:34,RAID_SEIZURE,PRESCRIPTION_NARCOTICS,UNDER_INVESTIGATION,PROHIBITION_WING,81
PR-2026-00204,132,Virudhunagar Town PS 1,31,Virudhunagar,2024-12-16 03:02:58,TIP_VERIFICATION,UNKNOWN_CONTRABAND,ACTION_COMPLETED,PROHIBITION_WING,83
PR-2026-00205,78,Cuddalore Town PS 1,19,Cuddalore,2026-06-19 20:17:00,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,ACTION_COMPLETED,PROHIBITION_WING,89
PR-2026-00206,50,Thoothukudi Town PS 3,13,Thoothukudi,2026-03-16 14:22:29,ROUTINE_PATROL_SCAN,OPIOID_ANALOGUES,UNDER_INVESTIGATION,PROHIBITION_WING,78
PR-2026-00207,139,Theni Town PS 2,32,Theni,2026-07-10 02:55:49,TIP_VERIFICATION,COMMERCIAL_GANJA,ACTION_COMPLETED,CRIME_BRANCH,95
PR-2026-00208,79,Cuddalore Town PS 2,19,Cuddalore,2026-07-19 05:32:32,RAID_SEIZURE,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,CRIME_BRANCH,95
PR-2026-00209,77,Tiruvallur Town PS 3,18,Tiruvallur,2025-08-30 08:01:56,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,UNDER_INVESTIGATION,STATION_BEAT,88
PR-2026-00210,81,Cuddalore Town PS 4,19,Cuddalore,2025-08-01 04:51:46,TIP_VERIFICATION,COMMERCIAL_GANJA,VERIFIED_INCIDENT,HIGHWAY_PATROL,77
PR-2026-00211,14,Salem Town PS 1,4,Salem,2026-01-15 13:39:44,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,VERIFIED_INCIDENT,STATION_BEAT,82
PR-2026-00212,14,Salem Town PS 1,4,Salem,2026-04-05 03:21:55,TIP_VERIFICATION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,STATION_BEAT,97
PR-2026-00213,163,Tirupathur Town PS 3,37,Tirupathur,2026-07-19 19:07:12,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,VERIFIED_INCIDENT,CRIME_BRANCH,91
PR-2026-00214,165,Tiruvannamalai Town PS 1,38,Tiruvannamalai,2025-01-01 14:49:57,RAID_SEIZURE,COMMERCIAL_GANJA,VERIFIED_INCIDENT,HIGHWAY_PATROL,95
PR-2026-00215,139,Theni Town PS 2,32,Theni,2026-02-17 15:15:04,ROUTINE_PATROL_SCAN,COMMERCIAL_GANJA,ACTION_COMPLETED,HIGHWAY_PATROL,77
PR-2026-00216,105,Nilgiris Town PS 3,24,Nilgiris,2025-12-04 13:48:52,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,CRIME_BRANCH,89
PR-2026-00217,20,Tiruchirappalli Town PS 3,5,Tiruchirappalli,2025-09-16 04:27:19,ROUTINE_PATROL_SCAN,CHEMICAL_PRECURSORS,ACTION_COMPLETED,PROHIBITION_WING,90
PR-2026-00218,162,Tirupathur Town PS 2,37,Tirupathur,2025-12-08 02:20:20,RAID_SEIZURE,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,CRIME_BRANCH,78
PR-2026-00219,37,Krishnagiri Town PS 1,10,Krishnagiri,2026-05-01 05:33:24,TIP_VERIFICATION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,CRIME_BRANCH,98
PR-2026-00220,38,Krishnagiri Town PS 2,10,Krishnagiri,2025-07-21 19:57:49,TIP_VERIFICATION,UNKNOWN_CONTRABAND,ACTION_COMPLETED,STATION_BEAT,78
PR-2026-00221,144,Thiruvarur Town PS 4,33,Thiruvarur,2024-12-27 09:30:12,CHECKPOST_INTERCEPTION,UNKNOWN_CONTRABAND,VERIFIED_INCIDENT,PROHIBITION_WING,77
PR-2026-00222,85,Viluppuram Town PS 2,20,Viluppuram,2025-10-16 06:42:35,RAID_SEIZURE,SYNTHETIC_MDMA,ACTION_COMPLETED,HIGHWAY_PATROL,80
PR-2026-00223,40,Dindigul Town PS 1,11,Dindigul,2025-11-25 17:00:29,RAID_SEIZURE,OPIOID_ANALOGUES,UNDER_INVESTIGATION,PROHIBITION_WING,85
PR-2026-00224,7,Coimbatore Town PS 4,2,Coimbatore,2025-09-23 15:01:47,TIP_VERIFICATION,UNKNOWN_CONTRABAND,VERIFIED_INCIDENT,PROHIBITION_WING,96
PR-2026-00225,12,Madurai Town PS 3,3,Madurai,2026-07-02 02:47:23,ROUTINE_PATROL_SCAN,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,CRIME_BRANCH,94
PR-2026-00226,19,Tiruchirappalli Town PS 2,5,Tiruchirappalli,2025-04-10 21:19:07,TIP_VERIFICATION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,STATION_BEAT,94
PR-2026-00227,131,Ramanathapuram Town PS 5,30,Ramanathapuram,2025-05-26 23:23:48,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,VERIFIED_INCIDENT,CRIME_BRANCH,75
PR-2026-00228,74,Chengalpattu Town PS 5,17,Chengalpattu,2025-02-23 09:05:25,ROUTINE_PATROL_SCAN,COMMERCIAL_GANJA,UNDER_INVESTIGATION,STATION_BEAT,96
PR-2026-00229,33,Erode Town PS 3,8,Erode,2024-11-12 09:53:02,TIP_VERIFICATION,SYNTHETIC_MDMA,VERIFIED_INCIDENT,CRIME_BRANCH,88
PR-2026-00230,10,Madurai Town PS 1,3,Madurai,2025-05-17 15:12:13,ROUTINE_PATROL_SCAN,COMMERCIAL_GANJA,ACTION_COMPLETED,HIGHWAY_PATROL,89
PR-2026-00231,165,Tiruvannamalai Town PS 1,38,Tiruvannamalai,2026-05-22 08:13:58,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,STATION_BEAT,97
PR-2026-00232,77,Tiruvallur Town PS 3,18,Tiruvallur,2026-05-12 04:19:53,RAID_SEIZURE,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,STATION_BEAT,85
PR-2026-00233,70,Chengalpattu Town PS 1,17,Chengalpattu,2025-12-11 03:45:42,TIP_VERIFICATION,OPIOID_ANALOGUES,VERIFIED_INCIDENT,PROHIBITION_WING,83
PR-2026-00234,167,Tiruvannamalai Town PS 3,38,Tiruvannamalai,2026-05-09 11:02:09,RAID_SEIZURE,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,STATION_BEAT,95
PR-2026-00235,2,Chennai Town PS 2,1,Chennai,2025-02-21 21:23:01,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,ACTION_COMPLETED,STATION_BEAT,76
PR-2026-00236,157,Ranipet Town PS 2,36,Ranipet,2025-08-03 06:29:41,ROUTINE_PATROL_SCAN,PRESCRIPTION_NARCOTICS,ACTION_COMPLETED,PROHIBITION_WING,87
PR-2026-00237,14,Salem Town PS 1,4,Salem,2025-08-13 07:04:13,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,VERIFIED_INCIDENT,CRIME_BRANCH,92
PR-2026-00238,131,Ramanathapuram Town PS 5,30,Ramanathapuram,2026-04-22 21:44:29,TIP_VERIFICATION,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,CRIME_BRANCH,86
PR-2026-00239,155,Mayiladuthurai Town PS 5,35,Mayiladuthurai,2025-04-11 01:29:27,TIP_VERIFICATION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,HIGHWAY_PATROL,94
PR-2026-00240,157,Ranipet Town PS 2,36,Ranipet,2025-07-06 05:03:54,CHECKPOST_INTERCEPTION,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,HIGHWAY_PATROL,88
PR-2026-00241,29,Tiruppur Town PS 2,7,Tiruppur,2024-10-06 12:54:05,CHECKPOST_INTERCEPTION,UNKNOWN_CONTRABAND,UNDER_INVESTIGATION,CRIME_BRANCH,92
PR-2026-00242,40,Dindigul Town PS 1,11,Dindigul,2026-03-17 10:45:23,RAID_SEIZURE,UNKNOWN_CONTRABAND,ACTION_COMPLETED,CRIME_BRANCH,87
PR-2026-00243,18,Tiruchirappalli Town PS 1,5,Tiruchirappalli,2024-10-16 15:38:20,TIP_VERIFICATION,OPIOID_ANALOGUES,ACTION_COMPLETED,CRIME_BRANCH,80
PR-2026-00244,43,Dindigul Town PS 4,11,Dindigul,2026-04-17 16:10:42,CHECKPOST_INTERCEPTION,COMMERCIAL_GANJA,ACTION_COMPLETED,STATION_BEAT,75
PR-2026-00245,31,Erode Town PS 1,8,Erode,2024-11-28 06:38:09,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,ACTION_COMPLETED,CRIME_BRANCH,95
PR-2026-00246,60,Tenkasi Town PS 1,15,Tenkasi,2025-03-24 16:02:58,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,ACTION_COMPLETED,HIGHWAY_PATROL,96
PR-2026-00247,123,Sivaganga Town PS 1,29,Sivaganga,2024-11-04 21:45:40,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,UNDER_INVESTIGATION,CRIME_BRANCH,83
PR-2026-00248,29,Tiruppur Town PS 2,7,Tiruppur,2026-07-11 16:42:44,TIP_VERIFICATION,UNKNOWN_CONTRABAND,ACTION_COMPLETED,PROHIBITION_WING,98
PR-2026-00249,59,Kanniyakumari Town PS 6,14,Kanniyakumari,2026-04-02 05:28:30,TIP_VERIFICATION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,PROHIBITION_WING,86
PR-2026-00250,35,Vellore Town PS 2,9,Vellore,2024-12-10 01:38:55,TIP_VERIFICATION,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,CRIME_BRANCH,83
PR-2026-00251,72,Chengalpattu Town PS 3,17,Chengalpattu,2026-03-18 04:54:06,TIP_VERIFICATION,UNKNOWN_CONTRABAND,VERIFIED_INCIDENT,PROHIBITION_WING,89
PR-2026-00252,147,Nagapattinam Town PS 1,34,Nagapattinam,2025-07-29 03:10:39,CHECKPOST_INTERCEPTION,OPIOID_ANALOGUES,ACTION_COMPLETED,CRIME_BRANCH,79
PR-2026-00253,114,Perambalur Town PS 1,27,Perambalur,2025-01-01 17:17:11,TIP_VERIFICATION,OPIOID_ANALOGUES,UNDER_INVESTIGATION,HIGHWAY_PATROL,86
PR-2026-00254,126,Sivaganga Town PS 4,29,Sivaganga,2024-12-17 14:49:57,TIP_VERIFICATION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,STATION_BEAT,91
PR-2026-00255,79,Cuddalore Town PS 2,19,Cuddalore,2026-08-08 16:28:17,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,VERIFIED_INCIDENT,CRIME_BRANCH,90
PR-2026-00256,162,Tirupathur Town PS 2,37,Tirupathur,2026-07-19 10:02:23,RAID_SEIZURE,OPIOID_ANALOGUES,ACTION_COMPLETED,HIGHWAY_PATROL,79
PR-2026-00257,124,Sivaganga Town PS 2,29,Sivaganga,2026-06-11 09:10:26,RAID_SEIZURE,SYNTHETIC_MDMA,VERIFIED_INCIDENT,HIGHWAY_PATROL,76
PR-2026-00258,105,Nilgiris Town PS 3,24,Nilgiris,2024-11-28 18:05:31,ROUTINE_PATROL_SCAN,SYNTHETIC_MDMA,VERIFIED_INCIDENT,CRIME_BRANCH,90
PR-2026-00259,120,Pudukkottai Town PS 3,28,Pudukkottai,2025-06-10 15:43:58,TIP_VERIFICATION,PRESCRIPTION_NARCOTICS,VERIFIED_INCIDENT,HIGHWAY_PATROL,93
PR-2026-00260,42,Dindigul Town PS 3,11,Dindigul,2024-10-12 00:22:41,ROUTINE_PATROL_SCAN,COMMERCIAL_GANJA,VERIFIED_INCIDENT,HIGHWAY_PATROL,90
PR-2026-00261,9,Coimbatore Town PS 6,2,Coimbatore,2024-12-03 19:55:05,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,ACTION_COMPLETED,CRIME_BRANCH,84
PR-2026-00262,11,Madurai Town PS 2,3,Madurai,2025-04-08 13:08:38,TIP_VERIFICATION,COMMERCIAL_GANJA,UNDER_INVESTIGATION,STATION_BEAT,77
PR-2026-00263,54,Kanniyakumari Town PS 1,14,Kanniyakumari,2025-01-16 01:53:53,RAID_SEIZURE,CHEMICAL_PRECURSORS,ACTION_COMPLETED,PROHIBITION_WING,75
PR-2026-00264,141,Thiruvarur Town PS 1,33,Thiruvarur,2026-08-18 17:30:42,TIP_VERIFICATION,SYNTHETIC_MDMA,UNDER_INVESTIGATION,STATION_BEAT,83
PR-2026-00265,30,Tiruppur Town PS 3,7,Tiruppur,2025-10-16 05:10:27,ROUTINE_PATROL_SCAN,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,HIGHWAY_PATROL,75
PR-2026-00266,81,Cuddalore Town PS 4,19,Cuddalore,2026-08-10 12:53:54,RAID_SEIZURE,CHEMICAL_PRECURSORS,UNDER_INVESTIGATION,STATION_BEAT,87
PR-2026-00267,38,Krishnagiri Town PS 2,10,Krishnagiri,2024-10-02 21:01:52,CHECKPOST_INTERCEPTION,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,CRIME_BRANCH,88
PR-2026-00268,112,Ariyalur Town PS 3,26,Ariyalur,2025-06-10 14:06:54,CHECKPOST_INTERCEPTION,SYNTHETIC_MDMA,UNDER_INVESTIGATION,STATION_BEAT,82
PR-2026-00269,111,Ariyalur Town PS 2,26,Ariyalur,2026-05-28 03:38:53,ROUTINE_PATROL_SCAN,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,HIGHWAY_PATROL,94
PR-2026-00270,30,Tiruppur Town PS 3,7,Tiruppur,2025-07-12 18:00:50,ROUTINE_PATROL_SCAN,OPIOID_ANALOGUES,UNDER_INVESTIGATION,PROHIBITION_WING,81
PR-2026-00271,45,Thanjavur Town PS 2,12,Thanjavur,2025-04-20 18:20:47,ROUTINE_PATROL_SCAN,OPIOID_ANALOGUES,UNDER_INVESTIGATION,PROHIBITION_WING,88
PR-2026-00272,3,Chennai Town PS 3,1,Chennai,2026-01-06 00:27:34,TIP_VERIFICATION,COMMERCIAL_GANJA,VERIFIED_INCIDENT,PROHIBITION_WING,97
PR-2026-00273,30,Tiruppur Town PS 3,7,Tiruppur,2024-10-19 17:48:03,ROUTINE_PATROL_SCAN,CHEMICAL_PRECURSORS,VERIFIED_INCIDENT,PROHIBITION_WING,87
