health_record_id,reporting_period,district_id,district_name,facility_type,aggregate_signal_type,primary_category,aggregate_patient_count,confidence_score
HR-2026-00149,2025-12-21 14:40:52,24,Nilgiris,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,4,71
HR-2026-00150,2026-03-31 15:37:00,37,Tirupathur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,12,82
HR-2026-00151,2024-12-08 19:55:07,4,Salem,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,14,91
HR-2026-00152,2025-08-05 05:57:08,36,Ranipet,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,2,88
HR-2026-00153,2025-03-05 08:31:22,13,Thoothukudi,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,13,72
HR-2026-00154,2026-07-31 03:35:17,24,Nilgiris,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,8,80
HR-2026-00155,2025-12-06 11:59:45,5,Tiruchirappalli,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,8,70
HR-2026-00156,2025-11-08 03:28:44,8,Erode,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,14,81
HR-2026-00157,2025-09-04 22:44:33,19,Cuddalore,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,4,94
HR-2026-00158,2025-08-07 15:08:01,20,Viluppuram,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,11,71
HR-2026-00159,2026-08-09 17:28:42,12,Thanjavur,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,CHEMICAL_PRECURSORS,11,85
HR-2026-00160,2025-09-01 06:35:19,6,Tirunelveli,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,7,89
HR-2026-00161,2025-05-24 17:15:22,36,Ranipet,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,13,73
HR-2026-00162,2026-08-14 18:16:56,6,Tirunelveli,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,13,92
HR-2026-00163,2025-06-03 06:15:29,20,Viluppuram,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,4,87
HR-2026-00164,2026-02-17 04:23:28,21,Kallakurichi,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,7,92
HR-2026-00165,2026-07-05 22:46:58,33,Thiruvarur,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,11,86
HR-2026-00166,2025-11-21 15:53:58,35,Mayiladuthurai,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,10,82
HR-2026-00167,2026-03-26 05:27:08,15,Tenkasi,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,12,85
HR-2026-00168,2025-06-19 09:43:46,32,Theni,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,4,89
HR-2026-00169,2026-07-24 21:43:38,32,Theni,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,7,74
HR-2026-00170,2025-04-23 01:34:07,13,Thoothukudi,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,7,76
HR-2026-00171,2026-07-15 05:23:00,4,Salem,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,12,80
HR-2026-00172,2026-01-08 19:18:34,15,Tenkasi,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,6,75
HR-2026-00173,2025-05-10 23:58:46,10,Krishnagiri,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,10,71
HR-2026-00174,2025-07-02 20:25:57,15,Tenkasi,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,1,83
HR-2026-00175,2026-04-11 14:15:56,9,Vellore,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,8,85
HR-2026-00176,2024-12-16 11:26:54,15,Tenkasi,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,2,84
HR-2026-00177,2025-04-29 14:50:57,37,Tirupathur,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,11,87
HR-2026-00178,2026-05-07 00:26:59,14,Kanniyakumari,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,1,81
HR-2026-00179,2026-02-19 14:12:39,36,Ranipet,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,1,79
HR-2026-00180,2025-06-07 20:10:02,38,Tiruvannamalai,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,OPIOID_ANALOGUES,11,70
HR-2026-00181,2025-12-03 07:51:18,3,Madurai,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,2,78
HR-2026-00182,2026-05-16 20:28:39,25,Karur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,12,74
HR-2026-00183,2025-12-28 23:09:50,26,Ariyalur,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,1,90
HR-2026-00184,2025-10-21 10:19:01,19,Cuddalore,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,7,86
HR-2026-00185,2025-02-02 23:23:35,22,Dharmapuri,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,10,86
HR-2026-00186,2026-02-21 22:07:24,13,Thoothukudi,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,10,89
HR-2026-00187,2026-02-18 14:25:37,35,Mayiladuthurai,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,2,75
HR-2026-00188,2025-02-16 03:03:57,11,Dindigul,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,12,79
HR-2026-00189,2025-07-26 09:21:11,26,Ariyalur,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,12,88
HR-2026-00190,2024-12-03 01:34:30,36,Ranipet,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,7,91
HR-2026-00191,2024-12-17 11:36:58,3,Madurai,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,11,89
HR-2026-00192,2025-03-18 06:06:19,3,Madurai,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,10,88
HR-2026-00193,2026-06-06 11:27:11,4,Salem,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,1,91
HR-2026-00194,2026-01-26 17:13:14,19,Cuddalore,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,14,82
HR-2026-00195,2024-11-12 04:17:02,20,Viluppuram,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,7,72
HR-2026-00196,2026-05-07 04:59:47,7,Tiruppur,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,9,90
HR-2026-00197,2026-03-05 19:47:25,23,Namakkal,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,14,81
HR-2026-00198,2025-05-12 22:02:19,2,Coimbatore,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,2,89
HR-2026-00199,2025-09-18 00:05:28,20,Viluppuram,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,6,84
HR-2026-00200,2025-02-03 05:24:42,7,Tiruppur,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,4,82
HR-2026-00201,2026-01-11 01:53:26,23,Namakkal,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,3,72
HR-2026-00202,2025-09-17 22:44:24,7,Tiruppur,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,6,84
HR-2026-00203,2024-10-11 20:30:55,30,Ramanathapuram,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,13,85
HR-2026-00204,2024-10-01 16:59:44,2,Coimbatore,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,5,88
HR-2026-00205,2025-12-10 04:57:50,7,Tiruppur,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,10,72
HR-2026-00206,2025-07-06 16:26:32,10,Krishnagiri,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,8,76
HR-2026-00207,2025-07-29 04:59:31,10,Krishnagiri,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,5,84
HR-2026-00208,2024-11-04 03:38:31,22,Dharmapuri,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,8,89
HR-2026-00209,2024-12-25 23:30:53,7,Tiruppur,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,14,77
HR-2026-00210,2025-02-10 20:54:16,36,Ranipet,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,3,87
HR-2026-00211,2026-05-26 11:53:49,30,Ramanathapuram,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,5,86
HR-2026-00212,2026-05-24 07:36:09,14,Kanniyakumari,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,15,90
HR-2026-00213,2025-10-10 09:18:27,37,Tirupathur,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,6,78
HR-2026-00214,2025-11-24 07:09:11,34,Nagapattinam,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,3,70
HR-2026-00215,2026-07-13 05:58:39,1,Chennai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,13,94
HR-2026-00216,2025-12-29 06:52:35,3,Madurai,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,14,82
HR-2026-00217,2026-07-12 15:35:46,12,Thanjavur,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,10,82
HR-2026-00218,2025-10-19 23:03:01,10,Krishnagiri,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,7,92
HR-2026-00219,2025-07-27 13:32:09,13,Thoothukudi,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,8,74
HR-2026-00220,2026-07-22 22:05:28,35,Mayiladuthurai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,14,86
HR-2026-00221,2026-07-12 16:57:49,21,Kallakurichi,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,15,90
HR-2026-00222,2024-11-30 14:15:35,22,Dharmapuri,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,7,70
HR-2026-00223,2025-06-18 22:00:21,13,Thoothukudi,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,7,81
HR-2026-00224,2026-03-09 23:32:56,32,Theni,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,CHEMICAL_PRECURSORS,6,83
HR-2026-00225,2026-01-30 13:47:59,18,Tiruvallur,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,10,78
HR-2026-00226,2025-08-02 20:42:08,18,Tiruvallur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,11,74
HR-2026-00227,2026-07-05 15:56:19,27,Perambalur,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,5,93
HR-2026-00228,2026-03-10 17:02:51,7,Tiruppur,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,15,76
HR-2026-00229,2024-11-13 12:57:59,7,Tiruppur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,4,74
HR-2026-00230,2026-01-26 11:12:22,1,Chennai,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,15,79
HR-2026-00231,2026-05-25 16:26:53,5,Tiruchirappalli,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,11,71
HR-2026-00232,2026-07-01 16:19:33,21,Kallakurichi,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,1,93
HR-2026-00233,2026-08-17 09:47:35,28,Pudukkottai,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,2,78
HR-2026-00234,2025-08-11 10:30:36,15,Tenkasi,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,7,86
HR-2026-00235,2026-07-05 20:27:20,29,Sivaganga,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,9,72
HR-2026-00236,2025-12-29 17:23:59,9,Vellore,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,15,82
HR-2026-00237,2025-08-31 08:02:59,20,Viluppuram,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,6,78
HR-2026-00238,2025-10-18 17:55:42,17,Chengalpattu,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,14,86
HR-2026-00239,2025-02-06 05:14:05,26,Ariyalur,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,5,76
HR-2026-00240,2025-06-23 01:39:20,15,Tenkasi,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,13,85
HR-2026-00241,2024-10-21 15:37:37,26,Ariyalur,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,10,88
HR-2026-00242,2025-12-09 01:42:24,32,Theni,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,11,90
HR-2026-00243,2025-03-27 19:15:22,30,Ramanathapuram,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,14,78
HR-2026-00244,2025-10-15 11:04:48,5,Tiruchirappalli,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,11,84
HR-2026-00245,2024-09-25 16:21:00,38,Tiruvannamalai,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,12,73
HR-2026-00246,2026-06-28 07:46:28,14,Kanniyakumari,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,2,74
HR-2026-00247,2025-07-10 12:44:09,1,Chennai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,8,71
HR-2026-00248,2024-09-22 08:49:48,10,Krishnagiri,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,13,79
HR-2026-00249,2025-03-24 21:07:53,22,Dharmapuri,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,4,75
HR-2026-00250,2024-11-11 22:26:45,22,Dharmapuri,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,9,87
HR-2026-00251,2026-05-05 23:17:44,32,Theni,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,4,80
HR-2026-00252,2025-01-11 03:51:37,24,Nilgiris,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,CHEMICAL_PRECURSORS,13,88
HR-2026-00253,2026-06-17 14:26:56,4,Salem,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,7,76
HR-2026-00254,2026-01-21 02:44:57,14,Kanniyakumari,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,4,73
HR-2026-00255,2025-02-27 10:52:21,22,Dharmapuri,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,2,78
HR-2026-00256,2024-09-26 08:00:16,36,Ranipet,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,13,79
HR-2026-00257,2025-05-16 14:45:33,6,Tirunelveli,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,9,76
HR-2026-00258,2025-01-09 00:28:00,4,Salem,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,3,87
HR-2026-00259,2026-02-23 03:18:22,11,Dindigul,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,9,90
HR-2026-00260,2025-03-23 10:32:56,14,Kanniyakumari,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,14,93
HR-2026-00261,2026-08-19 15:27:19,10,Krishnagiri,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,5,80
HR-2026-00262,2025-05-31 03:30:50,1,Chennai,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,14,80
HR-2026-00263,2025-06-24 23:37:25,31,Virudhunagar,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,6,84
HR-2026-00264,2025-03-05 23:01:54,33,Thiruvarur,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,UNKNOWN_CONTRABAND,5,77
HR-2026-00265,2026-03-10 09:56:40,31,Virudhunagar,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,15,90
HR-2026-00266,2025-06-03 22:29:59,37,Tirupathur,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,11,70
HR-2026-00267,2024-09-29 21:09:53,24,Nilgiris,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,7,91
HR-2026-00268,2025-01-30 14:27:19,33,Thiruvarur,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,8,80
HR-2026-00269,2025-05-10 08:38:08,35,Mayiladuthurai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,9,88
HR-2026-00270,2025-07-30 21:42:43,18,Tiruvallur,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,4,78
HR-2026-00271,2025-03-11 22:55:21,14,Kanniyakumari,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,12,77
HR-2026-00272,2026-07-16 03:33:35,14,Kanniyakumari,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,11,94
HR-2026-00273,2024-12-27 16:29:09,7,Tiruppur,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,13,81
HR-2026-00274,2024-09-21 23:38:36,32,Theni,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,OPIOID_ANALOGUES,2,93
HR-2026-00275,2025-12-25 02:43:14,12,Thanjavur,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,PRESCRIPTION_NARCOTICS,5,70
HR-2026-00276,2025-08-13 16:55:46,9,Vellore,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,4,79
HR-2026-00277,2024-12-08 05:30:55,20,Viluppuram,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,2,72
HR-2026-00278,2025-12-01 08:12:46,25,Karur,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,12,81
HR-2026-00279,2026-04-18 05:49:23,2,Coimbatore,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,15,75
HR-2026-00280,2026-03-18 21:39:37,28,Pudukkottai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,UNKNOWN_CONTRABAND,5,82
HR-2026-00281,2025-07-27 22:04:20,33,Thiruvarur,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,UNKNOWN_CONTRABAND,3,73
HR-2026-00282,2025-01-08 07:58:02,11,Dindigul,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,SYNTHETIC_MDMA,9,92
HR-2026-00283,2026-04-21 18:05:57,14,Kanniyakumari,DISTRICT_HQ_HOSPITAL,WITHDRAWAL_ADMISSION,SYNTHETIC_MDMA,3,87
HR-2026-00284,2026-06-22 21:11:17,17,Chengalpattu,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,6,76
HR-2026-00285,2025-08-24 03:22:33,26,Ariyalur,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,15,93
HR-2026-00286,2024-10-13 02:50:58,33,Thiruvarur,LICENSED_DE_ADDICTION_NGO,WITHDRAWAL_ADMISSION,CHEMICAL_PRECURSORS,9,80
HR-2026-00287,2024-11-23 22:35:43,19,Cuddalore,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,SYNTHETIC_MDMA,8,89
HR-2026-00288,2026-01-27 15:11:59,36,Ranipet,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,CHEMICAL_PRECURSORS,12,88
HR-2026-00289,2026-03-11 04:50:33,30,Ramanathapuram,DISTRICT_HQ_HOSPITAL,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,10,94
HR-2026-00290,2025-01-03 22:49:23,8,Erode,LICENSED_DE_ADDICTION_NGO,TOXICOLOGY_SCREEN_AGGREGATE,COMMERCIAL_GANJA,13,84
HR-2026-00291,2025-02-13 01:51:44,28,Pudukkottai,LICENSED_DE_ADDICTION_NGO,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,6,88
HR-2026-00292,2025-02-13 05:06:03,29,Sivaganga,GOVT_MEDICAL_COLLEGE_PSYCH,OUTPATIENT_SUBSTANCE_CONSULT,PRESCRIPTION_NARCOTICS,1,71
HR-2026-00293,2026-05-31 15:28:53,4,Salem,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,COMMERCIAL_GANJA,15,82
HR-2026-00294,2025-01-14 14:14:21,5,Tiruchirappalli,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,PRESCRIPTION_NARCOTICS,9,79
HR-2026-00295,2025-11-08 08:33:20,12,Thanjavur,GOVT_MEDICAL_COLLEGE_PSYCH,WITHDRAWAL_ADMISSION,COMMERCIAL_GANJA,14,73
HR-2026-00296,2025-02-23 03:56:33,11,Dindigul,GOVT_MEDICAL_COLLEGE_PSYCH,TOXICOLOGY_SCREEN_AGGREGATE,CHEMICAL_PRECURSORS,11,78
HR-2026-00297,2025-07-01 00:34:29,27,Perambalur,DISTRICT_HQ_HOSPITAL,OUTPATIENT_SUBSTANCE_CONSULT,OPIOID_ANALOGUES,4,91
