eval_id,district_id,district_name,evaluation_timestamp,precision_rate,recall_rate,f1_score,false_alarm_rate,concept_drift_status,model_version
EVAL-00176,4,Salem,2025-04-26 02:31:11,0.915,0.873,0.877,0.084,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00177,7,Tiruppur,2026-06-21 10:28:09,0.825,0.851,0.887,0.099,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00178,22,Dharmapuri,2025-03-23 00:02:41,0.888,0.882,0.896,0.057,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00179,11,Dindigul,2026-08-19 05:29:51,0.869,0.863,0.913,0.066,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00180,19,Cuddalore,2024-12-27 05:21:27,0.897,0.836,0.827,0.067,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00181,12,Thanjavur,2025-02-07 15:49:21,0.885,0.902,0.896,0.087,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00182,1,Chennai,2026-02-17 07:16:23,0.838,0.875,0.911,0.088,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00183,35,Mayiladuthurai,2026-05-28 22:54:23,0.946,0.803,0.832,0.047,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00184,19,Cuddalore,2024-09-20 04:35:05,0.936,0.853,0.939,0.071,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00185,28,Pudukkottai,2025-05-11 10:27:38,0.904,0.878,0.829,0.093,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00186,21,Kallakurichi,2025-02-26 13:23:45,0.887,0.905,0.863,0.086,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00187,8,Erode,2025-01-30 13:32:39,0.882,0.848,0.851,0.082,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00188,37,Tirupathur,2025-02-27 19:02:44,0.919,0.905,0.817,0.085,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00189,6,Tirunelveli,2025-03-15 06:00:00,0.888,0.865,0.820,0.056,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00190,26,Ariyalur,2024-09-27 17:02:55,0.892,0.855,0.860,0.076,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00191,25,Karur,2025-04-02 17:28:26,0.825,0.931,0.862,0.050,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00192,12,Thanjavur,2024-10-01 11:06:18,0.875,0.944,0.865,0.088,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00193,22,Dharmapuri,2024-09-28 02:38:01,0.919,0.860,0.887,0.048,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00194,25,Karur,2025-06-15 12:45:52,0.955,0.872,0.940,0.051,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00195,4,Salem,2026-06-16 04:05:43,0.900,0.877,0.870,0.043,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00196,28,Pudukkottai,2025-10-20 13:22:28,0.958,0.895,0.818,0.088,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00197,3,Madurai,2024-10-01 06:01:24,0.941,0.849,0.841,0.094,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00198,36,Ranipet,2025-07-26 20:38:11,0.906,0.810,0.815,0.062,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00199,16,Kancheepuram,2025-08-04 18:30:43,0.905,0.849,0.948,0.047,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00200,24,Nilgiris,2025-05-30 18:38:03,0.897,0.894,0.931,0.091,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00201,6,Tirunelveli,2025-09-15 13:51:48,0.900,0.823,0.818,0.098,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00202,28,Pudukkottai,2026-05-24 23:07:12,0.881,0.936,0.815,0.066,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00203,12,Thanjavur,2025-07-10 17:04:58,0.929,0.897,0.830,0.067,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00204,18,Tiruvallur,2025-08-03 23:17:40,0.935,0.931,0.920,0.043,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00205,19,Cuddalore,2024-10-23 07:37:13,0.885,0.889,0.932,0.095,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00206,16,Kancheepuram,2025-09-30 13:56:59,0.916,0.877,0.865,0.091,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00207,14,Kanniyakumari,2026-03-14 10:14:51,0.896,0.808,0.844,0.074,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00208,22,Dharmapuri,2025-01-11 13:44:51,0.881,0.887,0.875,0.043,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00209,14,Kanniyakumari,2025-09-03 20:53:05,0.946,0.811,0.918,0.059,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00210,24,Nilgiris,2025-03-07 19:59:57,0.909,0.930,0.929,0.045,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00211,36,Ranipet,2026-04-20 02:45:00,0.874,0.925,0.947,0.063,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00212,32,Theni,2024-12-23 19:38:27,0.855,0.857,0.852,0.062,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00213,4,Salem,2025-09-28 23:50:09,0.953,0.844,0.854,0.068,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00214,9,Vellore,2025-03-26 14:54:41,0.862,0.928,0.832,0.092,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00215,1,Chennai,2025-02-22 04:45:34,0.872,0.852,0.898,0.052,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00216,1,Chennai,2025-12-12 16:49:33,0.931,0.812,0.872,0.095,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00217,2,Coimbatore,2025-08-26 00:39:04,0.924,0.809,0.827,0.076,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00218,31,Virudhunagar,2026-07-21 07:04:22,0.829,0.817,0.911,0.045,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00219,34,Nagapattinam,2024-09-25 07:18:27,0.877,0.858,0.903,0.049,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00220,28,Pudukkottai,2025-05-08 19:04:39,0.839,0.803,0.823,0.081,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00221,30,Ramanathapuram,2026-01-03 23:58:18,0.932,0.845,0.866,0.074,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00222,34,Nagapattinam,2026-03-05 06:28:33,0.921,0.914,0.939,0.089,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00223,26,Ariyalur,2025-04-21 19:36:34,0.919,0.937,0.872,0.055,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00224,15,Tenkasi,2025-01-12 14:52:42,0.924,0.910,0.905,0.046,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00225,25,Karur,2026-07-08 10:11:15,0.821,0.921,0.931,0.058,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00226,12,Thanjavur,2026-04-18 05:46:09,0.942,0.926,0.863,0.092,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00227,24,Nilgiris,2025-11-08 06:53:52,0.865,0.946,0.874,0.100,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00228,5,Tiruchirappalli,2025-09-21 19:26:33,0.841,0.925,0.869,0.083,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00229,18,Tiruvallur,2025-01-19 00:59:04,0.839,0.910,0.812,0.099,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00230,16,Kancheepuram,2025-04-11 21:40:39,0.846,0.916,0.836,0.078,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00231,6,Tirunelveli,2025-11-16 10:12:05,0.822,0.928,0.911,0.077,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00232,13,Thoothukudi,2025-06-09 01:42:54,0.913,0.869,0.933,0.084,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00233,32,Theni,2026-02-16 00:47:41,0.899,0.841,0.889,0.088,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00234,11,Dindigul,2025-04-05 07:26:35,0.959,0.912,0.819,0.060,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00235,18,Tiruvallur,2026-05-19 05:04:39,0.822,0.831,0.865,0.058,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00236,26,Ariyalur,2025-09-09 23:34:13,0.907,0.926,0.814,0.080,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00237,24,Nilgiris,2024-12-15 04:43:00,0.865,0.813,0.836,0.045,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00238,18,Tiruvallur,2025-06-17 16:18:36,0.888,0.854,0.840,0.058,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00239,2,Coimbatore,2024-10-14 13:20:33,0.949,0.874,0.880,0.095,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00240,9,Vellore,2025-08-08 17:11:03,0.835,0.805,0.832,0.051,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00241,12,Thanjavur,2026-02-15 21:35:05,0.951,0.891,0.880,0.045,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00242,38,Tiruvannamalai,2025-06-21 13:17:35,0.945,0.929,0.937,0.065,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00243,32,Theni,2025-05-10 19:30:30,0.920,0.804,0.903,0.057,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00244,23,Namakkal,2026-03-19 09:02:40,0.868,0.885,0.928,0.065,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00245,11,Dindigul,2025-09-02 07:39:15,0.933,0.883,0.829,0.049,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00246,19,Cuddalore,2025-03-29 02:35:51,0.859,0.927,0.875,0.075,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00247,33,Thiruvarur,2024-11-06 09:39:12,0.927,0.847,0.823,0.049,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00248,33,Thiruvarur,2025-07-21 05:17:08,0.932,0.855,0.897,0.045,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00249,5,Tiruchirappalli,2026-05-22 03:49:16,0.846,0.940,0.930,0.065,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00250,10,Krishnagiri,2026-04-18 18:25:43,0.864,0.808,0.852,0.045,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00251,20,Viluppuram,2025-12-24 05:41:23,0.872,0.818,0.824,0.075,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00252,26,Ariyalur,2024-12-15 20:42:35,0.820,0.922,0.815,0.051,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00253,33,Thiruvarur,2025-02-24 23:53:04,0.933,0.840,0.917,0.089,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00254,17,Chengalpattu,2025-04-02 01:35:17,0.900,0.846,0.914,0.088,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00255,8,Erode,2026-05-28 21:35:08,0.951,0.935,0.911,0.088,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00256,14,Kanniyakumari,2024-12-02 08:10:51,0.959,0.835,0.836,0.086,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00257,1,Chennai,2025-04-02 21:36:34,0.915,0.867,0.883,0.077,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00258,8,Erode,2026-07-07 00:00:35,0.821,0.906,0.871,0.052,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00259,19,Cuddalore,2025-11-21 03:12:49,0.937,0.813,0.817,0.060,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00260,9,Vellore,2025-02-24 14:22:33,0.881,0.890,0.851,0.048,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00261,25,Karur,2025-06-20 04:42:06,0.842,0.899,0.945,0.041,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00262,35,Mayiladuthurai,2025-03-19 20:35:27,0.936,0.846,0.886,0.060,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00263,35,Mayiladuthurai,2025-09-05 09:12:20,0.876,0.865,0.932,0.052,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00264,1,Chennai,2025-07-18 07:30:12,0.880,0.880,0.825,0.044,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00265,19,Cuddalore,2026-05-12 06:13:15,0.926,0.850,0.872,0.048,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00266,13,Thoothukudi,2025-08-29 17:23:43,0.890,0.814,0.826,0.094,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00267,38,Tiruvannamalai,2026-07-22 23:11:25,0.937,0.850,0.948,0.082,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00268,9,Vellore,2025-01-13 22:04:11,0.844,0.872,0.938,0.095,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00269,4,Salem,2025-01-28 15:57:22,0.882,0.918,0.852,0.096,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00270,34,Nagapattinam,2026-05-02 02:55:47,0.861,0.886,0.855,0.056,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00271,6,Tirunelveli,2024-10-04 20:54:04,0.915,0.804,0.815,0.066,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00272,13,Thoothukudi,2025-09-27 18:29:00,0.862,0.842,0.899,0.065,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00273,8,Erode,2026-07-16 03:21:34,0.940,0.834,0.858,0.076,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00274,2,Coimbatore,2026-04-12 11:23:15,0.893,0.948,0.887,0.082,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00275,37,Tirupathur,2025-01-01 08:52:25,0.889,0.830,0.856,0.054,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00276,31,Virudhunagar,2025-04-08 14:19:06,0.880,0.939,0.877,0.066,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00277,6,Tirunelveli,2025-07-07 06:28:06,0.945,0.824,0.929,0.046,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00278,34,Nagapattinam,2025-05-05 10:09:02,0.912,0.925,0.854,0.083,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00279,6,Tirunelveli,2025-05-28 12:35:21,0.888,0.949,0.925,0.075,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00280,5,Tiruchirappalli,2025-03-16 14:44:01,0.922,0.911,0.941,0.089,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00281,34,Nagapattinam,2024-10-05 15:46:42,0.893,0.838,0.878,0.049,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00282,33,Thiruvarur,2026-05-05 04:26:06,0.832,0.873,0.920,0.094,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00283,3,Madurai,2025-04-11 21:14:50,0.839,0.880,0.848,0.051,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00284,6,Tirunelveli,2025-12-21 23:23:39,0.910,0.874,0.825,0.073,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00285,33,Thiruvarur,2025-06-19 14:37:11,0.853,0.928,0.922,0.055,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00286,2,Coimbatore,2024-11-10 14:11:50,0.939,0.903,0.924,0.044,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00287,24,Nilgiris,2025-07-29 02:49:06,0.826,0.818,0.899,0.056,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00288,38,Tiruvannamalai,2024-11-03 12:48:46,0.914,0.891,0.925,0.079,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00289,28,Pudukkottai,2025-10-30 22:25:44,0.890,0.869,0.847,0.054,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00290,4,Salem,2025-03-23 04:56:48,0.850,0.804,0.905,0.045,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00291,28,Pudukkottai,2025-12-30 08:57:31,0.918,0.944,0.896,0.093,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00292,30,Ramanathapuram,2025-01-20 23:57:42,0.899,0.830,0.917,0.100,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00293,33,Thiruvarur,2024-12-09 17:49:34,0.867,0.929,0.830,0.098,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00294,7,Tiruppur,2025-01-06 19:41:07,0.909,0.928,0.911,0.046,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00295,30,Ramanathapuram,2026-02-12 11:02:44,0.871,0.878,0.925,0.069,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00296,18,Tiruvallur,2026-01-30 01:58:43,0.944,0.890,0.858,0.067,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00297,1,Chennai,2025-03-17 15:33:28,0.869,0.818,0.850,0.057,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00298,16,Kancheepuram,2025-10-27 20:38:40,0.905,0.897,0.832,0.066,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00299,7,Tiruppur,2025-06-02 22:05:08,0.836,0.934,0.941,0.050,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00300,23,Namakkal,2026-03-15 17:59:17,0.826,0.915,0.818,0.093,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00301,15,Tenkasi,2026-03-14 15:13:53,0.934,0.831,0.919,0.064,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00302,15,Tenkasi,2026-06-17 16:52:50,0.844,0.901,0.886,0.045,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00303,36,Ranipet,2025-06-28 18:08:43,0.856,0.938,0.880,0.090,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00304,14,Kanniyakumari,2024-10-14 01:28:38,0.877,0.811,0.926,0.062,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00305,28,Pudukkottai,2026-06-29 20:00:30,0.852,0.940,0.941,0.088,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00306,14,Kanniyakumari,2025-01-05 23:45:26,0.828,0.935,0.930,0.091,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00307,6,Tirunelveli,2025-11-21 12:08:40,0.891,0.808,0.918,0.057,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00308,10,Krishnagiri,2025-03-26 09:26:52,0.854,0.862,0.854,0.043,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00309,29,Sivaganga,2024-10-02 06:38:12,0.892,0.803,0.914,0.077,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00310,33,Thiruvarur,2026-03-21 02:03:09,0.835,0.945,0.927,0.080,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00311,14,Kanniyakumari,2025-08-18 01:14:48,0.959,0.814,0.834,0.046,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00312,32,Theni,2025-11-05 20:50:10,0.864,0.806,0.863,0.088,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00313,14,Kanniyakumari,2026-08-12 13:22:37,0.902,0.876,0.885,0.095,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00314,35,Mayiladuthurai,2026-03-09 21:18:03,0.827,0.876,0.821,0.042,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00315,32,Theni,2025-08-11 19:48:22,0.910,0.900,0.835,0.085,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00316,13,Thoothukudi,2025-08-17 02:00:56,0.856,0.912,0.886,0.099,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00317,15,Tenkasi,2025-11-19 17:49:46,0.916,0.827,0.841,0.055,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00318,34,Nagapattinam,2025-07-02 19:44:18,0.822,0.883,0.815,0.090,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00319,21,Kallakurichi,2025-07-19 22:33:45,0.860,0.858,0.839,0.084,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00320,15,Tenkasi,2025-05-13 04:09:10,0.820,0.840,0.927,0.090,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00321,29,Sivaganga,2026-01-23 07:51:42,0.950,0.909,0.925,0.075,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00322,21,Kallakurichi,2025-03-21 02:44:10,0.827,0.855,0.821,0.073,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00323,1,Chennai,2026-05-28 06:03:41,0.853,0.842,0.862,0.094,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00324,15,Tenkasi,2026-02-08 08:00:36,0.874,0.823,0.854,0.053,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00325,20,Viluppuram,2026-03-20 11:01:08,0.843,0.834,0.890,0.060,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00326,13,Thoothukudi,2025-09-01 23:16:17,0.891,0.935,0.885,0.063,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00327,11,Dindigul,2026-05-08 10:09:11,0.900,0.927,0.855,0.091,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00328,32,Theni,2026-04-03 16:19:41,0.874,0.827,0.915,0.095,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00329,9,Vellore,2025-05-12 00:53:19,0.958,0.865,0.846,0.073,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00330,24,Nilgiris,2025-04-17 19:56:25,0.876,0.853,0.896,0.078,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00331,21,Kallakurichi,2025-09-24 10:02:11,0.834,0.942,0.911,0.042,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00332,30,Ramanathapuram,2026-05-13 16:34:49,0.868,0.882,0.852,0.057,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00333,4,Salem,2025-07-09 18:39:12,0.949,0.932,0.878,0.053,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00334,33,Thiruvarur,2025-02-09 19:56:04,0.884,0.917,0.839,0.048,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00335,6,Tirunelveli,2025-02-12 13:21:48,0.929,0.894,0.934,0.058,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00336,18,Tiruvallur,2026-07-23 21:21:13,0.861,0.807,0.852,0.094,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00337,35,Mayiladuthurai,2025-05-05 12:56:47,0.883,0.830,0.889,0.049,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00338,34,Nagapattinam,2024-11-19 05:57:55,0.912,0.928,0.918,0.083,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00339,18,Tiruvallur,2026-01-15 19:18:25,0.871,0.837,0.922,0.043,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00340,30,Ramanathapuram,2026-03-20 07:41:59,0.920,0.876,0.881,0.093,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00341,3,Madurai,2024-10-18 14:49:25,0.836,0.894,0.845,0.068,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00342,18,Tiruvallur,2026-06-10 13:59:59,0.832,0.941,0.942,0.072,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00343,15,Tenkasi,2025-09-15 22:03:37,0.959,0.804,0.939,0.065,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00344,17,Chengalpattu,2026-05-13 23:28:09,0.931,0.837,0.939,0.095,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00345,3,Madurai,2024-09-21 02:24:48,0.879,0.830,0.830,0.048,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00346,17,Chengalpattu,2025-10-04 03:11:02,0.885,0.914,0.873,0.056,OPTIMAL,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00347,4,Salem,2025-12-13 17:55:51,0.951,0.892,0.928,0.082,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00348,32,Theni,2025-01-21 22:16:38,0.940,0.885,0.875,0.065,SLIGHT_DRIFT,NARVEX_TEMPORAL_BAYES_V2.1
EVAL-00349,27,Perambalur,2025-10-18 19:25:19,0.929,0.843,0.944,0.091,CALIBRATED,NARVEX_TEMPORAL_BAYES_V2.1
