provenance_id,target_record_id,source_origin_dataset,ingested_at,transformation_stage,verification_status,sha256_audit_hash
PRV-000294,SIG-TN-00294,CHECKPOST_OCR,2025-05-19 21:35:57,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,d97980a3042ac2444ea88759f27c0855238baa00ae27aec58c0f70d2920689ec
PRV-000295,SIG-TN-00295,CHECKPOST_OCR,2024-10-09 22:31:41,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,83b9cc445b37d5a797c561af395d58b92f35e43022c90af322b502e84c3f6102
PRV-000296,SIG-TN-00296,POLICE_LEDGER,2026-05-17 03:36:00,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,30f8eb816d29c4b8b9eb4ee206dbae5eafc48938939fa8f65b408f98e840ddc1
PRV-000297,SIG-TN-00297,CITIZEN_FEED,2025-03-19 04:24:30,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,4bda5d690975fb818dadae3e190790b8d46294772e4764f85a4c19d310b6ceab
PRV-000298,SIG-TN-00298,HEALTH_STAT,2024-10-15 16:06:40,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,29afa3b547de939df017b96ab10e98d3d72c1e46a6dec27004659bca39b2ff66
PRV-000299,SIG-TN-00299,HEALTH_STAT,2026-06-22 06:31:37,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,324885137b91c24652b930a995cdd3710424d68d2fc18fb90788971785cb8c08
PRV-000300,SIG-TN-00300,CITIZEN_FEED,2025-02-05 08:48:14,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8dd131e6d19ce8e30a7ed32102aaa9373596a7aaf67c20b35440fbdcfccd12ea
PRV-000301,SIG-TN-00301,POLICE_LEDGER,2025-04-15 15:52:41,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,42b3fa76efa6ed272a0f08a5e6591f879eed674398966e227df81c8e0fe32e83
PRV-000302,SIG-TN-00302,POLICE_LEDGER,2026-05-06 18:58:07,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,2212c1eb39b413212047b126a5c1cab54b7c243e7ffa3c0e4b4f6dc877df55c9
PRV-000303,SIG-TN-00303,HEALTH_STAT,2025-04-26 22:16:50,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,80ed250d9067119186eb2d6b52c7e8a1234fc35ef40d91bb4c105340302e42d7
PRV-000304,SIG-TN-00304,POLICE_LEDGER,2026-04-20 12:37:17,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,ccbeaee16df9f7a8172a296236fa2e62f3d93d2bf8791e35f802acc894cacfc9
PRV-000305,SIG-TN-00305,CHECKPOST_OCR,2026-04-29 19:19:33,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,25b64e6ed3fdb6747fc9e8be4217a62aa7eb8dc571d745027dae4328fb62199f
PRV-000306,SIG-TN-00306,CITIZEN_FEED,2025-09-02 16:55:41,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,eca85f42d391ba4843db78ceb17c633f4a274fc80864f6c2015e2460db25753f
PRV-000307,SIG-TN-00307,HEALTH_STAT,2026-05-07 19:36:39,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5b935cad3d1e26950ea1415e580ac5300b7605a472336b597df08bf7aa9d5982
PRV-000308,SIG-TN-00308,CHECKPOST_OCR,2025-08-07 04:47:23,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c44db5a85b873f6de3650549062da226b525b4c1dd4c17601096a41985c9c900
PRV-000309,SIG-TN-00309,POLICE_LEDGER,2026-01-18 21:06:15,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e67e453a1eb71d710e0fccad5022eb8477ae0cfa5c4b7c054fd1894d20eb6f02
PRV-000310,SIG-TN-00310,POLICE_LEDGER,2025-10-07 03:08:40,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8844bf62a1239c5027c26b9c342809407dae1fbbc45a990122dd001e20b1edde
PRV-000311,SIG-TN-00311,CITIZEN_FEED,2025-09-15 16:44:18,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,6ba0fee85814d166c732a67f0d80f8612be36549d324058388184285546ecda3
PRV-000312,SIG-TN-00312,POLICE_LEDGER,2025-03-31 16:36:13,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f2cddde1c4a43399ae1c034b86a5e63d1590d7102f0938cfb1066671f70bf34f
PRV-000313,SIG-TN-00313,CHECKPOST_OCR,2025-11-19 18:33:40,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,87e3b93b5fea82ea7dedcb5899968f8d5cbd8712d63f2cddfffc0ab40804384f
PRV-000314,SIG-TN-00314,CITIZEN_FEED,2024-10-19 10:55:44,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,105115b0cc88f946cf79d10f3cedf6ffe19eb9ae82e86347b415f8b0b4e3d4f2
PRV-000315,SIG-TN-00315,HEALTH_STAT,2025-05-01 07:34:28,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f3835b3f67cef675a5950b9728ff69b267cc9126f30d3ac5eaf84ed2256f87a9
PRV-000316,SIG-TN-00316,POLICE_LEDGER,2025-08-24 00:45:01,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,b9d0d5f02c8ecf6dbf10a7ad673bd1f180a1e7031166b908dc379a5cdd4c2c5c
PRV-000317,SIG-TN-00317,HEALTH_STAT,2024-11-03 22:14:38,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,aa4347b404c1a08b1e232ba542c41bdc038f75d656afa03a0b02770e9c1a802b
PRV-000318,SIG-TN-00318,CHECKPOST_OCR,2025-07-06 11:41:16,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5f079d150985315f4eadd506b9ecc6769abc0165b1a602e52e2e9d4f3de6371a
PRV-000319,SIG-TN-00319,HEALTH_STAT,2024-12-09 00:46:53,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,0f35803715d233c1edfa5865ae5ffc140b965a0b59850fde26c2a2a5ddc5f325
PRV-000320,SIG-TN-00320,CHECKPOST_OCR,2025-11-28 04:38:17,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e367bc0bd5242a21d5086e0ab9cc59b528c845a07a62d44bb00287c27e7c86b9
PRV-000321,SIG-TN-00321,CITIZEN_FEED,2026-07-26 16:48:11,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,de28947459a29579bdc95643bf32f07d0f7795c0d2211ee420e6e37c71cbf1da
PRV-000322,SIG-TN-00322,HEALTH_STAT,2025-10-14 15:16:12,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,256c2ee1fd2b5ce311545917cac24d184a5cc912ff256acf88becba4e3de3b1c
PRV-000323,SIG-TN-00323,CHECKPOST_OCR,2025-06-13 20:29:03,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,bc1690f9040165be436c31d73b1ef887bdf89e3f3fcb0a9848cb36fbe9d34a41
PRV-000324,SIG-TN-00324,HEALTH_STAT,2026-01-13 22:54:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,98adc1c17a3eeef13a83cc497ead012f51ca444848d72f01cc24ace756e75bdf
PRV-000325,SIG-TN-00325,CHECKPOST_OCR,2025-10-29 17:56:11,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9a7299fb76511b6f4b45e0b517e8c2c82cc72a2b65b3708913868c8c042bfd81
PRV-000326,SIG-TN-00326,HEALTH_STAT,2026-05-06 20:17:09,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8988bc133acba2bc65f22f5700518bce77c95545c3c67ccb78e839db4e55bd51
PRV-000327,SIG-TN-00327,HEALTH_STAT,2025-05-05 17:44:52,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,b0dd086c98a899d59797bbcf4ca21d3c763304f63b03ea2ec4a28d3a4c821f29
PRV-000328,SIG-TN-00328,CITIZEN_FEED,2025-11-13 16:46:52,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,32338e7ab2914e7461baeeaa274c90f64634b0068814f67a7e595d1ad9b9b013
PRV-000329,SIG-TN-00329,CITIZEN_FEED,2025-03-09 05:06:12,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,47a1d1f42792420f9891833bd889590198f4435be583645fa9882f7cd0fb8792
PRV-000330,SIG-TN-00330,CHECKPOST_OCR,2024-12-23 14:53:02,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,976715521daae133383bc930edb277efcac1944aaf215ca1221ed4fc50969391
PRV-000331,SIG-TN-00331,CITIZEN_FEED,2026-05-31 11:50:30,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,59f0be1bbd52591fe960e52210af8d1b7abe9f16716b91ffe65482736ec26a72
PRV-000332,SIG-TN-00332,HEALTH_STAT,2026-07-31 13:53:54,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,65e2c035e65ec6fe339460bf45649802606be9a0c90cda32f9ab8380af44c0c9
PRV-000333,SIG-TN-00333,CHECKPOST_OCR,2025-10-10 08:58:37,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,406e78e9f9334ad0fb0c2f2794409444d211787245828fc5e5cc94b987961107
PRV-000334,SIG-TN-00334,CHECKPOST_OCR,2025-04-26 13:09:57,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1b2042e76c2bfc49cea619413c5b71717cebc7d54799b07a52eebd0404a2d900
PRV-000335,SIG-TN-00335,CHECKPOST_OCR,2024-11-07 15:44:56,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,2554e3f683b8bb8de1beac4fef59dce372aed61192952207c9ecbe671cc51bf7
PRV-000336,SIG-TN-00336,HEALTH_STAT,2026-04-04 20:53:31,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,d3d75df274be4bfd1de2e341bb0cdb542fc88b1a3b7404d8e13df520bc41f79e
PRV-000337,SIG-TN-00337,CHECKPOST_OCR,2026-05-27 12:36:43,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9ce0ec9de64679d3674681296d486935c50170217a8aadc3af8a5456cd5aef7a
PRV-000338,SIG-TN-00338,HEALTH_STAT,2025-03-04 05:14:45,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,2d85d8a515c50adb70923862d780db45e77a78b2fdbf3eec45643c8693b2b06f
PRV-000339,SIG-TN-00339,HEALTH_STAT,2026-05-17 10:00:46,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,dac843302e8786e0ba32c1512c7cb52dc2aa5e080c502549364de737dedb68c2
PRV-000340,SIG-TN-00340,POLICE_LEDGER,2026-04-19 11:04:32,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,30a3a6246ccee30eb42421955647866732fd5d055bf24c694c7654cc9ff8ddd4
PRV-000341,SIG-TN-00341,CITIZEN_FEED,2025-04-30 07:58:47,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1e179e0e8f1835058bd4ead63c3a23ebb13138beca0c95473f1f777172db39e1
PRV-000342,SIG-TN-00342,CHECKPOST_OCR,2026-02-05 08:31:51,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,b700383422322a5cbc3926e87518cd8124816d6e186f5d0861466009365296dc
PRV-000343,SIG-TN-00343,POLICE_LEDGER,2025-02-08 15:11:21,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9d64f1ee63f6123d16f42ffae1a7dd438c07757c8d2135833bad40bd29f94be0
PRV-000344,SIG-TN-00344,POLICE_LEDGER,2026-02-09 21:00:44,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,522af77a727e5a702176f52e830dd72cc2ef68d6a35fc371679bd3f27fbc9a2e
PRV-000345,SIG-TN-00345,POLICE_LEDGER,2025-12-29 13:43:34,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,35ea3c5b6cd8efe3d9614c23556f1474c10f5b19397762c283e3867f7459351a
PRV-000346,SIG-TN-00346,CITIZEN_FEED,2025-07-02 22:52:04,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,ce14b0f35c59757ec482d86af5807f3929932f2c6857f754e2c4b52c2ed5604f
PRV-000347,SIG-TN-00347,HEALTH_STAT,2025-06-25 22:29:43,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,861e942fc0148a3d996cae4606518acc1bf51b3699ba7cbe05853b723490b983
PRV-000348,SIG-TN-00348,HEALTH_STAT,2025-02-14 10:59:50,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8b20f2eabe2b2956622de2834e63d9f97756a0b44b38d9286d3d2156e28fb70d
PRV-000349,SIG-TN-00349,CITIZEN_FEED,2024-10-28 01:01:15,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,13e7da8fc50a703f160326b3d5c33b809fd9aff8e2a113da64e95ffe23c76785
PRV-000350,SIG-TN-00350,CHECKPOST_OCR,2025-10-15 01:27:09,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,a93674bb99e5674cc0ed7ab7984a14926472eb639c6af069a6af5eab0e51ab77
PRV-000351,SIG-TN-00351,CITIZEN_FEED,2025-09-19 10:39:52,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8cb9900eece71d61bf38d844ba703c06ed9cf8870db489a22ae7da024084f89d
PRV-000352,SIG-TN-00352,CHECKPOST_OCR,2025-05-17 21:13:16,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c04dc83bb89287b7df155ae5b9707c2021f4a56286e97560567fb53fbd79d271
PRV-000353,SIG-TN-00353,CITIZEN_FEED,2025-08-22 14:57:28,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c17fbaa0440f6699ce23af8b7043fa3d3d279781b22c6f130d11872fc880bb79
PRV-000354,SIG-TN-00354,CITIZEN_FEED,2025-10-14 10:41:50,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,4f3965a47accb4b1974f9617c1ce4cde437f2fff344f36ac823b57434bcac655
PRV-000355,SIG-TN-00355,POLICE_LEDGER,2025-05-13 01:09:55,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,baaaa11ccde0ce7b861126331ac70da680eff3be2db2b890cd0262f962fda0a9
PRV-000356,SIG-TN-00356,POLICE_LEDGER,2024-12-07 15:28:48,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,df60ab60a01e1d582f70e1d9d1eb01d0f04ce65b224181b4bd3277c30464b08f
PRV-000357,SIG-TN-00357,CITIZEN_FEED,2025-04-16 13:55:26,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,d8f0b58a0d93bcd8771f228d0b5979b465bc64b1c85f24743163d81a86529cd0
PRV-000358,SIG-TN-00358,HEALTH_STAT,2025-01-18 11:28:36,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c70603b1e2a358b7c3a1146250bca553f6878bcdbf38fb08447c9cadb7e096f3
PRV-000359,SIG-TN-00359,CITIZEN_FEED,2025-04-16 23:16:57,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,8ec28c34697afeb572deb4eca6b991eb156516e46fc42f1a3796c2bd3aca0892
PRV-000360,SIG-TN-00360,HEALTH_STAT,2025-06-04 04:47:51,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f9b9b97a2fd46ccfa8eef8243873a9769257dba2b46a70dbab75b6a64a542129
PRV-000361,SIG-TN-00361,HEALTH_STAT,2025-04-02 23:20:57,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,2be4ae494c7b82c18baa5e23ed05461623ee04f1c02d50d7f9c879da391fc464
PRV-000362,SIG-TN-00362,CHECKPOST_OCR,2025-05-16 04:53:52,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,6081f9c219af46c9fbeca71be81b20597b57e4e9c89052240e9c7dabecdf94a1
PRV-000363,SIG-TN-00363,POLICE_LEDGER,2025-08-27 20:35:30,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,4f066477ff0af38a6014322ca766993b5548dd719ddaa8905e32f81fdbab65fd
PRV-000364,SIG-TN-00364,HEALTH_STAT,2026-06-19 11:15:24,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,2f2667b9e8a59db06073598136fd44da2402f6321667748c21b201332e223146
PRV-000365,SIG-TN-00365,CITIZEN_FEED,2025-10-28 05:03:57,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7219ae9c6ed3eac3f000e29c77e40596fcb60a115867ee775bb0c362f6599b59
PRV-000366,SIG-TN-00366,POLICE_LEDGER,2026-08-02 20:57:25,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,efdfc24efa4bc2627b36bfe7e0ad0c3debad0eecabce2585b70eb04b6239f792
PRV-000367,SIG-TN-00367,HEALTH_STAT,2025-09-05 23:04:29,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f109625e62e9153bcd8b2c0d757391e3c0de6e001f1eab06701b18658bf2a088
PRV-000368,SIG-TN-00368,CITIZEN_FEED,2026-07-05 16:59:36,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,35cc4af8e6d8a97e39e09b0f11810fb339ff07056b93ad3f5f73c51f124d6741
PRV-000369,SIG-TN-00369,CHECKPOST_OCR,2025-12-16 07:41:28,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,eed182dcfc12b2a6fce7a3b95be38834a07210c1b30317cbf8ff31e89aee8665
PRV-000370,SIG-TN-00370,POLICE_LEDGER,2024-12-06 20:38:01,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f54048a1e8f1261fa652b7a53387a2286827f5f037e64c0b5a21e1cfd4d83c54
PRV-000371,SIG-TN-00371,POLICE_LEDGER,2026-05-23 05:12:56,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c2a40b66691fcb11e873465b8e45f54dd3fe85f842d5cd8771b881aab7ee4cb2
PRV-000372,SIG-TN-00372,HEALTH_STAT,2025-01-24 13:03:45,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,a52d20d5b2d823c1521ebe17e0ee1f4e8c164d1fc4a25552787c8576eb2b72ec
PRV-000373,SIG-TN-00373,CITIZEN_FEED,2026-01-08 12:49:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,cfa498e1ffaef29c7be4e915fac28829e90b7ecd645e853af4f45e5f1fd889b1
PRV-000374,SIG-TN-00374,CHECKPOST_OCR,2025-04-02 06:35:56,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,86ac9732a5cb9bf207d91c793ef5b2ba8ba83cb6a4236a9c4194cf61df467091
PRV-000375,SIG-TN-00375,CITIZEN_FEED,2024-10-02 12:44:41,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,6c18c0843245d65a4fc55c9f11a427a068976228f1446c056747b70d105c6685
PRV-000376,SIG-TN-00376,CITIZEN_FEED,2024-10-25 05:39:26,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,51e0077916ab5690d72ee582c6a7d60ca15d9a1d6f1320d53f43914240ffeaee
PRV-000377,SIG-TN-00377,HEALTH_STAT,2025-12-05 13:25:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,62a0854390b877aa0e1129c2084afb7747b3c9f571bbe8f2d4f713ec406edd90
PRV-000378,SIG-TN-00378,HEALTH_STAT,2025-11-29 04:22:35,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,800b85c64a3841c05cd13ef72b25b9fd058b9d1e10a2f0649909bd8d31f6d170
PRV-000379,SIG-TN-00379,CITIZEN_FEED,2024-12-05 03:36:49,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,c4b3802b9655b61a01bf22f4f5c83a4fe23b1309e5018800b56f39cf675b4d19
PRV-000380,SIG-TN-00380,CITIZEN_FEED,2025-01-25 22:11:28,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5d7c14b14f81d22d6f9afd6e1b60ecbcaff1fd759ee68ff333669283254f964e
PRV-000381,SIG-TN-00381,POLICE_LEDGER,2024-09-19 11:29:27,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9b4b813aaaa6541de9a5aa5ad73ad383edf254984f1fb94cd576a5ed3c8d7118
PRV-000382,SIG-TN-00382,HEALTH_STAT,2026-04-18 06:21:50,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f82962cfff4353a7b96356bc95bda01c3c3f3145cbaf58bcfb36de1cb405f955
PRV-000383,SIG-TN-00383,HEALTH_STAT,2025-06-24 19:21:32,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,a20af3ee4aa39e70a6f325f1fcabb59f25a25ace90a2ba41eaedba22f47f47b8
PRV-000384,SIG-TN-00384,POLICE_LEDGER,2025-01-14 06:00:32,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,77e818b834834050e3e6d856906782432722844e386bd67415af7f45f225cabd
PRV-000385,SIG-TN-00385,CHECKPOST_OCR,2025-06-28 16:42:19,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,63e8ae06890cce62c0e593bbafb6792de15200a26137cbb86aed8103cea12679
PRV-000386,SIG-TN-00386,HEALTH_STAT,2025-09-12 18:15:40,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,66cbf75cfdbb776e51e034716f674f58acc9e435842c6e912bc6c7dd284f96a8
PRV-000387,SIG-TN-00387,POLICE_LEDGER,2026-01-14 13:52:14,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,1845acfdc3a96fc59b8004d458057a4bc41b177aa70a31d65b92e49fcb3c4f1b
PRV-000388,SIG-TN-00388,CHECKPOST_OCR,2025-04-26 13:30:04,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,e113a4df7905f6561b53be032dda26c6c4f1808cad9ca20cc45fd2d2a14c0d35
PRV-000389,SIG-TN-00389,POLICE_LEDGER,2025-01-09 01:42:55,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,60ec7fca12259f88e20173e43aa932ba2b21a342bb573c5394f80e8e5c7a2146
PRV-000390,SIG-TN-00390,CHECKPOST_OCR,2025-02-08 19:05:10,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,048082b71fa0a8dc68a786fa10bcd6b2f2d8d22ff8aed365e773b417bacc73d0
PRV-000391,SIG-TN-00391,POLICE_LEDGER,2025-06-10 00:00:05,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,ffa0ace323ecb97de3de16cc775421b5a9e5f47c8014f743957bbb0a0e68fcdb
PRV-000392,SIG-TN-00392,HEALTH_STAT,2024-10-30 08:02:24,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,0f1c5b598884980633b4326da4191bf445ab62f5bab43c6a36216cc0e773ebd1
PRV-000393,SIG-TN-00393,CITIZEN_FEED,2024-10-07 13:40:23,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,940cb78ce516d79373b5c072da3d81f37e34c2eabb289dda9abc1c941aa1f23d
PRV-000394,SIG-TN-00394,CITIZEN_FEED,2024-10-05 15:42:10,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,665b7a393ae6c6e714e5d70930f2da2642a3f784a0c06e648a2508ec86611c11
PRV-000395,SIG-TN-00395,HEALTH_STAT,2025-04-28 19:19:53,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,baa3c6cf283c7f91f6e73a898a4142f375fabe3e63d4034cf78b922bfd2b8d98
PRV-000396,SIG-TN-00396,CHECKPOST_OCR,2026-04-14 17:23:17,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,be35614dcbb936f69212846811b0a0e53e805e4aac3fc2542951ed194af52844
PRV-000397,SIG-TN-00397,HEALTH_STAT,2026-03-30 11:55:15,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,08c142602170d04b08034f650bf9fb58961d2d5cbc948a5cdbf31a4cf0e0f1b8
PRV-000398,SIG-TN-00398,POLICE_LEDGER,2024-09-28 18:37:08,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,fa33feb3de8ba9b1e4752962aeabd5dbad846fe651182de9775a628b0bebe123
PRV-000399,SIG-TN-00399,POLICE_LEDGER,2026-02-10 11:22:22,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5009d041514b6500fab61efda8042a6f1f20ae595322d515078ee80645b1b949
PRV-000400,SIG-TN-00400,POLICE_LEDGER,2025-04-14 09:07:03,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,5de94ba0ae248c75436151142c9717dda98e19616ffb669533963b0d3b7a8e13
PRV-000401,SIG-TN-00401,CHECKPOST_OCR,2026-05-24 15:53:28,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7649f816ab650c3bd7a6e65326a4a92d7c7532c12d3defa0caba26e7abb2c050
PRV-000402,SIG-TN-00402,HEALTH_STAT,2026-07-25 10:59:05,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,84c895db268b68d664602a03307c2b3b33330fa265b76cd852bb48e5afceadb7
PRV-000403,SIG-TN-00403,POLICE_LEDGER,2025-06-02 19:54:04,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,51589fcf3c67a7519655d9f25456674cd95db766012f65eba03b597b342336a1
PRV-000404,SIG-TN-00404,POLICE_LEDGER,2024-10-31 00:55:34,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,6b0a310a8a765863398903ba627df448e891ea223ea1405faebf74d7b4c04727
PRV-000405,SIG-TN-00405,HEALTH_STAT,2025-02-12 23:40:07,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,7b830fcf31d7a3769af0fdbb7432392433477b718d5f1d138ff28622e88b26c6
PRV-000406,SIG-TN-00406,HEALTH_STAT,2025-10-19 02:11:29,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,802977c86155ebc67e71928f7b9380a69a1854e826989df7f108c150528e7fe4
PRV-000407,SIG-TN-00407,CHECKPOST_OCR,2024-11-01 18:50:20,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,33fb6647bd2c96e0286e0e5833de3193b9866a34961b81f01a391c581436299f
PRV-000408,SIG-TN-00408,POLICE_LEDGER,2026-07-31 20:55:46,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,f2901af8003e27d76ed7c286ba1412562f496c221a1108e8a9933b5921e739ce
PRV-000409,SIG-TN-00409,CITIZEN_FEED,2024-09-23 10:33:58,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9c5594936b2fecf022d305babcd7119a74027d1b42241deacc3680eb68ce7e1c
PRV-000410,SIG-TN-00410,CHECKPOST_OCR,2025-07-13 16:26:03,PII_REDACTED_AND_NORMALIZED,VERIFIED_INTEGRITY,9e3f0b83dda66f8970631c96519dd9d096a1b9aecaa7b24ac12fa8c34730ee64
