outcome_id,ticket_id,resolved_at,operational_outcome,feedback_to_intelligence_model,outcome_confidence
OUT-2026-00193,TCK-2026-00193,2025-07-06 17:14:20,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00194,TCK-2026-00194,2026-04-28 11:28:09,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,91
OUT-2026-00195,TCK-2026-00195,2025-12-20 12:25:28,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00196,TCK-2026-00196,2025-09-15 00:05:04,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,96
OUT-2026-00197,TCK-2026-00197,2025-05-24 16:33:17,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00198,TCK-2026-00198,2025-07-13 20:28:53,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,82
OUT-2026-00199,TCK-2026-00199,2026-05-06 04:16:47,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,97
OUT-2026-00200,TCK-2026-00200,2025-07-10 01:17:59,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00201,TCK-2026-00201,2025-05-28 15:30:57,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,99
OUT-2026-00202,TCK-2026-00202,2026-07-14 20:20:48,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00203,TCK-2026-00203,2025-05-27 23:17:21,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,97
OUT-2026-00204,TCK-2026-00204,2026-05-18 19:43:24,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00205,TCK-2026-00205,2025-05-23 16:35:06,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00206,TCK-2026-00206,2025-08-12 12:02:51,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,89
OUT-2026-00207,TCK-2026-00207,2026-01-15 02:59:24,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00208,TCK-2026-00208,2026-02-07 21:57:29,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,82
OUT-2026-00209,TCK-2026-00209,2026-06-14 14:32:50,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,77
OUT-2026-00210,TCK-2026-00210,2026-02-06 18:16:18,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,85
OUT-2026-00211,TCK-2026-00211,2026-02-04 05:21:55,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,82
OUT-2026-00212,TCK-2026-00212,2026-07-03 15:44:46,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00213,TCK-2026-00213,2025-04-26 17:24:17,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00214,TCK-2026-00214,2025-08-03 04:33:54,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,78
OUT-2026-00215,TCK-2026-00215,2026-01-21 09:33:10,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,96
OUT-2026-00216,TCK-2026-00216,2025-11-04 02:47:10,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00217,TCK-2026-00217,2025-11-25 19:04:20,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00218,TCK-2026-00218,2025-12-10 01:28:52,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00219,TCK-2026-00219,2025-06-22 16:37:23,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,87
OUT-2026-00220,TCK-2026-00220,2026-04-16 16:16:57,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,83
OUT-2026-00221,TCK-2026-00221,2026-05-27 11:09:55,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00222,TCK-2026-00222,2026-08-14 10:17:32,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,77
OUT-2026-00223,TCK-2026-00223,2025-08-24 23:02:13,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,96
OUT-2026-00224,TCK-2026-00224,2026-05-24 00:15:27,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,99
OUT-2026-00225,TCK-2026-00225,2025-07-28 23:27:32,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,79
OUT-2026-00226,TCK-2026-00226,2025-11-30 13:02:48,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,75
OUT-2026-00227,TCK-2026-00227,2026-05-13 07:47:50,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00228,TCK-2026-00228,2025-05-23 02:21:49,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,97
OUT-2026-00229,TCK-2026-00229,2025-06-12 22:16:57,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,96
OUT-2026-00230,TCK-2026-00230,2026-04-07 20:52:28,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,94
OUT-2026-00231,TCK-2026-00231,2026-05-07 09:23:35,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00232,TCK-2026-00232,2025-12-11 00:18:32,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,85
OUT-2026-00233,TCK-2026-00233,2025-09-15 00:41:52,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00234,TCK-2026-00234,2025-07-13 12:23:58,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,77
OUT-2026-00235,TCK-2026-00235,2025-09-22 07:34:45,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00236,TCK-2026-00236,2025-04-22 06:39:13,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,76
OUT-2026-00237,TCK-2026-00237,2025-12-12 20:44:59,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,75
OUT-2026-00238,TCK-2026-00238,2025-08-24 04:40:15,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00239,TCK-2026-00239,2025-05-17 04:58:58,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,83
OUT-2026-00240,TCK-2026-00240,2025-12-19 09:55:14,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00241,TCK-2026-00241,2025-10-07 18:10:22,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00242,TCK-2026-00242,2026-07-20 21:13:31,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00243,TCK-2026-00243,2026-02-28 21:36:52,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00244,TCK-2026-00244,2026-01-28 20:39:57,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,86
OUT-2026-00245,TCK-2026-00245,2026-02-09 21:17:27,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00246,TCK-2026-00246,2026-02-17 07:04:00,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,79
OUT-2026-00247,TCK-2026-00247,2026-02-06 09:02:58,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,95
OUT-2026-00248,TCK-2026-00248,2026-02-25 11:26:32,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00249,TCK-2026-00249,2026-06-27 21:37:19,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,94
OUT-2026-00250,TCK-2026-00250,2025-10-12 00:23:29,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00251,TCK-2026-00251,2026-03-01 18:37:13,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,94
OUT-2026-00252,TCK-2026-00252,2025-05-17 03:02:41,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,89
OUT-2026-00253,TCK-2026-00253,2025-06-18 02:57:39,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,94
OUT-2026-00254,TCK-2026-00254,2025-10-03 09:22:23,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,77
OUT-2026-00255,TCK-2026-00255,2026-05-08 05:47:36,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,76
OUT-2026-00256,TCK-2026-00256,2025-12-20 05:44:16,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00257,TCK-2026-00257,2026-04-25 15:13:55,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,80
OUT-2026-00258,TCK-2026-00258,2026-07-14 21:54:42,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00259,TCK-2026-00259,2026-07-10 00:09:14,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,92
OUT-2026-00260,TCK-2026-00260,2026-03-19 21:51:43,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,80
OUT-2026-00261,TCK-2026-00261,2026-07-13 12:39:22,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,75
OUT-2026-00262,TCK-2026-00262,2026-01-28 20:12:21,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,85
OUT-2026-00263,TCK-2026-00263,2026-06-26 05:00:31,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,75
OUT-2026-00264,TCK-2026-00264,2025-09-29 21:48:42,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,76
OUT-2026-00265,TCK-2026-00265,2026-02-27 12:04:20,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,78
OUT-2026-00266,TCK-2026-00266,2026-07-04 23:14:00,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,90
OUT-2026-00267,TCK-2026-00267,2026-06-06 08:27:48,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00268,TCK-2026-00268,2026-05-10 01:11:37,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,94
OUT-2026-00269,TCK-2026-00269,2026-07-22 21:00:58,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00270,TCK-2026-00270,2025-09-04 14:10:58,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,83
OUT-2026-00271,TCK-2026-00271,2026-04-03 23:25:41,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00272,TCK-2026-00272,2026-03-09 20:39:03,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00273,TCK-2026-00273,2025-09-27 00:00:18,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,85
OUT-2026-00274,TCK-2026-00274,2026-05-21 16:29:56,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,87
OUT-2026-00275,TCK-2026-00275,2025-12-17 21:13:04,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00276,TCK-2026-00276,2026-01-25 00:12:56,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,99
OUT-2026-00277,TCK-2026-00277,2026-07-16 07:44:03,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00278,TCK-2026-00278,2026-01-27 15:01:02,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00279,TCK-2026-00279,2026-04-29 06:28:04,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,96
OUT-2026-00280,TCK-2026-00280,2026-02-11 14:47:33,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,97
OUT-2026-00281,TCK-2026-00281,2026-05-07 21:06:53,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00282,TCK-2026-00282,2025-04-22 03:00:53,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,86
OUT-2026-00283,TCK-2026-00283,2026-01-16 06:15:34,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00284,TCK-2026-00284,2026-07-20 04:45:12,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,95
OUT-2026-00285,TCK-2026-00285,2026-06-25 16:47:06,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00286,TCK-2026-00286,2026-01-14 13:02:42,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00287,TCK-2026-00287,2025-07-18 10:08:37,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00288,TCK-2026-00288,2026-06-07 01:40:26,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00289,TCK-2026-00289,2026-03-23 01:54:23,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00290,TCK-2026-00290,2026-04-21 00:45:39,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,84
OUT-2026-00291,TCK-2026-00291,2026-07-12 20:27:52,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00292,TCK-2026-00292,2025-10-15 00:51:05,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,79
OUT-2026-00293,TCK-2026-00293,2026-03-02 15:47:54,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,78
OUT-2026-00294,TCK-2026-00294,2026-01-10 02:34:36,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,86
OUT-2026-00295,TCK-2026-00295,2025-10-20 22:30:27,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00296,TCK-2026-00296,2025-06-07 19:53:13,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,87
OUT-2026-00297,TCK-2026-00297,2025-11-25 05:47:04,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,96
OUT-2026-00298,TCK-2026-00298,2026-01-09 23:51:29,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00299,TCK-2026-00299,2026-03-05 11:05:38,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00300,TCK-2026-00300,2025-06-16 08:43:57,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00301,TCK-2026-00301,2026-05-13 01:45:33,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,81
OUT-2026-00302,TCK-2026-00302,2026-05-19 16:11:13,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00303,TCK-2026-00303,2025-05-08 17:38:11,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,85
OUT-2026-00304,TCK-2026-00304,2026-03-02 03:15:43,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,95
OUT-2026-00305,TCK-2026-00305,2026-01-23 22:06:32,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00306,TCK-2026-00306,2026-04-09 06:33:23,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,91
OUT-2026-00307,TCK-2026-00307,2026-01-05 02:29:23,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00308,TCK-2026-00308,2025-06-23 04:45:11,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,99
OUT-2026-00309,TCK-2026-00309,2026-03-15 16:50:42,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,85
OUT-2026-00310,TCK-2026-00310,2025-10-05 05:43:33,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,98
OUT-2026-00311,TCK-2026-00311,2026-06-18 18:19:41,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00312,TCK-2026-00312,2026-08-01 02:55:20,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00313,TCK-2026-00313,2025-08-15 13:10:51,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00314,TCK-2026-00314,2026-05-25 04:05:22,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,87
OUT-2026-00315,TCK-2026-00315,2025-05-14 09:01:14,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,85
OUT-2026-00316,TCK-2026-00316,2026-01-31 08:58:22,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,90
OUT-2026-00317,TCK-2026-00317,2026-08-10 19:20:22,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,75
OUT-2026-00318,TCK-2026-00318,2025-07-06 23:51:06,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00319,TCK-2026-00319,2026-01-22 12:17:43,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,98
OUT-2026-00320,TCK-2026-00320,2026-02-20 05:54:14,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,94
OUT-2026-00321,TCK-2026-00321,2026-07-20 15:00:58,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00322,TCK-2026-00322,2026-06-14 04:53:53,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00323,TCK-2026-00323,2025-08-31 21:16:22,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,99
OUT-2026-00324,TCK-2026-00324,2025-07-29 07:51:56,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00325,TCK-2026-00325,2026-03-03 01:14:33,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00326,TCK-2026-00326,2026-07-29 10:38:18,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,99
OUT-2026-00327,TCK-2026-00327,2026-01-06 07:05:34,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00328,TCK-2026-00328,2025-06-23 16:21:57,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,90
OUT-2026-00329,TCK-2026-00329,2025-05-05 09:42:39,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,93
OUT-2026-00330,TCK-2026-00330,2026-03-18 03:59:06,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,94
OUT-2026-00331,TCK-2026-00331,2025-11-23 00:58:32,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00332,TCK-2026-00332,2025-10-19 08:08:52,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,83
OUT-2026-00333,TCK-2026-00333,2025-05-14 06:09:49,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,79
OUT-2026-00334,TCK-2026-00334,2026-06-07 01:11:19,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,91
OUT-2026-00335,TCK-2026-00335,2026-03-12 05:59:14,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,79
OUT-2026-00336,TCK-2026-00336,2026-01-08 14:34:43,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,83
OUT-2026-00337,TCK-2026-00337,2025-09-30 15:27:03,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00338,TCK-2026-00338,2025-10-14 16:23:59,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,83
OUT-2026-00339,TCK-2026-00339,2025-08-22 14:08:20,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,86
OUT-2026-00340,TCK-2026-00340,2025-07-14 16:11:20,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,75
OUT-2026-00341,TCK-2026-00341,2025-11-07 00:49:42,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,89
OUT-2026-00342,TCK-2026-00342,2025-07-13 04:58:30,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,97
OUT-2026-00343,TCK-2026-00343,2026-03-29 14:03:22,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,78
OUT-2026-00344,TCK-2026-00344,2025-11-23 03:30:25,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,82
OUT-2026-00345,TCK-2026-00345,2026-03-19 06:11:42,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00346,TCK-2026-00346,2026-01-23 22:44:41,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,96
OUT-2026-00347,TCK-2026-00347,2025-12-09 14:04:34,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,76
OUT-2026-00348,TCK-2026-00348,2025-09-10 12:22:49,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00349,TCK-2026-00349,2025-04-29 17:01:29,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,94
OUT-2026-00350,TCK-2026-00350,2025-10-03 18:04:59,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00351,TCK-2026-00351,2026-02-16 13:41:19,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,80
OUT-2026-00352,TCK-2026-00352,2026-04-11 21:28:06,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,84
OUT-2026-00353,TCK-2026-00353,2026-06-23 13:37:23,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,90
OUT-2026-00354,TCK-2026-00354,2026-07-03 01:26:40,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,76
OUT-2026-00355,TCK-2026-00355,2026-08-11 18:07:18,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,98
OUT-2026-00356,TCK-2026-00356,2026-06-16 02:45:24,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,87
OUT-2026-00357,TCK-2026-00357,2026-07-06 10:54:49,UNSUBSTANTIATED_TIP,NEW_CORRIDOR_DISCOVERED,96
OUT-2026-00358,TCK-2026-00358,2025-11-26 06:15:19,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00359,TCK-2026-00359,2026-06-23 19:45:06,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,88
OUT-2026-00360,TCK-2026-00360,2025-12-07 17:29:37,CIVIL_SUPPORT_REFERRED,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00361,TCK-2026-00361,2025-11-05 22:28:27,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,94
OUT-2026-00362,TCK-2026-00362,2025-10-17 06:47:36,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,82
OUT-2026-00363,TCK-2026-00363,2026-01-17 10:23:25,CIVIL_SUPPORT_REFERRED,FALSE_ALARM_REPORTED,80
OUT-2026-00364,TCK-2026-00364,2026-01-19 15:17:04,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,91
OUT-2026-00365,TCK-2026-00365,2026-07-31 22:47:27,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,75
OUT-2026-00366,TCK-2026-00366,2026-02-02 15:09:49,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,80
OUT-2026-00367,TCK-2026-00367,2025-11-13 04:04:10,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,88
OUT-2026-00368,TCK-2026-00368,2026-02-15 04:57:56,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,79
OUT-2026-00369,TCK-2026-00369,2025-11-22 10:13:45,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00370,TCK-2026-00370,2025-06-06 13:06:23,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00371,TCK-2026-00371,2026-03-04 06:55:15,PREVENTIVE_DETERRENCE_ACHIEVED,MODEL_PREDICTION_VERIFIED,78
OUT-2026-00372,TCK-2026-00372,2025-12-08 10:22:28,SEIZURE_EXECUTED,MODEL_PREDICTION_VERIFIED,79
OUT-2026-00373,TCK-2026-00373,2025-12-09 10:09:27,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,80
OUT-2026-00374,TCK-2026-00374,2026-06-14 06:07:30,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,78
OUT-2026-00375,TCK-2026-00375,2025-09-07 14:48:14,SEIZURE_EXECUTED,NEW_CORRIDOR_DISCOVERED,76
OUT-2026-00376,TCK-2026-00376,2026-06-23 22:21:27,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,77
OUT-2026-00377,TCK-2026-00377,2025-08-23 23:54:12,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,77
OUT-2026-00378,TCK-2026-00378,2025-11-21 21:51:13,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,88
OUT-2026-00379,TCK-2026-00379,2026-03-26 01:11:08,UNSUBSTANTIATED_TIP,MODEL_PREDICTION_VERIFIED,97
OUT-2026-00380,TCK-2026-00380,2025-11-20 09:45:26,SEIZURE_EXECUTED,FALSE_ALARM_REPORTED,89
OUT-2026-00381,TCK-2026-00381,2025-05-11 21:00:52,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,89
OUT-2026-00382,TCK-2026-00382,2025-12-20 03:11:59,UNSUBSTANTIATED_TIP,FALSE_ALARM_REPORTED,78
OUT-2026-00383,TCK-2026-00383,2026-01-17 01:34:08,PREVENTIVE_DETERRENCE_ACHIEVED,NEW_CORRIDOR_DISCOVERED,93
OUT-2026-00384,TCK-2026-00384,2026-08-10 00:23:54,CIVIL_SUPPORT_REFERRED,MODEL_PREDICTION_VERIFIED,75
OUT-2026-00385,TCK-2026-00385,2026-01-17 21:27:27,PREVENTIVE_DETERRENCE_ACHIEVED,FALSE_ALARM_REPORTED,81
