fir_number,station_id,station_name,district_id,district_name,fir_date,offense_section,drug_category,quantity_band,investigation_status,confidence_score
FIR-TSI-2025-0117,62,Tenkasi Town PS 3,15,Tenkasi,2025-10-24 12:39:01,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,PENDING_TRIAL,86
FIR-CGL-2026-0118,71,Chengalpattu Town PS 2,17,Chengalpattu,2024-12-27 04:58:57,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,95
FIR-RNP-2025-0119,157,Ranipet Town PS 2,36,Ranipet,2025-09-14 08:57:57,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,CHARGESHEET_FILED,94
FIR-PBL-2025-0120,115,Perambalur Town PS 2,27,Perambalur,2025-07-14 20:09:37,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,PENDING_TRIAL,89
FIR-DGL-2026-0121,40,Dindigul Town PS 1,11,Dindigul,2025-10-22 21:52:05,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,CHARGESHEET_FILED,99
FIR-NGP-2025-0122,148,Nagapattinam Town PS 2,34,Nagapattinam,2025-11-10 06:50:41,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,94
FIR-TPR_N-2026-0123,163,Tirupathur Town PS 3,37,Tirupathur,2024-10-16 20:15:16,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,CHARGESHEET_FILED,87
FIR-PBL-2025-0124,115,Perambalur Town PS 2,27,Perambalur,2026-05-26 21:13:59,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,95
FIR-TPR-2025-0125,29,Tiruppur Town PS 2,7,Tiruppur,2026-03-04 03:03:56,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,96
FIR-MDU-2025-0126,13,Madurai Town PS 4,3,Madurai,2025-03-15 01:32:04,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,SMALL_QUANTITY,PENDING_TRIAL,98
FIR-TLR-2026-0127,77,Tiruvallur Town PS 3,18,Tiruvallur,2024-11-17 19:38:01,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,87
FIR-TPR-2026-0128,28,Tiruppur Town PS 1,7,Tiruppur,2025-07-09 08:45:56,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,CHARGESHEET_FILED,97
FIR-KLK-2025-0129,88,Kallakurichi Town PS 2,21,Kallakurichi,2025-04-02 08:51:32,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,86
FIR-CBE-2026-0130,9,Coimbatore Town PS 6,2,Coimbatore,2025-03-22 01:14:29,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,PENDING_TRIAL,94
FIR-CBE-2026-0131,8,Coimbatore Town PS 5,2,Coimbatore,2024-11-24 08:55:15,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,PENDING_TRIAL,90
FIR-MYD-2025-0132,155,Mayiladuthurai Town PS 5,35,Mayiladuthurai,2026-01-04 02:05:00,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,87
FIR-THI-2025-0133,138,Theni Town PS 1,32,Theni,2025-03-28 06:34:56,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,PENDING_TRIAL,98
FIR-RNP-2026-0134,160,Ranipet Town PS 5,36,Ranipet,2025-09-05 02:50:51,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,93
FIR-NIL-2026-0135,106,Nilgiris Town PS 4,24,Nilgiris,2025-07-27 17:03:26,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,88
FIR-TUT-2026-0136,49,Thoothukudi Town PS 2,13,Thoothukudi,2025-02-01 18:57:34,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,PENDING_TRIAL,92
FIR-CGL-2025-0137,72,Chengalpattu Town PS 3,17,Chengalpattu,2025-11-20 23:44:39,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,99
FIR-NGP-2025-0138,147,Nagapattinam Town PS 1,34,Nagapattinam,2025-02-23 10:06:02,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,98
FIR-KRI-2026-0139,39,Krishnagiri Town PS 3,10,Krishnagiri,2025-02-02 12:48:45,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,PENDING_TRIAL,98
FIR-KKI-2025-0140,59,Kanniyakumari Town PS 6,14,Kanniyakumari,2026-06-30 12:30:13,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,PENDING_TRIAL,98
FIR-KCP-2026-0141,69,Kancheepuram Town PS 5,16,Kancheepuram,2025-07-24 19:45:59,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,PENDING_TRIAL,93
FIR-CGL-2026-0142,71,Chengalpattu Town PS 2,17,Chengalpattu,2026-08-19 09:28:38,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,98
FIR-MDU-2026-0143,10,Madurai Town PS 1,3,Madurai,2026-03-13 09:52:12,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,PENDING_TRIAL,87
FIR-MYD-2026-0144,154,Mayiladuthurai Town PS 4,35,Mayiladuthurai,2026-07-27 23:35:52,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,PENDING_TRIAL,89
FIR-RNP-2025-0145,160,Ranipet Town PS 5,36,Ranipet,2024-10-27 06:02:17,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,91
FIR-CUD-2025-0146,79,Cuddalore Town PS 2,19,Cuddalore,2025-11-02 12:49:38,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,98
FIR-ARI-2026-0147,110,Ariyalur Town PS 1,26,Ariyalur,2026-01-21 12:05:46,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,93
FIR-DGL-2026-0148,40,Dindigul Town PS 1,11,Dindigul,2025-01-19 22:37:03,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,87
FIR-THI-2025-0149,140,Theni Town PS 3,32,Theni,2024-11-07 06:13:50,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,INTERMEDIATE_QUANTITY,PENDING_TRIAL,92
FIR-TPR-2025-0150,30,Tiruppur Town PS 3,7,Tiruppur,2025-05-16 22:51:57,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,CHARGESHEET_FILED,98
FIR-TVM-2026-0151,166,Tiruvannamalai Town PS 2,38,Tiruvannamalai,2024-10-26 09:41:53,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,SMALL_QUANTITY,PENDING_TRIAL,92
FIR-CUD-2026-0152,78,Cuddalore Town PS 1,19,Cuddalore,2025-11-24 19:53:30,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,94
FIR-KRR-2026-0153,107,Karur Town PS 1,25,Karur,2025-04-17 07:13:32,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,91
FIR-KCP-2026-0154,69,Kancheepuram Town PS 5,16,Kancheepuram,2025-03-12 00:56:04,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,SMALL_QUANTITY,CHARGESHEET_FILED,97
FIR-TLR-2025-0155,76,Tiruvallur Town PS 2,18,Tiruvallur,2025-07-02 09:44:10,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,PENDING_TRIAL,89
FIR-TNJ-2025-0156,45,Thanjavur Town PS 2,12,Thanjavur,2025-06-20 16:06:33,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,96
FIR-NGP-2026-0157,147,Nagapattinam Town PS 1,34,Nagapattinam,2025-12-24 19:16:01,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,91
FIR-SLM-2026-0158,14,Salem Town PS 1,4,Salem,2025-08-18 02:07:09,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,87
FIR-SLM-2026-0159,14,Salem Town PS 1,4,Salem,2025-09-21 11:57:17,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,CHARGESHEET_FILED,99
FIR-TUT-2026-0160,50,Thoothukudi Town PS 3,13,Thoothukudi,2025-10-04 04:38:41,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,CHARGESHEET_FILED,95
FIR-VLP-2025-0161,84,Viluppuram Town PS 1,20,Viluppuram,2025-04-21 02:13:44,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,92
FIR-DPI-2026-0162,93,Dharmapuri Town PS 1,22,Dharmapuri,2025-11-16 19:29:28,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,87
FIR-ARI-2026-0163,113,Ariyalur Town PS 4,26,Ariyalur,2025-05-29 20:11:43,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,CHARGESHEET_FILED,87
FIR-CGL-2026-0164,70,Chengalpattu Town PS 1,17,Chengalpattu,2025-01-18 15:53:43,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,92
FIR-KLK-2025-0165,88,Kallakurichi Town PS 2,21,Kallakurichi,2025-08-22 12:39:21,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,UNDER_INVESTIGATION,86
FIR-VRD-2026-0166,135,Virudhunagar Town PS 4,31,Virudhunagar,2025-04-25 23:35:54,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,CHARGESHEET_FILED,90
FIR-ERD-2026-0167,32,Erode Town PS 2,8,Erode,2025-02-19 21:23:48,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,UNDER_INVESTIGATION,92
FIR-KCP-2026-0168,65,Kancheepuram Town PS 1,16,Kancheepuram,2024-10-17 03:52:24,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,PENDING_TRIAL,89
FIR-TLR-2025-0169,75,Tiruvallur Town PS 1,18,Tiruvallur,2026-01-29 11:19:37,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,PENDING_TRIAL,90
FIR-DGL-2025-0170,43,Dindigul Town PS 4,11,Dindigul,2025-03-01 21:50:57,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,PENDING_TRIAL,96
FIR-TUT-2025-0171,51,Thoothukudi Town PS 4,13,Thoothukudi,2025-10-29 22:30:16,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,88
FIR-TVR-2026-0172,146,Thiruvarur Town PS 6,33,Thiruvarur,2025-09-23 14:05:38,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,92
FIR-ERD-2026-0173,32,Erode Town PS 2,8,Erode,2025-09-16 15:15:39,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,UNDER_INVESTIGATION,90
FIR-TUT-2025-0174,53,Thoothukudi Town PS 6,13,Thoothukudi,2025-03-12 15:30:41,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,SMALL_QUANTITY,PENDING_TRIAL,87
FIR-NMK-2026-0175,102,Namakkal Town PS 5,23,Namakkal,2026-04-08 01:51:37,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,CHARGESHEET_FILED,95
FIR-TPR-2025-0176,28,Tiruppur Town PS 1,7,Tiruppur,2026-05-01 12:07:41,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,PENDING_TRIAL,98
FIR-DGL-2026-0177,42,Dindigul Town PS 3,11,Dindigul,2025-06-12 20:32:44,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,SMALL_QUANTITY,PENDING_TRIAL,98
FIR-MYD-2025-0178,153,Mayiladuthurai Town PS 3,35,Mayiladuthurai,2025-03-15 18:30:04,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,SMALL_QUANTITY,CHARGESHEET_FILED,93
FIR-KRR-2025-0179,109,Karur Town PS 3,25,Karur,2024-12-02 03:06:26,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,86
FIR-KRR-2026-0180,109,Karur Town PS 3,25,Karur,2025-10-27 12:43:56,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,92
FIR-DGL-2026-0181,41,Dindigul Town PS 2,11,Dindigul,2026-05-23 11:38:45,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,CHARGESHEET_FILED,97
FIR-NGP-2025-0182,147,Nagapattinam Town PS 1,34,Nagapattinam,2024-12-21 02:50:37,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,96
FIR-PBL-2026-0183,114,Perambalur Town PS 1,27,Perambalur,2025-08-01 20:11:52,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,92
FIR-CHN-2026-0184,1,Chennai Town PS 1,1,Chennai,2026-01-28 22:05:54,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,SMALL_QUANTITY,CHARGESHEET_FILED,90
FIR-MYD-2025-0185,153,Mayiladuthurai Town PS 3,35,Mayiladuthurai,2026-05-15 09:52:27,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,98
FIR-VRD-2026-0186,135,Virudhunagar Town PS 4,31,Virudhunagar,2025-07-02 00:09:05,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,94
FIR-TVM-2026-0187,165,Tiruvannamalai Town PS 1,38,Tiruvannamalai,2026-01-14 08:22:47,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,INTERMEDIATE_QUANTITY,PENDING_TRIAL,88
FIR-VEL-2026-0188,34,Vellore Town PS 1,9,Vellore,2025-04-21 02:57:05,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,89
FIR-KRR-2026-0189,108,Karur Town PS 2,25,Karur,2025-02-22 18:14:53,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,98
FIR-ERD-2026-0190,31,Erode Town PS 1,8,Erode,2025-03-08 18:24:19,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,PENDING_TRIAL,91
FIR-DPI-2026-0191,96,Dharmapuri Town PS 4,22,Dharmapuri,2025-02-27 22:25:39,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,PENDING_TRIAL,94
FIR-KLK-2026-0192,92,Kallakurichi Town PS 6,21,Kallakurichi,2024-09-25 22:59:04,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,PENDING_TRIAL,92
FIR-NGP-2025-0193,148,Nagapattinam Town PS 2,34,Nagapattinam,2025-01-16 07:34:24,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,99
FIR-ARI-2025-0194,111,Ariyalur Town PS 2,26,Ariyalur,2025-09-19 15:29:02,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,UNDER_INVESTIGATION,90
FIR-TPR-2026-0195,29,Tiruppur Town PS 2,7,Tiruppur,2024-11-16 22:31:27,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,95
FIR-SVG-2026-0196,125,Sivaganga Town PS 3,29,Sivaganga,2026-03-22 01:21:17,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,CHARGESHEET_FILED,92
FIR-TVR-2025-0197,142,Thiruvarur Town PS 2,33,Thiruvarur,2025-01-30 14:10:14,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,98
FIR-KRR-2025-0198,109,Karur Town PS 3,25,Karur,2025-06-07 20:46:51,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,99
FIR-CBE-2025-0199,7,Coimbatore Town PS 4,2,Coimbatore,2026-03-10 02:41:49,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,PENDING_TRIAL,86
FIR-NMK-2026-0200,100,Namakkal Town PS 3,23,Namakkal,2026-05-22 03:23:22,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,PENDING_TRIAL,89
FIR-KRR-2025-0201,108,Karur Town PS 2,25,Karur,2026-05-06 08:01:31,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,PENDING_TRIAL,97
FIR-TPJ-2025-0202,18,Tiruchirappalli Town PS 1,5,Tiruchirappalli,2026-04-15 00:15:16,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,PENDING_TRIAL,86
FIR-VLP-2026-0203,86,Viluppuram Town PS 3,20,Viluppuram,2025-02-10 20:55:30,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,CHARGESHEET_FILED,88
FIR-KKI-2025-0204,54,Kanniyakumari Town PS 1,14,Kanniyakumari,2026-01-05 02:09:22,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,PENDING_TRIAL,93
FIR-TNJ-2025-0205,47,Thanjavur Town PS 4,12,Thanjavur,2025-01-21 18:47:00,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,SMALL_QUANTITY,UNDER_INVESTIGATION,96
FIR-NGP-2025-0206,150,Nagapattinam Town PS 4,34,Nagapattinam,2025-09-24 06:31:24,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,INTERMEDIATE_QUANTITY,PENDING_TRIAL,95
FIR-DGL-2025-0207,40,Dindigul Town PS 1,11,Dindigul,2025-11-18 14:47:18,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,PENDING_TRIAL,86
FIR-KCP-2026-0208,65,Kancheepuram Town PS 1,16,Kancheepuram,2025-06-16 11:06:49,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,99
FIR-TVR-2025-0209,142,Thiruvarur Town PS 2,33,Thiruvarur,2025-03-04 23:39:01,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,UNDER_INVESTIGATION,88
FIR-CBE-2026-0210,4,Coimbatore Town PS 1,2,Coimbatore,2025-07-20 15:53:56,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,PENDING_TRIAL,96
FIR-TPR_N-2026-0211,164,Tirupathur Town PS 4,37,Tirupathur,2026-07-17 06:02:31,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,PENDING_TRIAL,96
FIR-DPI-2025-0212,95,Dharmapuri Town PS 3,22,Dharmapuri,2025-05-02 22:44:14,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,99
FIR-DGL-2025-0213,41,Dindigul Town PS 2,11,Dindigul,2025-08-11 14:47:12,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,COMMERCIAL_QUANTITY,PENDING_TRIAL,86
FIR-NIL-2026-0214,104,Nilgiris Town PS 2,24,Nilgiris,2024-10-06 23:08:05,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,INTERMEDIATE_QUANTITY,PENDING_TRIAL,90
FIR-ERD-2025-0215,33,Erode Town PS 3,8,Erode,2025-12-16 23:56:56,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,PENDING_TRIAL,88
FIR-ERD-2026-0216,31,Erode Town PS 1,8,Erode,2026-05-13 15:31:31,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,91
FIR-TNJ-2025-0217,47,Thanjavur Town PS 4,12,Thanjavur,2026-06-22 21:54:22,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,PENDING_TRIAL,96
FIR-THI-2026-0218,138,Theni Town PS 1,32,Theni,2026-07-02 14:22:37,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,INTERMEDIATE_QUANTITY,PENDING_TRIAL,97
FIR-VEL-2026-0219,36,Vellore Town PS 3,9,Vellore,2025-03-05 13:06:31,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,PENDING_TRIAL,91
FIR-KKI-2026-0220,59,Kanniyakumari Town PS 6,14,Kanniyakumari,2025-11-22 11:03:58,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,SMALL_QUANTITY,PENDING_TRIAL,99
FIR-KRR-2025-0221,107,Karur Town PS 1,25,Karur,2026-07-29 09:51:52,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,COMMERCIAL_QUANTITY,PENDING_TRIAL,93
FIR-MYD-2025-0222,154,Mayiladuthurai Town PS 4,35,Mayiladuthurai,2025-02-28 16:50:55,NDPS ACT SEC 8(c)/20(b)/22,PRESCRIPTION_NARCOTICS,COMMERCIAL_QUANTITY,PENDING_TRIAL,85
FIR-VLP-2025-0223,86,Viluppuram Town PS 3,20,Viluppuram,2024-11-09 05:21:54,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,CHARGESHEET_FILED,91
FIR-RNP-2026-0224,160,Ranipet Town PS 5,36,Ranipet,2025-04-09 00:37:35,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,SMALL_QUANTITY,PENDING_TRIAL,98
FIR-TUT-2026-0225,53,Thoothukudi Town PS 6,13,Thoothukudi,2024-10-06 13:07:57,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,86
FIR-TUT-2025-0226,49,Thoothukudi Town PS 2,13,Thoothukudi,2024-11-30 14:13:08,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,93
FIR-MYD-2025-0227,152,Mayiladuthurai Town PS 2,35,Mayiladuthurai,2024-09-20 20:29:28,NDPS ACT SEC 8(c)/20(b)/22,OPIOID_ANALOGUES,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,88
FIR-NIL-2025-0228,105,Nilgiris Town PS 3,24,Nilgiris,2024-12-02 08:59:03,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,COMMERCIAL_QUANTITY,CHARGESHEET_FILED,89
FIR-RMD-2026-0229,131,Ramanathapuram Town PS 5,30,Ramanathapuram,2025-05-27 08:09:27,NDPS ACT SEC 8(c)/20(b)/22,CHEMICAL_PRECURSORS,INTERMEDIATE_QUANTITY,UNDER_INVESTIGATION,96
FIR-TVM-2025-0230,165,Tiruvannamalai Town PS 1,38,Tiruvannamalai,2024-09-23 20:04:22,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,UNDER_INVESTIGATION,97
FIR-TVR-2025-0231,145,Thiruvarur Town PS 5,33,Thiruvarur,2026-04-15 13:53:43,NDPS ACT SEC 8(c)/20(b)/22,UNKNOWN_CONTRABAND,INTERMEDIATE_QUANTITY,PENDING_TRIAL,87
FIR-VEL-2026-0232,34,Vellore Town PS 1,9,Vellore,2024-10-02 02:15:40,NDPS ACT SEC 8(c)/20(b)/22,COMMERCIAL_GANJA,COMMERCIAL_QUANTITY,PENDING_TRIAL,86
FIR-NIL-2026-0233,104,Nilgiris Town PS 2,24,Nilgiris,2025-08-31 13:51:56,NDPS ACT SEC 8(c)/20(b)/22,SYNTHETIC_MDMA,SMALL_QUANTITY,PENDING_TRIAL,86
