signal_id,call_timestamp,district_id,district_name,helpline_source,request_type,drug_category,confidence_score
HL-2026-00170,2025-07-21 19:04:41,18,Tiruvallur,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,CHEMICAL_PRECURSORS,82
HL-2026-00171,2026-01-05 05:06:51,9,Vellore,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,79
HL-2026-00172,2025-07-11 10:54:30,25,Karur,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,71
HL-2026-00173,2026-06-09 03:41:18,33,Thiruvarur,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,PRESCRIPTION_NARCOTICS,80
HL-2026-00174,2025-06-05 06:24:49,18,Tiruvallur,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,SYNTHETIC_MDMA,84
HL-2026-00175,2026-08-19 09:32:40,11,Dindigul,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,69
HL-2026-00176,2025-11-21 11:27:47,36,Ranipet,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,73
HL-2026-00177,2026-03-31 23:23:10,9,Vellore,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,OPIOID_ANALOGUES,60
HL-2026-00178,2026-02-15 06:57:07,5,Tiruchirappalli,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,70
HL-2026-00179,2024-12-07 23:41:08,30,Ramanathapuram,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,81
HL-2026-00180,2025-06-14 03:45:53,22,Dharmapuri,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,87
HL-2026-00181,2025-02-16 23:11:29,23,Namakkal,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,82
HL-2026-00182,2026-04-24 21:54:13,10,Krishnagiri,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,61
HL-2026-00183,2025-06-07 08:45:17,16,Kancheepuram,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,SYNTHETIC_MDMA,73
HL-2026-00184,2024-12-21 02:41:35,4,Salem,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,71
HL-2026-00185,2024-11-21 07:46:42,9,Vellore,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,79
HL-2026-00186,2026-04-06 03:35:34,5,Tiruchirappalli,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,69
HL-2026-00187,2025-09-06 05:22:01,6,Tirunelveli,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,75
HL-2026-00188,2026-08-02 13:09:20,30,Ramanathapuram,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,PRESCRIPTION_NARCOTICS,65
HL-2026-00189,2026-06-01 07:27:15,5,Tiruchirappalli,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,63
HL-2026-00190,2024-11-23 19:33:56,9,Vellore,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,62
HL-2026-00191,2026-03-11 04:30:54,26,Ariyalur,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,82
HL-2026-00192,2025-05-19 01:08:12,13,Thoothukudi,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,75
HL-2026-00193,2026-01-05 16:49:56,8,Erode,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,SYNTHETIC_MDMA,88
HL-2026-00194,2024-12-19 03:07:51,17,Chengalpattu,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,OPIOID_ANALOGUES,81
HL-2026-00195,2026-03-26 16:48:48,26,Ariyalur,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,UNKNOWN_CONTRABAND,69
HL-2026-00196,2025-04-17 19:26:38,13,Thoothukudi,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,84
HL-2026-00197,2025-02-27 17:15:24,33,Thiruvarur,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,CHEMICAL_PRECURSORS,82
HL-2026-00198,2024-12-30 06:49:35,29,Sivaganga,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,77
HL-2026-00199,2026-02-03 19:54:12,9,Vellore,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,84
HL-2026-00200,2025-04-21 15:33:12,6,Tirunelveli,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,COMMERCIAL_GANJA,77
HL-2026-00201,2025-06-22 11:26:41,10,Krishnagiri,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,OPIOID_ANALOGUES,71
HL-2026-00202,2024-12-16 16:49:05,5,Tiruchirappalli,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,62
HL-2026-00203,2026-07-01 09:20:19,1,Chennai,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,70
HL-2026-00204,2026-06-07 04:48:05,25,Karur,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,68
HL-2026-00205,2025-02-10 22:31:34,2,Coimbatore,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,60
HL-2026-00206,2025-09-04 05:22:30,1,Chennai,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,63
HL-2026-00207,2025-12-11 17:29:11,1,Chennai,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,CHEMICAL_PRECURSORS,75
HL-2026-00208,2024-11-12 16:48:31,36,Ranipet,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,PRESCRIPTION_NARCOTICS,67
HL-2026-00209,2025-11-23 15:02:53,18,Tiruvallur,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,88
HL-2026-00210,2025-03-26 18:55:20,30,Ramanathapuram,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,80
HL-2026-00211,2026-03-30 19:55:31,1,Chennai,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,SYNTHETIC_MDMA,67
HL-2026-00212,2025-08-22 05:02:39,26,Ariyalur,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,PRESCRIPTION_NARCOTICS,79
HL-2026-00213,2026-07-09 22:14:51,36,Ranipet,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,COMMERCIAL_GANJA,69
HL-2026-00214,2026-06-23 15:28:38,10,Krishnagiri,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,72
HL-2026-00215,2025-05-30 21:37:03,3,Madurai,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,CHEMICAL_PRECURSORS,60
HL-2026-00216,2025-08-22 17:02:25,1,Chennai,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,PRESCRIPTION_NARCOTICS,67
HL-2026-00217,2026-04-22 15:45:48,26,Ariyalur,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,CHEMICAL_PRECURSORS,69
HL-2026-00218,2026-06-12 02:10:45,24,Nilgiris,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,67
HL-2026-00219,2024-11-15 08:04:44,18,Tiruvallur,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,COMMERCIAL_GANJA,81
HL-2026-00220,2024-10-16 21:45:40,9,Vellore,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,PRESCRIPTION_NARCOTICS,84
HL-2026-00221,2026-06-20 08:14:30,12,Thanjavur,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,OPIOID_ANALOGUES,68
HL-2026-00222,2026-01-17 05:09:45,17,Chengalpattu,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,73
HL-2026-00223,2025-02-14 13:08:04,4,Salem,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,OPIOID_ANALOGUES,86
HL-2026-00224,2024-09-29 11:26:33,14,Kanniyakumari,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,63
HL-2026-00225,2025-01-04 07:21:54,4,Salem,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,UNKNOWN_CONTRABAND,67
HL-2026-00226,2025-12-12 04:54:07,35,Mayiladuthurai,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,OPIOID_ANALOGUES,63
HL-2026-00227,2026-07-04 23:00:31,24,Nilgiris,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,72
HL-2026-00228,2025-06-15 05:14:32,16,Kancheepuram,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,SYNTHETIC_MDMA,68
HL-2026-00229,2025-03-16 17:22:41,35,Mayiladuthurai,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,77
HL-2026-00230,2025-08-19 10:17:11,3,Madurai,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,OPIOID_ANALOGUES,63
HL-2026-00231,2024-11-05 05:08:01,10,Krishnagiri,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,81
HL-2026-00232,2026-06-01 20:39:16,23,Namakkal,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,SYNTHETIC_MDMA,87
HL-2026-00233,2025-05-15 18:54:15,15,Tenkasi,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,COMMERCIAL_GANJA,60
HL-2026-00234,2025-11-09 20:11:56,13,Thoothukudi,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,80
HL-2026-00235,2024-10-06 18:40:48,35,Mayiladuthurai,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,71
HL-2026-00236,2026-04-19 11:39:18,32,Theni,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,74
HL-2026-00237,2024-09-26 03:20:19,12,Thanjavur,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,66
HL-2026-00238,2025-07-08 07:29:19,36,Ranipet,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,84
HL-2026-00239,2026-01-21 02:37:58,21,Kallakurichi,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,61
HL-2026-00240,2026-01-28 10:40:10,11,Dindigul,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,SYNTHETIC_MDMA,85
HL-2026-00241,2024-10-29 09:05:06,15,Tenkasi,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,69
HL-2026-00242,2026-06-01 13:53:27,3,Madurai,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,CHEMICAL_PRECURSORS,73
HL-2026-00243,2025-01-20 07:16:34,22,Dharmapuri,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,UNKNOWN_CONTRABAND,81
HL-2026-00244,2026-08-07 15:48:24,20,Viluppuram,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,72
HL-2026-00245,2024-10-04 14:18:52,7,Tiruppur,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,80
HL-2026-00246,2026-06-21 22:22:28,18,Tiruvallur,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,PRESCRIPTION_NARCOTICS,68
HL-2026-00247,2025-01-21 14:07:42,8,Erode,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,71
HL-2026-00248,2026-03-07 01:20:05,20,Viluppuram,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,CHEMICAL_PRECURSORS,60
HL-2026-00249,2025-11-04 09:51:07,22,Dharmapuri,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,OPIOID_ANALOGUES,85
HL-2026-00250,2024-11-14 08:14:37,25,Karur,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,77
HL-2026-00251,2025-06-16 15:06:47,38,Tiruvannamalai,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,65
HL-2026-00252,2025-09-04 16:27:31,12,Thanjavur,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,85
HL-2026-00253,2025-04-02 22:28:33,35,Mayiladuthurai,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,SYNTHETIC_MDMA,72
HL-2026-00254,2024-10-29 03:21:34,10,Krishnagiri,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,72
HL-2026-00255,2025-08-08 08:45:12,29,Sivaganga,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,OPIOID_ANALOGUES,86
HL-2026-00256,2024-09-30 02:35:41,13,Thoothukudi,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,UNKNOWN_CONTRABAND,80
HL-2026-00257,2025-01-31 23:37:04,17,Chengalpattu,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,79
HL-2026-00258,2026-04-13 01:49:55,26,Ariyalur,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,OPIOID_ANALOGUES,85
HL-2026-00259,2026-07-27 04:01:41,17,Chengalpattu,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,60
HL-2026-00260,2026-07-03 08:33:31,27,Perambalur,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,UNKNOWN_CONTRABAND,69
HL-2026-00261,2024-12-15 02:45:55,34,Nagapattinam,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,COMMERCIAL_GANJA,81
HL-2026-00262,2025-04-03 14:45:39,6,Tirunelveli,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,UNKNOWN_CONTRABAND,67
HL-2026-00263,2025-12-25 18:03:35,32,Theni,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,COMMERCIAL_GANJA,73
HL-2026-00264,2025-03-15 20:42:28,31,Virudhunagar,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,81
HL-2026-00265,2025-03-15 18:41:35,1,Chennai,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,SYNTHETIC_MDMA,80
HL-2026-00266,2025-02-06 09:54:17,32,Theni,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,SYNTHETIC_MDMA,61
HL-2026-00267,2025-02-11 17:10:16,12,Thanjavur,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,66
HL-2026-00268,2025-11-25 05:18:10,21,Kallakurichi,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,PRESCRIPTION_NARCOTICS,85
HL-2026-00269,2025-02-16 05:28:35,29,Sivaganga,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,83
HL-2026-00270,2026-05-24 19:10:03,38,Tiruvannamalai,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,79
HL-2026-00271,2024-12-26 23:21:06,17,Chengalpattu,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,76
HL-2026-00272,2026-04-30 14:38:57,2,Coimbatore,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,85
HL-2026-00273,2025-08-11 22:14:36,16,Kancheepuram,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,SYNTHETIC_MDMA,80
HL-2026-00274,2025-12-14 13:35:20,16,Kancheepuram,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,UNKNOWN_CONTRABAND,76
HL-2026-00275,2026-01-19 00:16:32,33,Thiruvarur,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,85
HL-2026-00276,2024-10-27 11:49:02,27,Perambalur,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,80
HL-2026-00277,2025-01-11 00:44:19,28,Pudukkottai,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,73
HL-2026-00278,2025-06-23 02:59:04,33,Thiruvarur,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,68
HL-2026-00279,2026-01-17 21:22:32,18,Tiruvallur,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,SYNTHETIC_MDMA,86
HL-2026-00280,2026-02-04 00:39:18,16,Kancheepuram,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,73
HL-2026-00281,2025-12-17 10:49:40,1,Chennai,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,82
HL-2026-00282,2024-11-15 13:06:45,32,Theni,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,71
HL-2026-00283,2026-05-25 05:07:04,15,Tenkasi,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,75
HL-2026-00284,2025-02-03 14:28:04,5,Tiruchirappalli,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,88
HL-2026-00285,2025-06-23 02:25:41,36,Ranipet,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,OPIOID_ANALOGUES,63
HL-2026-00286,2026-01-14 11:24:48,1,Chennai,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,SYNTHETIC_MDMA,85
HL-2026-00287,2026-05-08 14:20:22,23,Namakkal,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,75
HL-2026-00288,2025-04-27 14:23:36,26,Ariyalur,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,82
HL-2026-00289,2024-11-14 21:44:54,10,Krishnagiri,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,CHEMICAL_PRECURSORS,86
HL-2026-00290,2026-04-23 14:52:32,27,Perambalur,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,COMMERCIAL_GANJA,64
HL-2026-00291,2025-06-22 22:13:54,1,Chennai,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,73
HL-2026-00292,2025-09-20 04:10:11,29,Sivaganga,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,SYNTHETIC_MDMA,82
HL-2026-00293,2025-09-09 02:18:50,26,Ariyalur,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,OPIOID_ANALOGUES,83
HL-2026-00294,2026-05-23 07:41:49,1,Chennai,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,OPIOID_ANALOGUES,88
HL-2026-00295,2026-06-13 10:22:04,14,Kanniyakumari,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,SYNTHETIC_MDMA,77
HL-2026-00296,2025-06-28 22:50:22,12,Thanjavur,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,UNKNOWN_CONTRABAND,69
HL-2026-00297,2026-03-17 01:42:51,25,Karur,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,UNKNOWN_CONTRABAND,84
HL-2026-00298,2025-02-01 18:13:13,5,Tiruchirappalli,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,72
HL-2026-00299,2025-09-07 13:29:16,38,Tiruvannamalai,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,COMMERCIAL_GANJA,63
HL-2026-00300,2025-08-06 10:22:16,10,Krishnagiri,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,87
HL-2026-00301,2026-05-12 10:54:47,34,Nagapattinam,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,82
HL-2026-00302,2025-07-24 09:24:05,31,Virudhunagar,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,OPIOID_ANALOGUES,67
HL-2026-00303,2025-10-11 07:30:03,21,Kallakurichi,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,79
HL-2026-00304,2026-08-11 17:28:44,33,Thiruvarur,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,PRESCRIPTION_NARCOTICS,81
HL-2026-00305,2026-03-11 20:33:43,23,Namakkal,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,OPIOID_ANALOGUES,74
HL-2026-00306,2024-11-02 11:14:32,37,Tirupathur,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,77
HL-2026-00307,2026-03-12 18:08:15,31,Virudhunagar,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,CHEMICAL_PRECURSORS,65
HL-2026-00308,2026-02-06 03:45:52,5,Tiruchirappalli,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,OPIOID_ANALOGUES,61
HL-2026-00309,2025-12-09 21:32:52,7,Tiruppur,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,COMMERCIAL_GANJA,78
HL-2026-00310,2025-03-04 01:39:00,15,Tenkasi,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,COMMERCIAL_GANJA,62
HL-2026-00311,2026-05-30 10:34:03,26,Ariyalur,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,SYNTHETIC_MDMA,67
HL-2026-00312,2025-01-29 02:25:04,36,Ranipet,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,73
HL-2026-00313,2026-03-14 19:55:03,12,Thanjavur,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,CHEMICAL_PRECURSORS,75
HL-2026-00314,2025-01-19 13:02:38,11,Dindigul,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,61
HL-2026-00315,2025-09-27 04:50:55,30,Ramanathapuram,10583_STATE_HELPLINE,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,88
HL-2026-00316,2025-05-12 16:23:08,38,Tiruvannamalai,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,OPIOID_ANALOGUES,86
HL-2026-00317,2024-11-09 12:29:05,3,Madurai,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,SYNTHETIC_MDMA,71
HL-2026-00318,2025-03-23 13:29:28,36,Ranipet,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,CHEMICAL_PRECURSORS,67
HL-2026-00319,2024-09-20 06:40:45,32,Theni,1098_CHILDLINE_REFERRAL,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,66
HL-2026-00320,2026-04-19 03:55:29,24,Nilgiris,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,COMMERCIAL_GANJA,64
HL-2026-00321,2025-11-15 22:43:20,11,Dindigul,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,72
HL-2026-00322,2026-08-18 13:43:43,33,Thiruvarur,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,66
HL-2026-00323,2024-11-20 14:16:12,28,Pudukkottai,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,86
HL-2026-00324,2026-07-28 20:22:32,20,Viluppuram,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,COMMERCIAL_GANJA,62
HL-2026-00325,2025-03-10 22:26:05,23,Namakkal,112_EMERGENCY_DISPATCH,DE_ADDICTION_SUPPORT,COMMERCIAL_GANJA,88
HL-2026-00326,2026-04-26 15:09:06,10,Krishnagiri,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,87
HL-2026-00327,2026-01-02 17:57:23,3,Madurai,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,OPIOID_ANALOGUES,79
HL-2026-00328,2025-09-18 01:57:17,15,Tenkasi,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,CHEMICAL_PRECURSORS,73
HL-2026-00329,2025-04-20 16:17:27,16,Kancheepuram,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,CHEMICAL_PRECURSORS,72
HL-2026-00330,2026-05-19 13:43:50,18,Tiruvallur,10583_STATE_HELPLINE,DE_ADDICTION_SUPPORT,SYNTHETIC_MDMA,72
HL-2026-00331,2025-03-09 18:16:11,19,Cuddalore,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,PRESCRIPTION_NARCOTICS,70
HL-2026-00332,2026-04-19 13:04:13,4,Salem,1098_CHILDLINE_REFERRAL,DE_ADDICTION_SUPPORT,COMMERCIAL_GANJA,74
HL-2026-00333,2026-03-25 08:32:40,8,Erode,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,OPIOID_ANALOGUES,81
HL-2026-00334,2025-03-11 01:19:42,10,Krishnagiri,112_EMERGENCY_DISPATCH,YOUTH_COUNSELLING_REQUEST,UNKNOWN_CONTRABAND,65
HL-2026-00335,2025-05-03 10:14:38,34,Nagapattinam,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,SYNTHETIC_MDMA,63
HL-2026-00336,2025-02-22 23:12:15,1,Chennai,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,CHEMICAL_PRECURSORS,70
HL-2026-00337,2026-08-20 00:12:29,10,Krishnagiri,1098_CHILDLINE_REFERRAL,YOUTH_COUNSELLING_REQUEST,OPIOID_ANALOGUES,74
HL-2026-00338,2025-05-13 12:34:28,16,Kancheepuram,112_EMERGENCY_DISPATCH,COMMUNITY_SUSPICION,PRESCRIPTION_NARCOTICS,79
HL-2026-00339,2025-05-02 09:43:34,32,Theni,10583_STATE_HELPLINE,COMMUNITY_SUSPICION,UNKNOWN_CONTRABAND,81
