enforcement_id,district_id,district_name,activity_timestamp,operation_type,outcome_summary,enforcing_agency,data_integrity_score
ENF-2026-00153,2,Coimbatore,2025-12-07 10:52:05,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,97
ENF-2026-00154,18,Tiruvallur,2025-08-23 13:47:10,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,93
ENF-2026-00155,22,Dharmapuri,2025-05-12 21:22:07,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,96
ENF-2026-00156,22,Dharmapuri,2025-07-20 00:52:57,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,94
ENF-2026-00157,25,Karur,2025-06-28 11:11:29,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,97
ENF-2026-00158,17,Chengalpattu,2025-11-08 09:21:52,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,88
ENF-2026-00159,2,Coimbatore,2025-02-17 22:17:46,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,98
ENF-2026-00160,8,Erode,2024-10-02 07:24:43,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,98
ENF-2026-00161,3,Madurai,2024-10-30 22:31:40,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,98
ENF-2026-00162,10,Krishnagiri,2025-02-06 16:23:40,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,91
ENF-2026-00163,26,Ariyalur,2026-08-03 02:50:26,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,99
ENF-2026-00164,31,Virudhunagar,2026-02-22 06:11:22,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,87
ENF-2026-00165,11,Dindigul,2025-05-01 13:13:05,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,93
ENF-2026-00166,9,Vellore,2025-11-29 08:58:30,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,86
ENF-2026-00167,12,Thanjavur,2025-04-18 15:43:23,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,90
ENF-2026-00168,29,Sivaganga,2026-01-11 13:44:28,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,92
ENF-2026-00169,4,Salem,2026-03-09 03:48:03,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,94
ENF-2026-00170,20,Viluppuram,2025-03-30 07:04:46,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,95
ENF-2026-00171,25,Karur,2024-11-23 11:11:57,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,96
ENF-2026-00172,8,Erode,2025-07-11 17:37:49,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,97
ENF-2026-00173,21,Kallakurichi,2024-12-08 09:44:13,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,92
ENF-2026-00174,10,Krishnagiri,2025-09-10 15:33:39,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,96
ENF-2026-00175,21,Kallakurichi,2026-06-03 01:39:04,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,94
ENF-2026-00176,10,Krishnagiri,2025-06-27 02:07:10,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,85
ENF-2026-00177,10,Krishnagiri,2026-07-06 23:06:29,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,86
ENF-2026-00178,8,Erode,2024-10-14 07:03:45,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,95
ENF-2026-00179,18,Tiruvallur,2025-09-25 21:15:09,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,93
ENF-2026-00180,26,Ariyalur,2025-02-24 04:05:37,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,99
ENF-2026-00181,12,Thanjavur,2025-11-15 04:59:18,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,93
ENF-2026-00182,19,Cuddalore,2025-04-25 07:15:26,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,87
ENF-2026-00183,25,Karur,2024-10-16 04:13:13,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,85
ENF-2026-00184,20,Viluppuram,2025-05-16 03:09:18,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,86
ENF-2026-00185,35,Mayiladuthurai,2024-11-29 13:45:59,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,99
ENF-2026-00186,31,Virudhunagar,2025-07-30 22:13:59,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,93
ENF-2026-00187,29,Sivaganga,2025-04-04 21:09:30,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,93
ENF-2026-00188,31,Virudhunagar,2026-05-20 07:27:56,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,93
ENF-2026-00189,30,Ramanathapuram,2025-06-26 13:15:00,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,90
ENF-2026-00190,20,Viluppuram,2026-03-14 06:16:44,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,99
ENF-2026-00191,8,Erode,2025-03-10 05:03:42,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,87
ENF-2026-00192,19,Cuddalore,2026-07-29 01:19:56,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,91
ENF-2026-00193,17,Chengalpattu,2025-11-14 23:16:52,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,90
ENF-2026-00194,16,Kancheepuram,2025-07-14 03:41:32,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,96
ENF-2026-00195,25,Karur,2025-05-16 03:22:25,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,98
ENF-2026-00196,1,Chennai,2025-01-02 06:38:40,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,85
ENF-2026-00197,15,Tenkasi,2025-03-15 16:47:58,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,90
ENF-2026-00198,35,Mayiladuthurai,2026-01-16 16:24:16,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,96
ENF-2026-00199,32,Theni,2024-11-07 14:00:20,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,98
ENF-2026-00200,37,Tirupathur,2025-09-30 01:19:24,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,94
ENF-2026-00201,17,Chengalpattu,2025-10-28 10:21:45,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,97
ENF-2026-00202,16,Kancheepuram,2024-09-23 14:47:16,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,99
ENF-2026-00203,8,Erode,2025-02-02 21:48:51,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,87
ENF-2026-00204,25,Karur,2025-05-08 12:57:55,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,90
ENF-2026-00205,24,Nilgiris,2025-05-01 15:43:38,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,95
ENF-2026-00206,33,Thiruvarur,2026-07-03 03:28:40,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,89
ENF-2026-00207,34,Nagapattinam,2026-03-18 21:34:06,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,85
ENF-2026-00208,31,Virudhunagar,2026-08-16 08:32:43,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,92
ENF-2026-00209,25,Karur,2025-11-24 03:08:04,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,99
ENF-2026-00210,27,Perambalur,2024-12-25 04:21:24,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,91
ENF-2026-00211,16,Kancheepuram,2024-09-23 13:34:19,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,92
ENF-2026-00212,20,Viluppuram,2025-03-09 16:05:44,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,86
ENF-2026-00213,14,Kanniyakumari,2026-04-24 13:24:04,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,96
ENF-2026-00214,22,Dharmapuri,2026-02-06 01:15:34,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,97
ENF-2026-00215,11,Dindigul,2026-02-05 13:24:17,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,97
ENF-2026-00216,14,Kanniyakumari,2025-11-01 10:13:18,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,96
ENF-2026-00217,2,Coimbatore,2026-02-20 10:25:08,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,91
ENF-2026-00218,21,Kallakurichi,2024-10-30 04:59:54,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,99
ENF-2026-00219,32,Theni,2026-04-07 21:28:22,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,86
ENF-2026-00220,33,Thiruvarur,2026-05-06 05:14:11,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,90
ENF-2026-00221,31,Virudhunagar,2025-11-17 10:47:00,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,92
ENF-2026-00222,11,Dindigul,2024-12-06 10:42:14,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,90
ENF-2026-00223,30,Ramanathapuram,2026-07-02 04:06:49,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,87
ENF-2026-00224,23,Namakkal,2025-07-13 09:04:53,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,92
ENF-2026-00225,13,Thoothukudi,2025-08-12 05:04:59,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,91
ENF-2026-00226,33,Thiruvarur,2025-07-06 14:05:01,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,99
ENF-2026-00227,26,Ariyalur,2024-09-22 15:22:26,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,93
ENF-2026-00228,23,Namakkal,2026-02-20 09:46:07,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,94
ENF-2026-00229,22,Dharmapuri,2025-06-19 04:57:03,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,97
ENF-2026-00230,22,Dharmapuri,2025-05-15 19:27:20,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,96
ENF-2026-00231,19,Cuddalore,2026-05-17 20:13:01,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,85
ENF-2026-00232,18,Tiruvallur,2025-11-11 04:17:29,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,89
ENF-2026-00233,30,Ramanathapuram,2026-07-30 02:57:06,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,97
ENF-2026-00234,20,Viluppuram,2026-02-11 13:16:35,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,91
ENF-2026-00235,23,Namakkal,2024-10-16 18:33:08,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,90
ENF-2026-00236,4,Salem,2024-10-26 11:26:50,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,86
ENF-2026-00237,36,Ranipet,2024-11-21 13:17:42,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,91
ENF-2026-00238,12,Thanjavur,2026-03-11 15:42:11,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,91
ENF-2026-00239,13,Thoothukudi,2025-09-11 22:26:16,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,94
ENF-2026-00240,33,Thiruvarur,2026-04-12 12:17:50,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,97
ENF-2026-00241,7,Tiruppur,2025-10-09 13:23:58,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,85
ENF-2026-00242,21,Kallakurichi,2025-04-08 12:29:25,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,97
ENF-2026-00243,27,Perambalur,2025-05-19 01:32:19,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,89
ENF-2026-00244,23,Namakkal,2026-05-30 22:01:30,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,98
ENF-2026-00245,30,Ramanathapuram,2026-07-11 20:29:33,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,86
ENF-2026-00246,8,Erode,2026-07-22 22:17:00,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,94
ENF-2026-00247,12,Thanjavur,2026-06-13 19:47:07,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,90
ENF-2026-00248,15,Tenkasi,2026-07-07 13:32:36,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,95
ENF-2026-00249,26,Ariyalur,2025-03-08 02:31:58,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,85
ENF-2026-00250,5,Tiruchirappalli,2025-11-20 12:57:37,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,92
ENF-2026-00251,2,Coimbatore,2025-06-20 00:53:11,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,98
ENF-2026-00252,32,Theni,2025-09-25 05:09:32,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,89
ENF-2026-00253,35,Mayiladuthurai,2025-12-20 00:31:26,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,98
ENF-2026-00254,21,Kallakurichi,2025-08-18 11:56:08,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,94
ENF-2026-00255,16,Kancheepuram,2025-02-02 10:47:38,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,90
ENF-2026-00256,9,Vellore,2026-06-02 07:49:02,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,88
ENF-2026-00257,34,Nagapattinam,2025-06-23 01:41:09,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,94
ENF-2026-00258,16,Kancheepuram,2025-08-17 10:55:21,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,88
ENF-2026-00259,7,Tiruppur,2025-05-04 01:37:48,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,94
ENF-2026-00260,15,Tenkasi,2026-04-07 08:32:46,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,88
ENF-2026-00261,4,Salem,2026-03-18 03:55:41,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,85
ENF-2026-00262,33,Thiruvarur,2026-06-27 06:20:43,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,86
ENF-2026-00263,24,Nilgiris,2025-06-25 22:57:03,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,89
ENF-2026-00264,15,Tenkasi,2025-05-21 13:34:13,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,98
ENF-2026-00265,38,Tiruvannamalai,2024-10-05 03:44:28,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,98
ENF-2026-00266,15,Tenkasi,2026-06-27 00:39:50,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,91
ENF-2026-00267,27,Perambalur,2026-07-08 05:40:22,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,91
ENF-2026-00268,12,Thanjavur,2024-11-11 15:18:00,SPECIAL_CAMPUS_DRIVE,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,95
ENF-2026-00269,33,Thiruvarur,2026-08-19 01:13:41,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,PROHIBITION_ENFORCEMENT_WING,97
ENF-2026-00270,19,Cuddalore,2025-04-18 10:36:42,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,89
ENF-2026-00271,20,Viluppuram,2025-03-02 11:04:40,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,94
ENF-2026-00272,37,Tirupathur,2025-07-24 10:48:38,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,92
ENF-2026-00273,15,Tenkasi,2025-04-28 10:55:23,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,98
ENF-2026-00274,15,Tenkasi,2026-01-10 01:45:29,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,98
ENF-2026-00275,18,Tiruvallur,2026-01-05 21:09:20,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,94
ENF-2026-00276,20,Viluppuram,2024-11-11 20:22:33,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,85
ENF-2026-00277,33,Thiruvarur,2025-12-10 17:36:19,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,97
ENF-2026-00278,12,Thanjavur,2025-07-09 17:00:27,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,98
ENF-2026-00279,5,Tiruchirappalli,2025-07-27 05:10:14,INTENSIVE_VEHICLE_CHECK,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,89
ENF-2026-00280,30,Ramanathapuram,2025-08-27 23:43:58,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,90
ENF-2026-00281,23,Namakkal,2024-09-22 17:48:47,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,95
ENF-2026-00282,25,Karur,2025-08-16 18:48:58,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,92
ENF-2026-00283,30,Ramanathapuram,2025-11-20 05:34:04,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,85
ENF-2026-00284,15,Tenkasi,2026-04-11 12:33:22,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,87
ENF-2026-00285,13,Thoothukudi,2025-02-02 20:58:49,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,87
ENF-2026-00286,29,Sivaganga,2025-04-13 19:18:19,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,93
ENF-2026-00287,6,Tirunelveli,2025-04-18 05:28:04,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,96
ENF-2026-00288,3,Madurai,2025-03-06 07:53:47,HOTEL_LODGE_SURPRISE_INSPECTION,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,99
ENF-2026-00289,35,Mayiladuthurai,2025-02-02 11:29:52,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,97
ENF-2026-00290,38,Tiruvannamalai,2025-02-20 21:14:26,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,86
ENF-2026-00291,30,Ramanathapuram,2025-03-11 20:17:34,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,98
ENF-2026-00292,24,Nilgiris,2026-07-06 06:26:16,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,90
ENF-2026-00293,6,Tirunelveli,2025-02-25 04:30:23,INTENSIVE_VEHICLE_CHECK,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,85
ENF-2026-00294,25,Karur,2025-02-03 13:08:21,HOTEL_LODGE_SURPRISE_INSPECTION,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,86
ENF-2026-00295,30,Ramanathapuram,2026-03-12 23:56:09,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,91
ENF-2026-00296,5,Tiruchirappalli,2026-08-19 05:32:41,HOTEL_LODGE_SURPRISE_INSPECTION,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,89
ENF-2026-00297,31,Virudhunagar,2026-02-01 10:27:33,COASTAL_PATROL_SWEEP,SEIZURE_REGISTERED,DISTRICT_SPECIAL_TASK_FORCE,89
ENF-2026-00298,32,Theni,2026-03-12 20:13:57,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,96
ENF-2026-00299,25,Karur,2025-05-02 04:19:07,INTENSIVE_VEHICLE_CHECK,NO_CONTRABAND_FOUND,DISTRICT_SPECIAL_TASK_FORCE,87
ENF-2026-00300,17,Chengalpattu,2024-11-04 07:02:04,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,COASTAL_SECURITY_GROUP,92
ENF-2026-00301,9,Vellore,2026-02-26 09:33:02,COASTAL_PATROL_SWEEP,INTERMEDIATE_DISCREPANCY,COASTAL_SECURITY_GROUP,85
ENF-2026-00302,14,Kanniyakumari,2025-11-13 21:48:05,COASTAL_PATROL_SWEEP,NO_CONTRABAND_FOUND,COASTAL_SECURITY_GROUP,91
ENF-2026-00303,31,Virudhunagar,2026-01-17 13:03:59,SPECIAL_CAMPUS_DRIVE,SEIZURE_REGISTERED,PROHIBITION_ENFORCEMENT_WING,96
ENF-2026-00304,4,Salem,2025-09-04 08:12:55,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,PROHIBITION_ENFORCEMENT_WING,97
ENF-2026-00305,31,Virudhunagar,2024-09-26 16:28:12,SPECIAL_CAMPUS_DRIVE,INTERMEDIATE_DISCREPANCY,DISTRICT_SPECIAL_TASK_FORCE,88
